NormDeltaOmega,ITERATIONS,TimestepsMean,TimestepsStd,OmegaBefore,RewardStd,NormDeltaVar,ReturnsMean,ConfortViolation,RewardMean,ReturnsStd,Traj,Wins,Omega,DeltaOmega
0.00044775344194523947,778,45.808,18.748950263948114,0.08975036362812369,1.454576895424651,0.0794952192840656,444.99936770747314,0,9.714446553166983,187.49220256604667,250,0.0,0.08930261018617845,-0.00044775344194523947
0.0016393729220847697,808,81.304,57.00361027163104,0.21200631407648066,1.0517473435887081,0.10513574920953359,800.5449541359584,0,9.846316960247442,572.2187549505361,250,8.799999999999999,0.21364568699856543,0.0016393729220847697
0.0035781843955809862,838,41.0,16.46887974332195,0.03225281798560298,1.5345778623871742,0.0745034538932039,397.0739882154701,0,9.684731419889513,164.70970105471935,250,0.0,0.02867463359002199,-0.0035781843955809862
0.039503166020699476,868,105.312,72.31397275769048,0.28645798665908523,0.7894507124511037,0.09378563868921881,1043.4301254113802,0,9.907988884565675,728.6802465142503,250,34.0,0.3259611526797847,0.039503166020699476
0.0025048317667929337,898,42.628,18.93846920952166,0.04615828702680249,1.5031472102494132,0.09215448000753106,413.35854931604587,0,9.696878796003702,189.82052772038784,250,0.4,0.043653455260009556,-0.0025048317667929337
0.006012003769649693,928,65.8,48.00674952545735,0.16851124082068178,1.191311274034112,0.09888756804160108,645.2274055665672,0,9.80588762259221,481.6875582141034,250,4.8,0.17452324459033147,0.006012003769649693
0.005272904741631557,958,127.256,75.68565560263055,0.33541367653610715,0.6288696560304673,0.08738132447299728,1264.5643457915476,0,9.937168744825765,762.8246956194251,250,49.6,0.3406865812777387,0.005272904741631557
0.011454311222057922,988,79.98,61.01091377778241,0.20806511430943878,1.0278509472740143,0.13115598704499024,788.0910618739493,0,9.853601673842828,613.6412771361602,250,14.399999999999999,0.2195194255314967,0.011454311222057922
0.007381677959795052,1018,150.152,70.42432034460822,0.36474961706636394,0.4927108466197953,0.15586728833291164,1495.1265819670837,0,9.957420360481938,709.9768157206261,250,63.6,0.372131295026159,0.007381677959795052
0.013304873969813752,1048,59.076,40.074408592017924,0.14525125769369862,1.2733684115607486,0.12251551926313699,577.7232397796812,0,9.779322225263748,401.53713920008374,250,2.0,0.13194638372388487,-0.013304873969813752
0.009651527897443168,1078,54.376,35.01066443242687,0.1377123216976045,1.32829051692929,0.06337768647309112,530.7211592085289,0,9.760209636761235,350.93144715269113,250,1.6,0.14736384959504767,0.009651527897443168
0.010564772106234771,1108,103.224,71.95435931199721,0.23594774489136622,0.8324762242266667,0.1168854411134698,1022.0698780392022,0,9.90147521932111,724.2409388895288,250,28.000000000000004,0.22538297278513145,-0.010564772106234771
0.0211459170718285,1138,91.552,67.43666136457232,0.20381670408506142,0.9257959502696615,0.10553779537466183,904.6098779331525,0,9.880831417480257,678.5551752664443,250,20.8,0.18267078701323292,-0.0211459170718285
0.021688494969773736,1168,63.032,46.9674672086967,0.1683222932823079,1.2140017845251192,0.0769271263667587,617.6216975919241,0,9.79854197220339,471.5247305562398,250,5.2,0.19001078825208165,0.021688494969773736
0.026242707213494476,1198,50.916,28.644946220930493,0.1046583073531035,1.3768740072085006,0.08195841312797515,496.1459308253513,0,9.744401186765481,286.97228026530104,250,0.8,0.07841560013960902,-0.026242707213494476
0.021611880291698443,1228,51.18,29.85062143406733,0.1044865260421978,1.3734267955975605,0.048102968003888684,498.77692370636555,0,9.745543644125936,298.997822308162,250,0.8,0.12609840633389624,0.021611880291698443
0.00392243210814644,1258,57.752,40.44881328296295,0.1266302530845736,1.285071709755623,0.0925979033530347,564.6158260742998,0,9.7765588390757,405.5410528865572,250,2.4,0.13055268519272004,0.00392243210814644
0.017242372094232128,1288,71.76,56.82786640372838,0.1677992744212329,1.1061767905392432,0.09595802316804969,705.5487887660853,0,9.832062273774877,571.2309282763962,250,10.8,0.18504164651546504,0.017242372094232128
0.010856086711337198,1318,39.888,14.02695462315324,0.014983998471028645,1.5550120984190747,0.035695284958098615,385.9815146993151,0,9.676632438310147,140.2897852461788,250,0.0,0.025840085182365843,0.010856086711337198
0.009677857240797089,1348,95.652,71.7112187596892,0.2020617125479927,0.8831978890892775,0.1006207630932317,946.0834887960392,0,9.890890820850997,721.6008345806687,250,24.8,0.19238385530719562,-0.009677857240797089
0.0371303979086689,1378,97.02,71.84914474090836,0.2209836883390709,0.8489176377278812,0.09577412639200653,960.3708187335471,0,9.89868912320704,723.8898192127325,250,29.599999999999998,0.2581140862477398,0.0371303979086689
0.03167748866179915,1408,63.068,46.485862108817564,0.1439228810055585,1.2062680814132958,0.1275314819408308,618.2059824869149,0,9.802213206172937,467.17081167120676,250,6.4,0.11224539234375935,-0.03167748866179915
0.016709268914092967,1438,101.912,74.16570808668924,0.22037805914407524,0.8073744014537069,0.1326309099034381,1009.8148860426475,0,9.908694619305356,747.3102744719965,250,33.2,0.20366879022998227,-0.016709268914092967
0.026283616198543358,1468,199.964,11.53718787226766,0.6545366330391014,0.06382418021303135,0.12997041114456812,1994.9128106874516,0,9.976359798200935,116.52992153054815,250,99.2,0.628253016840558,-0.026283616198543358
0.030386607556378176,1498,181.636,48.84751277189044,0.48737956703850244,0.27824017598408696,0.08610839058893174,1811.7502219319597,0,9.974620790658017,492.7204166237269,250,86.0,0.45699295948212426,-0.030386607556378176
0.021715799625529386,1528,177.136,55.11331512438713,0.46777368735162417,0.30120218080606437,0.05281019477797783,1766.8322457695751,0,9.974439107632417,555.6394139890881,250,84.0,0.4460578877260948,-0.021715799625529386
0.011307107952138296,1558,174.856,55.87789602338299,0.4570228078464776,0.3250281848471717,0.05949233400549229,1743.8062528430976,0,9.972813359810916,563.5779027270197,250,81.6,0.4457156998943393,-0.011307107952138296
0.03277013758049119,1588,120.448,75.94887290802939,0.2796610844548518,0.681045446936744,0.07050482644993328,1196.2365601357665,0,9.931560176472555,765.4038207625954,250,44.0,0.312431222035343,0.03277013758049119
0.0005420788708705437,1618,91.192,66.13908931940324,0.20591077896575885,0.9253118737432415,0.06180569051061939,901.0988223573299,0,9.881336327280131,665.8563298006457,250,21.2,0.2064528578366294,0.0005420788708705437
0.01304839451211412,1648,112.008,76.07911629350068,0.2508399296785844,0.7209009171267396,0.017016770724728854,1111.7064332929829,0,9.92524135144796,767.0040759450085,250,41.6,0.23779153516647025,-0.01304839451211412
0.04585572412341338,1678,149.744,72.32387202023962,0.3630726338855584,0.47416030295275957,0.11517148919673943,1491.5846108765334,0,9.960897337299212,729.2090964713352,250,66.4,0.40892835800897176,0.04585572412341338
0.02204279147077845,1708,52.264,28.148078158197585,0.11553149639418868,1.3621454085483164,0.06683257166426394,509.5291317882589,0,9.749141508270682,281.74694355351977,250,0.4,0.09348870492341023,-0.02204279147077845
0.005610237075604652,1738,172.116,58.818284096018985,0.4417991389659952,0.3381166605571659,0.05528869220857346,1716.4283295960488,0,9.972508828906369,593.1518940771668,250,80.4,0.44740937604159986,0.005610237075604652
0.06369900988366506,1768,111.84,74.99412243636164,0.25017440610102876,0.7383294224223713,0.08089315703860653,1109.6483532808572,0,9.921748509306665,755.801810421956,250,38.800000000000004,0.1864753962173637,-0.06369900988366506
0.00930183652558235,1798,46.024,20.07922867044449,0.06930856421460634,1.4514452937978897,0.031328946165314134,447.2133210961211,0,9.716959001740856,200.79862052474593,250,0.0,0.07861040074018869,0.00930183652558235
0.0343638781054339,1828,155.656,68.5231761085255,0.36632658452549,0.4453665149957942,0.07710216556948601,1551.004747041455,0,9.964310704640074,691.079479580461,250,69.19999999999999,0.3319627064200561,-0.0343638781054339
0.007909765985571804,1858,120.988,76.39787860929124,0.27876554923806474,0.6624798100468159,0.08827582076677569,1202.0418892586576,0,9.935215800398861,770.2325632852845,250,46.800000000000004,0.27085578325249293,-0.007909765985571804
0.02635615618588566,1888,98.468,72.67363329296258,0.22857660660918686,0.8403958938703245,0.1300655729042391,974.9095442112312,0,9.900775320014938,732.1391810063229,250,30.0,0.2022204504233012,-0.02635615618588566
0.009967689617450232,1918,57.428,38.711817523851806,0.11624410559504572,1.2937716999074296,0.06328695050546615,561.3280495322821,0,9.77446628007735,387.8361588981735,250,1.6,0.12621179521249595,0.009967689617450232
0.020599137563990566,1948,108.28,70.50033758784421,0.26708335918093407,0.8084187503710044,0.10725402505629655,1072.4932144398863,0,9.904813579976786,709.6002914593994,250,28.799999999999997,0.28768249674492463,0.020599137563990566
0.01001594779192344,1978,63.204,47.727836573639074,0.13716353592390768,1.2050880095572338,0.12469101681886864,619.5959901921731,0,9.80311357180199,479.56238494121743,250,6.4,0.12714758813198423,-0.01001594779192344
