NormDeltaOmega,ITERATIONS,TimestepsMean,TimestepsStd,OmegaBefore,RewardStd,NormDeltaVar,ReturnsMean,ConfortViolation,RewardMean,ReturnsStd,Traj,Wins,Omega,DeltaOmega
0.10000000148940336,0,28.496,13.539054028993311,4.0,1.681443806307655,0.3162277670184434,250.65965838807304,0,8.7963103027819,124.12815165897926,250,0.0,3.8999999985105966,-0.10000000148940336
0.09998931205159911,1,30.724,12.134571438662347,3.8999999985105966,1.627822208361043,0.29596488784422625,271.96965595233246,0,8.852026297107555,111.65161201615871,250,0.0,3.8000106864589975,-0.09998931205159911
0.0998327428517185,2,36.396,15.555808690003872,3.8000106864589975,1.5076206901918827,0.30369611722660994,325.54239761317336,0,8.944455369083782,143.93617815258926,250,0.0,3.700177943607279,-0.0998327428517185
0.10024656311908275,3,35.82,15.450423942403651,3.700177943607279,1.5244562178232457,0.29221137976277634,321.2795718410608,0,8.969278945869926,143.5133812605809,250,0.0,3.5999313804881963,-0.10024656311908275
0.1006450353447974,4,39.512,19.436919920604705,3.5999313804881963,1.4599869263729455,0.2724990121442993,356.8993791143931,0,9.03268321305915,181.1531816366414,250,0.0,3.499286345143399,-0.1006450353447974
0.10108935910413708,5,40.616,16.565402017457952,3.499286345143399,1.4461853617752614,0.26011453092743725,368.5786202317981,0,9.074714896390537,155.04636155427698,250,0.0,3.398196986039262,-0.10108935910413708
0.10159801780083155,6,42.752,17.007601124203262,3.398196986039262,1.4159061225557878,0.2593620007481398,389.869341067593,0,9.1193240332053,159.8693127623966,250,0.0,3.2965989682384302,-0.10159801780083155
0.10197227848691792,7,46.368,19.73039725905183,3.2965989682384302,1.366226331510324,0.2552846650148554,425.2738772099519,0,9.171710602354032,186.27082854629865,250,0.0,3.1946266897515123,-0.10197227848691792
0.10245305174183228,8,50.0,21.76713118442575,3.1946266897515123,1.3220789158826878,0.2465658325662287,461.14292838472767,0,9.222858567694553,206.34451842588274,250,0.0,3.09217363800968,-0.10245305174183228
0.10319161144118016,9,51.004,20.893922178470945,3.09217363800968,1.3139763435927232,0.22903806437822227,472.2938618271783,0,9.259937687773084,198.8486340644955,250,0.0,2.9889820265685,-0.10319161144118016
0.10399087744294899,10,52.54,21.16677585273676,2.9889820265685,1.2993333717228897,0.2113726642214905,488.3842996171403,0,9.295475820653603,202.10968047449737,250,0.0,2.884991149125551,-0.10399087744294899
0.10415585042660513,11,55.1,25.252049421779613,2.884991149125551,1.273672326746873,0.20541324549729073,514.4068951404097,0,9.33587831470798,241.7902209559085,250,0.0,2.7808352986989457,-0.10415585042660513
0.1041347577014835,12,52.532,19.726149548251936,2.7808352986989457,1.3070934253328894,0.20409876512215533,491.1840228279665,0,9.350186987511735,189.47028276014322,250,0.0,2.6767005409974622,-0.1041347577014835
0.10468267225700156,13,53.672,20.15292574292874,2.6767005409974622,1.2974500094902308,0.2039867332063479,503.61744672210887,0,9.383243529626412,194.11267760192555,250,0.0,2.5720178687404607,-0.10468267225700156
0.10449877566111754,14,55.328,20.891060671971637,2.5720178687404607,1.2819654111828527,0.20820838955057472,520.9342738868672,0,9.415382336011914,201.92236039546336,250,0.0,2.467519093079343,-0.10449877566111754
0.10468881866654733,15,57.024,22.33668337063495,2.467519093079343,1.2668270952606757,0.20828885043864284,538.7554917784234,0,9.447872681299513,216.44454806690482,250,0.0,2.362830274412796,-0.10468881866654733
0.10437744408276428,16,58.524,22.27450165548042,2.362830274412796,1.2540882331058816,0.22029627324880197,554.6515696366612,0,9.477335275043764,216.3710187382143,250,0.0,2.2584528303300315,-0.10437744408276428
0.10450561318912177,17,60.252,23.852976669589896,2.2584528303300315,1.2396420687373944,0.2363454659579189,572.806412399108,0,9.506844791859326,232.25683642972038,250,0.0,2.1539472171409098,-0.10450561318912177
0.10426374761051216,18,60.48,23.385670826384263,2.1539472171409098,1.2375540480968898,0.24343378620016337,576.2956362330632,0,9.528697689038744,228.67093038961193,250,0.4,2.0496834695303976,-0.10426374761051216
