ConfortViolation,NormDeltaOmega,OmegaBefore,DeltaOmega,TimestepsStd,TimestepsMean,ReturnsMean,NormDeltaVar,RewardStd,Wins,Traj,ReturnsStd,ITERATIONS,RewardMean,Omega
0,0.1000000014893434,7.0,-0.1000000014893434,13.04476232056376,24.776,177.3277255358193,0.3162277676072833,1.473426426959201,0.0,250,97.53600260565317,0,7.157237872772817,6.899999998510657
0,0.09973830299782538,6.899999998510657,-0.09973830299782538,14.998178022679955,27.784,201.66803068483986,0.2950397674294831,1.4085625609828756,0.0,250,113.40976689075676,1,7.258423217853436,6.800261695512831
0,0.09924637906160072,6.800261695512831,-0.09924637906160072,16.697862857264102,32.624,240.27222566673228,0.2966279088736893,1.3159180160859838,0.0,250,127.62150564348829,2,7.364891664625193,6.7010153164512305
0,0.09903747954960274,6.7010153164512305,-0.09903747954960274,19.744619520264248,36.5,271.95812901559214,0.27318960903163514,1.2572857373236974,0.0,250,152.19893169764956,3,7.450907644262798,6.601977836901628
0,0.09903446968110696,6.601977836901628,-0.09903446968110696,21.126411526806915,39.356,296.51213660424,0.2682568503596574,1.2207665530739022,0.4,250,164.67600620944282,4,7.534102464789106,6.502943367220521
0,0.09968443143484063,6.502943367220521,-0.09968443143484063,20.62465941536975,42.368,322.2824166653949,0.23654509117041686,1.1894270604849655,0.0,250,161.98144553501757,5,7.606741329904525,6.40325893578568
0,0.09986929344220563,6.40325893578568,-0.09986929344220563,21.97857138214402,47.68,367.12182728992065,0.22837988249500513,1.133696119810882,0.0,250,174.25027932717998,6,7.699702753563771,6.3033896423434745
0,0.1008246145585554,6.3033896423434745,-0.1008246145585554,20.828343765167695,47.936,371.87728998600915,0.22668234216071453,1.1393369133486684,0.0,250,166.5405271328133,7,7.757787257718816,6.202565027784919
0,0.10174569073910256,6.202565027784919,-0.10174569073910256,21.117601757775432,51.164,400.8795813597253,0.2153907760794787,1.1131533233520525,0.0,250,170.11363633503336,8,7.835188440304225,6.100819337045817
0,0.10258334485286014,6.100819337045817,-0.10258334485286014,23.617078566156312,54.56,431.3413337061727,0.1991386436213834,1.0850290345835363,0.4,250,191.96952218538863,9,7.905816233617536,5.9982359921929564
0,0.10347741741741956,5.9982359921929564,-0.10347741741741956,21.929377920953435,55.628,443.26661879884557,0.19904104329628022,1.0852066535020168,0.0,250,179.5874364750495,10,7.968408333911799,5.894758574775537
0,0.10441290026086225,5.894758574775537,-0.10441290026086225,23.08918361484442,57.76,464.14419470094987,0.20686452125768123,1.073800844115258,0.0,250,190.52958206636166,11,8.03573744288348,5.790345674514675
0,0.10523697075189453,5.790345674514675,-0.10523697075189453,25.32442299441391,59.64,482.89185636399264,0.2236763217137439,1.0644999802090633,0.0,250,210.61478511580646,12,8.09677827572087,5.68510870376278
0,0.10613774347111793,5.68510870376278,-0.10613774347111793,24.17992853587454,62.916,513.7859219283271,0.23661142050641007,1.0447918370060476,0.0,250,202.55085502180225,13,8.16622038795103,5.578970960291662
0,0.10718148112508086,5.578970960291662,-0.10718148112508086,26.04751627314973,67.836,558.7325420242895,0.24892850074441472,1.0126745745586971,0.4,250,219.83392468494395,14,8.236519576984044,5.471789479166581
0,0.10824466886291617,5.471789479166581,-0.10824466886291617,29.033412200428664,71.676,594.8340166789357,0.25890071934022346,0.990506285102331,0.8,250,246.92040414713372,15,8.298928744334725,5.363544810303665
0,0.1093019487818534,5.363544810303665,-0.1093019487818534,32.438854727009094,79.448,665.1231299863094,0.269363220886271,0.9508816002212492,0.4,250,277.5778425036425,16,8.371804576406069,5.254242861521812
0,0.11018747764391357,5.254242861521812,-0.11018747764391357,38.33571055817278,89.036,751.8556701673996,0.2748294991280161,0.8985649972173637,2.0,250,330.7455693096315,17,8.444400806049234,5.144055383877898
0,0.11087182071727675,5.144055383877898,-0.11087182071727675,42.781697021039264,101.52,864.0963961633507,0.2776815749492261,0.8367549612200803,4.8,250,372.13299699480604,18,8.511587826668151,5.033183563160621
0,0.11169942242030562,5.033183563160621,-0.11169942242030562,45.039193776087956,124.532,1069.6475961183369,0.27975342694611866,0.7386586378123066,10.8,250,395.39348247004045,19,8.589339255117855,4.921484140740316
