ITERATIONS,ReturnsStd,NormDeltaOmega,ConfortViolation,DeltaOmega,Traj,ReturnsMean,NormDeltaVar,RewardMean,RewardStd,TimestepsStd,TimestepsMean,OmegaBefore,Wins,Omega
1678,10.377984944547732,0.01537364250146922,0,-0.01537364250146922,250,-94.02141416082017,0.0009266135731926052,-17.528227845044775,8.394135694202944,0.48114862568649197,5.364,25.064722789472643,0.0,25.049349146971174
1708,10.33704305962456,0.019395540871990136,0,-0.019395540871990136,250,-94.24737228235855,0.0011296323667488997,-17.60974818429719,8.4449383288684,0.4775939698111776,5.352,25.115694653374693,0.0,25.096299112502702
1738,10.627048194112131,0.013195800444883332,0,-0.013195800444883332,250,-95.23262152717687,0.0013850712310068977,-17.57059437770791,8.360920113911789,0.4935585071701227,5.42,25.066929705932342,0.0,25.05373390548746
1768,9.763863533984372,0.015291869516154577,0,-0.015291869516154577,250,-89.86908145338927,0.0016826534595006351,-16.80424110945948,8.062424629004088,0.47633601585435464,5.348,24.719893664826298,0.0,24.704601795310143
1798,9.623697565190016,0.00973843686465159,0,-0.00973843686465159,250,-91.13282271522658,0.002128697259186661,-17.207859274023146,8.30625308360663,0.45649096376598736,5.296,24.943695271909842,0.0,24.93395683504519
1828,10.276551172714179,0.036114299087838475,0,-0.036114299087838475,250,-93.41265428360526,0.002769795784643095,-17.440749492831454,8.360323167659075,0.4788152044369518,5.356,25.035342996390483,0.0,24.999228697302645
1858,10.578034396340598,0.03822977922462911,0,-0.03822977922462911,250,-95.32879442360505,0.0036855672672282806,-17.732290629390825,8.480391975425219,0.4843800161030593,5.376,25.17346539373062,0.0,25.13523561450599
1888,10.239633050496044,0.005698913983447795,0,0.005698913983447795,250,-92.85744117105205,0.004914848088888512,-17.272589503543905,8.260762940445561,0.4843800161030593,5.376,24.945886068475307,0.0,24.951584982458755
1918,10.220603488728582,0.013457103214754795,0,-0.013457103214754795,250,-93.19791128608531,0.007202563747472106,-17.413660554201293,8.350980521059872,0.4775939698111775,5.352,25.026024884067805,0.0,25.01256778085305
1948,10.40843166666688,0.007752306090598182,0,0.007752306090598182,250,-93.81853730823842,0.011702614194090513,-17.373803205229336,8.286485815849211,0.4898979485566356,5.4,24.9870335493003,0.0,24.994785855390898
1978,10.336130050969336,0.008661201361519488,0,0.008661201361519488,250,-94.32480186913203,0.024795733066534348,-17.65059915215794,8.472407449845933,0.4750410508577127,5.344,25.146125692305823,0.0,25.154786893667342
