ReturnsMean,Omega,TimestepsMean,Traj,ITERATIONS,NormDeltaOmega,DeltaOmega,OmegaBefore,ReturnsStd,RewardStd,TimestepsStd,NormDeltaVar,RewardMean,ConfortViolation,Wins
-93.72380602751666,25.034662849431008,5.38,250,84,0.020585712367370945,0.020585712367370945,25.014077137063637,10.934605749950729,8.327734900776536,0.5095095681142798,0.006667205815940565,-17.420781789501238,0,0.0
-94.25129995170352,25.05279698174568,5.392,250,85,0.018134132314671092,0.018134132314671092,25.034662849431008,10.589086956794528,8.344746118863169,0.49632247581587524,0.005613159288772384,-17.47984049549398,0,0.0
-93.54113187400962,25.068601949934312,5.352,250,86,0.01580496818863253,0.01580496818863253,25.05279698174568,11.143105270022934,8.381663474765126,0.517779876009101,0.012163561825205732,-17.47778996151151,0,0.0
-94.45196555402114,25.080949975096946,5.384,250,87,0.012348025162634002,0.012348025162634002,25.068601949934312,12.111331702089755,8.382538626793764,0.5626224311205517,0.012772981361119668,-17.54308424108862,0,0.0
-94.82715831029168,25.09126302327459,5.396,250,88,0.010313048177643225,0.010313048177643225,25.080949975096946,10.718027953806963,8.385480768163323,0.49717602516613774,0.011164935240123953,-17.573602355502533,0,0.0
-95.4090197009125,25.099179081319452,5.42,250,89,0.00791605804486295,0.00791605804486295,25.09126302327459,10.685933260790701,8.376463204622581,0.4935585071701227,0.007066860199443537,-17.60314016622002,0,0.0
-94.27596732260307,25.107773136436894,5.364,250,90,0.008594055117441712,0.008594055117441712,25.099179081319452,11.373416490609047,8.41719413844807,0.5286813785258565,0.014153025388239312,-17.575683691760453,0,0.0
-94.30861816699877,25.11375588675806,5.36,250,91,0.0059827503211664634,0.0059827503211664634,25.107773136436894,10.606818472463226,8.429976361520607,0.48826222462934815,0.01256140727028388,-17.59489144906693,0,0.0
-94.68478260108569,25.1164135616207,5.372,250,92,0.0026576748626396807,0.0026576748626396807,25.11375588675806,10.996554644803817,8.433430620031585,0.5075588635813584,0.01140246945582562,-17.625611057536425,0,0.0
-94.98833499551655,25.118544387187384,5.388,250,93,0.0021308255666845355,0.0021308255666845355,25.1164135616207,11.10814829324131,8.41994331496846,0.511327683584607,0.010508354487910048,-17.629609316168626,0,0.0
-95.16118355364053,25.118277799648418,5.392,250,94,0.0002665875389666894,-0.0002665875389666894,25.118544387187384,11.090743898701739,8.425061388343318,0.5121874656802918,0.009713046335356206,-17.648587454310185,0,0.0
-94.07308847095267,25.11815160304631,5.344,250,95,0.0001261966021068872,-0.0001261966021068872,25.118277799648418,10.211981268981708,8.449850252790974,0.4750410508577127,0.011067678855457204,-17.603497094115394,0,0.0
-94.96446566290783,25.118082856530812,5.384,250,96,6.874651549892974e-05,-6.874651549892974e-05,25.11815160304631,12.213714332529479,8.427876612443907,0.5626224311205517,0.0203692324828019,-17.63827371153563,0,0.0
-94.53724020571771,25.119364621913597,5.368,250,97,0.0012817653827852382,0.0012817653827852382,25.118082856530812,10.422072478692488,8.430129533122841,0.4822613399392492,0.015471263597863742,-17.61125935277901,0,0.0
-93.87888422431625,25.12308987927821,5.336,250,98,0.003725257364614265,0.003725257364614265,25.119364621913597,10.375913831268974,8.452760756528262,0.4807327740023557,0.01932010340973285,-17.593494045036778,0,0.0
-94.7349047111081,25.126919969591956,5.372,250,99,0.003830090313744705,0.003830090313744705,25.12308987927821,10.968352683190275,8.437752387933275,0.5075588635813584,0.01819307133474067,-17.634941308843654,0,0.0
-95.35377746026924,25.129487705718493,5.396,250,100,0.0025677361265366017,0.0025677361265366017,25.126919969591956,11.524051478264068,8.432424077375575,0.5358955122036384,0.020840746729554167,-17.67119671242944,0,0.0
-94.88318909546497,25.127658978656363,5.372,250,101,0.0018287270621293317,-0.0018287270621293317,25.129487705718493,10.446332287199743,8.451190641234483,0.48333839077813795,0.01607569611920698,-17.66254450771872,0,0.0
-94.65521681389879,25.1234574768352,5.364,250,102,0.0042015018211643,-0.0042015018211643,25.127658978656363,11.44461968886524,8.450916712870649,0.5286813785258565,0.019206095106001828,-17.646386430629903,0,0.0
-94.65267813455803,25.11913137984062,5.368,250,103,0.004326096994578421,-0.004326096994578421,25.1234574768352,10.892303459564678,8.440605465165888,0.5065333157848554,0.01826734759809779,-17.63276418303987,0,0.0
-94.81448037226974,25.11568692341602,5.38,250,104,0.0034444564245994513,-0.0034444564245994513,25.11913137984062,10.49644389482257,8.424581318320309,0.48538644398046393,0.01389642368618722,-17.623509362875414,0,0.0
-95.05428299872229,25.110237274394816,5.388,250,105,0.005449649021205261,-0.005449649021205261,25.11568692341602,11.039513289575787,8.425802249211753,0.511327683584607,0.013520379233934857,-17.64184910889426,0,0.0
-94.21613611996128,25.104019108002788,5.352,250,106,0.0062181663920277686,-0.0062181663920277686,25.110237274394816,10.87349228012508,8.442000332871478,0.5020916251044225,0.013453121548812301,-17.60391183108395,0,0.0
-92.79450222580985,25.09879337317738,5.292,250,107,0.005225734825408779,-0.005225734825408779,25.104019108002788,9.841163340745108,8.467875088330105,0.45468230667137255,0.009735213401013396,-17.53486436617722,0,0.0
-94.63542816705575,25.089873048205785,5.376,250,108,0.00892032497159434,-0.00892032497159434,25.09879337317738,10.519581121464228,8.418794840179162,0.4843800161030593,0.006305844672613094,-17.603316251312453,0,0.0
-94.28874761797589,25.080640775003587,5.368,250,109,0.00923227320219766,-0.00923227320219766,25.089873048205785,10.968188543884619,8.408042669103647,0.5065333157848554,0.007105234032142537,-17.5649678871043,0,0.0
-93.61439322994747,25.071817061477017,5.34,250,110,0.008823713526570742,-0.008823713526570742,25.080640775003587,10.200288612370404,8.41882149080695,0.4737087712930805,0.003975999259684625,-17.53078524905383,0,0.0
-95.58277515170315,25.062416402074508,5.436,250,111,0.009400659402508893,-0.009400659402508893,25.071817061477017,11.367439899371195,8.352059567374047,0.5271660080088625,0.00845556420790149,-17.583291970511983,0,0.0
-95.88467214040071,25.055857542955962,5.46,250,112,0.006558859118545257,-0.006558859118545257,25.062416402074508,12.11110391276507,8.319175925547373,0.5660388679233962,0.016858832314754962,-17.561295263809658,0,0.0
-93.98287983413545,25.051180812097574,5.372,250,113,0.004676730858388822,-0.004676730858388822,25.055857542955962,10.355865648873626,8.371120256054155,0.48333839077813795,0.012821452055475285,-17.494951570017765,0,0.0
-93.79236077805463,25.047954559746053,5.364,250,114,0.003226252351520742,-0.003226252351520742,25.051180812097574,10.34343620448306,8.374064981178165,0.48114862568649197,0.009245456463112473,-17.48552587212055,0,0.0
-94.99497183642505,25.046644297871566,5.424,250,115,0.0013102618744866845,-0.0013102618744866845,25.047954559746053,11.25722095773045,8.330456218893888,0.525570166581019,0.013499042941564472,-17.51382224122881,0,0.0
-94.25910456556107,25.04368098689031,5.388,250,116,0.002963310981257905,-0.002963310981257905,25.046644297871566,10.42641362517437,8.35536627260041,0.48729457210192695,0.009849950553922932,-17.494265880764864,0,0.0
-94.13769486012264,25.040737016583666,5.384,250,117,0.002943970306642285,-0.002943970306642285,25.04368098689031,10.40252459122796,8.354592522545124,0.4863578929142612,0.006569861562550096,-17.484713012652794,0,0.0
-94.85973676479345,25.038096200451324,5.42,250,118,0.0026408161323416834,-0.0026408161323416834,25.040737016583666,11.086189349840929,8.328448816687592,0.5173006862551025,0.007729615495934419,-17.501796451068905,0,0.0
-94.04960193404278,25.034731345485504,5.384,250,119,0.0033648549658202853,-0.0033648549658202853,25.038096200451324,10.410188310734814,8.346872024747356,0.4863578929142612,0.0046702447272227365,-17.468351027868273,0,0.0
-93.39203735945503,25.031748953645575,5.352,250,120,0.0029823918399287663,-0.0029823918399287663,25.034731345485504,10.188485542285644,8.368361017403553,0.4775939698111776,0.001962737668491739,-17.44993224205064,0,0.0
-93.70759280008407,25.029982650277546,5.372,250,121,0.0017663033680292983,-0.0017663033680292983,25.031748953645575,10.44899293338632,8.34641285982775,0.49154450459749827,0.003094110655377465,-17.443706775890554,0,0.0
-94.38144753631583,25.031414287796892,5.404,250,122,0.0014316375193459407,0.0014316375193459407,25.029982650277546,10.485562801983864,8.326375088896393,0.49069746280167376,0.0009043104627532679,-17.465108722486274,0,0.0
-94.03948735592151,25.032326689499776,5.384,250,123,0.0009124017028838693,0.0009124017028838693,25.031414287796892,10.887006881555,8.346128093203973,0.5104351085103767,0.002309419395677629,-17.466472391515882,0,0.0
-94.15990640676189,25.03244735655713,5.392,250,124,0.00012066705735591654,0.00012066705735591654,25.032326689499776,11.159465842703343,8.336496893699314,0.5199384578967015,0.0076246835164291305,-17.462890654073053,0,0.0
-93.7308694028515,25.033457288593784,5.372,250,125,0.001009932036652117,0.001009932036652117,25.03244735655713,10.313145581708424,8.348515646430572,0.48333839077813795,0.004563285184255351,-17.448039725028202,0,0.0
-94.18136488046585,25.034394528189328,5.392,250,126,0.0009372395955438151,0.0009372395955438151,25.033457288593784,10.903285402841838,8.338360966451908,0.5121874656802917,0.006054174138744233,-17.466870341332683,0,0.0
-94.05738919664114,25.033372131487134,5.384,250,127,0.0010223967021936176,-0.0010223967021936176,25.034394528189328,10.36941395069654,8.347239473731404,0.4863578929142612,0.0031539532185844922,-17.469797399078963,0,0.0
-94.10033674109256,25.032208532906267,5.388,250,128,0.001163598580866676,-0.001163598580866676,25.033372131487134,10.451516530158068,8.34123757887517,0.4872945721019269,0.0008538689677187134,-17.464798949720223,0,0.0
-95.11573713272651,25.03170834330332,5.436,250,129,0.0005001896029490638,-0.0005001896029490638,25.032208532906267,11.159731167555218,8.311732933105736,0.5195228580149289,0.002489672244790612,-17.497376220148364,0,0.0
-94.50740421630226,25.03127587094613,5.408,250,130,0.0004324723571897948,-0.0004324723571897948,25.03170834330332,10.996776171087179,8.327241967921852,0.5153018532860134,0.004298438754855854,-17.475481548872462,0,0.0
-93.40687252027195,25.031628940616336,5.356,250,131,0.00035306967020787283,0.00035306967020787283,25.03127587094613,10.760008236354674,8.359661418650498,0.5032534152889575,0.006216348097256042,-17.439670000050775,0,0.0
-93.56484886345311,25.03156635310667,5.364,250,132,6.25875096673667e-05,-6.25875096673667e-05,25.031628940616336,10.299900841130228,8.353702024142006,0.48114862568649197,0.0033167407553362184,-17.44311127208298,0,0.0
-94.16292328874074,25.03216330605849,5.392,250,133,0.0005969529518203842,0.0005969529518203842,25.03156635310667,10.44905831867348,8.33669315426941,0.4881966816765555,0.0008012513968056979,-17.463450164825804,0,0.0
-93.37835830718791,25.033070054488626,5.356,250,134,0.0009067484301361617,0.0009067484301361617,25.03216330605849,10.78470432921351,8.357050311335913,0.5032534152889575,0.0027484434905481227,-17.434346211200133,0,0.0
-93.35124852381621,25.03262379946701,5.352,250,135,0.000446255021614661,-0.000446255021614661,25.033070054488626,10.281907523627009,8.364925624378301,0.4775939698111776,0.0007365182488600182,-17.442311009681653,0,0.0
