Traj,Wins,DeltaOmega,ITERATIONS,RewardStd,ReturnsMean,OmegaBefore,ConfortViolation,TimestepsMean,RewardMean,TimestepsStd,Omega,NormDeltaOmega,NormDeltaVar,ReturnsStd
250,0.0,-0.10000000148932298,0,1.6658340119523123,217.56545268452373,5.0,0,26.124,8.328182999713816,11.142559131546038,4.899999998510677,0.10000000148932298,0.316227766190031,96.8500886062759
250,4.0,-0.11859930032084343,28,0.8833520394628843,1127.5569060981493,2.014677325732046,0,116.852,9.649444648770663,41.6985143140616,1.8960780254112026,0.11859930032084343,0.27270410087600466,408.92872620896975
250,0.0,-0.01269117973675897,58,1.5851169606467619,370.59904677171244,-0.04900212384443172,0,38.34,9.666120155756714,12.19378530235792,-0.06169330358119069,0.01269117973675897,0.03489798073856914,121.98385853805692
250,0.0,0.011808029751066068,88,1.5197737932520738,405.29560160902736,0.07154753080615922,0,41.828,9.689576398800499,13.405014584102473,0.08335556055722529,0.011808029751066068,0.007855717527900544,134.08677587808378
250,0.0,0.009132187724168073,118,1.4076971272597383,475.41838735718096,0.3210678264416882,0,48.912,9.719872165464118,18.286176637011902,0.33020001416585626,0.009132187724168073,0.034610776908077234,182.76414288802115
250,0.0,-0.003255399055287045,148,1.3731064934327901,501.2433546468945,0.32424107891133175,0,51.5,9.732880672755233,22.704757210769728,0.3209856798560447,0.003255399055287045,0.04158003539222547,226.91644796222343
250,0.0,-0.0007228757377107375,178,1.334967653349389,531.7174258937405,0.354271533216423,0,54.564,9.744839562600623,23.184259832912502,0.3535486574787123,0.0007228757377107375,0.04254742929422356,231.68069713712092
250,0.4,-0.005688708900186579,208,1.2893466144721222,569.5097731051256,0.37967036163763346,0,58.36,9.758563624145404,25.006207229406062,0.3739816527374469,0.005688708900186579,0.08187485621473958,250.084639750198
250,0.0,-0.009826392801998152,238,1.2462373310360633,614.142467116354,0.38174776665133064,0,62.84,9.773113735142488,28.10876020033612,0.3719213738493325,0.009826392801998152,0.11311486922736291,280.80772539741827
250,0.0,0.000978854366203319,268,1.289131592773994,572.7597302997981,0.3153052573483805,0,58.664,9.763393738916507,27.738476958910343,0.3162841117145838,0.000978854366203319,0.08819038929095602,277.20335277755765
250,0.0,-0.0053402939577308906,298,1.3430378247000607,526.0669685386117,0.23766904292389707,0,53.96,9.749202530367155,25.886181641949435,0.23232874896616618,0.0053402939577308906,0.08620730512454988,258.77691165359647
250,0.4,0.001771772902169455,328,1.2703164999991008,588.516692973515,0.29679328053501486,0,60.232,9.770831003013598,29.988967571425327,0.2985650534371843,0.001771772902169455,0.1262092621946675,299.95573251358906
250,7.6,0.0211376922616221,358,1.0464630065446872,816.9994672629173,0.38399532517686125,0,83.06,9.836256528568715,49.55223910178025,0.40513301743848334,0.0211376922616221,0.17345840544574187,497.4363075785368
250,0.0,0.032047088450535034,388,1.5195077383825841,405.4719938813521,0.05209841314787823,0,41.844,9.690086843546316,15.41310040193082,0.08414550159841326,0.032047088450535034,0.02226881701026055,154.17254575345603
250,7.6,0.0005798363476905433,418,1.0752102832682795,772.7721363025458,0.34431853617171315,0,78.616,9.82970561084952,50.30360368800629,0.3448983725194037,0.0005798363476905433,0.1196381500841577,504.9213190733859
250,0.0,0.016197447594228448,448,1.3123554730446416,552.6460799726143,0.20779169804009479,0,56.612,9.761995336193992,30.4868079011234,0.22398914563432323,0.016197447594228448,0.13861087399701594,304.77810754474484
250,2.0,-0.017179516288820085,478,1.1589170258287314,702.1465302244815,0.2824486988916883,0,71.58,9.80925580084495,44.596363080412736,0.2652691826028682,0.017179516288820085,0.11287835830054561,446.45893986763684
250,44.0,0.047300300298664666,508,0.6457384465050177,1329.8522050068038,0.4166385822583074,0,133.944,9.928419376805262,69.4333987645715,0.4639388825569721,0.047300300298664666,0.1932718844692042,699.3337170372165
