RewardMean,Traj,ReturnsMean,NormDeltaVar,ReturnsStd,DeltaOmega,ITERATIONS,RewardStd,TimestepsMean,NormDeltaOmega,OmegaBefore,TimestepsStd,ConfortViolation,Omega,Wins
-7.6474949378384505,250,-123.82823803348019,0.3162277663617803,85.46107285550264,0.10000000148796673,0,1.973390859761115,16.192,0.10000000148796673,19.0,10.503482089288294,0,19.100000001487967,0.0
-9.791073931791248,250,-57.219036057388045,0.05494989754341516,7.39318559119628,0.04879709238117158,28,4.453741586392567,5.844,0.04879709238117158,20.836184500503933,0.6290182827231653,0,20.884981592885104,0.0
-11.986780032823942,250,-68.13285770657129,0.015671877161411937,8.491515570874709,0.04029832100003716,58,5.543050154391372,5.684,0.04029832100003716,22.11599020852405,0.5866378780815299,0,22.156288529524087,0.0
-13.60053627802455,250,-75.6189817058165,0.015656348775514174,8.588218706126339,0.015378733280630996,88,6.373432134128616,5.56,0.015378733280630996,23.010116718870513,0.52,0,23.025495452151144,0.0
-14.028530218174168,250,-77.99862801304839,0.009111961273613049,8.869833547011778,-0.0013802672841833896,118,6.573623874663509,5.56,0.0013802672841833896,23.237696166141188,0.52,0,23.236315898857004,0.0
-13.788047930890608,250,-76.77185087919888,0.0016932804298090385,8.298188239019263,0.0033114531151063886,148,6.4556474859696245,5.568,0.0033114531151063886,23.11026285571359,0.495354418573207,0,23.113574308828696,0.0
-13.8850842902624,250,-75.81256022483271,0.006552008184754191,8.4313374249602,-0.004759580699669641,178,6.579178197244725,5.46,0.004759580699669641,23.190012515080667,0.49839743177508444,0,23.185252934380998,0.0
-13.850533951014134,250,-77.00896876763856,0.003118386454863985,8.399577679975826,0.0018512580714151738,208,6.490392431652451,5.56,0.0018512580714151738,23.14206788585004,0.4963869458396343,0,23.143919143921455,0.0
-13.982405294004147,250,-77.9099622981911,0.016256354297943844,8.401655622952221,-0.0019054597286434216,238,6.543435925269662,5.572,0.0019054597286434216,23.206528874465175,0.49478884385159694,0,23.20462341473653,0.0
-13.746219853238603,250,-76.92384629872322,0.00675061294189289,8.239773840412951,0.00904056390398722,268,6.416449805492225,5.596,0.00904056390398722,23.081135675214256,0.49069746280167376,0,23.090176239118243,0.0
-13.857747343369082,250,-76.7719202822647,0.003784785912804731,8.458911612573823,-0.02274834428908079,298,6.50801741104311,5.54,0.02274834428908079,23.153446995426524,0.4983974317750845,0,23.130698651137443,0.0
-14.15465882475911,250,-78.41680988916546,0.0033739161198607843,8.560499879815398,0.0037820153206382656,328,6.6470915125009045,5.54,0.0037820153206382656,23.314560872120307,0.4983974317750845,0,23.318342887440945,0.0
-13.8919447480269,250,-76.46126389314007,0.01373154630850389,8.453492865549032,0.012329169889213176,358,6.550117064763699,5.504,0.012329169889213176,23.183656546132013,0.4999839997439918,0,23.195985716021227,0.0
