RewardStd,LossReg,Traj,TimestepsStd,Primal,DualBefore,Wins,WeightMean,DualAfter,ReturnsMean,Epsilon,RewardMean,ConfortViolation,ITERATIONS,DeltaOmega,WeightMedian,ReturnsStd,OmegaBefore,WeightMax,NormDeltaOmega,DualReg,Omega,WeightMin,Eta,TimestepsMean,NormDeltaVar
2.4225103591109782,0.0,100,0.0,7.445609028840435,7.872320822882758,0.0,0.004840030499480561,7.445608999434922,1170.8686868686868,1.3901,2.3434,0,0,[[0.14442211]],0.014056541485712231,60.415505144888506,[[0.8]],1.0,0.1444221114287657,0.0,[[0.94442211]],0.004840030499480561,1.8758789934951192,500.0,20.664191749003262
2.7926811765040416,0.0,100,0.0,7.7999971134125445,7.848609746023046,0.0,0.0008945293367195465,7.799996875472321,1361.010101010101,1.3901,2.72408,0,1,[[0.0445618]],0.0036414610626956606,71.58261384610303,[[0.94442211]],1.0,0.04456179539870686,0.0,[[0.98898391]],0.0008945293367195465,1.4246611694501836,500.0,23.779043663664545
2.9515392895233497,0.0,100,0.0,7.962017425864669,7.962162723089193,0.0,6.390112463328297e-05,7.962014552247269,1464.3030303030303,1.3901,2.92668,0,2,[[0.00934014]],0.00044096772220605923,79.95067349833562,[[0.98898391]],1.0,0.009340140817454712,0.0,[[0.99832405]],6.390112463328297e-05,1.0353924476229164,500.0,27.033935810672872
2.9974838290806507,0.0,100,0.0,8.001259016958343,8.005929565038667,0.0,3.9726466570700197e-07,8.001265479888389,1496.0,1.3901,2.99288,0,3,[[0.00160355]],7.572930150962583e-06,66.34528596439215,[[0.99832405]],1.0,0.0016035500658312385,0.0,[[0.9999276]],3.9726466570700197e-07,0.6784875889056579,500.0,44.907198400769246
2.997251626140188,0.0,100,0.0,7.999999999999621,8.007182970812002,0.0,3.9241025225014748e-50,8.00013247245163,1500.7272727272727,1.3901,2.99836,0,4,[[7.23962802e-05]],8.816683666640397e-38,82.72649572284678,[[0.9999276]],1.0,7.239628019328759e-05,0.0,[[0.99999999]],3.9241025225014748e-50,0.07032217940630385,500.0,134.23998924208806
3.0027404099588755,0.0,100,0.0,8.000000000000247,8.012257768631741,0.0,8.278838909266763e-109,8.000225035850004,1504.040404040404,1.3901,3.00548,0,5,[[0.]],8.679147598477444e-82,92.5097777187586,[[0.99999999]],1.0,0.0,0.0,[[0.99999999]],8.278838909266763e-109,0.03214554572088513,500.0,0.0
3.0028512293485337,0.0,100,0.0,7.999999999999476,8.009785190898798,0.0,1.2073293133504185e-92,8.000171051915991,1498.7272727272727,1.3901,2.99788,0,6,[[0.]],1.1517794057372375e-69,76.99951701039892,[[0.99999999]],1.0,0.0,0.0,[[0.99999999]],1.2073293133504185e-92,0.0377983558027977,500.0,0.0
2.9976536208174553,0.0,100,0.0,7.999154836091203,8.003812661236816,0.0,2.7925712441161075e-06,7.9991564808528315,1494.2626262626263,1.3901,2.98764,0,7,[[-3.40305412e-05]],6.831297455353319e-05,87.59209708581376,[[0.99999999]],1.0,3.4030541159912886e-05,0.0,[[0.99996596]],2.7925712441161075e-06,0.6255596905196427,500.0,123.45654163152312
2.99715477985372,0.0,100,0.0,7.999444959999445,8.004297694518254,0.0,1.6000209964679828e-06,7.999452131920956,1494.989898989899,1.3901,2.98984,0,8,[[1.15045331e-05]],4.4987748783812726e-05,84.0564378644161,[[0.99996596]],1.0,1.1504533061534872e-05,0.0,[[0.99997747]],1.6000209964679828e-06,0.5994532773598827,500.0,5.892988230827001
3.0120230540950383,0.0,100,0.0,7.999999999999655,8.019656989897168,0.0,1.581427811347176e-140,8.000359575667423,1506.6868686868686,1.3901,3.01404,0,9,[[2.25245358e-05]],1.4102205178172535e-105,89.11649922224964,[[0.99997747]],1.0,2.252453583595493e-05,0.0,[[0.99999999]],1.581427811347176e-140,0.024852161874594405,500.0,114.43295849906397
