# iterations;evaluations;p_advantages;m_advantages;p_dist_sup;p_dist_mean;m_dist_sup;m_dist_mean;alfa;beta;p_change;m_change;bound;average_reward;w_current[0];w_current[1];w_target[0];w_target[1];theta_current[0];theta_current[1];theta_target[0];theta_target[1]
9.960000000000000000000000000000e+02;2.152401659969765148616716032848e+02;1.789968812404551190553547712625e+00;nan;1.492698555322407472090162627865e+00;1.492698555322273357148787908955e+00;nan;nan;8.168249311411501984749039539935e-05;nan;1.000000000000000000000000000000e+00;nan;7.310455759685769415185535580193e-05;2.173977480550119079083515316597e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;nan;nan;2.537116860085290581672268217517e-01;7.462883139914699981432022468653e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
9.970000000000000000000000000000e+02;2.152546993180178276361402822658e+02;1.790276606539762838110618758947e+00;nan;1.492576627982940884464824193856e+00;1.492576627982813208816992300854e+00;nan;nan;8.170988681877597911012989229107e-05;nan;1.000000000000000000000000000000e+00;nan;7.314164944733318870703775438358e-05;2.174126130672744849903210706543e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;nan;nan;2.537726651421994827906303271448e-01;7.462273348577995735197987414722e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
9.980000000000000000000000000000e+02;2.152692400130530927526706364006e+02;1.790584404547011176944693033875e+00;nan;1.492454669715600257262622108101e+00;1.492454669715463699830593213846e+00;nan;nan;8.173729194968498831461167775103e-05;nan;1.000000000000000000000000000000e+00;nan;7.317876011750594868795344316581e-05;2.174274855997984090549834945705e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;nan;nan;2.538336597437295671930712614994e-01;7.461663402562694891173578071175e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
9.990000000000000000000000000000e+02;2.152837880858231756064924411476e+02;1.790892206389539609290295629762e+00;nan;1.492332680512539866413135314360e+00;1.492332680512413078943723121483e+00;nan;nan;8.176470851310465670722799069736e-05;nan;1.000000000000000000000000000000e+00;nan;7.321588961691580124766659531943e-05;2.174423656563940099317733256612e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;nan;nan;2.538946698170429505658773905452e-01;7.461053301829562167668541405874e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
1.000000000000000000000000000000e+03;2.152983435400683447369374334812e+02;1.791200012030768506932076888916e+00;nan;1.492210660365913099667523056269e+00;1.492210660365808738703208291554e+00;nan;nan;8.179213651531361262136954337620e-05;nan;1.000000000000000000000000000000e+00;nan;7.325303795512600585869422697982e-05;2.174572532408731273534385763924e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;nan;nan;2.539556953660641047676449488790e-01;7.460443046339351180762378135114e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
1.001000000000000000000000000000e+03;2.153129063795332172048802021891e+02;1.791507821433908187458428074024e+00;nan;1.492088609267871124330895327148e+00;1.492088609267765653143555937277e+00;nan;nan;8.181957596258830243355492095603e-05;nan;1.000000000000000000000000000000e+00;nan;7.329020514169135166408081127898e-05;2.174721483570497326809345395304e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;nan;nan;2.540167363947185563688435649965e-01;7.459832636052806664750391973939e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
1.002000000000000000000000000000e+03;2.153274766079682649433379992843e+02;1.791815634562193837453492051282e+00;nan;1.491966527210561999083893169882e+00;1.491966527210448534290776478883e+00;nan;nan;8.184702686120937380372108993498e-05;nan;1.000000000000000000000000000000e+00;nan;7.332739118617340407044885575161e-05;2.174870510087396624498978781048e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;nan;nan;2.540777929069328866518162612920e-01;7.459222070930663361920665010985e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
1.003000000000000000000000000000e+03;2.153420542291243009458412416279e+02;1.792123451378815790491216830560e+00;nan;1.491844414186133338517947777291e+00;1.491844414186020539858645861386e+00;nan;nan;8.187448921746110646908284325107e-05;nan;1.000000000000000000000000000000e+00;nan;7.336459609813702174851979265213e-05;2.175019611997607515974095804268e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;nan;nan;2.541388649066346205884769915428e-01;7.458611350933646022554057708476e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
1.004000000000000000000000000000e+03;2.153566392467484718054038239643e+02;1.792431271847031881705447631248e+00;nan;1.491722270186730092689231241820e+00;1.491722270186624399457286926918e+00;nan;nan;8.190196303763774127431468441429e-05;nan;1.000000000000000000000000000000e+00;nan;7.340181988716080563155130800368e-05;2.175168789339327446441529900767e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;nan;nan;2.541999523977522823514618721674e-01;7.458000476022470515147233527387e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
1.005000000000000000000000000000e+03;2.153712316645922442148730624467e+02;1.792739095930012904744899060461e+00;nan;1.491600095204494769163261480571e+00;1.491600095204405951321291468048e+00;nan;nan;8.192944832803511826229553305367e-05;nan;1.000000000000000000000000000000e+00;nan;7.343906256282319402247521500371e-05;2.175318042150771624676508508855e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;nan;nan;2.542610553842153398029779509670e-01;7.457389446157839385520560426812e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
1.006000000000000000000000000000e+03;2.153858314864133376431709621102e+02;1.793046923590858598984709715296e+00;nan;1.491477889231568543237926860456e+00;1.491477889231467512942685971211e+00;nan;nan;8.195694509495384796546324501776e-05;nan;1.000000000000000000000000000000e+00;nan;7.347632413470597269843087584462e-05;2.175467370470177908003961420036e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;nan;nan;2.543221738699543710282569008996e-01;7.456778261300448518156258614908e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
1.007000000000000000000000000000e+03;2.154004387159693862940912367776e+02;1.793354754792673810825931468571e+00;nan;1.491355652260090369765066498076e+00;1.491355652259976238838135031983e+00;nan;nan;8.198445334469696681861661247126e-05;nan;1.000000000000000000000000000000e+00;nan;7.351360461239525069272043866775e-05;2.175616774335801473228002578253e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;nan;nan;2.543833078589008978021013263060e-01;7.456166921410982695306302048266e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
1.008000000000000000000000000000e+03;2.154150533570160916951863327995e+02;1.793662589498549841948715766193e+00;nan;1.491233384282197427239680109778e+00;1.491233384282086404937217594124e+00;nan;nan;8.201197308357335239575869323403e-05;nan;1.000000000000000000000000000000e+00;nan;7.355090400548377777695252532908e-05;2.175766253785917925256399030332e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;nan;nan;2.544444573549874411000359941681e-01;7.455555426450117817438467682223e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
1.009000000000000000000000000000e+03;2.154296754133189892854716163129e+02;1.793970427671512490874761169835e+00;nan;1.491111085290024451666113236570e+00;1.491111085289912097096021170728e+00;nan;nan;8.203950431789676118066872989587e-05;nan;1.000000000000000000000000000000e+00;nan;7.358822232356807132528514481251e-05;2.175915808858819300297682275414e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;nan;nan;2.545056223621475210983078341087e-01;7.454943776378517572567261595395e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
1.010000000000000000000000000000e+03;2.154443048886344058701070025563e+02;1.794278269274598880400617417763e+00;nan;1.490988755275704180647267094173e+00;1.490988755275610699868593655992e+00;nan;nan;8.206704705398489344252838106897e-05;nan;1.000000000000000000000000000000e+00;nan;7.362555957625054406118919603230e-05;2.176065439592821171288505865959e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;nan;nan;2.545668028843156016627347071335e-01;7.454331971156836766922992865148e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
1.011000000000000000000000000000e+03;2.154589417867262568506703246385e+02;1.794586114270858345776105124969e+00;nan;1.490866394231368019518413348123e+00;1.490866394231273872605925134849e+00;nan;nan;8.209460129816528858523461131824e-05;nan;1.000000000000000000000000000000e+00;nan;7.366291577314491151578373928643e-05;2.176215146026255098377077956684e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;nan;nan;2.546279989254272013710078681470e-01;7.453720010745720214728748942434e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
1.012000000000000000000000000000e+03;2.154735861113671262501156888902e+02;1.794893962623070216011456068372e+00;nan;1.490744002149144709079564563581e+00;1.490744002149033908821706972958e+00;nan;nan;8.212216705675673108014156476031e-05;nan;1.000000000000000000000000000000e+00;nan;7.370029092384793500871559279730e-05;2.176364928197475290261309055495e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;nan;nan;2.546892104894188935126919659524e-01;7.453107895105803848423420276958e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
1.013000000000000000000000000000e+03;2.154882378663203326141228899360e+02;1.795201814294335340704833470227e+00;nan;1.490621579021161435818498830486e+00;1.490621579021055964631159440614e+00;nan;nan;8.214974433609654525575288763761e-05;nan;1.000000000000000000000000000000e+00;nan;7.373768503798815653581255613602e-05;2.176514786144852831029083972680e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;nan;nan;2.547504375802281395557713494782e-01;7.452495624197711387992626441701e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
1.014000000000000000000000000000e+03;2.155028970553584599656460341066e+02;1.795509669247539408232228197448e+00;nan;1.490499124839542943732340063434e+00;1.490499124839436806411185898469e+00;nan;nan;8.217733314252181149508341695409e-05;nan;1.000000000000000000000000000000e+00;nan;7.377509812518708433130842916370e-05;2.176664719906779676961150471470e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;nan;nan;2.548116802017934556801037615514e-01;7.451883197982058781860814633546e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
1.015000000000000000000000000000e+03;2.155175636822524154467828338966e+02;1.795817527445540129349410563009e+00;nan;1.490376639596412422505977701803e+00;1.490376639596323826708612614311e+00;nan;nan;8.220493348237123648440671797033e-05;nan;1.000000000000000000000000000000e+00;nan;7.381253019506851700652638736955e-05;2.176814729521666436085070017725e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;nan;nan;2.548729383580543017551178763824e-01;7.451270616419450876222185797815e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
1.016000000000000000000000000000e+03;2.155322377507741862245893571526e+02;1.796125388851185000760324328439e+00;nan;1.490254123283890841378251934657e+00;1.490254123283822229595330099983e+00;nan;nan;8.223254536199122474542100302841e-05;nan;1.000000000000000000000000000000e+00;nan;7.384998125726460152951774462693e-05;2.176964815027942812264427629998e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;nan;nan;2.549342120529512478732669933379e-01;7.450657879470481415040694628260e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
1.017000000000000000000000000000e+03;2.155469192646986869021930033341e+02;1.796433253427280885006211974542e+00;nan;1.490131575894096949141953700746e+00;1.490131575894019899664044714882e+00;nan;nan;8.226016878773297839443773282753e-05;nan;1.000000000000000000000000000000e+00;nan;7.388745132141224180536559495991e-05;2.177114976464059825644881129847e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;nan;nan;2.549955012904256967942728806520e-01;7.450044987095736370719123442541e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
1.018000000000000000000000000000e+03;2.155616082278058911469997838140e+02;1.796741121136615104703082579363e+00;nan;1.490008997419147940277639463602e+00;1.490008997419063563327767951705e+00;nan;nan;8.228780376594938006113572059874e-05;nan;1.000000000000000000000000000000e+00;nan;7.392494039715084895667690512155e-05;2.177265213868486259940482341335e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;nan;nan;2.550568060744202725231843942311e-01;7.449431939255790613430008306750e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
1.019000000000000000000000000000e+03;2.155763046438784726888115983456e+02;1.797048991941893270052332809428e+00;nan;1.489886387851158788819816436444e+00;1.489886387851060867149044497637e+00;nan;nan;8.231545030299747300103069269639e-05;nan;1.000000000000000000000000000000e+00;nan;7.396244849412232777105535852513e-05;2.177415527279710882879726341343e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;nan;nan;2.551181264088784317323188588489e-01;7.448818735911209021338663660572e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
1.020000000000000000000000000000e+03;2.155910085166913745524652767926e+02;1.797356865806035264299111986475e+00;nan;1.489763747182242470401547507208e+00;1.489763747182157649362466145249e+00;nan;nan;8.234310840524777168163150786739e-05;nan;1.000000000000000000000000000000e+00;nan;7.399997562199137838678114631463e-05;2.177565916736242890294761309633e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;nan;nan;2.551794622977446858058669931779e-01;7.448205377022546480603182317282e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
1.021000000000000000000000000000e+03;2.156057198500363938364898785949e+02;1.797664742691548189768013799039e+00;nan;1.489641075404509962254451238550e+00;1.489641075404416037386567950307e+00;nan;nan;8.237077807906233379350163792409e-05;nan;1.000000000000000000000000000000e+00;nan;7.403752179040012243189244900421e-05;2.177716382276609685675339278532e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;nan;nan;2.552408137449644898175904472737e-01;7.447591862550348995597460088902e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
1.022000000000000000000000000000e+03;2.156204386476914294235029956326e+02;1.797972622561226030413195076108e+00;nan;1.489518372510070465253306792874e+00;1.489518372509989418972509156447e+00;nan;nan;8.239845933081709481501236913559e-05;nan;1.000000000000000000000000000000e+00;nan;7.407508700901686501689297204010e-05;2.177866923939358212436445683124e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;nan;nan;2.553021807544844090642754963483e-01;7.446978192455150358242121910735e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
1.023000000000000000000000000000e+03;2.156351649134440151556191267446e+02;1.798280505377606974803939010599e+00;nan;1.489395638491030737782239157241e+00;1.489395638490961237820897622441e+00;nan;nan;8.242615216688590313535295317493e-05;nan;1.000000000000000000000000000000e+00;nan;7.411267128749957067406634036999e-05;2.178017541763055398007509211311e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;nan;nan;2.553635633302518415099768844811e-01;7.446364366697475478673595716828e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
1.024000000000000000000000000000e+03;2.156498986510874544819671427831e+02;1.798588391103468575593637979182e+00;nan;1.489272873339495761868533918459e+00;1.489272873339417380122995382408e+00;nan;nan;8.245385659365931740969607455227e-05;nan;1.000000000000000000000000000000e+00;nan;7.415027463553291596672079055708e-05;2.178168235786289042010821503936e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;nan;nan;2.554249614762154063640764434240e-01;7.445750385237839275021087814821e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
1.025000000000000000000000000000e+03;2.156646398644098212571407202631e+02;1.798896279701278189122604089789e+00;nan;1.489150077047568521138032338058e+00;1.489150077047483700098950976098e+00;nan;nan;8.248157261751723045434259162789e-05;nan;1.000000000000000000000000000000e+00;nan;7.418789706278127577248476809402e-05;2.178319006047664263547858354286e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;nan;nan;2.554863751963246110143757050537e-01;7.445136248036747783629607511102e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
1.026000000000000000000000000000e+03;2.156793885572068631972797447816e+02;1.799204171133555130168701907678e+00;nan;1.489027249607350222859736277314e+00;1.489027249607262071151581039885e+00;nan;nan;8.250930024484904895965692306348e-05;nan;1.000000000000000000000000000000e+00;nan;7.422553857892161526671470639371e-05;2.178469852585807053912958508590e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;nan;nan;2.555478044945299065382471326302e-01;7.444521955054694828390893235337e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
1.027000000000000000000000000000e+03;2.156941447332724521857016952708e+02;1.799512065363040758114721029415e+00;nan;1.488904391010939631811993422161e+00;1.488904391010851702148443109763e+00;nan;nan;8.253703948206033422837352153678e-05;nan;1.000000000000000000000000000000e+00;nan;7.426319919365662232130925746176e-05;2.178620775439362500236484265770e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;nan;nan;2.556092493747828542360878145701e-01;7.443907506252165351412486415938e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
1.028000000000000000000000000000e+03;2.157089083964006590576900634915e+02;1.799819962352004587557985360036e+00;nan;1.488781501250433736416312058282e+00;1.488781501250356020804588297324e+00;nan;nan;8.256479033554057426601974212232e-05;nan;1.000000000000000000000000000000e+00;nan;7.430087891665689242386150237252e-05;2.178771774646995673663241177564e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;nan;nan;2.556707098410359035867145394150e-01;7.443292901589634302794706854911e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
1.029000000000000000000000000000e+03;2.157236795503922337502444861457e+02;1.800127862063062300634896928386e+00;nan;1.488658580317927526692756146076e+00;1.488658580317831603423428532551e+00;nan;nan;8.259255281170366517953101981320e-05;nan;1.000000000000000000000000000000e+00;nan;7.433857775763134760876188478207e-05;2.178922850247390741174058348406e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;nan;nan;2.557321858972426142919687208632e-01;7.442678141027566640630652727850e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
1.030000000000000000000000000000e+03;2.157384581990514789140434004366e+02;1.800435764458582443836576203466e+00;nan;1.488535628205513994259945320664e+00;1.488535628205412075786284731294e+00;nan;nan;8.262032691695360973101885937453e-05;nan;1.000000000000000000000000000000e+00;nan;7.437629572627167109585832882601e-05;2.179074002279251409674998285482e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;nan;nan;2.557936775473575452544139352540e-01;7.442063224526417331006200583943e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
1.031000000000000000000000000000e+03;2.157532443461760465197585290298e+02;1.800743669500971755326190759661e+00;nan;1.488412644905284132335054891882e+00;1.488412644905189541333356828545e+00;nan;nan;8.264811265770429047489153973061e-05;nan;1.000000000000000000000000000000e+00;nan;7.441403283228208219261812228496e-05;2.179225230781303146443406149046e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;nan;nan;2.558551847953361435550334590516e-01;7.441448152046631348000005345966e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
1.032000000000000000000000000000e+03;2.157680379955720297857624245808e+02;1.801051577152723570662828933564e+00;nan;1.488289630409326935733815844287e+00;1.488289630409234343133562106232e+00;nan;nan;8.267591004038075724793394050138e-05;nan;1.000000000000000000000000000000e+00;nan;7.445178908538220942988500317128e-05;2.179376535792287405968181701610e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;nan;nan;2.559167076451350220089864251349e-01;7.440832923548642563460475685133e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
1.033000000000000000000000000000e+03;2.157828391510467724856425775215e+02;1.801359487376087420429371377395e+00;nan;1.488166584709729178825909912121e+00;1.488166584709627704441459172813e+00;nan;nan;8.270371907140198835476502248198e-05;nan;1.000000000000000000000000000000e+00;nan;7.448956449527831854672682565521e-05;2.179527917350967847198717208812e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;nan;nan;2.559782461007116260987004352501e-01;7.440217538992875967451823271404e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
1.034000000000000000000000000000e+03;2.157976478164069646936695789918e+02;1.801667400133410978924075607210e+00;nan;1.488043507798575859624179429375e+00;1.488043507798462616875667663408e+00;nan;nan;8.273153975719670636702895993864e-05;nan;1.000000000000000000000000000000e+00;nan;7.452735907169125780143137394163e-05;2.179679375496127669009638339048e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;nan;nan;2.560398001660245670407789475576e-01;7.439601998339746558031038148329e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
1.035000000000000000000000000000e+03;2.158124639954650660911283921450e+02;1.801975315387026155278249461844e+00;nan;1.487920399667950199784627329791e+00;1.487920399667838289303745114012e+00;nan;nan;8.275937210419840434592886335707e-05;nan;1.000000000000000000000000000000e+00;nan;7.456517282434758106621913720247e-05;2.179830910266567833843964763219e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;nan;nan;2.561013698450333442302451203432e-01;7.438986301549658231024864107894e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
1.036000000000000000000000000000e+03;2.158272876920343890105868922547e+02;1.802283233099204240446056246583e+00;nan;1.487797260309932312338787596673e+00;1.487797260309812408252128079766e+00;nan;nan;8.278721611884607767869320715803e-05;nan;1.000000000000000000000000000000e+00;nan;7.460300576297823323210917090265e-05;2.179982521701111064515998805291e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;nan;nan;2.561629551416985117739955057914e-01;7.438370448583006000475847940834e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
1.037000000000000000000000000000e+03;2.158421189099236414676852291450e+02;1.802591153232245613224904445815e+00;nan;1.487674089716602088273589288292e+00;1.487674089716482850320744546480e+00;nan;nan;8.281507180758349224210940198176e-05;nan;1.000000000000000000000000000000e+00;nan;7.464085789732158597500205621245e-05;2.180134209838599179676066341926e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;nan;nan;2.562245560599815674684975874698e-01;7.437754439400174888419314811472e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
1.038000000000000000000000000000e+03;2.158569576529596645286801503971e+02;1.802899075748185087064712206484e+00;nan;1.487550887880035865862282662420e+00;1.487550887879901306831698093447e+00;nan;nan;8.284293917685080894074134416627e-05;nan;1.000000000000000000000000000000e+00;nan;7.467872923710370527614066382682e-05;2.180285974717894426078146352665e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;nan;nan;2.562861726038451748443947053602e-01;7.437138273961539924883368257724e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
1.039000000000000000000000000000e+03;2.158718039249497735454497160390e+02;1.803207000609390542322785222495e+00;nan;1.487427654792308651110488426639e+00;1.487427654792190967469878160045e+00;nan;nan;8.287081823310534617853251315722e-05;nan;1.000000000000000000000000000000e+00;nan;7.471661979208192279691691517485e-05;2.180437816377875925866192119429e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;nan;nan;2.563478047772527745884474370541e-01;7.436521952227463927442840940785e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
1.040000000000000000000000000000e+03;2.158866577297156084114249097183e+02;1.803514927777916332374275043549e+00;nan;1.487304390445493673666987888282e+00;1.487304390445380430918476122315e+00;nan;nan;8.289870898280115620038177581819e-05;nan;1.000000000000000000000000000000e+00;nan;7.475452957199958399069766867839e-05;2.180589734857445449733859277330e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;nan;nan;2.564094525841689731215922165575e-01;7.435905474158301942111393145751e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
1.041000000000000000000000000000e+03;2.159015190710858860256848856807e+02;1.803822857215907626837747557147e+00;nan;1.487181094831661276600698329275e+00;1.487181094831534045042076286336e+00;nan;nan;8.292661143240040921495448422718e-05;nan;1.000000000000000000000000000000e+00;nan;7.479245858661293631670236026210e-05;2.180741730195522976032407314051e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;nan;nan;2.564711160285593205543364092591e-01;7.435288839714397912672438906156e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
1.042000000000000000000000000000e+03;2.159163879528787788331101182848e+02;1.804130788885486946782066297601e+00;nan;1.487057767942880470712907481357e+00;1.487057767942764563429136615014e+00;nan;nan;8.295452558836740317767949326466e-05;nan;1.000000000000000000000000000000e+00;nan;7.483040684568129010528769740063e-05;2.180893802431048911216748820152e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;nan;nan;2.565327951143904217090607744467e-01;7.434672048856086901125195254281e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
1.043000000000000000000000000000e+03;2.159312643789203320920933037996e+02;1.804438722748717971455789665924e+00;nan;1.486934409771218268403458750981e+00;1.486934409771100140673638634325e+00;nan;nan;8.298245145717428295720902164945e-05;nan;1.000000000000000000000000000000e+00;nan;7.486837435897052866248108093927e-05;2.181045951602984089845449489076e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;nan;nan;2.565944898456298250977170027909e-01;7.434055101543692867238632970839e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
1.044000000000000000000000000000e+03;2.159461483530381542550458107144e+02;1.804746658767548694868310121819e+00;nan;1.486811020308739461626146294293e+00;1.486811020308611563933709476260e+00;nan;nan;8.301038904529155356640940377488e-05;nan;1.000000000000000000000000000000e+00;nan;7.490636113624211717045703329276e-05;2.181198177750306221867049316643e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;nan;nan;2.566562002262461339441301788611e-01;7.433437997737528668551476584980e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
1.045000000000000000000000000000e+03;2.159610398790662770807102788240e+02;1.805054596904122732325959077571e+00;nan;1.486687599547506621888715017121e+00;1.486687599547372062858130448149e+00;nan;nan;8.303833835920434319494837227538e-05;nan;1.000000000000000000000000000000e+00;nan;7.494436718728085826315282735877e-05;2.181350480912017886225839902181e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;nan;nan;2.567179262602089506728475498676e-01;7.432820737397900501264302874915e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
1.046000000000000000000000000000e+03;2.159759389608343838062864961103e+02;1.805362537120341670515699661337e+00;nan;1.486564147479580988431280275108e+00;1.486564147479445985311485856073e+00;nan;nan;8.306629940539311796315197211626e-05;nan;1.000000000000000000000000000000e+00;nan;7.498239252185920822226655735321e-05;2.181502861127134984542408346897e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;nan;nan;2.567796679514889324202897569194e-01;7.432203320485101238901393116976e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
1.047000000000000000000000000000e+03;2.159908456021730387419665930793e+02;1.805670479378180814933330111671e+00;nan;1.486440664097021358003303248552e+00;1.486440664096894126444681205612e+00;nan;nan;8.309427219034784431288265249549e-05;nan;1.000000000000000000000000000000e+00;nan;7.502043714976323006676101057266e-05;2.181655318434699175611513055628e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;nan;nan;2.568414253040575689901459099929e-01;7.431585746959414873202831586241e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
1.048000000000000000000000000000e+03;2.160057598069235780258168233559e+02;1.805978423639539975908974156482e+00;nan;1.486317149391883862818986017373e+00;1.486317149391747971520771898213e+00;nan;nan;8.312225672056264931183977573426e-05;nan;1.000000000000000000000000000000e+00;nan;7.505850108078142627048706669868e-05;2.181807852873768549528676885529e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;nan;nan;2.569031983218875714314322067366e-01;7.430968016781115403901480931381e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
