iterations;evaluations;p_advantages;m_advantages;p_dist_sup;p_dist_mean;m_dist_sup;m_dist_mean;alfa;beta;p_change;m_change;bound;average_reward;w_current_0;w_current_1;w_target_0;w_target_1;theta_current_0;theta_current_1;theta_target_0;theta_target_1
0.000000000000000000000000000000e+00;2.038792219020039624410856049508e+02;1.490340568895940798199717391981e+00;2.628967614826505094782760352246e-01;1.600000000000000088817841970013e+00;1.600000000000026956215037898801e+00;1.600000000000000088817841970013e+00;9.600000000000161737290227392805e-01;5.919340245157311212586409565617e-05;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;4.410916454228193384328599035982e-05;2.057689795854886316561760395416e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;2.000473547219612791003839902260e-01;7.999526452780387764107672410319e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
9.800000000000000000000000000000e+01;2.047600727759316896481323055923e+02;1.518874808935514186813975356927e+00;2.572916718592825335854001878033e-01;1.590603356768277798494182206923e+00;1.590603356768219844852296773752e+00;1.600000000000000088817841970013e+00;9.637586572926531980343156646995e-01;6.104160379643665051366957507994e-05;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;4.635727715171504044336728278530e-05;2.066713627022960686474561953219e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;2.047468681058114692294935821337e-01;7.952531318941881144368721834326e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
1.980000000000000000000000000000e+02;2.057051945710713312109874095768e+02;1.548260097749523778176694577269e+00;2.506556341157974432398702901992e-01;1.580771131610904323139266125509e+00;1.580771131610937407785399955173e+00;1.600000000000000088817841970013e+00;9.676915473556586544390256676706e-01;6.299900272256892636794228801378e-05;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;4.876942105668353809972900836378e-05;2.076394098090208917284371636924e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;2.096642276969599705260804967111e-01;7.903357723030401960073731970624e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
2.980000000000000000000000000000e+02;2.066994951502919661834312137216e+02;1.577899120005681332656877202680e+00;2.430298999106330071207082710316e-01;1.570686346334190464091307148919e+00;1.570686346334253968848315707874e+00;1.600000000000000088817841970013e+00;9.717254614663635159388377360301e-01;6.503213957434388699414828938217e-05;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;5.130707790322193407282769239686e-05;2.086576441637010503882265766151e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;2.147078993797560675371727256788e-01;7.852921006202443487964615087549e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
3.980000000000000000000000000000e+02;2.077455334848563950345123885199e+02;1.607772319968784113797255486134e+00;2.343464189601840441667945924564e-01;1.560342513432728672739813191583e+00;1.560342513432793287719846375694e+00;1.600000000000000088817841970013e+00;9.758629946269494759292228991399e-01;6.714480394080943814142520276178e-05;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;5.397677860288217267532157039867e-05;2.097286724744144681409352415358e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;2.198811277297083033310798327875e-01;7.801188722702920852469787860173e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
4.980000000000000000000000000000e+02;2.088460016993095393900148337707e+02;1.637858282879736115944524499355e+00;2.245331748806249083649788644834e-01;1.549732978756723333901845762739e+00;1.549732978756836132561147678643e+00;1.600000000000000088817841970013e+00;9.801068084973830751849277476140e-01;6.934103455559658302394254736356e-05;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;5.678539389516692363971128720834e-05;2.108552369647524571405483584385e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;2.251872406656547087600017675868e-01;7.748127593343461239072667012806e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
5.980000000000000000000000000000e+02;2.100037319999266856029862537980e+02;1.668133616608796776503709224926e+00;2.135139678949956598685844255670e-01;1.538850917231400217133341357112e+00;1.538850917231552761776924853621e+00;1.600000000000000088817841970013e+00;9.844596331075387007913946035842e-01;7.162514013896711451753057664504e-05;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;5.974015203006355378446967652195e-05;2.120402224220850229130519437604e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;2.306296515906001987072926340261e-01;7.693703484094008837601563755015e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
6.980000000000000000000000000000e+02;2.112217039637062612200679723173e+02;1.698572826595679430283780675381e+00;2.012081859531534844265365791216e-01;1.527689328466461882172211517172e+00;1.527689328466435014775015588384e+00;1.600000000000000088817841970013e+00;9.889242686133977722207077931671e-01;7.400172237140052874330292675964e-05;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;6.284865737066924360962327789082e-05;2.132866636124951753572531742975e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;2.362118615875464788800286441983e-01;7.637881384124534100976688932860e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
7.980000000000000000000000000000e+02;2.125030522067603726554807508364e+02;1.729148183712595043814985729114e+00;1.875305636545929743874694395345e-01;1.516241032252764631138575168734e+00;1.516241032252904075150468088395e+00;1.600000000000000088817841970013e+00;9.935035870989866735314421930525e-01;7.647570125743704963841573807315e-05;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;6.611890996372215027407359677625e-05;2.145977530814591194285867459257e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;2.419374616717265558119009938309e-01;7.580625383282743046109430906654e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
8.980000000000000000000000000000e+02;2.138510744513190502402721904218e+02;1.759829584667930602037699827633e+00;1.723909283316146234810162241047e-01;1.504498663943309777479839794978e+00;1.504498663943317326996407246043e+00;1.600000000000000088817841970013e+00;9.982005344226811960339773577289e-01;7.905234317529990552015500826499e-05;0.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;1.000000000000000000000000000000e+00;6.955932612860738514879571647853e-05;2.159768493603372085942737612640e+00;8.000000000000000444089209850063e-01;2.000000000000000111022302462516e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;2.478101351006895269879493071130e-01;7.521898648993105007676263085159e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00
