iterations;evaluations;p_advantages;m_advantages;p_dist_sup;p_dist_mean;m_dist_sup;m_dist_mean;alfa;beta;p_change;m_change;bound;average_reward;w_current_0;w_current_1;w_target_0;w_target_1;theta_current_0;theta_current_1;theta_target_0;theta_target_1
0.000000000000000000000000000000e+00;2.038709164741304391554876929149e+02;nan;2.628967614826505094782760352246e-01;nan;nan;1.600000000000000088817841970013e+00;9.600000000000161737290227392805e-01;nan;1.757869260008903945064449858560e-05;nan;1.000000000000000000000000000000e+00;2.310690677831220662914258126563e-06;2.057604725200035566956557886442e+00;8.000035157385200212942777397984e-01;1.999964842614799787057222602016e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;2.000000000000000111022302462516e-01;8.000000000000000444089209850063e-01;nan;nan
9.800000000000000000000000000000e+01;2.039159955294848600715340580791e+02;nan;2.629669392828695162478425118024e-01;nan;nan;1.597240940803973607842181081651e+00;9.583445644823982423332608959754e-01;nan;1.764418428501267758806876628785e-05;nan;1.000000000000000000000000000000e+00;2.319918568786345608424229874922e-06;2.058068722646015480393089092104e+00;8.003484051511918773158527073974e-01;1.996515948488084002399034488917e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;2.000000000000000111022302462516e-01;8.000000000000000444089209850063e-01;nan;nan
1.980000000000000000000000000000e+02;2.039621801504519282843830296770e+02;nan;2.630368235403116039528015335236e-01;nan;nan;1.594419900821949065417015845014e+00;9.566519404931835834915432315029e-01;nan;1.771138156019836789071761340431e-05;nan;1.000000000000000000000000000000e+00;2.329372773052513402326215916083e-06;2.058544088085305645563494181260e+00;8.007010423196603277062877168646e-01;1.992989576803398110715903612800e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;2.000000000000000111022302462516e-01;8.000000000000000444089209850063e-01;nan;nan
2.980000000000000000000000000000e+02;2.040085529897480398631159914657e+02;nan;2.631049534520415456029240885982e-01;nan;nan;1.591593118489413871685655976762e+00;9.549558710936567607063807372469e-01;nan;1.777895455557736471038747516626e-05;nan;1.000000000000000000000000000000e+00;2.338865505385572234747781905639e-06;2.059021379100598014844081262709e+00;8.010543972965390446816513758677e-01;1.989456027034610940962267022769e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;2.000000000000000111022302462516e-01;8.000000000000000444089209850063e-01;nan;nan
3.980000000000000000000000000000e+02;2.040551148144286628394183935598e+02;nan;2.631713177179837992447630767856e-01;nan;nan;1.588760582117562547566080866090e+00;9.532563492705384833314496972889e-01;nan;1.784690629024927323829918801579e-05;nan;1.000000000000000000000000000000e+00;2.348396922797137508615548939783e-06;2.059500603515350469763234286802e+00;8.014084715429583560819537524367e-01;1.985915284570418382070755569657e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;2.000000000000000111022302462516e-01;8.000000000000000444089209850063e-01;nan;nan
4.980000000000000000000000000000e+02;2.041018663946532853969983989373e+02;nan;2.632359049834633313302845181170e-01;nan;nan;1.585922279993795758201713397284e+00;9.515533679962820956532709715248e-01;nan;1.791523981567038774397396250215e-05;nan;1.000000000000000000000000000000e+00;2.357967182936885228660382762822e-06;2.059981769184853650500599542283e+00;8.017632665230228772301757089735e-01;1.982367334769774558367316785734e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;2.000000000000000111022302462516e-01;8.000000000000000444089209850063e-01;nan;nan
5.980000000000000000000000000000e+02;2.041488085037350685979617992416e+02;nan;2.632987038391300660400418109930e-01;nan;nan;1.583078200381672129282151217922e+00;9.498469202290102941788063617423e-01;nan;1.798395821610037948216562209147e-05;nan;1.000000000000000000000000000000e+00;2.367576444098152159748165573872e-06;2.060464883996362850382411124883e+00;8.021187837038173951142994155816e-01;1.978812162961827436635786625629e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;2.000000000000000111022302462516e-01;8.000000000000000444089209850063e-01;nan;nan
6.980000000000000000000000000000e+02;2.041959419181345651850278954953e+02;nan;2.633597028206353107826487303100e-01;nan;nan;1.580228331520861839720737407333e+00;9.481369989125266739549147132493e-01;nan;1.805306460903788508005202162465e-05;nan;1.000000000000000000000000000000e+00;2.377224865218973865756656171921e-06;2.060949955869226357663137605414e+00;8.024750245554134187031536384893e-01;1.975249754445867478303000552842e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;2.000000000000000111022302462516e-01;8.000000000000000444089209850063e-01;nan;nan
7.980000000000000000000000000000e+02;2.042432674174754367868445115164e+02;nan;2.634188904084461824162133325444e-01;nan;nan;1.577372661627095773440032644430e+00;9.464235969762544442573926062323e-01;nan;1.812256214567412656180761532099e-05;nan;1.000000000000000000000000000000e+00;2.386912605885794290367990164170e-06;2.061436992755018238199227198493e+00;8.028319905508748410838393283484e-01;1.971680094491255752497949060853e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;2.000000000000000111022302462516e-01;8.000000000000000444089209850063e-01;nan;nan
8.980000000000000000000000000000e+02;2.042907857845584658207371830940e+02;nan;2.634762550275100423391450021882e-01;nan;nan;1.574511178892115559335707075661e+00;9.447067073352760635529534738453e-01;nan;1.819245401134169650911309723540e-05;nan;1.000000000000000000000000000000e+00;2.396639826334256885841415482541e-06;2.061926002637668453587593830889e+00;8.031896831662626023984330458916e-01;1.968103168337374253571425697373e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;2.000000000000000111022302462516e-01;8.000000000000000444089209850063e-01;nan;nan
9.980000000000000000000000000000e+02;2.043384978053790916874277172610e+02;nan;2.635317850471139422552369069308e-01;nan;nan;1.571643871483628940310950383719e+00;9.429863228901874672160943191557e-01;nan;1.826274342598770727735986441065e-05;nan;1.000000000000000000000000000000e+00;2.406406687453992890264120943500e-06;2.062416993533593423393313059933e+00;8.035481038806450149181159758882e-01;1.964518961193554846822451054322e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;2.000000000000000111022302462516e-01;8.000000000000000444089209850063e-01;nan;nan
1.098000000000000000000000000000e+03;2.043864042691257338901777984574e+02;nan;2.635854687805760931951226666570e-01;nan;nan;1.568770727545258036883524255245e+00;9.412624365271639037544559869275e-01;nan;1.833343364463912040368542832880e-05;nan;1.000000000000000000000000000000e+00;2.416213350789894418070959461464e-06;2.062909973491830140090996792424e+00;8.039072541760988732661985523009e-01;1.960927458239022924679773041134e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;2.000000000000000111022302462516e-01;8.000000000000000444089209850063e-01;nan;nan
1.198000000000000000000000000000e+03;2.044345059682133296519168652594e+02;nan;2.636372944850138289041296957294e-01;nan;nan;1.565891735196490497372678873944e+00;9.395350411179037575237771307002e-01;nan;1.840452795788338698256339509562e-05;nan;1.000000000000000000000000000000e+00;2.426059978545086698656363388693e-06;2.063404950594168063560118753230e+00;8.042671355377181141577125345066e-01;1.957328644622834679100975563415e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;2.000000000000000111022302462516e-01;8.000000000000000444089209850063e-01;nan;nan
1.298000000000000000000000000000e+03;2.044828036982792411890841322020e+02;nan;2.636872503610924178829577613214e-01;nan;nan;1.563006882532630203996859563631e+00;9.378041295195773674464589930722e-01;nan;1.847602969235566779332771703004e-05;nan;1.000000000000000000000000000000e+00;2.435946733583583101147513119700e-06;2.063901932955283236026389204198e+00;8.046277494536195895591390581103e-01;1.953722505463819092419441858510e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;2.000000000000000111022302462516e-01;8.000000000000000444089209850063e-01;nan;nan
1.398000000000000000000000000000e+03;2.045312982582099436967837391421e+02;nan;2.637353245528280543119592493895e-01;nan;nan;1.560116157624749533283647906501e+00;9.360696945748493424943603713473e-01;nan;1.854794221123644821602564902729e-05;nan;1.000000000000000000000000000000e+00;2.445873779433772369048183045748e-06;2.064400928722871064735500112874e+00;8.049890974149501721157662359474e-01;1.950109025850514654631950861585e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;2.000000000000000111022302462516e-01;8.000000000000000444089209850063e-01;nan;nan
1.498000000000000000000000000000e+03;2.045799904501400305889546871185e+02;nan;2.637815051472280347688581514376e-01;nan;nan;1.557219548519638063766024060897e+00;9.343317291117895218022226799803e-01;nan;1.862026891474828917366450553583e-05;nan;1.000000000000000000000000000000e+00;2.455841280289223301538633140173e-06;2.064901946077782657340549121727e+00;8.053511809158919731999048963189e-01;1.946488190841100807126906602207e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;2.000000000000000111022302462516e-01;8.000000000000000444089209850063e-01;nan;nan
1.598000000000000000000000000000e+03;2.046288810794802373038692167029e+02;nan;2.638257801742386887688951446762e-01;nan;nan;1.554317043239754614347702954547e+00;9.325902259438531016755291602749e-01;nan;1.869301324068118068302130074798e-05;nan;1.000000000000000000000000000000e+00;2.465849401015043429810646991029e-06;2.065404993234156716397365016746e+00;8.057140014536670058475920086494e-01;1.942859985463350480650035478902e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;2.000000000000000111022302462516e-01;8.000000000000000444089209850063e-01;nan;nan
1.698000000000000000000000000000e+03;2.046779709549172707738762255758e+02;nan;2.638681376061685623923835919413e-01;nan;nan;1.551408629783177062222421227489e+00;9.308451778699128320582190099231e-01;nan;1.876617866488844237581046225927e-05;nan;1.000000000000000000000000000000e+00;2.475898307144365524402320963282e-06;2.065910078439559427465610497165e+00;8.060775605285467326766024598328e-01;1.939224394714553212359930967068e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;2.000000000000000111022302462516e-01;8.000000000000000444089209850063e-01;nan;nan
1.798000000000000000000000000000e+03;2.047272608884387636862811632454e+02;nan;2.639085653578562840060328653635e-01;nan;nan;1.548494296123553048971643875120e+00;9.290965776741346715539293654729e-01;nan;1.883976870184718487109126749957e-05;nan;1.000000000000000000000000000000e+00;2.485988164889166747033343377038e-06;2.066417209975115465425687943934e+00;8.064418596438550634886155421555e-01;1.935581403561466296014970112083e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;2.000000000000000111022302462516e-01;8.000000000000000444089209850063e-01;nan;nan
1.898000000000000000000000000000e+03;2.047767516953347524122364120558e+02;nan;2.639470512860224715723234112374e-01;nan;nan;1.545574030210049354394641341059e+00;9.273444181260366292463004356250e-01;nan;1.891378690516612635593753088958e-05;nan;1.000000000000000000000000000000e+00;2.496119141135392281927651500495e-06;2.066926396155649214847471739631e+00;8.068069003059781252318316546734e-01;1.931930996940236788805833612059e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;2.000000000000000111022302462516e-01;8.000000000000000444089209850063e-01;nan;nan
1.998000000000000000000000000000e+03;2.048264441942265818852320080623e+02;nan;2.639835831893064810316218427033e-01;nan;nan;1.542647819967303490784615860321e+00;9.255886919803922863181355751294e-01;nan;1.898823686815433116380560929493e-05;nan;1.000000000000000000000000000000e+00;2.506291403451337573859460106096e-06;2.067437645329819773110102687497e+00;8.071726840243657052909043159161e-01;1.928273159756359322880570061898e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;2.000000000000000111022302462516e-01;8.000000000000000444089209850063e-01;nan;nan
2.098000000000000000000000000000e+03;2.048763392070620454887830419466e+02;nan;2.640181488078269245178830715304e-01;nan;nan;1.539715653295373076758778552175e+00;9.238293919772276874269323343469e-01;nan;1.906312222436335490649041146671e-05;nan;1.000000000000000000000000000000e+00;2.516505120086878798720680938672e-06;2.067950965880258618057041530847e+00;8.075392123115424647394888779672e-01;1.924607876884595891731066785724e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;2.000000000000000111022302462516e-01;8.000000000000000444089209850063e-01;nan;nan
2.198000000000000000000000000000e+03;2.049264375591476721183425979689e+02;nan;2.640507358230028689405344266561e-01;nan;nan;1.536777518069684766999216662953e+00;9.220665108418175659465987337171e-01;nan;1.913844664815748399487593811585e-05;nan;1.000000000000000000000000000000e+00;2.526760459977633489357835838707e-06;2.068466366223709496097171722795e+00;8.079064866831097146970819267153e-01;1.920935133168922004376355516797e-01;1.000000000000000000000000000000e+00;0.000000000000000000000000000000e+00;2.000000000000000111022302462516e-01;8.000000000000000444089209850063e-01;nan;nan
