ReturnsStd,DualReg,WeightMean,RewardStd,ConfortViolation,Traj,WeightMin,DualAfter,LossReg,NormDeltaVar,NormDeltaOmega,WeightMedian,Omega,WeightMax,DeltaOmega,Epsilon,Eta,DualBefore,RewardMean,TimestepsStd,OmegaBefore,Wins,TimestepsMean,ITERATIONS,Primal,ReturnsMean
48.831747222293416,0.0,0.003095042544407978,2.420232131346082,0,100,0.003095042544407978,7.741301382143284,0.0,25.10579716409504,0.15865977175708845,0.009829542359374215,[[0.95865977]],1.0,[[0.15865977]],1.5501,1.7307165557153723,8.046863828508844,2.34548,0.0,[[0.8]],0.0,500.0,0,7.741301280259243,1173.6161616161617
73.6236067152975,0.0,2.9751421502422226e-05,2.837944603828624,0,100,2.9751421502422226e-05,8.032471542817584,0.0,50.11421945515758,0.04005006499608965,0.00023922478706182106,[[0.99870984]],1.0,[[0.04005006]],1.5501,0.9594503980573306,8.032763469057228,2.77984,0.0,[[0.95865977]],0.0,500.0,1,8.032470698730755,1389.7777777777778
69.42981443689416,0.0,0.0,2.991718810316237,0,100,0.0,8.001166844788681,0.0,173.91879007584896,0.0012901565792549086,0.0,[[0.99999999]],1.0,[[0.00129016]],1.5501,0.007600958442776961,8.158858741337001,2.9816,0.0,[[0.99870984]],0.0,500.0,2,8.000000000000208,1491.6161616161617
68.84706808425156,0.0,0.0,3.0049995407653554,0,100,0.0,8.001256364010086,0.0,0.0,0.0,0.0,[[0.99999999]],1.0,[[0.]],1.5501,0.007441460819238401,8.174073390175081,3.0076,0.0,[[0.99999999]],0.0,500.0,3,7.999999999999879,1504.20202020202
82.8040467128588,0.0,0.0,2.988607935745336,0,100,0.0,8.00116465751619,0.0,0.0,0.0,0.0,[[0.99999999]],1.0,[[0.]],1.5501,0.007606739876603119,8.158475256547085,2.98508,0.0,[[0.99999999]],0.0,500.0,4,8.000000000000197,1492.7070707070707
85.14377188992574,0.0,0.0,2.993581373539059,0,100,0.0,8.001192118465728,0.0,0.0,0.0,0.0,[[0.99999999]],1.0,[[0.]],1.5501,0.007555211679595743,8.163115812446136,2.9916,0.0,[[0.99999999]],0.0,500.0,5,8.000000000000242,1496.1818181818182
87.64171901059174,0.0,0.0,2.9889772964008947,0,100,0.0,8.001163666877458,0.0,0.0,0.0,0.0,[[0.99999999]],1.0,[[0.]],1.5501,0.007608306617203379,8.15831133910376,2.98404,0.0,[[0.99999999]],0.0,500.0,6,8.000000000000398,1491.858585858586
72.44121069697937,0.0,0.0,2.9890447854791335,0,100,0.0,8.001144784960005,0.0,0.0,0.0,0.0,[[0.99999999]],1.0,[[0.]],1.5501,0.007642709218926866,8.155155919164663,2.97448,0.0,[[0.99999999]],0.0,500.0,7,8.000000000000583,1489.7373737373737
85.08240482409964,0.0,0.0,3.0036468157225142,0,100,0.0,8.001247595268444,0.0,0.0,0.0,0.0,[[0.99999999]],1.0,[[0.]],1.5501,0.007456366892503824,8.172570499477215,3.00508,0.0,[[0.99999999]],0.0,500.0,8,8.000000000000133,1502.5454545454545
71.44876219945809,0.0,0.0,2.997944765601928,0,100,0.0,8.001216032649626,0.0,0.0,0.0,0.0,[[0.99999999]],1.0,[[0.]],1.5501,0.007511762757145681,8.167178527790762,2.99732,0.0,[[0.99999999]],0.0,500.0,9,7.999999999999621,1498.7272727272727
