Omega,Eta,RewardMean,WeightMax,ReturnsStd,NormDeltaOmega,Traj,TimestepsStd,Epsilon,DualAfter,ITERATIONS,ConfortViolation,DeltaOmega,WeightMedian,Wins,TimestepsMean,RewardStd,ReturnsMean,WeightMean,LossReg,OmegaBefore,NormDeltaVar,Primal,DualReg,DualBefore,WeightMin
7.966676066026427,13.659905210076289,6.423462847295971,1.0,85.49563746300946,0.03332393397357336,2147,12.692024018786157,0.001,6.515028231005659,0,0,-0.03332393397357336,0.9705836446837417,0.0,23.289841565703636,1.3671466690258125,149.6011652766825,0.593052104011594,0.0,8.0,0.17414860323732556,6.533686126078411,0.0001,6.678081983203292,0.593052104011594
7.93368686560281,13.653876750567155,6.451069624030749,1.0,85.18505415298908,0.03298920042361697,2130,12.585330002022625,0.001,6.542612472218518,1,0,-0.03298920042361697,0.9734626485452064,0.0,23.480507280413338,1.3673314297488288,151.47584622932348,0.5935445758200745,0.0,7.966676066026427,0.07468850795769884,6.561253907297982,0.0001,6.704859380725397,0.5935445758200745
7.901516784329712,13.585772415334093,6.4799612600279435,1.0,87.63090519262846,0.032170081273097395,2090,12.911913589030439,0.001,6.5708259561687825,2,0,-0.032170081273097395,0.9695045495411433,0.0,23.933939684059357,1.3599639543575197,155.09188657431946,0.5885765168057404,0.0,7.93368686560281,0.04119879115894465,6.589281492232035,0.0001,6.730332291794613,0.5885765168057404
7.868199320635999,13.585884017971107,6.505246128325647,1.0,84.37845732329755,0.03331746369371302,2077,12.384989519859062,0.001,6.596148954386985,3,0,-0.03331746369371302,0.9691595620503239,0.0,24.083815028901736,1.3608031489973973,156.67207416778794,0.5872925092280098,0.0,7.901516784329712,0.05422660332215163,6.614604795380369,0.0001,6.755151467682087,0.5872925092280098
7.836666055118568,13.565629077830526,6.533703405330215,1.0,89.3553030615201,0.03153326551743163,2055,13.072448801758126,0.001,6.624435790300521,4,0,-0.03153326551743163,0.97318616203433,0.0,24.33836416747809,1.3592990106515759,159.02116395053784,0.5881002434207813,0.0,7.868199320635999,0.4905610163413463,6.642836635455744,0.0001,6.782149136151066,0.5881002434207813
7.8049855359089015,13.462305785681002,6.566777409602124,1.0,95.22021326708192,0.03168051920966608,2003,13.86979874562693,0.001,6.656477004935862,5,0,-0.03168051920966608,0.9735611997693402,0.0,24.971528471528472,1.3479227609581486,163.9833144689739,0.5849412414325144,0.0,7.836666055118568,0.07684369250951273,6.674598577960504,0.0001,6.810088151287967,0.5849412414325144
7.772506724540841,13.474023811084129,6.59018920608259,1.0,94.23685985051192,0.03247881136806097,1995,13.684789928642234,0.001,6.680043312758601,6,0,-0.03247881136806097,0.9705841278024968,0.0,25.07321965897693,1.3500572532406836,165.23872391546263,0.5823598843604714,0.0,7.8049855359089015,0.20261619357194907,6.698196453898129,0.0001,6.833684039393686,0.5823598843604714
7.742196711964173,13.338221252311222,6.6218055964134,1.0,103.2485941884015,0.030310012576667766,1934,14.94238455384781,0.001,6.7102919588360885,7,0,-0.030310012576667766,0.9741180258016969,0.0,25.86601138127263,1.334742031674107,171.28050943194498,0.5804198621166587,0.0,7.772506724540841,0.12836531133533904,6.728080970159372,0.0001,6.858943318077615,0.5804198621166587
7.713022314978715,13.219206282607411,6.650997212246115,1.0,106.86821039984235,0.029174396985458095,1881,15.422208877211181,0.001,6.738292022244603,8,0,-0.029174396985458095,0.9739488568526297,0.0,26.59308510638298,1.3213421837224473,176.86887726543014,0.5765730557128477,0.0,7.742196711964173,0.21173563670372078,6.755764942422501,0.0001,6.882797542815598,0.5765730557128477
7.6843149027904225,13.145134133422317,6.6779714072487675,1.0,111.53442025763728,0.028707412188292203,1845,16.044229884392305,0.001,6.764542847486409,9,0,-0.028707412188292203,0.9736324518565714,0.0,27.107917570498916,1.3133439971324241,181.0205844062934,0.5736945965173289,0.0,7.713022314978715,0.0662391488628926,6.781820474671068,0.0001,6.906282524801173,0.5736945965173289
