WeightMean,DualReg,Epsilon,DualBefore,DualAfter,TimestepsStd,Wins,LossReg,Omega,DeltaOmega,WeightMedian,ConfortViolation,RewardMean,Primal,OmegaBefore,Eta,ReturnsMean,TimestepsMean,ITERATIONS,NormDeltaVar,NormDeltaOmega,RewardStd,ReturnsStd,WeightMin,WeightMax,Traj
0.7121841804806683,0.0,0.0035001,6.407409138561695,2.487968803200766,0.0,0.0,0.0,[[0.49282378]],[[-0.30717622]],0.7622086236443214,0,2.2864,2.487968308286867,[[0.8]],29.462134507941858,1141.2631578947369,500.0,0,20.214303072752816,0.30717622068187855,2.3521001339228733,52.95960934152223,0.7121841804806683,1.0,20
0.7560134800036435,0.0,0.0035001,7.68649000272658,2.770996539924984,0.0,0.0,0.0,[[0.47990078]],[[-0.012923]],0.7995095052264511,0,2.5264,2.7709965405513066,[[0.49282378]],35.753094131351695,1259.4736842105262,500.0,1,0.739048394543635,0.012923002988799948,2.853717407172616,55.310956772218034,0.7560134800036435,1.0,20
0.7664667774356341,0.0,0.0035001,7.842152602502498,2.917516873680734,0.0,0.0,0.0,[[0.46070202]],[[-0.01919875]],0.8083411131178205,0,2.6598,2.917516990580858,[[0.47990078]],37.59908418813417,1333.3684210526317,500.0,2,1.1010935249759974,0.019198753359689624,3.012816615726885,74.21746888018082,0.7664667774356341,1.0,20
0.7669806888114883,0.0,0.0035001,7.858390018797396,2.9085369194176893,0.0,0.0,0.0,[[0.46268058]],[[0.00197856]],0.8087746743470089,0,2.6502,2.90853701483132,[[0.46070202]],37.6940789686844,1331.3684210526317,500.0,3,0.1137284411349655,0.0019785619006214006,3.0196754726294674,75.73931088474728,0.7669806888114883,1.0,20
0.7663992090049552,0.0,0.0035001,7.848673209322868,2.902579972293867,0.0,0.0,0.0,[[0.4634857]],[[0.00080511]],0.8082841047009304,0,2.645,2.902580091828584,[[0.46268058]],37.586625272595214,1320.7368421052631,500.0,4,0.04625870715034619,0.0008051142247565979,3.0105771871852083,96.84107550939929,0.7663992090049552,1.0,20
0.76980301002606,0.0,0.0035001,7.9080427661140495,2.967712905684575,0.0,0.0,0.0,[[0.45522042]],[[-0.00826528]],0.8111546906716922,0,2.7056,2.967712930272953,[[0.4634857]],38.223285665414366,1353.7894736842106,500.0,5,0.47545517990349895,0.00826528293771267,3.065636742994838,79.8785782147988,0.76980301002606,1.0,20
0.7712915702811298,0.0,0.0035001,7.920164655423421,2.9765463609850524,0.0,0.0,0.0,[[0.45175179]],[[-0.00346863]],0.8124092654800922,0,2.7124,2.976546370251738,[[0.45522042]],38.50762834012322,1356.3157894736842,500.0,6,0.199938409882376,0.003468626260065444,3.090450815010651,87.33544082660104,0.7712915702811298,1.0,20
0.7752543831898917,0.0,0.0035001,7.991822784407471,3.061479392494947,0.0,0.0,0.0,[[0.44121016]],[[-0.01054163]],0.8157468102758401,0,2.7918,3.0614790167553236,[[0.45175179]],39.282841892922356,1397.8947368421052,500.0,7,0.6093848136646156,0.010541632200119333,3.157824054630023,75.94589122099892,0.7752543831898917,1.0,20
0.7783230356447104,0.0,0.0035001,8.03613695974801,3.095878450399259,0.0,0.0,0.0,[[0.43316559]],[[-0.00804457]],0.8183289347754673,0,2.8218,3.095878492653131,[[0.44121016]],39.90205990399491,1413.4736842105262,500.0,8,0.46707287005797404,0.008044570805787965,3.2111438398178307,64.30795025013596,0.7783230356447104,1.0,20
0.7778090726200749,0.0,0.0035001,8.034596381979334,3.090714804104284,0.0,0.0,0.0,[[0.43576549]],[[0.0025999]],0.8178966015913121,0,2.8174,3.090714808273709,[[0.43316559]],39.79716295572979,1409.2631578947369,500.0,9,0.15116118050170524,0.0025999008986282712,3.201664760714338,85.03178483445448,0.7778090726200749,1.0,20
0.7748303103731513,0.0,0.0035001,7.984814925331233,3.021817360020772,0.0,0.0,0.0,[[0.44526641]],[[0.00950093]],0.8153898126427406,0,2.7528,3.0218167242733904,[[0.43576549]],39.19858831759141,1381.3684210526317,500.0,10,0.55071041608389,0.009500926762766926,3.1490462302100295,52.63999932642356,0.7748303103731513,1.0,20
0.7748007380244745,0.0,0.0035001,7.974312365726977,3.0506639041709525,0.0,0.0,0.0,[[0.44073609]],[[-0.00453032]],0.8153649162662764,0,2.7816,3.050663244784711,[[0.44526641]],39.19272473038479,1391.3684210526317,500.0,11,0.2623024722105196,0.004530322869694348,3.1506668246579173,77.39455340982933,0.7748007380244745,1.0,20
0.7755420068770889,0.0,0.0035001,7.991813676816706,3.0534789107960263,0.0,0.0,0.0,[[0.60265261]],[[0.16191652]],0.8159889185767402,0,2.7834,3.053478665359393,[[0.44073609]],39.340166219069246,1390.1052631578948,500.0,12,13.180506153041446,0.16191651639068633,3.1625756022583875,67.19797517065534,0.7755420068770889,1.0,20
0.7634333165543619,0.0,0.0035001,7.856197818193436,2.842345589299174,0.0,0.0,0.0,[[0.61417069]],[[0.01151808]],0.8057807483705325,0,2.5888,2.842345895515311,[[0.60265261]],37.046710716155964,1295.6842105263158,500.0,13,196.24047691403098,0.011518079830193928,2.9592760195696517,84.04325492305104,0.7634333165543619,1.0,20
0.7760569626928288,0.0,0.0035001,8.101140771770648,2.9843150730867087,0.0,0.0,0.0,[[0.59900932]],[[-0.01516137]],0.8164223396855286,0,2.714,2.984314981885595,[[0.61417069]],39.443164134173095,1358.1052631578948,500.0,14,9.099048838834278e-07,0.015161370293555132,3.159462612533973,78.5164379281864,0.7760569626928288,1.0,20
