WeightMin,NormDeltaOmega,ITERATIONS,TimestepsMean,RewardStd,Omega,Traj,WeightMean,DualAfter,LossReg,RewardMean,DualBefore,WeightMax,DualReg,ReturnsStd,TimestepsStd,Wins,ConfortViolation,ReturnsMean,Epsilon,Eta,NormDeltaVar,DeltaOmega,OmegaBefore,WeightMedian,Primal
0.010151387293190574,0.10770080523463388,0,500.0,2.422627109234931,[[0.90770081]],100,0.010151387293190574,6.882564332005028,0.0,2.34164,7.601802135021213,1.0,0.0,61.43249327079589,0.0,0.0,0,1170.2626262626263,1.1101,2.1785804609207178,12.85121480223648,[[0.10770081]],[[0.8]],0.02542262068947094,6.882561029407503
0.0062696054560143115,0.04718893803722657,1,500.0,2.6741604092499762,[[0.95488974]],100,0.0062696054560143115,7.175453592191353,0.0,2.59416,7.518835367365323,1.0,0.0,62.786474770776984,0.0,0.0,0,1297.3333333333333,1.1101,1.9715925640619647,10.951526312922788,[[0.04718894]],[[0.90770081]],0.017289887575472822,7.1754503515911825
0.0043350272849058775,0.01746270623469437,2,500.0,2.8258298318193185,[[0.97235245]],100,0.0043350272849058775,7.3867319385105805,0.0,2.77204,7.584141516499821,1.0,0.0,67.64706720515704,0.0,0.0,0,1385.5555555555557,1.1101,1.8378881985683928,7.252785251903241,[[0.01746271]],[[0.95488974]],0.012870442190362546,7.38673425520796
0.0037602732697546866,0.005087377795738757,3,500.0,2.880252766685591,[[0.97743983]],100,0.0037602732697546866,7.458495456053205,0.0,2.828,7.619249637789407,1.0,0.0,77.5731428431399,0.0,0.0,0,1413.6767676767677,1.1101,1.7910671309591641,2.979563482325908,[[0.00508738]],[[0.97235245]],0.01148617757107353,7.458495911996523
0.003418555498767279,0.0021801784636235055,4,500.0,2.907585376493698,[[0.97962001]],100,0.003418555498767279,7.503381391060858,0.0,2.87028,7.6454060832359705,1.0,0.0,91.3230887571646,0.0,0.0,0,1435.050505050505,1.1101,1.7610169085111065,1.4837193114318126,[[0.00218018]],[[0.97743983]],0.01064324618814163,7.503382557793949
0.0033904758199723335,0.0002740299892093345,5,500.0,2.9106110929493823,[[0.97989404]],100,0.0033904758199723335,7.506375336815475,0.0,2.87216,7.646624156012606,1.0,0.0,72.62320837623237,0.0,0.0,0,1436.3636363636363,1.1101,1.7584628198000138,0.19738481442142586,[[0.00027403]],[[0.97962001]],0.010573250489806774,7.506376597326343
0.0033815727108017063,0.0002862227639734982,6,500.0,2.9140768195776863,[[0.98018026]],100,0.0033815727108017063,7.50874842003559,0.0,2.87164,7.648247763675416,1.0,0.0,70.82032488267836,0.0,0.0,0,1435.4343434343434,1.1101,1.757650143663857,0.20900095936226393,[[0.00028622]],[[0.97989404]],0.010551033065841181,7.508749718074134
0.003425449479732565,0.00024035883939210745,7,500.0,2.9100762876598267,[[0.9799399]],100,0.003425449479732565,7.5006326411440245,0.0,2.864,7.642093849045953,1.0,0.0,86.17636261128064,0.0,0.0,0,1432.4242424242425,1.1101,1.761641895623206,0.175707816413329,[[-0.00024036]],[[0.98018026]],0.010660413568141435,7.500633948717501
0.0032982283909350116,0.0007930579561834517,8,500.0,2.9220782497393873,[[0.98073296]],100,0.0032982283909350116,7.523201155693612,0.0,2.88468,7.6587514048127705,1.0,0.0,79.3359543568287,0.0,0.0,0,1442.2626262626263,1.1101,1.7499742473227957,0.5877965998376524,[[0.00079306]],[[0.9799399]],0.010342477400736735,7.523202469424297
0.0030957718983431644,0.0011118544826127508,9,500.0,2.935530870149384,[[0.98184481]],100,0.0030957718983431644,7.543716417529781,0.0,2.90652,7.6681618545291546,1.0,0.0,81.53931275488108,0.0,0.0,0,1452.8686868686868,1.1101,1.7307871370958123,0.8653241208348774,[[0.00111185]],[[0.98073296]],0.009831395399226098,7.543716432503447
0.0030842634766091457,3.989940932958014e-05,10,500.0,2.9364670756540074,[[0.98188471]],100,0.0030842634766091457,7.546495565020965,0.0,2.90944,7.670593696168569,1.0,0.0,86.53790439484493,0.0,0.0,0,1454.2828282828282,1.1101,1.7296721681759701,0.03201058867006168,[[3.98994093e-05]],[[0.98184481]],0.009802146224106485,7.54649704424229
0.0032286595615030715,0.0006142661927710513,11,500.0,2.9279570259141443,[[0.98127045]],100,0.0032286595615030715,7.528606882891938,0.0,2.88888,7.659776164608019,1.0,0.0,75.39396104669105,0.0,0.0,0,1444.5252525252524,1.1101,1.74346993924755,0.4853183680875759,[[-0.00061427]],[[0.98188471]],0.010167584804685397,7.528608368382508
0.003067059362544256,0.0009033798175335228,12,500.0,2.9392283610498864,[[0.98217383]],100,0.003067059362544256,7.54694408623938,0.0,2.90804,7.669602051151859,1.0,0.0,82.70867935253706,0.0,0.0,0,1453.5959595959596,1.1101,1.7280002980750861,0.7193580649142319,[[0.00090338]],[[0.98127045]],0.009758380438235927,7.546944108291254
0.0031571281177321304,0.0007050813585299798,13,500.0,2.9307213907841874,[[0.98146874]],100,0.0031571281177321304,7.5366047482811265,0.0,2.89964,7.664341965144436,1.0,0.0,73.36071503716555,0.0,0.0,0,1449.2323232323233,1.1101,1.7366862412575523,0.5644156149893576,[[-0.00070508]],[[0.98217383]],0.009986970450788949,7.5366062436100645
0.0032874956815037233,0.0009189609452225911,14,500.0,2.9173916580397634,[[0.98054978]],100,0.0032874956815037233,7.514503920350245,0.0,2.88056,7.648545580873559,1.0,0.0,75.51218438647675,0.0,0.0,0,1440.3030303030303,1.1101,1.7489766577705337,0.7048022013451956,[[-0.00091896]],[[0.98146874]],0.010315544402795529,7.514505445859577
0.0034073170968823524,0.0004075546202535474,15,500.0,2.912304884863534,[[0.98014223]],100,0.0034073170968823524,7.5028585136689205,0.0,2.86524,7.643179293904641,1.0,0.0,83.1643735579288,0.0,0.0,0,1431.8989898989898,1.1101,1.759996316761105,0.3021849459746022,[[-0.00040755]],[[0.98054978]],0.010615245483792706,7.502859874515363
0.0031800693891729983,0.0009621562959146734,16,500.0,2.925669182665737,[[0.98110438]],100,0.0031800693891729983,7.5303798441866725,0.0,2.89656,7.6592382326836645,1.0,0.0,85.82434968038746,0.0,0.0,0,1447.171717171717,1.1101,1.7388726999983748,0.7235244850637557,[[0.00096216]],[[0.98014223]],0.010044984642899024,7.530381364039892
0.00314419389234625,0.0003001167643658098,17,500.0,2.9292661128685458,[[0.9814045]],100,0.00314419389234625,7.534968595117263,0.0,2.9002,7.661835763948618,1.0,0.0,82.16252765661105,0.0,0.0,0,1450.1616161616162,1.1101,1.7354489482379816,0.23308875961595277,[[0.00030012]],[[0.98110438]],0.009954225062158453,7.53497012343002
0.0031111634576517534,0.00011552358629407511,18,500.0,2.9292782685159837,[[0.98128898]],100,0.0031111634576517534,7.541501264044573,0.0,2.90984,7.6675340203981825,1.0,0.0,77.87451939723199,0.0,0.0,0,1455.3939393939395,1.1101,1.7322740877340062,0.09015643815345697,[[-0.00011552]],[[0.9814045]],0.009870479782964634,7.541502728105937
0.003319606556160189,0.000850619164780464,19,500.0,2.917297352002363,[[0.98043836]],100,0.003319606556160189,7.515365519209496,0.0,2.8796,7.651623280139448,1.0,0.0,80.14867319753314,0.0,0.0,0,1440.2626262626263,1.1101,1.7519550472914527,0.6475002436903665,[[-0.00085062]],[[0.98128898]],0.010396072294007757,7.515366910092494
