NormDeltaVar,DeltaOmega,LossReg,NormDeltaOmega,ReturnsMean,RewardMean,DualBefore,WeightMin,DualReg,Traj,Primal,ConfortViolation,Eta,Epsilon,WeightMean,TimestepsStd,Wins,WeightMax,RewardStd,Omega,OmegaBefore,DualAfter,ITERATIONS,WeightMedian,TimestepsMean,ReturnsStd
0.05992266146829614,-0.029044959157197958,0.0,0.029044959157197958,191.76457904332887,6.803234460424856,7.027471251983632,0.5671194546930846,0.0001,1774,6.906634213587413,0,13.096121873361827,0.001,0.5671194546930846,16.61915108234633,0.0,1.0,1.3115853745262245,7.527595271667691,7.556640230824889,6.889485179803358,14,0.9732418117539218,28.187253243090808,117.48450080268582
0.052415809165897165,-0.027379007974547065,0.0,0.027379007974547065,196.37620675454136,6.827671176211185,7.048448878389258,0.5619000871099711,0.0001,1739,6.930078350236886,0,13.01625553983201,0.001,0.5619000871099711,17.403017198015032,0.0,1.0,1.3027864745131332,7.500216263693144,7.527595271667691,6.913137884306043,15,0.9690517991005011,28.76179516685846,123.35225449702422
0.18862253177217267,-0.027563897898557954,0.0,0.027563897898557954,198.14813823564108,6.849103281072643,7.069174325607471,0.5614576714002043,0.0001,1729,6.95146040034405,0,13.009707303044172,0.001,0.5614576714002043,17.579476714146242,0.0,1.0,1.3027632427994267,7.472652365794586,7.500216263693144,6.934536926315374,16,0.9700312854833009,28.930555555555557,124.904977134072
0.027725106291119753,-0.027197157739577094,0.0,0.027197157739577094,203.65138782546663,6.873980961847003,7.089989551090737,0.560140319400191,0.0001,1688,6.9751110995051775,0,12.911158678018456,0.001,0.560140319400191,17.99780547595951,0.0,1.0,1.2917305504316345,7.445455208055009,7.472652365794586,6.958443162565689,17,0.9734174638895695,29.62655601659751,128.19039368387232
0.42412438560903953,-0.027189321254732057,0.0,0.027189321254732057,206.03506018745512,6.895104838147491,7.109954160456548,0.5586536358146831,0.0001,1674,6.996017315002529,0,12.891505821247433,0.001,0.5586536358146831,18.623961988805593,0.0,1.0,1.2901205852484685,7.418265886800277,7.445455208055009,6.979400047025209,18,0.9731017112706684,29.881052002390916,133.0501466119082
0.3813773258618369,-0.02657383245543432,0.0,0.02657383245543432,210.09493002066094,6.919352879207868,7.131607786324115,0.5564785341347687,0.0001,1647,7.019552149697787,0,12.832642909650184,0.001,0.5564785341347687,18.517581275495797,0.0,1.0,1.2838921667901773,7.391692054344842,7.418265886800277,7.003086297755831,19,0.973369435084011,30.363304981773997,132.70717441555712
0.16972166038621153,-0.026128815728041488,0.0,0.026128815728041488,215.79099013713363,6.944376986597738,7.1526618390989025,0.5532929472014849,0.0001,1610,7.043413554836437,0,12.737809440692393,0.001,0.5532929472014849,19.36374844420943,0.0,1.0,1.273445973573775,7.365563238616801,7.391692054344842,7.027190215582938,20,0.9734573609155734,31.073958980733376,139.22453215342503
0.05464095376394125,-0.02533462607388781,0.0,0.02533462607388781,223.9145211575117,6.968793917654647,7.170990850983464,0.5482491239286039,0.0001,1557,7.065929423988369,0,12.583387313001367,0.001,0.5482491239286039,20.068187977517386,0.0,1.0,1.2559735232132092,7.340228612542913,7.365563238616801,7.050096707944661,21,0.9725576543150123,32.131105398457585,144.45023826307641
0.10255802828636722,-0.0253528817030082,0.0,0.0253528817030082,224.67780172925202,6.988687336328293,7.191418895591108,0.548784969769638,0.0001,1556,7.086132469472027,0,12.605863502713914,0.001,0.548784969769638,19.681428794308836,0.0,1.0,1.259281003631222,7.314875730839905,7.340228612542913,7.070243002417313,22,0.9741588723315698,32.14855305466238,142.19493953081113
0.19334331629186144,-0.02438441902013544,0.0,0.02438441902013544,233.0772963726367,7.012441948819881,7.209360575258386,0.540814577438066,0.0001,1505,7.10804596669132,0,12.455262983954135,0.001,0.540814577438066,20.78899597637464,0.0,1.0,1.242290842182046,7.290491311819769,7.314875730839905,7.09253439348241,23,0.9679258874123663,33.2373670212766,150.40851596057797
0.030266954570065143,-0.022953140001359174,0.0,0.022953140001359174,228.51340992907964,7.022656375181387,7.224024827164616,0.5459844864052182,0.0001,1536,7.119804643112699,0,12.57854688930452,0.001,0.5459844864052182,20.26471855804561,0.0,1.0,1.2570910404657711,7.26753817181841,7.290491311819769,7.103984558433908,24,0.9728962098961886,32.540065146579806,146.9880533839295
0.06048679192766722,-0.024653146909949797,0.0,0.024653146909949797,237.1518998469676,7.048098586608439,7.243814336847924,0.5421805088820427,0.0001,1486,7.143461230077801,0,12.431971121025777,0.001,0.5421805088820427,20.457442158165417,0.0,1.0,1.2406345138776123,7.24288502490846,7.26753817181841,7.128007778486134,25,0.974230112097677,33.64781144781145,148.77728397323946
0.08844312771024425,-0.02365389709949639,0.0,0.02365389709949639,245.7500249145438,7.073882085854571,7.264270166621934,0.5360525141672982,0.0001,1440,7.167570830144861,0,12.293007611960546,0.001,0.5360525141672982,20.7248897169053,0.0,1.0,1.2251881905892499,7.219231127808964,7.24288502490846,7.15246114093416,26,0.9711381910789887,34.74009728978457,151.1107594492737
0.17572355114653862,-0.023119344778388395,0.0,0.023119344778388395,252.64927088124972,7.094429132144258,7.280870352111096,0.5334827545088296,0.0001,1405,7.186844832657649,0,12.186506817645459,0.001,0.5334827545088296,21.863495244600745,0.0,1.0,1.2133840737382044,7.196111783030576,7.219231127808964,7.1719957525899485,27,0.9727448865976536,35.61182336182336,159.73382320664584
0.057589454814495275,-0.022892828527141695,0.0,0.022892828527141695,260.19025758922317,7.114778261566634,7.297184952090768,0.5288832211767541,0.0001,1368,7.205834084346299,0,12.072434215320808,0.001,0.5288832211767541,22.837665058746115,0.0,1.0,1.2006593529049934,7.173218954503434,7.196111783030576,7.19126187885625,28,0.9711956270225742,36.56986100950988,167.32504556307447
0.01875870597768638,-0.02280647953552961,0.0,0.02280647953552961,269.5322781887053,7.140136359927659,7.31731417627136,0.5232735024310353,0.0001,1325,7.229510257392282,0,11.92942614075881,0.001,0.5232735024310353,23.721584197337123,0.0,1.0,1.18494177618525,7.150412474967904,7.173218954503434,7.215280969602936,29,0.9694633790125587,37.74924471299094,174.17018488195268
0.3493026950412704,-0.02204123670834246,0.0,0.02204123670834246,262.3429198321118,7.1486383465604675,7.330982880895778,0.525971223209664,0.0001,1363,7.239900524147428,0,12.085314746641545,0.001,0.525971223209664,22.983179997991428,0.0,1.0,1.203313744514279,7.128371238259562,7.150412474967904,7.225297003053347,30,0.9678755350732473,36.69897209985316,169.17857671479877
0.18761707331073743,-0.021973206987776273,0.0,0.021973206987776273,277.3414130457778,7.173674361062741,7.347544429878146,0.5209010061526808,0.0001,1294,7.262018655422134,0,11.839481660126053,0.001,0.5209010061526808,23.61964950505783,0.0,1.0,1.175576232301418,7.106398031271786,7.128371238259562,7.2480032117271564,31,0.9720049198304891,38.66279969064192,174.0704001575054
0.13344463521661026,-0.020673071514510255,0.0,0.020673071514510255,289.43473276917456,7.19831619391602,7.3663055128077675,0.5153418441318095,0.0001,1244,7.284705402204677,0,11.671263239971298,0.001,0.5153418441318095,24.223533848378757,0.0,1.0,1.157065061821949,7.085724959757275,7.106398031271786,7.271085854461122,32,0.9718093694929342,40.20836685438455,179.04288114634957
0.2671145790242659,-0.020167632921195278,0.0,0.020167632921195278,295.63072705172,7.214743237946928,7.380051076970867,0.5116412321863526,0.0001,1221,7.300196455730452,0,11.589898705117932,0.001,0.5116412321863526,25.247890849351528,0.0,1.0,1.1481885153503177,7.06555732683608,7.085724959757275,7.286766126536752,33,0.9702996481167788,40.976229508196724,186.9799052754935
0.039159414057728624,-0.01939127571685617,0.0,0.01939127571685617,310.670592864384,7.23676204568877,7.39538160113266,0.5049007215037908,0.0001,1165,7.319829245053251,0,11.38233574342353,0.001,0.5049007215037908,25.282055345260993,0.0,1.0,1.125145086539547,7.046166051119224,7.06555732683608,7.306875807471248,34,0.9699770440628199,42.92955326460481,187.51941135531283
0.16837211461375237,-0.019140996328045112,0.0,0.019140996328045112,308.4215724068393,7.247951644289823,7.408330154629268,0.5055065269635332,0.0001,1176,7.331723548710258,0,11.441953354486278,0.001,0.5055065269635332,26.130287815692327,0.0,1.0,1.1322824402648695,7.027025054791179,7.046166051119224,7.318633964056889,35,0.9689768316771802,42.552340425531916,194.25762832437837
0.004558251011119141,-0.018512535742400082,0.0,0.018512535742400082,313.24543672507974,7.262547770177219,7.421095203665829,0.5031155002003148,0.0001,1160,7.345687748689056,0,11.385821991774685,0.001,0.5031155002003148,26.323021651515557,0.0,1.0,1.1263090803558642,7.008512519048779,7.027025054791179,7.332726370938271,36,0.968523489900876,43.13201035375324,196.00030032021104
0.09294156589875452,-0.01948335552883318,0.0,0.01948335552883318,324.1249310416231,7.282596347106653,7.436715402925975,0.4993657470750722,0.0001,1124,7.364180077344674,0,11.248084485626537,0.001,0.4993657470750722,26.66731627839401,0.0,1.0,1.1113126869043075,6.9890291635199455,7.008512519048779,7.351530506654626,37,0.9702787482665065,44.50756901157614,198.97555195839905
0.09486778241710947,-0.01868545488549689,0.0,0.01868545488549689,335.07540145688733,7.301780069663228,7.451690948142027,0.4937983308062968,0.0001,1089,7.381877415872393,0,11.115237232901848,0.001,0.4937983308062968,26.64410017009546,0.0,1.0,1.096928877239153,6.970343708634449,6.9890291635199455,7.369525001433872,38,0.9682851700489983,45.890625,199.16936768136063
0.03164520761792398,-0.01689187859416741,0.0,0.01689187859416741,340.6385004184962,7.313664468699163,7.462093899086461,0.4931012495066951,0.0001,1074,7.393170377498059,0,11.06221289239653,0.001,0.4931012495066951,27.646147443162324,0.0,1.0,1.0911714613500694,6.953451830040281,6.970343708634449,7.380935580428753,39,0.9711210269231725,46.57595526561044,207.01242370471613
0.009249156566658551,-0.018066857625812283,0.0,0.018066857625812283,353.66680060963307,7.334859915541047,7.478638910422239,0.4876437347754254,0.0001,1037,7.4127065972463475,0,10.911861638102389,0.001,0.4876437347754254,28.707496680785585,0.0,1.0,1.0750037625450235,6.935384972414469,6.953451830040281,7.400802223385463,40,0.9707351435971603,48.21814671814672,215.43524055898453
0.059924219545834975,-0.017046021332923544,0.0,0.017046021332923544,358.3450294902732,7.346155778954157,7.488861211315819,0.48453192395615313,0.0001,1026,7.423588850919824,0,10.87386176879866,0.001,0.48453192395615313,27.69858972822945,0.0,1.0,1.0710103004420208,6.918338951081545,6.935384972414469,7.411767285290558,41,0.9678103213378213,48.77951219512195,207.99873126834132
0.05433149774365954,-0.017139118257628816,0.0,0.017139118257628816,368.4416606882079,7.364468737898066,7.50380374927617,0.48146272202618673,0.0001,1000,7.44073639965405,0,10.766236979646717,0.001,0.48146272202618673,29.546999565801933,0.0,1.0,1.0596948941214956,6.901199832823917,6.918338951081545,7.4291477397840175,42,0.9695373680716675,50.029029029029026,222.4047418751844
0.09867616341395417,-0.018534850852386597,0.0,0.018534850852386597,369.0668476765001,7.377435838404066,7.516597939197601,0.47966994920058914,0.0001,999,7.453708149092326,0,10.765013374912419,0.001,0.47966994920058914,29.13774675762182,0.20020020020020018,1.0,1.0599916257277038,6.88266498197153,6.901199832823917,7.442122164824282,43,0.967148654996785,50.02705410821643,219.7960560380777
0.11950927141065482,-0.016859175872951937,0.0,0.016859175872951937,382.76993363906223,7.393832838536128,7.528889779873312,0.47508506807866424,0.0001,966,7.468555520831185,0,10.622349928192484,0.001,0.47508506807866424,28.1463309449557,0.0,1.0,1.044631781508238,6.865805806098578,6.88266498197153,7.457274800333216,44,0.9680102213017986,51.77098445595855,212.6479814389427
0.412838681489925,-0.016910463129906184,0.0,0.016910463129906184,381.8720824404546,7.40529482136029,7.5412074011027475,0.4758072521081965,0.0001,970,7.480420982759144,0,10.657644970102833,0.001,0.4758072521081965,29.297834014013976,0.0,1.0,1.0489392996356617,6.848895342968672,6.865805806098578,7.469065140788911,45,0.968361785204963,51.56759545923632,221.69781439878915
0.04253652098013708,-0.016734949778572705,0.0,0.016734949778572705,382.1996046855094,7.415844136693011,7.551981647996297,0.476017085623538,0.0001,971,7.491098368966961,0,10.668094003220904,0.001,0.476017085623538,29.421835790765275,0.10298661174047373,1.0,1.0504187048787563,6.832160393190099,6.848895342968672,7.479720241012615,46,0.9690345181751052,51.53814432989691,223.0147190291812
0.06887527854196106,-0.016056850922687715,0.0,0.016056850922687715,388.94850427017604,7.4277207524391216,7.562283945933934,0.4744107067503992,0.0001,955,7.5023433882898,0,10.609582415641931,0.001,0.4744107067503992,30.095185414269498,0.0,1.0,1.0441745404163938,6.816103542267411,6.832160393190099,7.491089757143917,47,0.9706025642072372,52.36477987421384,228.33103248693848
0.06662025764791547,-0.016697111835489054,0.0,0.016697111835489054,390.4459509465723,7.440996730355273,7.575428765333211,0.4728918523275586,0.0001,953,7.515652887558462,0,10.61037852254677,0.001,0.4728918523275586,30.461769846491798,0.0,1.0,1.0447675081784407,6.799406430431922,6.816103542267411,7.50439534654183,48,0.968597914379783,52.47268907563025,231.5955268345781
0.16783181890092977,-0.016301281632850717,0.0,0.016301281632850717,389.8794825315781,7.450973158532996,7.5858613870749645,0.47367395662158746,0.0001,956,7.525860107980386,0,10.630211403891208,0.001,0.47367395662158746,28.761188971665295,0.10460251046025104,1.0,1.0472953641481646,6.783105148799072,6.799406430431922,7.514560554650958,49,0.9698859596468608,52.32565445026178,218.9632417077464
0.01218515862374483,-0.01673677888538183,0.0,0.01673677888538183,404.3671528254088,7.466178896833296,7.596848153482568,0.46823100995344746,0.0001,924,7.539418021679034,0,10.477839557007721,0.001,0.46823100995344746,30.061732596892007,0.10822510822510822,1.0,1.0308206202222443,6.76636836991369,6.783105148799072,7.52844191270715,50,0.9697135423001916,54.16034669555796,229.2039244649862
0.0543186072356899,-0.016516976221448765,0.0,0.016516976221448765,389.0337613936687,7.473252409956436,7.609125205022207,0.4734147661117606,0.0001,959,7.548628855606609,0,10.672110500232007,0.001,0.4734147661117606,29.14406528344832,0.0,1.0,1.052648764848553,6.749851393692241,6.76636836991369,7.537239903563751,51,0.9688266852180013,52.05845511482255,222.47708715134792
0.10002727028543114,-0.01614137868551513,0.0,0.01614137868551513,395.58445936855054,7.484330055335954,7.61877367691809,0.47300792461447994,0.0001,946,7.5591154431503975,0,10.617471834393855,0.001,0.47300792461447994,30.281788186650953,0.0,1.0,1.0467928836750968,6.733710015006726,6.749851393692241,7.547842698557641,52,0.9724018239845653,52.856084656084654,231.36300561662307
0.05652459785974284,-0.016516436140664226,0.0,0.016516436140664226,393.20772494006854,7.495378176867863,7.630821949738522,0.4728253757629493,0.0001,954,7.570689712652565,0,10.663844228002324,0.001,0.4728253757629493,30.268589453442104,0.0,1.0,1.0524236223080687,6.717193578866062,6.733710015006726,7.559320377007114,53,0.9700392834420672,52.45960125918153,231.66485138481423
0.04857981305288266,-0.016387344141632454,0.0,0.016387344141632454,409.55738180892695,7.511646238155584,7.642376094772323,0.46544257428364577,0.0001,918,7.5850985953496695,0,10.492100909737513,0.001,0.46544257428364577,30.280886894785024,0.10893246187363835,1.0,1.0338126928202023,6.700806234724429,6.717193578866062,7.574092887585043,54,0.9672248265657525,54.523446019629226,232.1753217064312
0.2852605988869333,-0.016178374580159804,0.0,0.016178374580159804,414.3242083271674,7.523326050545298,7.652993551133459,0.46507404920142564,0.0001,908,7.596367260160888,0,10.453041874893701,0.001,0.46507404920142564,30.51433503234152,0.11013215859030838,1.0,1.0298005344427934,6.6846278601442695,6.700806234724429,7.585443372627542,55,0.9700730351485133,55.073869900771776,234.1783557271326
0.033180003859345594,-0.016010792008519736,0.0,0.016010792008519736,433.77080214829084,7.540976993176337,7.66573894769418,0.458278924628102,0.0001,869,7.61209585470831,0,10.272145132676048,0.001,0.458278924628102,32.3715209359702,0.0,1.0,1.0104570679298421,6.66861706813575,6.6846278601442695,7.6015468521263925,56,0.9694390166831709,57.52304147465438,248.83473011281112
0.25648963575347306,-0.015209654836319864,0.0,0.015209654836319864,433.67640347526174,7.551707200722423,7.676959660477563,0.45903623213077577,0.0001,871,7.623075805738798,0,10.294140641514538,0.001,0.45903623213077577,32.881482367426045,0.0,1.0,1.013219715946321,6.65340741329943,6.66861706813575,7.6124815556502785,57,0.9705816282950998,57.42758620689655,253.09466938169925
0.3310439485604768,-0.015408515276935653,0.0,0.015408515276935653,429.517069535281,7.55992267118311,7.686360282600794,0.45970144277823916,0.0001,881,7.631814058632508,0,10.34186176611054,0.001,0.45970144277823916,33.519953486938626,0.22701475595913734,1.0,1.0187300868440579,6.637998898022494,6.65340741329943,7.621121331792863,58,0.9695153139169571,56.814772727272725,258.52198804596776
0.16316852652399985,-0.015576731628518026,0.0,0.015576731628518026,455.35716524745294,7.579010358586863,7.698942077439782,0.4508432254279178,0.0001,833,7.648304524448389,0,10.095470854021974,0.001,0.4508432254279178,34.59660395890834,0.36014405762304924,1.0,0.9923708509315105,6.622422166393976,6.637998898022494,7.6381155239769285,59,0.9693905055960675,60.08052884615385,267.1704862038155
0.08855660282805236,-0.015932407315293773,0.0,0.015932407315293773,452.79178903877204,7.590264914567896,7.711319531003091,0.4518830840824301,0.0001,839,7.6600660373234755,0,10.14213776098274,0.001,0.4518830840824301,34.31132285267772,0.23837902264600713,1.0,0.9977999854303711,6.606489759078682,6.622422166393976,7.649782597971697,60,0.9694819919829322,59.653937947494036,265.58310983323076
0.20607060421075404,-0.014250544021077616,0.0,0.014250544021077616,461.4072475348734,7.599353885644655,7.7185226736801456,0.4481814761614,0.0001,824,7.668351961228572,0,10.06439174227073,0.001,0.4481814761614,34.34545868025558,0.3640776699029126,1.0,0.9895674601306443,6.592239215057605,6.606489759078682,7.658220765038164,61,0.967892452545305,60.71567436208991,265.86573757873424
0.004310477808721704,-0.014626850373446132,0.0,0.014626850373446132,470.9599327582416,7.61485449481945,7.731742255352143,0.4439350602725848,0.0001,808,7.683020418316011,0,9.983631054935243,0.001,0.4439350602725848,35.73153991519055,0.3712871287128713,1.0,0.9813365406328363,6.577612364684159,6.592239215057605,7.673056149039715,62,0.9659073860062519,61.84882280049566,277.16377828421327
0.09988406208046521,-0.014628787583119696,0.0,0.014628787583119696,468.12322535472754,7.6215419893439496,7.7399063937470425,0.4471768864640811,0.0001,815,7.690319318805648,0,10.041266791216382,0.001,0.4471768864640811,34.73395947957173,0.0,1.0,0.9877471438067067,6.562983577101039,6.577612364684159,7.68023871121939,63,0.9694953766138551,61.42260442260442,269.46802958272565
0.09652800911228207,-0.014457415140491037,0.0,0.014457415140491037,475.11436907997603,7.632485848126949,7.749415651388024,0.44498459513700206,0.0001,804,7.700690864347248,0,9.985637300452439,0.001,0.44498459513700206,35.62489976039734,0.24875621890547264,1.0,0.9820032205419746,6.548526161960548,6.562983577101039,7.690722582061875,64,0.9697347815289398,62.24906600249066,276.9195528302369
0.05352940064036546,-0.013809240482297369,0.0,0.013809240482297369,482.50768949189023,7.643439757054346,7.759135501321475,0.4397247682778002,0.0001,793,7.7111559213012715,0,9.93760281109289,0.001,0.4397247682778002,36.295458674267664,0.12610340479192939,1.0,0.9771063034670074,6.534716921478251,6.548526161960548,7.701283370935503,65,0.9628655149998704,63.12626262626262,282.4999115209143
0.14705431714842687,-0.014159609002652118,0.0,0.014159609002652118,468.9834993600244,7.647496600180425,7.766247159829196,0.4465453533454555,0.0001,816,7.716508818800761,0,10.060663761167438,0.001,0.4465453533454555,35.45121653499118,0.3676470588235294,1.0,0.9906105658190604,6.520557312475598,6.534716921478251,7.7063891146374495,66,0.9692439352931675,61.32515337423313,276.156882313096
0.15458057166029068,-0.014253467611435866,0.0,0.014253467611435866,479.68745682398026,7.660720671596426,7.777356775745589,0.4440889792939677,0.0001,799,7.72892927009879,0,9.982322606979713,0.001,0.4440889792939677,35.3965126791083,0.2503128911138924,1.0,0.9825702402786077,6.506303844864163,6.520557312475598,7.718967630890267,67,0.9707327907306414,62.61654135338346,275.9923380378061
0.00790561122419488,-0.014976264816460194,0.0,0.014976264816460194,483.08472554803745,7.672178635073265,7.787275826652964,0.4400427280269046,0.0001,795,7.739754220202994,0,9.920537198292926,0.001,0.4400427280269046,37.13868897756444,1.257861635220126,1.0,0.976163050386303,6.491327580047702,6.506303844864163,7.72991558583265,68,0.9676715861025484,62.96599496221663,290.2974302953416
0.10314172266701783,-0.014639080618286116,0.0,0.014639080618286116,504.28145695758633,7.687145670733263,7.798579825443315,0.4347364343991725,0.0001,762,7.753218148067036,0,9.773488115596576,0.001,0.4347364343991725,37.72851282421549,0.6561679790026247,1.0,0.9607527168530299,6.476688499429416,6.491327580047702,7.743669199867521,69,0.9684138334374971,65.60183968462549,295.1658911328023
0.013171742912293272,-0.012926552143163406,0.0,0.012926552143163406,520.2256023786714,7.699407835415585,7.808378232843762,0.43127789664196975,0.0001,741,7.7644822914148435,0,9.674453886224939,0.001,0.43127789664196975,38.06043834172252,0.2699055330634278,1.0,0.950534441045298,6.463761947286253,6.476688499429416,7.75512599835285,70,0.9694417904830395,67.56621621621622,297.8440865761396
0.15196029412137976,-0.013530718148092369,0.0,0.013530718148092369,520.7945444357333,7.707643730025551,7.815968185972782,0.4296101835296953,0.0001,739,7.772375273887958,0,9.640794585114675,0.001,0.4296101835296953,39.59422483928644,0.9472259810554804,1.0,0.946950179549221,6.4502312291381605,6.463761947286253,7.763083797353527,71,0.9693436786146643,67.57317073170732,310.35816871866683
0.05062591180306701,-0.013932754977761697,0.0,0.013932754977761697,527.578022559805,7.7174625899432,7.824812324315558,0.4255922578988121,0.0001,732,7.78186307185306,0,9.606396526540221,0.001,0.4255922578988121,39.128898089660126,0.9562841530054645,1.0,0.9437168962677375,6.436298474160399,6.4502312291381605,7.772637750893809,72,0.9637871516271349,68.36114911080712,307.38470232681107
0.06824410897704325,-0.014846572382286816,0.0,0.014846572382286816,529.3403450621214,7.726883945586012,7.834364069852258,0.42831945909973945,0.0001,730,7.791352311384552,0,9.612167421936983,0.001,0.42831945909973945,38.76545175748499,0.821917808219178,1.0,0.9445656115253871,6.421451901778112,6.436298474160399,7.782115882378548,73,0.9705350422769141,68.50617283950618,304.5878180395009
0.08945682641063663,-0.014221589132455748,0.0,0.014221589132455748,523.4115959456716,7.735890732000302,7.844453510165341,0.4288090064327845,0.0001,739,7.800872506593724,0,9.661372132803042,0.001,0.4288090064327845,38.931035417612975,1.0825439783491204,1.0,0.9501442500752202,6.407230312645656,6.421451901778112,7.791541514862634,74,0.9686787737276513,67.65989159891599,306.4787882266783
