Iterations, Omega_mean, Omega_std, Omega_low, Omega_sup, Ret_mean, Ret_std, Rets_low, Rets_sup, Ts_mean, Ts_std, Ts_low, Ts_sup
0.000000000000000000e+00,7.966034685197255882e+00,4.979745021824891552e-04,7.965801625956205001e+00,7.966267744438306764e+00,1.471704529401689001e+02,1.755873773290936413e+00,1.463486787184138507e+02,1.479922271619239496e+02,2.292895762953340011e+01,2.609950646903673177e-01,2.280680817925381376e+01,2.305110707981298646e+01
1.000000000000000000e+00,7.932466047792513741e+00,8.675001615276471591e-04,7.932060045219347266e+00,7.932872050365680217e+00,1.494276427429263947e+02,1.831118402713121318e+00,1.485706529505960418e+02,1.502846325352567476e+02,2.317793890817649327e+01,2.714767237823405011e-01,2.305088389043867991e+01,2.330499392591430663e+01
2.000000000000000000e+00,7.899413326690959636e+00,1.186621267623073992e-03,7.898857970842747989e+00,7.899968682539171283e+00,1.522734126613468675e+02,2.314563939502030543e+00,1.511901633930798994e+02,1.533566619296138356e+02,2.351288794765606127e+01,3.427396565448244670e-01,2.335248085074167079e+01,2.367329504457045175e+01
3.000000000000000000e+00,7.866422950694546223e+00,1.374743647514514982e-03,7.865779550862375125e+00,7.867066350526717322e+00,1.548986697139978901e+02,2.845432419176984862e+00,1.535669663493287942e+02,1.562303730786669860e+02,2.381340792469062251e+01,4.213227376509133815e-01,2.361622281371771948e+01,2.401059303566352554e+01
4.000000000000000000e+00,7.834176413040981224e+00,1.679736484756766011e-03,7.833390272167125801e+00,7.834962553914836647e+00,1.574241408095665804e+02,3.020543514338609459e+00,1.560104829296379023e+02,1.588377986894952585e+02,2.409760671013961542e+01,4.472719394891078726e-01,2.388827699887134060e+01,2.430693642140789024e+01
5.000000000000000000e+00,7.801988940634814185e+00,2.095594870113058530e-03,7.801008172045581723e+00,7.802969709224046646e+00,1.617406822915893940e+02,3.853057815404983710e+00,1.599373957252110472e+02,1.635439688579677409e+02,2.464325822543583655e+01,5.648313526310116961e-01,2.437890901520687947e+01,2.490760743566479363e+01
6.000000000000000000e+00,7.770231595762416177e+00,2.378648181176092492e-03,7.769118354145820859e+00,7.771344837379011494e+00,1.644712818664281997e+02,3.062649861134878027e+00,1.630379176095971445e+02,1.659046461232592549e+02,2.495519949059333698e+01,4.494873189963685678e-01,2.474483294979997439e+01,2.516556603138669956e+01
7.000000000000000000e+00,7.738769880209733110e+00,3.088813793997638186e-03,7.737324270855393316e+00,7.740215489564072904e+00,1.669871858225671986e+02,3.691913817857999547e+00,1.652593169685489158e+02,1.687150546765854813e+02,2.523570041084091287e+01,5.431726934818298380e-01,2.498148776511751024e+01,2.548991305656431550e+01
8.000000000000000000e+00,7.707840154514462583e+00,3.433699269436152335e-03,7.706233133789052836e+00,7.709447175239872330e+00,1.715842096760516711e+02,4.074348892054003635e+00,1.696773556977894089e+02,1.734910636543139333e+02,2.581524046012076568e+01,5.962474390135130697e-01,2.553618806887146420e+01,2.609429285137006715e+01
9.000000000000000000e+00,7.677287630927483342e+00,4.110593689380439945e-03,7.675363813861914686e+00,7.679211447993051998e+00,1.741507487581004057e+02,5.297160549413022501e+00,1.716716013078558944e+02,1.766298962083449169e+02,2.610190443225428680e+01,7.711805222601432197e-01,2.574098083788610936e+01,2.646282802662246425e+01
1.000000000000000000e+01,7.647119300518648188e+00,4.950571968204405503e-03,7.644802361517509581e+00,7.649436239519786795e+00,1.778785537738265816e+02,6.473655445734973313e+00,1.748487897630239161e+02,1.809083177846292472e+02,2.655267220100670400e+01,9.412436440110901748e-01,2.611215661565834267e+01,2.699318778635506533e+01
1.100000000000000000e+01,7.617228103816674256e+00,5.496534404288457715e-03,7.614655646530084532e+00,7.619800561103263981e+00,1.813629150174916163e+02,5.570337135879294799e+00,1.787559169892842874e+02,1.839699130456989451e+02,2.696887972915065390e+01,8.102359424211532657e-01,2.658967763549834018e+01,2.734808182280296762e+01
1.200000000000000000e+01,7.587699440543190121e+00,6.003374517464262101e-03,7.584889774781882643e+00,7.590509106304497600e+00,1.842327861317116344e+02,6.189042501777565874e+00,1.813362250789346035e+02,1.871293471844886653e+02,2.729497283044397449e+01,8.969383921826360462e-01,2.687519274123139112e+01,2.771475291965655785e+01
1.300000000000000000e+01,7.558414774271949632e+00,6.383538402492431978e-03,7.555427186335648138e+00,7.561402362208251127e+00,1.882442610259396929e+02,6.975881295057996923e+00,1.849794480823773881e+02,1.915090739695019977e+02,2.778083508027745552e+01,1.003997432619133434e+00,2.731094981780309894e+01,2.825072034275181210e+01
1.400000000000000000e+01,7.529857218663680740e+00,6.778423974095409803e-03,7.526684818590982040e+00,7.533029618736379440e+00,1.929046109439947543e+02,7.096195213496883092e+00,1.895834893533101990e+02,1.962257325346793095e+02,2.836022705606451311e+01,1.021846508883543780e+00,2.788198816875712538e+01,2.883846594337190083e+01
1.500000000000000000e+01,7.501674283118227038e+00,7.526194119389257968e-03,7.498151915844839976e+00,7.505196650391614099e+00,1.966536223964365888e+02,7.192550361235205081e+00,1.932874052084777929e+02,2.000198395843953847e+02,2.880728530349228933e+01,1.034639193730101603e+00,2.832305925537992053e+01,2.929151135160465813e+01
1.600000000000000000e+01,7.474043574999337025e+00,8.345225956431339895e-03,7.470137889026897682e+00,7.477949260971776368e+00,2.000295383022213969e+02,7.403812018304010145e+00,1.965644476152302502e+02,2.034946289892125435e+02,2.920426084946820566e+01,1.062901554156261197e+00,2.870680760951696442e+01,2.970171408941944691e+01
