TimestepsMean,OmegaBefore,NormDeltaVar,ReturnsStd,ConfortViolation,RewardMean,TimestepsStd,Theta,NormDeltaOmega,RewardStd,Omega,Traj,Wins,ReturnsMean,DeltaOmega,ITERATIONS
500.0,0.017778430115948127,0.8013352409017003,86.24255040291885,0,8.9727,0.0,0.9584437968397187,0.0009997594172213367,2.8782033823202973,0.01677867069872679,40,0.0,4486.35,[[-0.00099976]],43
500.0,0.01677867069872679,0.805567458186168,103.42097224451142,0,8.9919,0.0,0.9606325954278039,0.0009369291860904586,2.854458685985839,0.015841741512636332,40,0.0,4495.95,[[-0.00093693]],44
500.0,0.015841741512636332,0.8011006058924863,83.6060853048389,0,9.0247,0.0,0.9626993670862927,0.0008515816894375718,2.8154200237264777,0.01499015982319876,40,0.0,4512.35,[[-0.00085158]],45
500.0,0.01499015982319876,0.8157234786215568,109.74533019677877,0,9.0755,0.0,0.9646965031746806,0.0007890146735677617,2.749090713308675,0.014201145149630999,40,0.0,4537.75,[[-0.00078901]],46
500.0,0.014201145149630999,0.8102093782492545,85.7374480609261,0,9.1386,0.0,0.9665779532044895,0.0007306144850510714,2.6639801125383795,0.013470530664579927,40,0.0,4569.3,[[-0.00073061]],47
500.0,0.013470530664579927,0.8014547041938584,82.48145246053805,0,9.2298,0.0,0.9683436420204702,0.0006849103878758152,2.5339281678847967,0.012785620276704112,40,0.0,4614.9,[[-0.00068491]],48
500.0,0.012785620276704112,0.7903803489077319,86.97572937319927,0,9.2127,0.0,0.9699963898911236,0.0006476265754385892,2.5602263005445436,0.012137993701265523,40,0.0,4606.35,[[-0.00064763]],49
500.0,0.012137993701265523,0.7814890599425155,87.38626894426835,0,9.2096,0.0,0.9715481839237334,0.0006160742961476354,2.5636044624707615,0.011521919405117887,40,0.0,4604.8,[[-0.00061607]],50
500.0,0.011521919405117887,0.7739482379660245,83.0209461521609,0,9.2477,0.0,0.9730080911564184,0.0005807129632975847,2.507637276401833,0.010941206441820303,40,0.0,4623.85,[[-0.00058071]],51
500.0,0.010941206441820303,0.7534450444277994,74.85210417884055,0,9.3165,0.0,0.9743592302539068,0.0005542168475742137,2.400963921011726,0.010386989594246089,40,0.0,4658.25,[[-0.00055422]],52
500.0,0.010386989594246089,0.7277441545807903,55.04943233131473,0,9.3812,0.0,0.9756016414923702,0.0005170410962218094,2.2937058573409104,0.00986994849802428,40,0.0,4690.6,[[-0.00051704]],53
500.0,0.00986994849802428,0.7101799992082931,59.785261561692614,0,9.3973,0.0,0.9767573905744842,0.0004761040683939448,2.2660434042621516,0.009393844429630335,40,0.0,4698.65,[[-0.0004761]],54
500.0,0.009393844429630335,0.6942405461171219,63.6043237523991,0,9.3986,0.0,0.9778354650123912,0.0004467596715052938,2.263342227768483,0.008947084758125041,40,0.0,4699.3,[[-0.00044676]],55
500.0,0.008947084758125041,0.6766403804594034,56.66700980288267,0,9.467,0.0,0.9788391128308522,0.0004149934739101635,2.1407267457571506,0.008532091284214878,40,0.0,4733.5,[[-0.00041499]],56
500.0,0.008532091284214878,0.666340156941267,64.29212626752982,0,9.4453,0.0,0.9797839762271893,0.0003891859552253036,2.179015353319017,0.008142905328989574,40,0.0,4722.65,[[-0.00038919]],57
500.0,0.008142905328989574,0.6604637503220943,67.13747090857683,0,9.4552,0.0,0.9806796902493273,0.00036652827720377607,2.1618494304645735,0.007776377051785798,40,0.0,4727.6,[[-0.00036653]],58
500.0,0.007776377051785798,0.6625768772242253,69.99841069624367,0,9.4903,0.0,0.9815391461135762,0.0003389625801108456,2.095806744430412,0.007437414471674952,40,0.0,4745.15,[[-0.00033896]],59
500.0,0.007437414471674952,0.6581324529980392,62.02287884321398,0,9.5285,0.0,0.9823556654531652,0.0003154986298765849,2.0206651751341687,0.0071219158417983675,40,0.0,4764.25,[[-0.0003155]],60
500.0,0.0071219158417983675,0.64965998976988,59.0862928266785,0,9.5238,0.0,0.9831268554641475,0.00029299931505000817,2.02998363540202,0.006828916526748359,40,0.0,4761.9,[[-0.000293]],61
500.0,0.006828916526748359,0.627494094935642,44.24903953759901,0,9.5687,0.0,0.9838402423186038,0.00027364155289814895,1.937570723870486,0.00655527497385021,40,0.0,4784.35,[[-0.00027364]],62
500.0,0.00655527497385021,0.6278333518556494,69.63648469013926,0,9.6028,0.0,0.9845243042136967,0.0002656077376586149,1.863929226124211,0.0062896672361915954,40,0.0,4801.4,[[-0.00026561]],63
500.0,0.0062896672361915954,0.61569615894566,57.07179688777987,0,9.5898,0.0,0.9851674353821832,0.0002519632449207443,1.8925474789288639,0.006037703991270851,40,0.0,4794.9,[[-0.00025196]],64
500.0,0.006037703991270851,0.6024680352997365,46.06506268312245,0,9.6718,0.0,0.9857712434729407,0.00023676252540958623,1.7007894519898694,0.005800941465861265,40,0.0,4835.9,[[-0.00023676]],65
500.0,0.005800941465861265,0.5932079889457427,55.16556897195932,0,9.6312,0.0,0.9863420826880118,0.00022550535425095754,1.7995517664129588,0.005575436111610307,40,0.0,4815.6,[[-0.00022551]],66
500.0,0.005575436111610307,0.5828019194991612,49.18526202024342,0,9.6582,0.0,0.9868808975717576,0.00021318400406570345,1.7353883599932323,0.005362252107544604,40,0.0,4829.1,[[-0.00021318]],67
500.0,0.005362252107544604,0.5782820483412792,51.36182921197414,0,9.6595,0.0,0.9873947900861048,0.00019765524736076786,1.7318948438054773,0.005164596860183836,40,0.0,4829.75,[[-0.00019766]],68
500.0,0.005164596860183836,0.5750669287049774,54.54977085194768,0,9.6573,0.0,0.9878861067807014,0.0001861956899058964,1.737572073325305,0.00497840117027794,40,0.0,4828.65,[[-0.0001862]],69
500.0,0.00497840117027794,0.5655573658753141,55.78342047598014,0,9.6498,0.0,0.9883508374070329,0.0001820645285368818,1.7552663501588581,0.004796336641741058,40,0.0,4824.9,[[-0.00018206]],70
500.0,0.004796336641741058,0.5578243696182099,48.44272391185285,0,9.6761,0.0,0.98879194409104,0.00017070531409111786,1.6915344483633785,0.00462563132764994,40,0.0,4838.05,[[-0.00017071]],71
500.0,0.00462563132764994,0.5497243517960513,56.76231143989822,0,9.6596,0.0,0.9892104801007864,0.00016766626164907514,1.731856760820594,0.004457965066000865,40,0.0,4829.8,[[-0.00016767]],72
500.0,0.004457965066000865,0.5406000588729114,44.514463941510066,0,9.7095,0.0,0.9896069841499745,0.00015677554794385658,1.6051821547724732,0.004301189518057008,40,0.0,4854.75,[[-0.00015678]],73
500.0,0.004301189518057008,0.5302207278507467,41.06333522742643,0,9.7461,0.0,0.989981861307495,0.00014696987315651784,1.505235792160152,0.0041542196449004904,40,0.0,4873.05,[[-0.00014697]],74
500.0,0.0041542196449004904,0.5223134864982484,44.6899317520177,0,9.7282,0.0,0.9903380537092777,0.00013968953645233234,1.5551606862314904,0.004014530108448158,40,0.0,4864.1,[[-0.00013969]],75
500.0,0.004014530108448158,0.5141098676263454,42.831968201332984,0,9.7383,0.0,0.9906763982886578,0.00013188700577349,1.527256726945408,0.003882643102674668,40,0.0,4869.15,[[-0.00013189]],76
500.0,0.003882643102674668,0.5027524376410213,38.798163616336275,0,9.7569,0.0,0.99099591105896,0.00012521617474229663,1.4740089518045676,0.0037574269279323715,40,0.0,4878.45,[[-0.00012522]],77
500.0,0.0037574269279323715,0.5005259516253062,47.167785616880515,0,9.742,0.0,0.991303226938566,0.00011956381530647342,1.516521018647615,0.003637863112625898,40,0.0,4871.0,[[-0.00011956]],78
500.0,0.003637863112625898,0.49164049889250805,45.13978289712966,0,9.748,0.0,0.9915949605609586,0.00011729774137454393,1.4994985828602838,0.003520565371251354,40,0.0,4874.0,[[-0.0001173]],79
500.0,0.003520565371251354,0.49197556359207795,46.54457540895609,0,9.7749,0.0,0.991877177129161,0.00011185611316934154,1.4196936253995087,0.0034087092580820126,40,0.0,4887.45,[[-0.00011186]],80
500.0,0.0034087092580820126,0.488229601883873,45.090575511962584,0,9.7684,0.0,0.9921479501971832,0.00010788541524616238,1.4391530286943082,0.00330082384283585,40,0.0,4884.2,[[-0.00010789]],81
500.0,0.00330082384283585,0.4802498883343702,36.66483328749771,0,9.7734,0.0,0.9924055574287143,0.00010133966705655906,1.4238863859170787,0.003199484175779291,40,0.0,4886.7,[[-0.00010134]],82
500.0,0.003199484175779291,0.47910740542857866,47.1307755081539,0,9.7814,0.0,0.9926541926102899,9.964928557345534e-05,1.3996478271336688,0.003099834890205836,40,0.0,4890.7,[[-9.96492856e-05]],83
500.0,0.003099834890205836,0.46918120814898145,40.95412067179566,0,9.7732,0.0,0.9928898424094333,9.747420214112779e-05,1.4251181565049265,0.003002360688064708,40,0.0,4886.6,[[-9.74742021e-05]],84
500.0,0.003002360688064708,0.464517694162609,41.88018624600421,0,9.805,0.0,0.9931157535874265,9.400665881500927e-05,1.3251320688897392,0.0029083540292496987,40,0.0,4902.5,[[-9.40066588e-05]],85
500.0,0.0029083540292496987,0.4569605875279592,37.33081836767043,0,9.8042,0.0,0.9933310316458688,8.951273757260968e-05,1.3274269697425918,0.002818841291677089,40,0.0,4902.1,[[-8.95127376e-05]],86
500.0,0.002818841291677089,0.45387264920867665,38.66251414484061,0,9.8298,0.0,0.9935382339381621,8.524188463447744e-05,1.2404160431081177,0.0027335994070426116,40,0.0,4914.9,[[-8.52418846e-05]],87
500.0,0.0027335994070426116,0.4552352935925654,40.691245987312804,0,9.8127,0.0,0.9937396325467818,8.073634676095684e-05,1.2993531890906334,0.0026528630602816548,40,0.0,4906.35,[[-8.07363468e-05]],88
500.0,0.0026528630602816548,0.4497881428470407,36.08708217631345,0,9.7973,0.0,0.9939324932636128,7.599759353398537e-05,1.3503750256873086,0.0025768654667476694,40,0.0,4898.65,[[-7.59975935e-05]],89
500.0,0.0025768654667476694,0.44698964281511167,39.41291032136551,0,9.8297,0.0,0.9941183024463004,7.349873539706309e-05,1.241127676752074,0.0025033667313506063,40,0.0,4914.85,[[-7.34987354e-05]],90
500.0,0.0025033667313506063,0.4403947504994221,39.31602726624347,0,9.833,0.0,0.9942958364488924,7.310916332216007e-05,1.2282145578033181,0.0024302575680284462,40,0.0,4916.5,[[-7.31091633e-05]],91
500.0,0.0024302575680284462,0.42393055383720935,25.683457711141624,0,9.8572,0.0,0.9944616976663917,7.007719515779963e-05,1.1393016106369727,0.0023601803728706466,40,0.0,4928.6,[[-7.00771952e-05]],92
500.0,0.0023601803728706466,0.41883872567018443,34.14963396582751,0,9.8261,0.0,0.9946208555547581,6.707540244572626e-05,1.2537778072688956,0.0022931049704249203,40,0.0,4913.05,[[-6.70754024e-05]],93
500.0,0.0022931049704249203,0.41012238128695344,32.41816620353471,0,9.8545,0.0,0.9947722916227334,6.522393304212847e-05,1.1497085500247441,0.002227881037382792,40,0.0,4927.25,[[-6.5223933e-05]],94
500.0,0.002227881037382792,0.4069130707342907,36.00885307809734,0,9.8485,0.0,0.9949183504981078,6.376008563083613e-05,1.1723684361155413,0.0021641209517519557,40,0.0,4924.25,[[-6.37600856e-05]],95
500.0,0.0021641209517519557,0.40795833799029424,36.059360781910705,0,9.8637,0.0,0.995060708473775,6.0909906868387726e-05,1.1130239485294107,0.002103211044883568,40,0.0,4931.85,[[-6.09099069e-05]],96
500.0,0.002103211044883568,0.4011763743845478,31.22238780106352,0,9.8595,0.0,0.9951968288995531,5.816930132521896e-05,1.130159170205684,0.002045041743558349,40,0.0,4929.75,[[-5.81693013e-05]],97
500.0,0.002045041743558349,0.40095168389437674,37.53927942835344,0,9.8531,0.0,0.9953291425115118,5.652115454010242e-05,1.1552577158366009,0.0019885205890182466,40,0.0,4926.55,[[-5.65211545e-05]],98
500.0,0.0019885205890182466,0.3926692067527142,26.049520149131347,0,9.8657,0.0,0.995455205675539,5.3130490164219734e-05,1.106057643163321,0.001935390098854027,40,0.0,4932.85,[[-5.31304902e-05]],99
