TimestepsMean,OmegaBefore,NormDeltaVar,ReturnsStd,ConfortViolation,RewardMean,TimestepsStd,Theta,NormDeltaOmega,RewardStd,Omega,Traj,Wins,ReturnsMean,DeltaOmega,ITERATIONS
500.0,0.2498747782824793,0.9899999988394623,80.31187645672338,0,3.2149,0.0,0.5678771204068132,0.012763071314555285,3.593969670155829,0.23711170696792402,40,0.0,1607.45,[[-0.01276307]],0
500.0,0.23711170696792402,0.9897098347990805,90.96481462631581,0,3.2981,0.0,0.5847915450165483,0.012251405178276387,3.663486916859401,0.22486030178964764,40,0.0,1649.05,[[-0.01225141]],1
500.0,0.22486030178964764,0.9892764868596666,113.42041262488864,0,3.4118,0.0,0.6015012157550116,0.011819060631403616,3.7496694200955902,0.21304124115824402,40,0.0,1705.9,[[-0.01181906]],2
500.0,0.21304124115824402,0.9899624534860942,103.40382004548962,0,3.569,0.0,0.6179890535949268,0.0113193147920716,3.853756479073373,0.20172192636617242,40,0.0,1784.5,[[-0.01131931]],3
500.0,0.20172192636617242,0.9843657148611369,93.98084911299748,0,3.786,0.0,0.6341186730811235,0.010724621558252628,3.9726822173438445,0.1909973048079198,40,0.0,1893.0,[[-0.01072462]],4
500.0,0.1909973048079198,0.9912751126842014,110.92501972053014,0,3.8796,0.0,0.6500630445645456,0.010379876236366464,4.035232811127506,0.18061742857155333,40,0.0,1939.8,[[-0.01037988]],5
500.0,0.18061742857155333,0.9987294834073612,127.77965409250412,0,4.0372,0.0,0.6657950366102894,0.010034213173521295,4.106411591645436,0.17058321539803203,40,0.0,2018.6,[[-0.01003421]],6
500.0,0.17058321539803203,0.9994205284426574,119.5466017919372,0,4.1118,0.0,0.6811771618624255,0.00963763577017121,4.1414853325829855,0.16094557962786082,40,0.0,2055.9,[[-0.00963764]],7
500.0,0.16094557962786082,1.0045612106172097,117.66562794631234,0,4.342,0.0,0.6962504923133884,0.009006392705867644,4.229685094661304,0.15193918692199318,40,0.0,2171.0,[[-0.00900639]],8
500.0,0.15193918692199318,1.0116542438971443,124.22373967966027,0,4.5495,0.0,0.7110156531072587,0.00851999591217889,4.293000087351501,0.1434191910098143,40,0.0,2274.75,[[-0.00852]],9
500.0,0.1434191910098143,1.0017028497438183,107.35431989445046,0,4.615,0.0,0.7252074138341833,0.008127403020055823,4.31988136411175,0.13529178798975847,40,0.0,2307.5,[[-0.0081274]],10
500.0,0.13529178798975847,0.9841742881579663,104.54701095679397,0,4.8107,0.0,0.7387213494763596,0.007682432985491344,4.363045439827552,0.12760935500426712,40,0.0,2405.35,[[-0.00768243]],11
500.0,0.12760935500426712,0.9913498581763616,141.95096864762846,0,5.0427,0.0,0.751891860066534,0.007426434317504185,4.405879788419107,0.12018292068676294,40,0.0,2521.35,[[-0.00742643]],12
500.0,0.12018292068676294,0.9969654041655307,138.2736326998029,0,5.2019,0.0,0.7646807618644902,0.007087969783095421,4.428186580305757,0.11309495090366752,40,0.0,2600.95,[[-0.00708797]],13
500.0,0.11309495090366752,0.9859312080554297,117.8387033194103,0,5.3136,0.0,0.7768720990316723,0.006672267397662676,4.445318328309009,0.10642268350600484,40,0.0,2656.8,[[-0.00667227]],14
500.0,0.10642268350600484,0.999188213904695,148.29692343403488,0,5.5207,0.0,0.7887610971531887,0.006361805333697623,4.457182014457117,0.10006087817230722,40,0.0,2760.35,[[-0.00636181]],15
500.0,0.10006087817230722,0.9918208451007651,131.69855731935715,0,5.7234,0.0,0.8000970778643433,0.0060388194436110515,4.45985341014702,0.09402205872869616,40,0.0,2861.7,[[-0.00603882]],16
500.0,0.09402205872869616,0.9937827009282678,119.79812185506083,0,5.8962,0.0,0.8109915631125277,0.005761281829834625,4.454753142431127,0.08826077689886154,40,0.0,2948.1,[[-0.00576128]],17
500.0,0.08826077689886154,1.00040050110659,150.10522142817015,0,6.0737,0.0,0.8214927700774786,0.005399735551620197,4.437923873840109,0.08286104134724134,40,0.0,3036.85,[[-0.00539974]],18
500.0,0.08286104134724134,0.9854884525768846,111.33840307818322,0,6.2512,0.0,0.8313854554370231,0.005047408418980284,4.416163330312863,0.07781363292826106,40,0.0,3125.6,[[-0.00504741]],19
500.0,0.07781363292826106,0.9756654713350024,134.34164469739085,0,6.4373,0.0,0.8407440754232596,0.00478852086662758,4.392148530047681,0.07302511206163348,40,0.0,3218.65,[[-0.00478852]],20
500.0,0.07302511206163348,0.9870836995203298,155.69161024281303,0,6.5907,0.0,0.8497792417129881,0.0046107871618085855,4.352662806834456,0.0684143248998249,40,0.0,3295.35,[[-0.00461079]],21
500.0,0.0684143248998249,0.9899273637169266,145.9916093479348,0,6.733,0.0,0.858412345501689,0.004305414468927751,4.322859123311793,0.06410891043089714,40,0.0,3366.5,[[-0.00430541]],22
500.0,0.06410891043089714,0.9788712098932955,108.35547978759543,0,6.8786,0.0,0.8665376989087035,0.003973473779640267,4.2823897580673345,0.060135436651256875,40,0.0,3439.3,[[-0.00397347]],23
500.0,0.060135436651256875,0.9823516372305718,148.3785361836408,0,7.0342,0.0,0.8742918375585197,0.003833240212278377,4.232024380837142,0.0563021964389785,40,0.0,3517.1,[[-0.00383324]],24
500.0,0.0563021964389785,0.9697444659866754,119.00326676188348,0,7.1857,0.0,0.881564879222544,0.003581831953002622,4.176639260218675,0.052720364485975876,40,0.0,3592.85,[[-0.00358183]],25
500.0,0.052720364485975876,0.9572636294305603,109.1140572978569,0,7.3947,0.0,0.8883842056893617,0.0033388039852916274,4.08595299899546,0.04938156050068425,40,0.0,3697.35,[[-0.0033388]],26
500.0,0.04938156050068425,0.9698267094370578,153.45813761413893,0,7.476,0.0,0.8949404283403752,0.0031779166914731177,4.047397188317451,0.04620364380921113,40,0.0,3738.0,[[-0.00317792]],27
500.0,0.04620364380921113,0.9518621318106817,107.50213951359294,0,7.6386,0.0,0.9010423221232728,0.00293313484522896,3.967189186313151,0.04327050896398217,40,0.0,3819.3,[[-0.00293313]],28
500.0,0.04327050896398217,0.9441913955877084,115.46497304377635,0,7.7144,0.0,0.90678133490518,0.0027543468543410055,3.92703866036483,0.040516162109641166,40,0.0,3857.2,[[-0.00275435]],29
500.0,0.040516162109641166,0.9340578360652358,119.51818899230359,0,7.8299,0.0,0.9121631229523292,0.0026031728695247933,3.8589721416460105,0.03791298924011637,40,0.0,3914.95,[[-0.00260317]],30
500.0,0.03791298924011637,0.9318501394487058,120.38650256569463,0,7.9714,0.0,0.917250825310523,0.002402372092760424,3.7725829401088053,0.03551061714735595,40,0.0,3985.7,[[-0.00240237]],31
500.0,0.03551061714735595,0.9361947781388125,134.33000409439433,0,8.153,0.0,0.9220908648397994,0.0022695073967420043,3.646174844957383,0.033241109750613944,40,0.0,4076.5,[[-0.00226951]],32
500.0,0.033241109750613944,0.9271121354600496,116.81651210338374,0,8.2209,0.0,0.9266272254170709,0.002145569752852638,3.598472341147004,0.031095539997761306,40,0.0,4110.45,[[-0.00214557]],33
500.0,0.031095539997761306,0.9180297508131474,105.89542010870915,0,8.2808,0.0,0.930878342394129,0.001980927630838035,3.5513872444440633,0.02911461236692327,40,0.0,4140.4,[[-0.00198093]],34
500.0,0.02911461236692327,0.906772248375475,106.90233860865719,0,8.3774,0.0,0.9348524825357057,0.0018470109395056812,3.4751070832421838,0.02726760142741759,40,0.0,4188.7,[[-0.00184701]],35
500.0,0.02726760142741759,0.8880045655270479,88.1554876340662,0,8.4322,0.0,0.9385374588099838,0.001678532822082631,3.430568926577631,0.02558906860533496,40,0.0,4216.1,[[-0.00167853]],36
500.0,0.02558906860533496,0.8793592900276863,113.04472566201396,0,8.4946,0.0,0.9419938669188462,0.0015809163407327284,3.374932716366357,0.02400815226460223,40,0.0,4247.3,[[-0.00158092]],37
500.0,0.02400815226460223,0.8730171440397996,92.7958916116441,0,8.6317,0.0,0.9452442625516697,0.0014403486287330666,3.247453634772943,0.022567803635869164,40,0.0,4315.85,[[-0.00144035]],38
500.0,0.022567803635869164,0.8540751089504752,90.64524256683305,0,8.6016,0.0,0.9482574940184572,0.0013356599966124344,3.277998999389719,0.02123214363925673,40,0.0,4300.8,[[-0.00133566]],39
500.0,0.02123214363925673,0.838425310119348,83.29099591192315,0,8.7762,0.0,0.9510625204139203,0.001226267280805042,3.1014050944692793,0.020005876358451687,40,0.0,4388.1,[[-0.00122627]],40
500.0,0.020005876358451687,0.8303080371414922,95.64725558007402,0,8.8539,0.0,0.9536978191877176,0.0011515073745041599,3.0169280385849446,0.018854368983947527,40,0.0,4426.95,[[-0.00115151]],41
500.0,0.018854368983947527,0.814469216585195,83.68152424520004,0,8.8621,0.0,0.9561512815955933,0.0010759388679994,3.006423720968154,0.017778430115948127,40,0.0,4431.05,[[-0.00107594]],42
