RewardStd,TimestepsMean,DeltaOmega,NormDeltaOmega,ITERATIONS,Omega,TimestepsStd,Traj,Theta,OmegaBefore,Wins,RewardMean,NormDeltaVar,ReturnsStd,ConfortViolation,ReturnsMean
2.77092345437401,500.0,[[0.00242498]],0.002424979091239843,82,0.9528078391877429,0.0,40,0.05433916527173689,0.9503828600965031,0.0,2.6889,0.5646074727581407,66.64005927368314,0,1344.45
2.80303205654163,500.0,[[0.00234027]],0.002340268131296064,83,0.955148107319039,0.0,40,0.05226017482261509,0.9528078391877429,0.0,2.7373,0.5886668113943188,70.11189271443183,0,1368.65
2.8085842536765746,500.0,[[0.00205859]],0.002058591167998003,84,0.957206698487037,0.0,40,0.0502806195711099,0.955148107319039,0.0,2.7357,0.5814490376463013,74.60346841803,0,1367.85
2.8126454735711004,500.0,[[0.00207985]],0.002079845558068838,85,0.9592865440451058,0.0,40,0.04844454219633463,0.957206698487037,0.0,2.7388,0.5590205706594631,83.20480755341003,0,1369.4
2.7961678848023412,500.0,[[0.00131335]],0.0013133529998434756,86,0.9605998970449493,0.0,40,0.04669523097957652,0.9592865440451058,0.0,2.7246,0.5516332457510416,54.371959685117105,0,1362.3
2.8198417952076675,500.0,[[0.00136163]],0.0013616344188710494,87,0.9619615314638204,0.0,40,0.04505118910372367,0.9605998970449493,0.0,2.7565,0.5366535137261792,59.123916480558016,0,1378.25
2.8388492316429907,500.0,[[0.00093147]],0.0009314688422238371,88,0.9628930003060442,0.0,40,0.04317148113140247,0.9619615314638204,0.0,2.7752,0.6369387432131219,71.00169012072881,0,1387.6
2.804081152534641,500.0,[[0.00120105]],0.0012010537214236505,89,0.9640940540274678,0.0,40,0.04143268066417523,0.9628930003060442,0.0,2.7333,0.6132252229736963,72.7741540658495,0,1366.65
2.8737210703198044,500.0,[[0.00096928]],0.0009692832778886995,90,0.9650633373053565,0.0,40,0.03978991921624443,0.9640940540274678,0.0,2.8311,0.6024094838653937,86.20613377248745,0,1415.55
2.8466941792191167,500.0,[[0.00119195]],0.0011919509145921214,91,0.9662552882199487,0.0,40,0.038201414604983996,0.9650633373053565,0.0,2.7885,0.6056287299360363,84.25578615145669,0,1394.25
2.8529940413537496,500.0,[[0.00122308]],0.0012230832814532633,92,0.9674783715014019,0.0,40,0.036673023926286116,0.9662552882199487,0.0,2.795,0.6059848528456726,72.09126160638333,0,1397.5
2.865029731084827,500.0,[[0.00132959]],0.001329590332285635,93,0.9688079618336876,0.0,40,0.035210876665440316,0.9674783715014019,0.0,2.8092,0.6029010011938567,72.46406005738292,0,1404.6
2.857025332404318,500.0,[[0.00124938]],0.001249379249364635,94,0.9700573410830522,0.0,40,0.033855776268728696,0.9688079618336876,0.0,2.7975,0.5806996248253711,81.96058503939561,0,1398.75
2.873531205677085,500.0,[[0.00110106]],0.0011010616396507356,95,0.9711584027227029,0.0,40,0.03256241291620258,0.9700573410830522,0.0,2.8279,0.5755539013502897,74.14511109978864,0,1413.95
2.8593334450532346,500.0,[[0.0012194]],0.0012194046894719035,96,0.9723778074121748,0.0,40,0.03123103234525041,0.9711584027227029,0.0,2.7965,0.6160237834340236,71.07487249373015,0,1398.25
2.8908685961143235,500.0,[[0.00139458]],0.0013945845526116551,97,0.9737723919647865,0.0,40,0.030128404830532807,0.9723778074121748,0.0,2.8626,0.5297334962688822,68.88040359928215,0,1431.3
2.8637157243693023,500.0,[[0.00126354]],0.0012635364444407715,98,0.9750359284092273,0.0,40,0.029153675754754332,0.9737723919647865,0.0,2.8115,0.48417013937719844,61.62984260891796,0,1405.75
2.8908408188622214,500.0,[[0.00106107]],0.0010610689114948224,99,0.9760969973207221,0.0,40,0.02824109254012925,0.9750359284092273,0.0,2.8456,0.4677492715702769,91.89863981583188,0,1422.8
