Theta,ReturnsMean,DeltaOmega,RewardStd,TimestepsStd,Wins,NormDeltaVar,Omega,RewardMean,Traj,ITERATIONS,ReturnsStd,ConfortViolation,NormDeltaOmega,TimestepsMean,OmegaBefore
0.6650549715171125,1948.95,[[-0.01086265]],4.029761232380897,0.0,0.0,0.9917602832101409,0.20288112313107112,3.8979,40,14,115.5162218045587,0,0.010862654137585526,500.0,0.21374377726865665
0.680696720275614,2009.55,[[-0.01078419]],4.094219729081477,0.0,0.0,1.0153173443797758,0.19209693340114686,4.0191,40,15,136.59318247994665,0,0.01078418972992426,500.0,0.20288112313107112
0.6962032317935469,2102.85,[[-0.01051814]],4.173474273312345,0.0,0.0,1.032959631504065,0.18157879105651548,4.2057,40,16,139.01286810939484,0,0.010518142344631387,500.0,0.19209693340114686
0.7114088151894212,2187.9,[[-0.00946716]],4.237260242184801,0.0,0.0,1.0421926334973985,0.17211162685401515,4.3758,40,17,113.35338548098156,0,0.009467164202500322,500.0,0.18157879105651548
0.7261705744098867,2237.65,[[-0.0088834]],4.270069075553696,0.0,0.0,1.043477292330591,0.16322822641916615,4.4753,40,18,103.76211977402929,0,0.008883400434849004,500.0,0.17211162685401515
0.7404808882503696,2296.8,[[-0.00870673]],4.319587832189549,0.0,0.0,1.045570226492103,0.15452149162598636,4.5936,40,19,115.15363650358594,0,0.008706734793179793,500.0,0.16322822641916615
0.754308965098932,2441.8,[[-0.00854701]],4.37785918457869,0.0,0.0,1.046539790992238,0.14597448215408862,4.8836,40,20,125.52274694253626,0,0.008547009471897737,500.0,0.15452149162598636
0.7675604922674485,2508.3,[[-0.00825898]],4.404330191981523,0.0,0.0,1.0408574717691579,0.1377154994717803,5.0166,40,21,132.31972642051525,0,0.008258982682308319,500.0,0.14597448215408862
0.7804793516700004,2635.3,[[-0.0079961]],4.436347105446101,0.0,0.0,1.055352887876829,0.1297193989108547,5.2706,40,22,141.51717210289357,0,0.00799610056092559,500.0,0.1377154994717803
0.7927262352267038,2709.35,[[-0.00763453]],4.449167372666485,0.0,0.0,1.0425070613249332,0.12208486737381151,5.4187,40,23,129.46689731356042,0,0.0076345315370432015,500.0,0.1297193989108547
0.804531621823893,2793.95,[[-0.00720971]],4.455286027855002,0.0,0.0,1.0489167607469518,0.11487515983197064,5.5879,40,24,135.36579146889363,0,0.0072097075418408735,500.0,0.12208486737381151
0.8157974466068594,2883.4,[[-0.00700632]],4.458611640410051,0.0,0.0,1.0466922457031735,0.10786883792872931,5.7668,40,25,133.2555439747255,0,0.007006321903241325,500.0,0.11487515983197064
0.8264387759664836,2978.85,[[-0.00666926]],4.449405658062659,0.0,0.0,1.0352187668320063,0.10119957769206554,5.9577,40,26,112.2629836589069,0,0.006669260236663768,500.0,0.10786883792872931
0.836557930087142,3089.85,[[-0.00631969]],4.425687281089798,0.0,0.0,1.0320247291578681,0.09487988333468733,6.1797,40,27,130.97052149243356,0,0.006319694357378211,500.0,0.10119957769206554
0.8464383275878199,3142.75,[[-0.00604802]],4.413104321223327,0.0,0.0,1.0585418036846121,0.08883186411026743,6.2855,40,28,179.43337900178997,0,0.006048019224419901,500.0,0.09487988333468733
0.8558492138545066,3263.5,[[-0.00557204]],4.367547481138586,0.0,0.0,1.0614178388228197,0.08325982166396564,6.527,40,29,123.66466754898103,0,0.0055720424463017865,500.0,0.08883186411026743
0.8648860023323265,3312.7,[[-0.00524359]],4.346271372107361,0.0,0.0,1.074921841481654,0.07801622710327237,6.6254,40,30,158.4023674065511,0,0.005243594560693274,500.0,0.08325982166396564
0.8734010777859533,3433.65,[[-0.00472721]],4.281073546436688,0.0,0.0,1.0698859849784341,0.07328901798260892,6.8673,40,31,112.49701107140581,0,0.0047272091206634476,500.0,0.07801622710327237
0.8812645084883353,3478.2,[[-0.00447632]],4.2579454012469435,0.0,0.0,1.0441240015892426,0.06881269484239301,6.9564,40,32,122.81921673744708,0,0.004476323140215913,500.0,0.07328901798260892
0.8886057238817506,3593.85,[[-0.00425535]],4.173196461946167,0.0,0.0,1.030258975650277,0.06455734508600361,7.1877,40,33,127.24102129423514,0,0.004255349756389401,500.0,0.06881269484239301
0.8955551083150491,3604.95,[[-0.00402084]],4.165230124494924,0.0,0.0,1.031521309185642,0.06053650013887491,7.2099,40,34,139.8849437931045,0,0.0040208449471286975,500.0,0.06455734508600361
0.9020884181078243,3686.7,[[-0.0037707]],4.096019096635171,0.0,0.0,1.0266216454660864,0.0567658009671409,7.3734,40,35,131.2947447539314,0,0.0037706991717340113,500.0,0.06053650013887491
0.908203014900552,3804.55,[[-0.00351595]],3.982938260882285,0.0,0.0,1.0177255618676995,0.0532498557507061,7.6091,40,36,120.80975747016464,0,0.0035159452164348,500.0,0.0567658009671409
0.9138552350253085,3850.15,[[-0.00322911]],3.933291231271846,0.0,0.0,0.9964927817969595,0.050020750584971546,7.7003,40,37,98.69081770863994,0,0.003229105165734554,500.0,0.0532498557507061
0.9190150622543606,3922.25,[[-0.0030856]],3.8523784536309504,0.0,0.0,0.9628050061980744,0.04693514810865925,7.8445,40,38,107.59478379549819,0,0.003085602476312295,500.0,0.050020750584971546
0.9237587066942308,3930.95,[[-0.00290081]],3.8412404754193665,0.0,0.0,0.9358335193543184,0.04403433526478799,7.8619,40,39,102.55436363217315,0,0.00290081284387126,500.0,0.04693514810865925
0.9282431358280554,4016.8,[[-0.00264344]],3.7313363611446233,0.0,0.0,0.9351786505139827,0.041390895434654434,8.0336,40,40,106.23916415333848,0,0.0026434398301335565,500.0,0.04403433526478799
0.9324813644892862,4098.95,[[-0.00249618]],3.6147248290845044,0.0,0.0,0.9347906445968306,0.038894718045477845,8.1979,40,41,126.16892446240476,0,0.002496177389176589,500.0,0.041390895434654434
0.9364155331013357,4098.0,[[-0.00234543]],3.616515449987736,0.0,0.0,0.9177798397006143,0.036549288163583014,8.196,40,42,108.25802510668666,0,0.002345429881894831,500.0,0.038894718045477845
0.9401440992048682,4165.95,[[-0.00220783]],3.5120424812351003,0.0,0.0,0.9200432301321015,0.0343414628186557,8.3319,40,43,123.40866055508421,0,0.0022078253449273125,500.0,0.036549288163583014
0.9436106739226654,4203.6,[[-0.00203372]],3.4505344745415885,0.0,0.0,0.9048661772774693,0.03230774293317032,8.4072,40,44,96.02312221543309,0,0.0020337198854853827,500.0,0.0343414628186557
0.9468346895064444,4258.15,[[-0.00191946]],3.35601464686911,0.0,0.0,0.8897802520131464,0.030388281465771442,8.5163,40,45,106.66057144043435,0,0.0019194614673988773,500.0,0.03230774293317032
0.9498165562466581,4315.6,[[-0.00174872]],3.2460416756412727,0.0,0.0,0.8695044327364556,0.02863955786984194,8.6312,40,46,75.73796934167169,0,0.0017487235959295008,500.0,0.030388281465771442
0.9526168828796044,4343.5,[[-0.00164446]],3.193059817792332,0.0,0.0,0.8623303446565629,0.02699509414097029,8.687,40,47,103.729214785421,0,0.0016444637288716493,500.0,0.02863955786984194
0.9552125011483238,4354.45,[[-0.00154496]],3.1704985081213963,0.0,0.0,0.8436849747211426,0.025450137410033085,8.7089,40,48,98.71928636289871,0,0.0015449567309372067,500.0,0.02699509414097029
0.95763498232888,4400.9,[[-0.00142545]],3.0734860923713323,0.0,0.0,0.8305563576623314,0.024024686300842632,8.8018,40,49,85.03993179677416,0,0.001425451109190453,500.0,0.025450137410033085
0.959923795170947,4424.6,[[-0.00136894]],3.023848435355185,0.0,0.0,0.82753458310426,0.022655742777326408,8.8492,40,50,113.52021846349662,0,0.0013689435235162244,500.0,0.024024686300842632
0.9620611974555645,4470.3,[[-0.00126344]],2.916379886091659,0.0,0.0,0.8147503199107362,0.021392302503572734,8.9406,40,51,87.15566533507733,0,0.0012634402737536736,500.0,0.022655742777326408
0.9640974850588722,4501.2,[[-0.00118921]],2.842392344487298,0.0,0.0,0.8183058098743743,0.02020309051937677,9.0024,40,52,105.15112933297482,0,0.0011892119841959634,500.0,0.021392302503572734
0.9660248812104486,4500.75,[[-0.00111064]],2.842533684936732,0.0,0.0,0.8168009492668986,0.01909245335166673,9.0015,40,53,96.05486713332125,0,0.0011106371677100414,500.0,0.02020309051937677
0.9678081357188221,4522.75,[[-0.00104843]],2.7873158683579438,0.0,0.0,0.7965566823299994,0.01804402731427359,9.0455,40,54,84.42119106006501,0,0.0010484260373931388,500.0,0.01909245335166673
0.9694644727022825,4548.8,[[-0.00099177]],2.719131155350915,0.0,0.0,0.7790413100635902,0.017052252550732453,9.0976,40,55,84.86082724084181,0,0.0009917747635411374,500.0,0.01804402731427359
0.9710317925126851,4580.75,[[-0.00089603]],2.632473694075593,0.0,0.0,0.7758182975418535,0.01615622492277376,9.1615,40,56,79.13872313854957,0,0.0008960276279586926,500.0,0.017052252550732453
0.9724915920017779,4596.55,[[-0.00084578]],2.586641140552744,0.0,0.0,0.7601350236606947,0.015310442165808747,9.1931,40,57,81.81318658993793,0,0.000845782756965013,500.0,0.01615622492277376
0.9738600196973274,4621.4,[[-0.00079541]],2.5144876535787564,0.0,0.0,0.7490270762919522,0.014515032240142726,9.2428,40,58,82.21581356405834,0,0.0007954099256660217,500.0,0.015310442165808747
0.9751423963267312,4633.25,[[-0.00073539]],2.4792292653161385,0.0,0.0,0.7374028224867288,0.013779644816529447,9.2665,40,59,70.81763551545617,0,0.0007353874236132787,500.0,0.014515032240142726
0.9763463512750478,4654.3,[[-0.0006859]],2.4131237100488656,0.0,0.0,0.7268598446824441,0.013093740659742626,9.3086,40,60,78.17230967548548,0,0.0006859041567868207,500.0,0.013779644816529447
0.9774826198999306,4674.95,[[-0.00064876]],2.345713109056604,0.0,0.0,0.7199006174503424,0.012444984201570721,9.3499,40,61,80.44748286926074,0,0.0006487564581719053,500.0,0.013093740659742626
0.9785353676501354,4695.6,[[-0.00060376]],2.275381849272776,0.0,0.0,0.6993900810549505,0.01184122186674778,9.3912,40,62,60.16344405035337,0,0.000603762334822941,500.0,0.012444984201570721
0.9795136332829522,4677.75,[[-0.00057344]],2.3358124389599433,0.0,0.0,0.6806595983167298,0.011267782843300832,9.3555,40,63,68.56848766014896,0,0.0005734390234469477,500.0,0.01184122186674778
0.9804246712327931,4706.6,[[-0.00053059]],2.238138905430134,0.0,0.0,0.6631321373047712,0.010737187893133392,9.4132,40,64,58.63821279677613,0,0.0005305949501674401,500.0,0.011267782843300832
0.9812846591472434,4734.6,[[-0.00049335]],2.1357554541660426,0.0,0.0,0.654332244246767,0.010243834019726505,9.4692,40,65,63.71373478301205,0,0.0004933538734068869,500.0,0.010737187893133392
0.9820937745554297,4728.85,[[-0.00045819]],2.157431507603428,0.0,0.0,0.64313312508677,0.009785642159382988,9.4577,40,66,60.10638485219353,0,0.00045819186034351707,500.0,0.010243834019726505
0.982847425113527,4759.4,[[-0.00043854]],2.0401094480443938,0.0,0.0,0.6252462633934144,0.009347097506691564,9.5188,40,67,60.534618194880856,0,0.00043854465269142426,500.0,0.009785642159382988
0.9835696497427363,4763.0,[[-0.00041072]],2.0248762925176442,0.0,0.0,0.6250372928701466,0.008936374229721199,9.526,40,68,66.58678547579842,0,0.00041072327697036504,500.0,0.009347097506691564
0.9842630464523031,4764.95,[[-0.00038285]],2.018119419162305,0.0,0.0,0.6260472220403273,0.008553528431911388,9.5299,40,69,67.01490505850172,0,0.000382845797809811,500.0,0.008936374229721199
0.984914764643342,4780.35,[[-0.00035537]],1.9550998721292985,0.0,0.0,0.6136731488077345,0.008198159534935157,9.5607,40,70,53.205051451906336,0,0.00035536889697623114,500.0,0.008553528431911388
0.9855262099486595,4781.2,[[-0.00033166]],1.9517444094962844,0.0,0.0,0.599966588044154,0.00786649992642673,9.5624,40,71,50.520886769731185,0,0.00033165960850842745,500.0,0.008198159534935157
0.9861002208902678,4800.15,[[-0.00031283]],1.869021110100151,0.0,0.0,0.5864107715099394,0.007553672439910035,9.6003,40,72,50.52996635660863,0,0.0003128274865166949,500.0,0.00786649992642673
0.9866458902419609,4790.15,[[-0.00029562]],1.9133352842614908,0.0,0.0,0.5800281715416062,0.007258052147666873,9.5803,40,73,56.66989941759205,0,0.00029562029224316187,500.0,0.007553672439910035
0.9871698637442581,4828.35,[[-0.00027976]],1.7382592182985828,0.0,0.0,0.5794044328252355,0.0069782889760797474,9.6567,40,74,57.0068197674629,0,0.0002797631715871253,500.0,0.007258052147666873
0.9876704907860574,4808.6,[[-0.00026694]],1.8314650310611993,0.0,0.0,0.575832736925129,0.0067113498806408095,9.6172,40,75,58.08132229899729,0,0.0002669390954389379,500.0,0.0069782889760797474
0.9881437899215051,4822.9,[[-0.00025141]],1.7646932764647796,0.0,0.0,0.5660402477116762,0.006459935994157478,9.6458,40,76,50.578552766958445,0,0.00025141388648333186,500.0,0.0067113498806408095
0.9885861212877798,4828.15,[[-0.0002404]],1.7402500711104714,0.0,0.0,0.5495611463310155,0.006219531841079148,9.6563,40,77,47.411786509263706,0,0.00024040415307833,500.0,0.006459935994157478
0.9890049859260861,4831.45,[[-0.00022609]],1.7241124064283047,0.0,0.0,0.5401678966488603,0.005993437118820588,9.6629,40,78,48.180883138439874,0,0.00022609472225855985,500.0,0.006219531841079148
0.9893983226610084,4849.85,[[-0.00021707]],1.630956746820712,0.0,0.0,0.5261043771299967,0.005776367446670026,9.6997,40,79,46.930560405773974,0,0.00021706967215056206,500.0,0.005993437118820588
0.9897765911631438,4832.95,[[-0.00020692]],1.7166762041806254,0.0,0.0,0.524491456749189,0.00556944880518644,9.6659,40,80,55.71532553974714,0,0.00020691864148358538,500.0,0.005776367446670026
0.9901365528926142,4841.85,[[-0.00020181]],1.6725293151391996,0.0,0.0,0.5172567967833146,0.005367640671164436,9.6837,40,81,54.30540949113633,0,0.0002018081340220048,500.0,0.00556944880518644
0.990486229152601,4853.5,[[-0.00019304]],1.6124983720922013,0.0,0.0,0.5206928303580014,0.0051746037512783,9.707,40,82,57.305758872909095,0,0.00019303691988613574,500.0,0.005367640671164436
0.9908155777465107,4855.1,[[-0.00018366]],1.6038752944041503,0.0,0.0,0.5080564722434957,0.004990939809178238,9.7102,40,83,43.40264968869988,0,0.00018366394210006173,500.0,0.0051746037512783
0.991122284120003,4875.3,[[-0.00017421]],1.4912409731495444,0.0,0.0,0.4896287701162123,0.004816727773293026,9.7506,40,84,36.52820827798703,0,0.00017421203588521231,500.0,0.004990939809178238
0.9914172421691058,4875.9,[[-0.00016774]],1.487950523370989,0.0,0.0,0.4869510230565339,0.004648985019196298,9.7518,40,85,47.985310252201145,0,0.000167742754096728,500.0,0.004816727773293026
0.9917024218059126,4869.95,[[-0.00016032]],1.5225465477285087,0.0,0.0,0.48684580109080855,0.004488667864980133,9.7399,40,86,50.474721395962156,0,0.0001603171542161651,500.0,0.004648985019196298
0.991972950522743,4879.6,[[-0.00015037]],1.467111229593721,0.0,0.0,0.47742029180837164,0.004338293687997798,9.7592,40,87,38.147608050833284,0,0.00015037417698233503,500.0,0.004488667864980133
0.9922341028728896,4877.8,[[-0.00014298]],1.4776564688722478,0.0,0.0,0.47626098977279696,0.004195316907445565,9.7556,40,88,46.00608655384633,0,0.0001429767805522326,500.0,0.004338293687997798
0.9924797160057164,4896.95,[[-0.0001372]],1.3606332312566822,0.0,0.0,0.46265124340399666,0.004058113856026315,9.7939,40,89,36.016628104252064,0,0.00013720305141924974,500.0,0.004195316907445565
0.9927140125765709,4886.4,[[-0.00012895]],1.4261767632379936,0.0,0.0,0.45552820039090136,0.003929168439224605,9.7728,40,90,38.223552948411275,0,0.00012894541680171043,500.0,0.004058113856026315
0.992938625752813,4887.0,[[-0.00012509]],1.4229982431471937,0.0,0.0,0.45056462058077784,0.0038040830656588327,9.774,40,91,43.86342439892262,0,0.0001250853735657721,500.0,0.003929168439224605
0.9931558097300139,4896.5,[[-0.00012001]],1.3635068756702329,0.0,0.0,0.44940332981775555,0.0036840717061657124,9.793,40,92,43.53102342008513,0,0.00012001135949312033,500.0,0.0038040830656588327
0.9933643046614675,4904.05,[[-0.00011764]],1.3144483215402571,0.0,0.0,0.4449515068632337,0.0035664267185524603,9.8081,40,93,43.75725654105842,0,0.00011764498761325211,500.0,0.0036840717061657124
0.9935651555853523,4905.65,[[-0.00011159]],1.3042209590403002,0.0,0.0,0.44197100389537525,0.0034548356675463054,9.8113,40,94,39.31383344320419,0,0.00011159105100615489,500.0,0.0035664267185524603
0.9937589917837244,4900.7,[[-0.00010606]],1.3369211046280929,0.0,0.0,0.4397284695923531,0.0033487735540152536,9.8014,40,95,40.33001363748839,0,0.00010606211353105183,500.0,0.0034548356675463054
0.9939409931280164,4908.15,[[-0.00010174]],1.2871885293149563,0.0,0.0,0.42541379845158644,0.003247030200642075,9.8163,40,96,31.617677017769665,0,0.00010174335337317843,500.0,0.0033487735540152536
0.994114998908757,4907.7,[[-9.74342902e-05]],1.2902413882681023,0.0,0.0,0.4187718455364262,0.0031495959104920037,9.8154,40,97,35.89582148384405,0,9.743429015007148e-05,500.0,0.003247030200642075
0.9942840405584521,4907.7,[[-9.28090369e-05]],1.2902413882681023,0.0,0.0,0.41878270845182897,0.0030567868735831196,9.8154,40,98,38.014602457476784,0,9.280903690888406e-05,500.0,0.0031495959104920037
0.9944454049927411,4913.55,[[-8.93854885e-05]],1.2499222335809534,0.0,0.0,0.41141327019376206,0.002967401385099593,9.8271,40,99,35.88171539935068,0,8.938548848352662e-05,500.0,0.0030567868735831196
