OmegaBefore,TimestepsStd,Traj,WeightMedian,RewardMean,WeightMin,Epsilon,ReturnsStd,Eta,Omega,LossReg,RewardStd,Wins,DualReg,ConfortViolation,WeightMean,ReturnsMean,WeightMax,NormDeltaVar,ITERATIONS,Primal,DualBefore,TimestepsMean,DeltaOmega,DualAfter,NormDeltaOmega
8.0,12.366991124621395,2162,0.9719809982182506,6.421732614280723,0.5947084958601037,0.001,83.38693510757096,13.696491745733773,7.965755660623957,0.0,1.3715437742692702,0.0,0.0001,0,0.5947084958601037,148.5449411920359,1.0,0.05367978514778648,0,6.53244067934397,6.677980748725499,23.131420638593244,-0.03424433937604299,6.513682694876689,0.03424433937604299
7.965755660623957,12.864545916069195,2119,0.9717041290582662,6.452783297955569,0.5918587340829486,0.001,87.0154010333096,13.627274170831614,7.9319958383104545,0.0,1.3641331928559357,0.0,0.0001,0,0.5918587340829486,152.29730327935488,1.0,0.14591934778975293,1,6.562615591092005,6.705433545757316,23.60151085930123,-0.0337598223135025,6.544046735343479,0.0337598223135025
7.9319958383104545,12.859058947455548,2089,0.9725164683501512,6.480330309092288,0.5903668094633087,0.001,87.22852426794769,13.584289980173404,7.899602287423207,0.0,1.3598241834544207,0.0,0.0001,0,0.5903668094633087,155.0811984334521,1.0,0.084797132400346,2,6.5896327733011075,6.730568377779174,23.93103448275862,-0.03239355088724771,6.571181265400542,0.03239355088724771
7.899602287423207,13.618186075536446,2061,0.972067700376832,6.508315632536022,0.5881808681067924,0.001,92.65527160562733,13.54842702556852,7.866775233497623,0.0,1.3563307536427636,0.0,0.0001,0,0.5881808681067924,157.9260176779528,1.0,0.01836165268278473,3,6.617181736264745,6.756619837926892,24.26504854368932,-0.03282705392558416,6.598827542060118,0.03282705392558416
7.866775233497623,13.316489273766766,2067,0.9730199749477821,6.5328564920934395,0.5886993555777432,0.001,91.02329255155496,13.597994216754568,7.834718134640955,0.0,1.363213212792302,0.0,0.0001,0,0.5886993555777432,158.03785560168268,1.0,0.01759007554439098,4,6.642417859077859,6.782671341395223,24.191190706679574,-0.03205709885666774,6.623929090458144,0.03205709885666774
7.834718134640955,13.96274390735573,1980,0.9723698840010001,6.568809717136705,0.5828311031066569,0.001,95.76410680282214,13.399937650613353,7.8030384703192786,0.0,1.340415052083543,0.0,0.0001,0,0.5828311031066569,165.9539597576975,1.0,0.13067946386086163,5,6.6758132786390805,6.809544731720416,25.26376958059626,-0.03167966432167635,6.657859255587571,0.03167966432167635
7.8030384703192786,14.838188121023938,1956,0.9749902240507909,6.596724739396898,0.5826076357993635,0.001,102.17958998016336,13.367234608077982,7.771630657072078,0.0,1.3374059045230426,0.0,0.0001,0,0.5826076357993635,168.70672799142127,1.0,0.035560807363855224,6,6.703342036991175,6.835543552926248,25.57442455242967,-0.03140781324720088,6.685475547355783,0.03140781324720088
7.771630657072078,14.87723975107872,1931,0.9730512925124373,6.621431728690532,0.579618264366455,0.001,102.72314814459278,13.330386281431068,7.741146656390485,0.0,1.3337724744514212,0.0,0.0001,0,0.579618264366455,171.52450325091576,1.0,0.07474123465035952,7,6.727603656030538,6.8582808025208415,25.90414507772021,-0.03048400068159296,6.7098355425155,0.03048400068159296
7.741146656390485,15.222301361878342,1892,0.9720243827973334,6.649030601660274,0.5761720686806456,0.001,105.38988463932955,13.249389601019606,7.710550035375273,0.0,1.3249084726381994,0.0,0.0001,0,0.5761720686806456,175.73064163307083,1.0,0.3659269482168909,8,6.754187307318125,6.882098358565133,26.4304600740349,-0.030596621015211767,6.736634490738511,0.030596621015211767
7.710550035375273,15.14958758528842,1898,0.9726047132585403,6.670427601835677,0.5766471228756185,0.001,105.26292904841704,13.301096957119254,7.680243282285613,0.0,1.331796728923553,0.0,0.0001,0,0.5766471228756185,175.77757667208442,1.0,0.5455594185068149,9,6.7762865781565935,6.905315769335416,26.351607801792305,-0.030306753089660354,6.758596462429456,0.030306753089660354
7.680243282285613,16.01832436803644,1847,0.9708367064580871,6.70087661954797,0.5719655881827956,0.001,111.6472566788188,13.187695626441062,7.650752360985375,0.0,1.319194652147151,0.0,0.0001,0,0.5719655881827956,181.44100022781646,1.0,0.12463405050789492,10,6.805308882834714,6.930532871125439,27.076923076923077,-0.029490921300237893,6.7879191643408525,0.029490921300237893
7.650752360985375,15.00394911902744,1840,0.9720676451212804,6.723909779372695,0.5718870500299925,0.001,104.95860972447996,13.195672311759443,7.620986999599698,0.0,1.32090025998579,0.0,0.0001,0,0.5718870500299925,182.81249794215154,1.0,0.045110300279393334,11,6.828478528937948,6.95351421519947,27.188145731375748,-0.029765361385676314,6.811067758043027,0.029765361385676314
7.620986999599698,16.912279154409852,1785,0.9736926828555411,6.75249103554478,0.5688235826090393,0.001,118.6123570492018,13.06252767787437,7.591837944848725,0.0,1.305888911446586,0.0,0.0001,0,0.5688235826090393,189.10783022624292,1.0,0.0659956319890355,12,6.85538438623228,6.976257128172171,28.006165919282513,-0.029149054750972958,6.838323251023019,0.029149054750972958
