RewardMean,DualBefore,DeltaOmega,LossReg,OmegaBefore,NormDeltaVar,Eta,DualAfter,Wins,WeightMedian,RewardStd,TimestepsMean,WeightMean,Primal,ReturnsMean,WeightMax,DualReg,ReturnsStd,Traj,Epsilon,NormDeltaOmega,ITERATIONS,ConfortViolation,Omega,TimestepsStd,WeightMin
2.32604,8.394392425269334,[[0.18304474]],0.0,[[0.8]],38.19688708721213,1.4016300376638076,8.298422418231256,0.0,0.003320498898386987,2.402402530468198,500.0,0.0007970841542873359,8.298422933401845,1162.4646464646464,1.0,0.0,64.1726385463955,100,1.9301,0.1830447389090658,0,0,[[0.98304474]],0.0,0.0007970841542873359
2.9018,8.48347257583944,[[0.0169539]],0.0,[[0.98304474]],134.90867807402626,0.3749804593964819,8.221448157093842,0.0,5.427105286854586e-10,2.9285554049735856,500.0,2.619451180720132e-12,8.221446349118203,1450.949494949495,1.0,0.0,86.08351286171825,100,1.9301,0.016953895174929068,1,0,[[0.99999863]],0.0,2.619451180720132e-12
2.9968,8.546227610293968,[[1.35866033e-06]],0.0,[[0.99999863]],74.82569449325439,0.004258846960625477,8.002303701816794,0.0,0.0,2.9963694298267027,500.0,0.0,7.9999999999995905,1499.3939393939395,1.0,0.0,76.0613545779902,100,1.9301,1.3586603345716597e-06,2,0,[[0.99999999]],0.0,0.0
2.9758,8.534041340320181,[[0.]],0.0,[[0.99999999]],0.0,0.004287350100912648,8.002266513595016,0.0,0.0,2.985922698262633,500.0,0.0,8.0000000000004,1487.8181818181818,1.0,0.0,77.76062253413507,100,1.9301,0.0,3,0,[[0.99999999]],0.0,0.0
3.01204,8.556052203352786,[[0.]],0.0,[[0.99999999]],0.0,0.0042362737142939,8.00233342841248,0.0,0.0,3.006023126724078,500.0,0.0,7.999999999999536,1505.6161616161617,1.0,0.0,84.15602477825894,100,1.9301,0.0,4,0,[[0.99999999]],0.0,0.0
2.99064,8.542238547545606,[[0.]],0.0,[[0.99999999]],0.0,0.004268112309409552,8.002291557448551,0.0,0.0,2.9924559128581993,500.0,0.0,7.999999999999639,1493.1313131313132,1.0,0.0,79.86360170987572,100,1.9301,0.0,5,0,[[0.99999999]],0.0,0.0
2.99568,8.547250539213126,[[0.]],0.0,[[0.99999999]],0.0,0.0042564978130091935,8.00230686834237,0.0,0.0,2.9991967820734935,500.0,0.0,7.999999999999585,1498.9292929292928,1.0,0.0,74.45278519123629,100,1.9301,0.0,6,0,[[0.99999999]],0.0,0.0
2.99432,8.54803456851636,[[0.]],0.0,[[0.99999999]],0.0,0.004254703479058325,8.002309304549517,0.0,0.0,3.0017008074756553,500.0,0.0,8.00000000000061,1498.4444444444443,1.0,0.0,74.3573438898131,100,1.9301,0.0,7,0,[[0.99999999]],0.0,0.0
3.00176,8.550432031403556,[[0.]],0.0,[[0.99999999]],0.0,0.004249154879016888,8.00231648930826,0.0,0.0,3.0015457521750357,500.0,0.0,8.000000000000382,1499.111111111111,1.0,0.0,83.32835001934966,100,1.9301,0.0,8,0,[[0.99999999]],0.0,0.0
2.99568,8.547092497438431,[[0.]],0.0,[[0.99999999]],0.0,0.004256861579592263,8.002306383082663,0.0,0.0,2.9988766792917643,500.0,0.0,8.000000000000437,1497.3131313131314,1.0,0.0,75.8175170272324,100,1.9301,0.0,9,0,[[0.99999999]],0.0,0.0
3.0042,8.551937796853599,[[0.]],0.0,[[0.99999999]],0.0,0.004245695038908048,8.002321042930824,0.0,0.0,3.0029556040674326,500.0,0.0,7.999999999999632,1501.4545454545455,1.0,0.0,78.87175023029062,100,1.9301,0.0,10,0,[[0.99999999]],0.0,0.0
3.00264,8.553188703608125,[[0.]],0.0,[[0.99999999]],0.0,0.004242852107449038,8.002324900554681,0.0,0.0,3.0065516843054603,500.0,0.0,7.9999999999998215,1501.939393939394,1.0,0.0,88.55082637761176,100,1.9301,0.0,11,0,[[0.99999999]],0.0,0.0
2.99956,8.549634708852102,[[0.]],0.0,[[0.99999999]],0.0,0.004250996253635693,8.002314095625179,0.0,0.0,3.0014129683200874,500.0,0.0,8.000000000000279,1499.6161616161617,1.0,0.0,86.95833288416978,100,1.9301,0.0,12,0,[[0.99999999]],0.0,0.0
2.99196,8.544544492056936,[[0.]],0.0,[[0.99999999]],0.0,0.00426276293121566,8.002298631865951,0.0,0.0,2.9962268536277423,500.0,0.0,7.999999999999493,1496.1010101010102,1.0,0.0,78.23010541293607,100,1.9301,0.0,13,0,[[0.99999999]],0.0,0.0
3.01976,8.560695109801854,[[0.]],0.0,[[0.99999999]],0.0,0.0042257210164414,8.002347375463549,0.0,0.0,3.0102640320078238,500.0,0.0,7.999999999999377,1509.3535353535353,1.0,0.0,80.74092664179685,100,1.9301,0.0,14,0,[[0.99999999]],0.0,0.0
3.00848,8.554469432261845,[[0.]],0.0,[[0.99999999]],0.0,0.004239894939112249,8.002328681294342,0.0,0.0,3.0052101573101337,500.0,0.0,8.000000000000309,1504.828282828283,1.0,0.0,83.11365473929075,100,1.9301,0.0,15,0,[[0.99999999]],0.0,0.0
2.97896,8.536214418732738,[[0.]],0.0,[[0.99999999]],0.0,0.004282229712625495,8.002273187267297,0.0,0.0,2.988169559847633,500.0,0.0,8.000000000000352,1489.7373737373737,1.0,0.0,76.2360218495573,100,1.9301,0.0,16,0,[[0.99999999]],0.0,0.0
2.98932,8.543344032328436,[[0.]],0.0,[[0.99999999]],0.0,0.004265556934789175,8.002294993272788,0.0,0.0,2.9955777301882853,500.0,0.0,7.999999999999551,1494.7272727272727,1.0,0.0,73.44039267596796,100,1.9301,0.0,17,0,[[0.99999999]],0.0,0.0
2.99904,8.550026548424416,[[0.]],0.0,[[0.99999999]],0.0,0.004250101788485381,8.002315307458915,0.0,0.0,3.0025587551953086,500.0,0.0,8.000000000000437,1498.989898989899,1.0,0.0,95.66920015117485,100,1.9301,0.0,18,0,[[0.99999999]],0.0,0.0
2.98976,8.54366316403943,[[0.]],0.0,[[0.99999999]],0.0,0.0042648152555005165,8.002295966654314,0.0,0.0,2.995926424730754,500.0,0.0,7.9999999999996065,1493.919191919192,1.0,0.0,78.22315614268426,100,1.9301,0.0,19,0,[[0.99999999]],0.0,0.0
