TimestepsMean,NormDeltaVar,Wins,ConfortViolation,ReturnsStd,RewardStd,ReturnsMean,Traj,TimestepsStd,DeltaOmega,ITERATIONS,Omega,NormDeltaOmega,OmegaBefore,RewardMean
182.244,0.15964581133041417,66.4,0,333.91697395042746,0.42643732169943316,1789.816547866689,250,33.25887045586485,-0.038945970565598564,65,1.5582453940425438,0.038945970565598564,1.5971913646081424,9.820990254091708
181.488,0.16612105637337057,64.0,0,334.9903936046091,0.44244124892402437,1783.145993229702,250,33.33397450050023,-0.03358327599048194,66,1.5246621180520619,0.03358327599048194,1.5582453940425438,9.825145426858537
176.296,0.16273964258379686,57.99999999999999,0,375.2019058283188,0.4843797618544509,1731.9932450730544,250,37.393587471650804,-0.030341903020648875,67,1.494320215031413,0.030341903020648875,1.5246621180520619,9.824347943646224
175.748,0.1667021901274362,62.4,0,413.8334710921625,0.459503479215686,1727.96749565942,250,41.31813761533789,-0.026466522445620644,68,1.4678536925857923,0.026466522445620644,1.494320215031413,9.832074878003846
173.22,0.173277189448607,55.2,0,383.82105762354036,0.5045319218673004,1703.0664507877414,250,38.21365724449833,-0.023002559511425602,69,1.4448511330743667,0.023002559511425602,1.4678536925857923,9.831811862300782
176.028,0.17962085554767804,60.8,0,389.8689411190349,0.46865987582586516,1732.2198623509908,250,38.817048007286694,-0.017944297902043216,70,1.4269068351723235,0.017944297902043216,1.4448511330743667,9.84059275996427
176.416,0.18126966257560256,58.8,0,390.9733083264929,0.479953412684955,1736.3108163885631,250,38.949235473883185,-0.014456248659610038,71,1.4124505865127135,0.014456248659610038,1.4269068351723235,9.842139127905423
177.432,0.18706926789241837,63.2,0,400.25881726468276,0.45257271656335823,1747.2904257030823,250,39.87757986638608,-0.010836153663198234,72,1.4016144328495153,0.010836153663198234,1.4124505865127135,9.847662347846398
182.488,0.18750498883185296,63.6,0,340.57733958369,0.4441136294140461,1798.0670663395276,250,33.83811247690982,-0.008218021316874324,73,1.393396411532641,0.008218021316874324,1.4016144328495153,9.853070154418525
183.472,0.18528221050553365,70.39999999999999,0,360.555229037703,0.39970840602743374,1809.1223154402023,250,35.881822919132745,-0.005070331404577244,74,1.3883260801280637,0.005070331404577244,1.393396411532641,9.860481792536202
189.588,0.18968898456127767,78.4,0,303.128334336535,0.3364683302941216,1871.2659141908516,250,30.13811964937428,-0.004909312468678095,75,1.3834167676593856,0.004909312468678095,1.3883260801280637,9.870170655267483
190.416,0.17798470542141778,78.0,0,263.6682738393366,0.33837831225807774,1879.6560051335487,250,26.15941406071627,-0.006008730725159062,76,1.3774080369342265,0.006008730725159062,1.3834167676593856,9.871313361973515
190.856,0.1707075388597683,74.4,0,263.02128702003273,0.3643704433933013,1883.7135405505273,250,26.11611119596484,-0.010846872226702109,77,1.3665611647075244,0.010846872226702109,1.3774080369342265,9.869815675433454
190.74,0.16254884373035636,73.6,0,245.0098482787468,0.3700077409052293,1882.8890941065913,250,24.260923313015105,-0.0136588616609854,78,1.352902303046539,0.0136588616609854,1.3665611647075244,9.871495722483964
187.332,0.16287636078682566,71.2,0,320.54706014758057,0.3897127383211221,1849.41966545043,250,31.89567017637347,-0.01644253959031583,79,1.3364597634562232,0.01644253959031583,1.352902303046539,9.87241723491144
190.108,0.16703507376210283,73.6,0,278.5347991752468,0.3706546056724617,1877.894573698624,250,27.65010553325249,-0.02088005996047637,80,1.3155797034957468,0.02088005996047637,1.3364597634562232,9.878040764715973
187.5,0.16149911429571895,70.0,0,302.1840348470191,0.39783326873874175,1851.8223414443105,250,29.98616347584332,-0.02571388043141165,81,1.2898658230643352,0.02571388043141165,1.3155797034957468,9.876385821036322
184.096,0.1533317462811797,66.8,0,345.04500618540175,0.42228987659320494,1818.274355341907,250,34.29598787030343,-0.031029089582534697,82,1.2588367334818005,0.031029089582534697,1.2898658230643352,9.876772745425795
182.396,0.1509694378910602,64.8,0,359.9830929357684,0.4371589389630709,1801.6039700070748,250,35.773498347240235,-0.030744249996354167,83,1.2280924834854463,0.030744249996354167,1.2588367334818005,9.877431358182607
183.344,0.1536137777445541,66.4,0,355.65647827867826,0.4261453773756249,1812.2626492354264,250,35.330916546277145,-0.031988000735639455,84,1.1961044827498069,0.031988000735639455,1.2280924834854463,9.884493898002807
185.26,0.16299662481714625,66.4,0,330.89677770265905,0.4239344275802426,1832.1704939986798,250,32.84485347813261,-0.032382165486668946,85,1.163722317263138,0.032382165486668946,1.1961044827498069,9.889725218604555
183.852,0.17000636815009817,72.0,0,385.49796897904076,0.3890516906458579,1819.4479830072578,250,38.33168527471758,-0.0304388469255219,86,1.133283470337616,0.0304388469255219,1.163722317263138,9.896264294145604
179.48,0.1611171703729689,64.8,0,385.0075835783908,0.44137131996442625,1775.4785014425502,250,38.1726813310252,-0.02776341356142087,87,1.1055200567761951,0.02776341356142087,1.133283470337616,9.892347344788
181.716,0.1589166613897787,64.4,0,372.4326352123839,0.4413015465719672,1798.1271194274036,250,36.983825437615295,-0.022153868306070468,88,1.0833661884701247,0.022153868306070468,1.1055200567761951,9.895260293135463
170.472,0.15399454273995644,56.00000000000001,0,471.34175166661134,0.5060439835009622,1685.3213951212174,250,46.89163268643991,-0.019748693727181355,89,1.0636174947429433,0.019748693727181355,1.0833661884701247,9.886206503831819
176.62,0.15366860795745996,60.8,0,416.98148812696564,0.4696642925556196,1747.8262282799035,250,41.41366441164075,-0.014924609539719524,90,1.0486928852032238,0.014924609539719524,1.0636174947429433,9.895970038953141
175.644,0.15467828425830998,60.8,0,405.9970987433343,0.47111056083444836,1738.1362352440299,250,40.25982195688402,-0.0103873891695343,91,1.0383054960336895,0.0103873891695343,1.0486928852032238,9.895790549315832
172.768,0.15895164384311772,60.0,0,456.29172287215994,0.47982829400678506,1709.8259097956307,250,45.345894808681415,-0.006917375140009785,92,1.0313881208936797,0.006917375140009785,1.0383054960336895,9.896658581424978
173.808,0.1626134324381705,57.599999999999994,0,420.28543154597486,0.4925052454454638,1720.0090203467385,250,41.69473750966661,-0.0039113994994952606,93,1.0274767213941844,0.0039113994994952606,1.0313881208936797,9.896029068551151
171.412,0.16787944418578263,59.199999999999996,0,452.78906905677127,0.4864445720751085,1696.5295354085333,250,44.95386808718467,0.00016395990935413884,94,1.0276406813035386,0.00016395990935413884,1.0274767213941844,9.89737903652331
176.172,0.17623580362817776,61.6,0,418.4701478053722,0.4656497514394113,1744.2316838318286,250,41.5153756577006,0.0021995078789740496,95,1.0298401891825126,0.0021995078789740496,1.0276406813035386,9.900731579546289
179.424,0.1800150512859854,68.0,0,413.4265554368949,0.42135734531545116,1777.798362471122,250,41.02511698947365,0.001370928647367542,96,1.0312111178298802,0.001370928647367542,1.0298401891825126,9.90836433515651
180.784,0.1769245512684823,65.60000000000001,0,399.40400935488077,0.4352071612353226,1790.8665681685009,250,39.64685793351095,0.0040407119437766426,97,1.0352518297736568,0.0040407119437766426,1.0312111178298802,9.906112090497505
179.64,0.1773129110761714,68.0,0,431.2731682369761,0.42110071164313745,1779.9267542136718,250,42.86012599141537,0.0018248129388727108,98,1.0370766427125295,0.0018248129388727108,1.0352518297736568,9.908298564983697
185.972,0.16749039361158619,70.39999999999999,0,339.4766916010729,0.39822405356023155,1842.9320028117015,250,33.65654789190359,-0.0041856762675474,99,1.0328909664449821,0.0041856762675474,1.0370766427125295,9.909728361321605
183.452,0.1596325070297426,67.60000000000001,0,376.491905023036,0.419133986525643,1817.8193079919154,250,37.371642939533714,-0.003800767990485232,100,1.029090198454497,0.003800767990485232,1.0328909664449821,9.90896424128336
186.172,0.16297007278367157,72.0,0,369.72306778544544,0.38715468169089395,1845.6634983802671,250,36.734158708210536,-0.009417458063768036,101,1.0196727403907289,0.009417458063768036,1.029090198454497,9.913754476399603
184.972,0.16190153957108638,68.8,0,352.4049336395195,0.4095371703704209,1833.5267446980074,250,34.96928961245853,-0.013918578002851456,102,1.0057541623878774,0.013918578002851456,1.0196727403907289,9.912455640302355
181.3,0.1582547334052054,66.4,0,404.4631701222896,0.42929699799378096,1797.0057810127153,250,40.159307762958264,-0.020039744844854157,103,0.9857144175430232,0.020039744844854157,1.0057541623878774,9.911780369623362
179.472,0.15647346172841745,66.0,0,428.63264646078176,0.4342931456106409,1779.02337331586,250,42.582451972614265,-0.023195041484697643,104,0.9625193760583256,0.023195041484697643,0.9857144175430232,9.91253996899717
176.0,0.1552997588804721,64.4,0,448.1665860695581,0.44879334573397656,1744.4787196783998,250,44.49485363499918,-0.02393519062279159,105,0.938584185435534,0.02393519062279159,0.9625193760583256,9.911810907263634
179.112,0.158435328174828,65.60000000000001,0,402.97398103087284,0.4374314271343421,1776.1182882295775,250,39.93609214732959,-0.025667889617138284,106,0.9129162958183957,0.025667889617138284,0.938584185435534,9.916243960368805
174.2,0.16115190241059396,63.6,0,461.20845690709524,0.4562771871510392,1727.3291787687592,250,45.77885974988892,-0.025720682619994828,107,0.8871956131984009,0.025720682619994828,0.9129162958183957,9.91578173805258
170.0,0.16044262834524564,58.8,0,485.180633257285,0.4912076071449279,1685.4163399154888,250,48.14893560609622,-0.028156316967549944,108,0.859039296230851,0.028156316967549944,0.8871956131984009,9.914213764208757
173.172,0.16046463120813823,58.4,0,454.92844530269696,0.4891188182419166,1717.3392655972943,250,45.150043366535094,-0.023606534690347902,109,0.835432761540503,0.023606534690347902,0.859039296230851,9.91695693066601
159.96,0.16385937545481213,51.6,0,550.840694925366,0.548618878269781,1585.3244795192074,250,54.71839178923298,-0.020192599259200805,110,0.8152401622813022,0.020192599259200805,0.835432761540503,9.910755685916525
163.032,0.16661004084518652,52.800000000000004,0,517.9945028242483,0.5368521675031038,1616.3407171005063,250,51.416485449707665,-0.018718513650908042,111,0.7965216486303942,0.018718513650908042,0.8152401622813022,9.914254361723504
155.012,0.16784421194142243,44.800000000000004,0,554.4730653102235,0.5949764696100702,1535.4117323784228,250,55.10684037394994,-0.01724483268077337,112,0.7792768159496208,0.01724483268077337,0.7965216486303942,9.905115296741045
154.708,0.16739301033324253,46.400000000000006,0,557.4730146972641,0.5870705280457431,1532.8195763082276,250,55.38554627337353,-0.013212387202765519,113,0.7660644287468553,0.013212387202765519,0.7792768159496208,9.907823618094913
152.756,0.16930240854304682,45.2,0,573.0867870798654,0.5973027814349423,1513.5513735144275,250,56.952335017977965,-0.014034474765256988,114,0.7520299539815983,0.014034474765256988,0.7660644287468553,9.90829409983521
155.824,0.17099799408501182,50.0,0,568.9984124843492,0.5652473413294238,1545.0620055539016,250,56.51046826916231,-0.015013894217016266,115,0.7370160597645821,0.015013894217016266,0.7520299539815983,9.915430264618427
149.64,0.17383033338008594,42.4,0,579.0189825407584,0.6186282863613974,1482.5488532069337,250,57.53411509704482,-0.015675779231939413,116,0.7213402805326427,0.015675779231939413,0.7370160597645821,9.907436869867238
141.028,0.1720135292630179,38.0,0,606.3886993853562,0.6608204258263356,1396.2979256793149,250,60.27851371757602,-0.016835322753583903,117,0.7045049577790587,0.016835322753583903,0.7213402805326427,9.900856040497738
143.34,0.17415374609721324,36.8,0,590.3897829393674,0.6617805490688764,1419.4963463528059,250,58.68969585881324,-0.017045779615709855,118,0.6874591781633489,0.017045779615709855,0.7045049577790587,9.903002276774144
130.788,0.17109787087715098,32.0,0,625.0185083106232,0.7181179864751189,1293.7172643659846,250,62.1776732919462,-0.017603580729425916,119,0.669855597433923,0.017603580729425916,0.6874591781633489,9.891712269978779
129.896,0.16973901750943962,27.6,0,590.7236876377453,0.7432963725015265,1284.4685555034857,250,58.762140737042586,-0.016679890280132503,120,0.6531757071537905,0.016679890280132503,0.669855597433923,9.88843810050722
133.56,0.17163062515292454,28.4,0,590.3483060450847,0.7292699284944949,1321.3306563038718,250,58.72449574070431,-0.020703395863915786,121,0.6324723112898747,0.020703395863915786,0.6531757071537905,9.893161547648035
129.088,0.17532666378956688,32.4,0,636.9874077560573,0.7210131252130808,1277.5593130863033,250,63.33770011612357,-0.02193466108728037,122,0.6105376502025943,0.02193466108728037,0.6324723112898747,9.896809254820768
115.348,0.1746060695241444,21.6,0,601.1333438631519,0.8201818518264015,1139.2060325598297,250,59.82603861196226,-0.021352294891522572,123,0.5891853553110717,0.021352294891522572,0.6105376502025943,9.87625301314136
113.312,0.1696433353989924,17.2,0,578.21742762838,0.8500706347659065,1118.581804800411,250,57.57963751188436,-0.020998632179584864,124,0.5681867231314869,0.020998632179584864,0.5891853553110717,9.871697656033
105.4,0.16716756418332687,15.2,0,574.2313786731506,0.8914980318308354,1039.6342847135659,250,57.18545269559383,-0.019524153931212873,125,0.548662569200274,0.019524153931212873,0.5681867231314869,9.863702891020548
92.92,0.1599373226838136,8.0,0,482.12037208919816,0.9871932098121872,914.1887319324636,250,48.0588139678873,-0.01901846915245098,126,0.529644100047823,0.01901846915245098,0.548662569200274,9.838449547271455
97.088,0.15373246999506998,10.4,0,539.6226569800798,0.9539242056888642,956.3227827724572,250,53.79963063070228,-0.019526714054221572,127,0.5101173859936015,0.019526714054221572,0.529644100047823,9.850061622161926
88.716,0.1464404354739655,7.6,0,498.6707817065937,1.0124627489109155,872.6326459982907,250,49.716268403813245,-0.01876895725789751,128,0.49134842873570395,0.01876895725789751,0.5101173859936015,9.83624877134103
84.36,0.1391159395125003,5.2,0,465.88314131750053,1.050918104563997,828.9088278282443,250,46.49049795388301,-0.01969240466307748,129,0.47165602407262647,0.01969240466307748,0.49134842873570395,9.82585144414704
77.836,0.12948857063196692,0.8,0,405.73352136258933,1.1177319041421319,763.3684990732439,250,40.60188547346047,-0.018839882641624728,130,0.45281614143100174,0.018839882641624728,0.47165602407262647,9.807396308562156
79.728,0.12343402866595525,3.5999999999999996,0,414.0826969886913,1.0895324881564705,782.7658422996136,250,41.32657759844142,-0.01800434046496524,131,0.4348118009660365,0.01800434046496524,0.45281614143100174,9.817954072591984
73.708,0.11587974425561401,1.6,0,364.86701527604555,1.1436103236495982,722.5042106590297,250,36.462785631380385,-0.01635563614477137,132,0.41845616482126513,0.01635563614477137,0.4348118009660365,9.802249561228491
73.6,0.11056730781433659,1.6,0,400.485839782129,1.1446581699360316,721.5646746695713,250,40.02789027665585,-0.01569192839186545,133,0.4027642364293997,0.01569192839186545,0.41845616482126513,9.803867862358306
69.56,0.10507926905840803,3.2,0,402.29044663319723,1.167348560296492,681.5376058855792,250,40.13485268441881,-0.015175350759001893,134,0.3875888856703978,0.015175350759001893,0.4027642364293997,9.797837922449384
