Eta,DeltaOmega,DualBefore,NormDeltaVar,Epsilon,DualReg,WeightMedian,Wins,LossReg,WeightMean,TimestepsMean,DualAfter,WeightMax,WeightMin,ITERATIONS,Traj,Primal,Omega,ReturnsMean,NormDeltaOmega,TimestepsStd,ReturnsStd,RewardStd,RewardMean,ConfortViolation,OmegaBefore
2.7477637040065006,[[-0.62227049]],7.204359002720262,41.68715641535668,0.7201,0.0,0.05439633477205651,0.0,0.0,0.026270119440898757,500.0,5.916024416663203,1.0,0.026270119440898757,0,100,5.9160254506964565,[[0.17772951]],1166.989898989899,0.6222704858447837,0.0,56.821801007067414,2.4143496933128805,2.33328,0,[[0.8]]
1.516752184836728,[[-0.17606124]],9.963693779117463,69.46416331496326,0.7201,0.0,0.005120885667739466,0.0,0.0,0.0013698762918519134,500.0,9.955106248066322,1.0,0.0013698762918519134,1,100,9.955106842002037,[[0.00166827]],2687.4141414141413,0.17606124343155807,0.0,140.92114064549892,4.445995501572174,5.378,0,[[0.17772951]]
0.00296979768451751,[[-0.00166827]],10.71144399903949,193.69655857382753,0.7201,0.0,1.0,0.0,0.0,0.0,500.0,10.00211284068388,1.0,0.0,2,100,10.000000000002716,[[2.16021708e-09]],4960.10101010101,0.001668268563441191,0.0,21.535732556787423,0.8579919617339082,9.92044,0,[[0.00166827]]
0.0029605945481717202,[[0.]],10.718098088311146,0.0,0.7201,0.0,1.0,0.0,0.0,0.0,500.0,10.002125997015947,1.0,0.0,3,100,9.999999999997792,[[2.16021708e-09]],4990.0,0.0,0.0,0.0,0.4467661580737735,9.98,0,[[2.16021708e-09]]
0.0029605945481717202,[[0.]],10.718098088311146,0.0,0.7201,0.0,1.0,0.0,0.0,0.0,500.0,10.002125997015947,1.0,0.0,4,100,9.999999999997792,[[2.16021708e-09]],4990.0,0.0,0.0,0.0,0.4467661580737735,9.98,0,[[2.16021708e-09]]
0.0029605945481717202,[[0.]],10.718098088311146,0.0,0.7201,0.0,1.0,0.0,0.0,0.0,500.0,10.002125997015947,1.0,0.0,5,100,9.999999999997792,[[2.16021708e-09]],4990.0,0.0,0.0,0.0,0.4467661580737735,9.98,0,[[2.16021708e-09]]
0.0029605945481717202,[[0.]],10.718098088311146,0.0,0.7201,0.0,1.0,0.0,0.0,0.0,500.0,10.002125997015947,1.0,0.0,6,100,9.999999999997792,[[2.16021708e-09]],4990.0,0.0,0.0,0.0,0.4467661580737735,9.98,0,[[2.16021708e-09]]
0.0029605945481717202,[[0.]],10.718098088311146,0.0,0.7201,0.0,1.0,0.0,0.0,0.0,500.0,10.002125997015947,1.0,0.0,7,100,9.999999999997792,[[2.16021708e-09]],4990.0,0.0,0.0,0.0,0.4467661580737735,9.98,0,[[2.16021708e-09]]
0.0029605945481717202,[[0.]],10.718098088311146,0.0,0.7201,0.0,1.0,0.0,0.0,0.0,500.0,10.002125997015947,1.0,0.0,8,100,9.999999999997792,[[2.16021708e-09]],4990.0,0.0,0.0,0.0,0.4467661580737735,9.98,0,[[2.16021708e-09]]
0.0029605945481717202,[[0.]],10.718098088311146,0.0,0.7201,0.0,1.0,0.0,0.0,0.0,500.0,10.002125997015947,1.0,0.0,9,100,9.999999999997792,[[2.16021708e-09]],4990.0,0.0,0.0,0.0,0.4467661580737735,9.98,0,[[2.16021708e-09]]
0.0029605945481717202,[[0.]],10.718098088311146,0.0,0.7201,0.0,1.0,0.0,0.0,0.0,500.0,10.002125997015947,1.0,0.0,10,100,9.999999999997792,[[2.16021708e-09]],4990.0,0.0,0.0,0.0,0.4467661580737735,9.98,0,[[2.16021708e-09]]
0.0029605945481717202,[[0.]],10.718098088311146,0.0,0.7201,0.0,1.0,0.0,0.0,0.0,500.0,10.002125997015947,1.0,0.0,11,100,9.999999999997792,[[2.16021708e-09]],4990.0,0.0,0.0,0.0,0.4467661580737735,9.98,0,[[2.16021708e-09]]
0.0029605945481717202,[[0.]],10.718098088311146,0.0,0.7201,0.0,1.0,0.0,0.0,0.0,500.0,10.002125997015947,1.0,0.0,12,100,9.999999999997792,[[2.16021708e-09]],4990.0,0.0,0.0,0.0,0.4467661580737735,9.98,0,[[2.16021708e-09]]
0.0029605945481717202,[[0.]],10.718098088311146,0.0,0.7201,0.0,1.0,0.0,0.0,0.0,500.0,10.002125997015947,1.0,0.0,13,100,9.999999999997792,[[2.16021708e-09]],4990.0,0.0,0.0,0.0,0.4467661580737735,9.98,0,[[2.16021708e-09]]
0.0029605945481717202,[[0.]],10.718098088311146,0.0,0.7201,0.0,1.0,0.0,0.0,0.0,500.0,10.002125997015947,1.0,0.0,14,100,9.999999999997792,[[2.16021708e-09]],4990.0,0.0,0.0,0.0,0.4467661580737735,9.98,0,[[2.16021708e-09]]
0.0029605945481717202,[[0.]],10.718098088311146,0.0,0.7201,0.0,1.0,0.0,0.0,0.0,500.0,10.002125997015947,1.0,0.0,15,100,9.999999999997792,[[2.16021708e-09]],4990.0,0.0,0.0,0.0,0.4467661580737735,9.98,0,[[2.16021708e-09]]
0.0029605945481717202,[[0.]],10.718098088311146,0.0,0.7201,0.0,1.0,0.0,0.0,0.0,500.0,10.002125997015947,1.0,0.0,16,100,9.999999999997792,[[2.16021708e-09]],4990.0,0.0,0.0,0.0,0.4467661580737735,9.98,0,[[2.16021708e-09]]
0.0029605945481717202,[[0.]],10.718098088311146,0.0,0.7201,0.0,1.0,0.0,0.0,0.0,500.0,10.002125997015947,1.0,0.0,17,100,9.999999999997792,[[2.16021708e-09]],4990.0,0.0,0.0,0.0,0.4467661580737735,9.98,0,[[2.16021708e-09]]
0.0029605945481717202,[[0.]],10.718098088311146,0.0,0.7201,0.0,1.0,0.0,0.0,0.0,500.0,10.002125997015947,1.0,0.0,18,100,9.999999999997792,[[2.16021708e-09]],4990.0,0.0,0.0,0.0,0.4467661580737735,9.98,0,[[2.16021708e-09]]
0.0029605945481717202,[[0.]],10.718098088311146,0.0,0.7201,0.0,1.0,0.0,0.0,0.0,500.0,10.002125997015947,1.0,0.0,19,100,9.999999999997792,[[2.16021708e-09]],4990.0,0.0,0.0,0.0,0.4467661580737735,9.98,0,[[2.16021708e-09]]
