OmegaBefore,ReturnsMean,TimestepsStd,Omega,DeltaOmega,RewardStd,Traj,ReturnsStd,NormDeltaOmega,Wins,TimestepsMean,NormDeltaVar,RewardMean,ITERATIONS,ConfortViolation
2.709513030141606,1875.9225613938133,19.040816789203134,2.6329560470559987,-0.07655698308560721,0.23389825358243177,250,187.49585914601283,0.07655698308560721,89.2,195.536,0.13951094148627974,9.593745199829256,54,0
2.6329560470559987,1902.1638512168731,11.436013990897353,2.5586433819794814,-0.07431266507651735,0.2245385492778139,250,114.81199514832562,0.07431266507651735,90.0,197.828,0.12133388961794513,9.61524077085586,55,0
2.5586433819794814,1909.9431999827987,13.311063067989723,2.4849781536970843,-0.07366522828239708,0.191688883659684,250,132.07431010036512,0.07366522828239708,92.80000000000001,198.14,0.13343254984802555,9.63936206713838,56,0
2.4849781536970843,1913.6834483602656,11.71340155548336,2.415890495015973,-0.06908765868111111,0.2013323408102538,250,117.44261332246269,0.06908765868111111,92.0,198.168,0.12774166408029233,9.656874209560906,57,0
2.415890495015973,1935.1940320928409,6.28862592304551,2.3512893061990616,-0.06460118881691157,0.1449942174881852,250,63.1582959529316,0.06460118881691157,96.0,199.928,0.11178885269602465,9.679454764179308,58,0
2.3512893061990616,1923.3796244480527,10.86167869162037,2.288117119500773,-0.06317218669828861,0.23494709270489192,250,108.43478935036171,0.06317218669828861,88.8,198.456,0.09826544319579027,9.69171818664113,59,0
2.288117119500773,1906.408157272193,17.417414733536088,2.223235441387479,-0.06488167811329415,0.24499512331560386,250,173.07807489267802,0.06488167811329415,88.0,196.392,0.10627982380512388,9.707157915150274,60,0
2.223235441387479,1926.1874983750538,12.564457807641363,2.1610712555264024,-0.062164185861076415,0.20597767881329312,250,125.8103340248993,0.062164185861076415,91.60000000000001,198.12,0.08138334756037476,9.722327369145233,61,0
2.1610712555264024,1941.0848028446785,10.598599152718249,2.0986651867565,-0.0624060687699024,0.16411287548542688,250,106.55869778284341,0.0624060687699024,94.8,199.264,0.08857189952972813,9.741271894796244,62,0
2.0986651867565,1933.1807878102675,12.736108667878115,2.0373826500386145,-0.06128253671788553,0.2017915898337247,250,128.06144377159677,0.06128253671788553,92.0,198.244,0.08020105154443057,9.751522304888256,63,0
2.0373826500386145,1933.972970818483,14.607450153945416,1.9779809843763563,-0.05940166566225824,0.19757959065219857,250,146.29957930669062,0.05940166566225824,92.4,198.08,0.07438948194959553,9.763595369640967,64,0
1.9779809843763563,1935.156640757506,12.901007092471502,1.9261886610281964,-0.05179232334815986,0.22527171211374145,250,130.09270556887154,0.05179232334815986,90.0,198.004,0.07057026967664776,9.773320946836963,65,0
1.9261886610281964,1915.9631146065587,17.179837484679535,1.8815076682689267,-0.04468099275926973,0.25953958568029506,250,172.98269863064704,0.04468099275926973,86.8,195.928,0.06405713116261241,9.778914267519491,66,0
1.8815076682689267,1920.8772633811377,17.476787347793646,1.8408904707404141,-0.04061719752851256,0.22624311765066077,250,175.78209898205225,0.04061719752851256,90.0,196.148,0.06720910217388187,9.792999487025806,67,0
1.8408904707404141,1921.454347096371,17.543480156456983,1.8033168374133,-0.037573633327114164,0.24311169121186943,250,176.90161211876392,0.037573633327114164,88.4,196.048,0.09108817855933148,9.800938275811898,68,0
1.8033168374133,1908.092130144484,19.841210043744812,1.7700428674226365,-0.033273969990663455,0.27453294638549836,250,199.3432344261063,0.033273969990663455,85.2,194.628,0.0867029529596137,9.803790462546417,69,0
1.7700428674226365,1912.6865910477932,19.270686962327,1.7377775403386875,-0.032265327083949025,0.28127270826374334,250,193.88052258280644,0.032265327083949025,84.39999999999999,194.932,0.10234562724423985,9.812070830073017,70,0
1.7377775403386875,1861.816558911462,26.152910660192298,1.7045894305628242,-0.033188109775863284,0.34024227465445556,250,262.9952137252178,0.033188109775863284,77.60000000000001,189.708,0.0949738253514128,9.814117269231986,71,0
1.7045894305628242,1859.66296413925,27.51462040443226,1.6685007978822586,-0.03608863268056561,0.36943024933387564,250,275.7999607018257,0.03608863268056561,73.6,189.392,0.10211817882771189,9.819120998454265,72,0
1.6685007978822586,1879.3052724104332,24.34824543986691,1.6331875350974985,-0.0353132627847601,0.3623754713118222,250,244.57435823776257,0.0353132627847601,74.4,191.288,0.10326671065483703,9.824480743227143,73,0
1.6331875350974985,1892.9401637090034,24.639751946803358,1.5973291445198552,-0.035858390577643284,0.30371104455886666,250,247.46879681791714,0.035858390577643284,82.0,192.432,0.12285307134120119,9.836930259567033,74,0
1.5973291445198552,1889.9258119053763,23.086853748399758,1.5609108433207879,-0.036418301199067304,0.32706842648335993,250,232.72488591543416,0.036418301199067304,79.2,192.072,0.11896308186935343,9.839673726026573,75,0
1.5609108433207879,1899.4059488618968,24.62950718142773,1.5258310571242888,-0.035079786196499096,0.28730049511997324,250,247.43191527333624,0.035079786196499096,84.0,192.876,0.10945217790738943,9.847808689841644,76,0
1.5258310571242888,1839.5735128814588,27.240840221990215,1.4888320226480538,-0.03699903447623498,0.40833931809881274,250,274.9544506803402,0.03699903447623498,68.4,186.932,0.11090784722528069,9.840870010920861,77,0
1.4888320226480538,1837.9235600503227,31.351739983611758,1.4526149116409608,-0.03621711100709302,0.38472934908117346,250,314.90227968579575,0.03621711100709302,72.0,186.62,0.10965559892838904,9.848481191996155,78,0
1.4526149116409608,1825.3960609630133,30.344866056715425,1.4197525334362942,-0.03286237820466664,0.42318527652719945,250,305.6069598357414,0.03286237820466664,66.4,185.348,0.11532536023836178,9.848479945632073,79,0
1.4197525334362942,1849.8085445050392,33.00946506685621,1.388052411144983,-0.03170012229131114,0.36230983130893485,250,331.33327147495976,0.03170012229131114,75.2,187.596,0.1272625909001826,9.860596945057672,80,0
1.388052411144983,1834.1241622908726,32.820779027926804,1.3609076970709884,-0.027144714073994658,0.36093635559565185,250,330.3844558216405,0.027144714073994658,75.6,185.908,0.12192137550166297,9.865762432444393,81,0
1.3609076970709884,1832.8356214581302,32.691875688005425,1.3361403726736922,-0.02476732439729612,0.3726858425287543,250,329.3313807451813,0.02476732439729612,74.0,185.708,0.13306489380245198,9.86944892766133,82,0
1.3361403726736922,1776.6604614906628,38.11379676705012,1.3160530629314517,-0.02008730974224049,0.4397655072599189,250,383.0427518212642,0.02008730974224049,64.8,180.136,0.1321591901554544,9.862883940415369,83,0
1.3160530629314517,1783.0088502199433,36.951905823651366,1.2961514141088184,-0.019901648822633344,0.4439110247194637,250,371.6086787866079,0.019901648822633344,64.0,180.716,0.1387330284286555,9.866358541689412,84,0
1.2961514141088184,1796.359603361216,35.56036557742341,1.2782131179262783,-0.01793829618254006,0.42519469915758545,250,358.0471664063306,0.01793829618254006,66.8,181.98,0.14204729370351787,9.87119245719978,85,0
1.2782131179262783,1778.0705552242352,36.56318607561436,1.2589351179900288,-0.019277999936249568,0.4567986863189513,250,367.97339751096627,0.019277999936249568,62.0,180.132,0.13887118615652852,9.870931068462212,86,0
1.2589351179900288,1755.424130120134,42.363976395045825,1.2370609768623022,-0.021874141127726565,0.44536064555175303,250,425.5714681816765,0.021874141127726565,64.4,177.752,0.14570278779450532,9.875692707368323,87,0
1.2370609768623022,1786.5388756296468,37.674051335103314,1.2156160414902666,-0.021444935372035623,0.4292363005237561,250,379.1551920470517,0.021444935372035623,66.4,180.816,0.15081716181032745,9.880424717003178,88,0
1.2156160414902666,1790.5443330487174,36.88728778319165,1.1941230431798477,-0.021492998310418843,0.4532521771587413,250,371.21283493519576,0.021492998310418843,62.4,181.2,0.15276496549839283,9.881591241990716,89,0
1.1941230431798477,1738.0443257793147,41.890925031562624,1.1699723235558148,-0.024150719624032924,0.47461967826181656,250,421.4686483792334,0.024150719624032924,60.0,175.92,0.15423763393018078,9.879742643129347,90,0
1.1699723235558148,1755.979110700662,38.97964104503786,1.1430469901221092,-0.026925333433705623,0.4790800242969563,250,392.5424401307568,0.026925333433705623,58.8,177.672,0.15863996144727288,9.883263039199548,91,0
1.1430469901221092,1706.152638039575,43.41715863572834,1.1156303710043454,-0.02741661911776383,0.5024191019031722,250,436.79505829318515,0.02741661911776383,56.00000000000001,172.656,0.16119146393121153,9.88180334329288,92,0
1.1156303710043454,1673.144449102476,42.38743209962123,1.0860470148769898,-0.02958335612735552,0.5427772030563258,250,426.8492033434853,0.02958335612735552,49.6,169.36,0.16066392619226633,9.879218523278672,93,0
1.0860470148769898,1655.9486770097515,47.8812044961277,1.0547371126010665,-0.03130990227592334,0.5283428952293658,250,481.4324680111454,0.03130990227592334,52.800000000000004,167.516,0.16566063733826958,9.885316489229398,94,0
1.0547371126010665,1640.2866342729592,49.3284049610364,1.0237028665324295,-0.031034246068637028,0.5378209371329622,250,495.8143174552609,0.031034246068637028,51.6,165.908,0.17327717274090043,9.886724174078159,95,0
1.0237028665324295,1631.7967492641956,50.686313734577304,0.9937978675297174,-0.02990499900271204,0.5568091810657231,250,509.00220862063105,0.02990499900271204,48.4,165.04,0.18567017330197438,9.887280351818927,96,0
0.9937978675297174,1561.2708276867463,53.981301058792575,0.9700151015079849,-0.02378276602173257,0.5822449076676431,250,542.3092308440291,0.02378276602173257,46.0,157.944,0.18903748029000536,9.884964466435864,97,0
0.9700151015079849,1547.084622474665,52.40169707175522,0.9474202056314549,-0.022594895876529963,0.6018751760758405,250,526.5843165379318,0.022594895876529963,42.8,156.512,0.1866147192014806,9.884766806856117,98,0
0.9474202056314549,1484.304543597165,52.367281541053856,0.9303296069343503,-0.01709059869710461,0.6512569428022073,250,526.0672396460635,0.01709059869710461,35.6,150.268,0.18569910567446443,9.87771543906331,99,0
0.9303296069343503,1521.788269546005,51.34069746312374,0.914684728305126,-0.015644878629224257,0.6376109870051336,250,515.8925139989943,0.015644878629224257,36.8,153.972,0.1882809507980135,9.883539017133018,100,0
0.914684728305126,1444.3654549977596,54.34014722100042,0.9041148142217564,-0.010569914083369603,0.6684537674798354,250,545.7657812279513,0.010569914083369603,34.0,146.22,0.1902201956994543,9.878029373531389,101,0
0.9041148142217564,1507.1102024949957,54.839939314335496,0.8947610534495374,-0.009353760772219055,0.6227666441985193,250,551.0573371003094,0.009353760772219055,40.400000000000006,152.416,0.19297833852633334,9.888136432493939,102,0
0.8947610534495374,1523.4369053185792,53.463732604448786,0.8931279298079535,-0.0016331236415838557,0.619563189546698,250,537.3038696844093,0.0016331236415838557,40.400000000000006,154.036,0.19196438587664671,9.890135457416312,103,0
0.8931279298079535,1558.5945155165123,51.56570953647394,0.8898870322450863,-0.003240897562867273,0.6085255210328264,250,518.4722158501733,0.003240897562867273,41.199999999999996,157.56,0.19645828537863158,9.892069786218025,104,0
0.8898870322450863,1525.4127823973672,52.43133124382787,0.8838708108032213,-0.006016221441864977,0.6273177022522266,250,527.0163839850234,0.006016221441864977,38.800000000000004,154.252,0.19793696105560046,9.889095651254875,105,0
0.8838708108032213,1514.8664886494867,54.50352810598594,0.8800516187553252,-0.0038191920478960473,0.6151333819648809,250,548.0055746709094,0.0038191920478960473,41.6,153.132,0.19671647220308494,9.892553409146922,106,0
0.8800516187553252,1546.916554063867,52.83919514905578,0.8759112808481347,-0.004140337907190483,0.6210365840751115,250,530.8974248306905,0.004140337907190483,39.2,156.384,0.19117533327974864,9.891782753119672,107,0
0.8759112808481347,1553.174601619426,54.65643808372441,0.8741197113822067,-0.0017915694659280668,0.5910715109318814,250,549.545642650044,0.0017915694659280668,44.800000000000004,156.924,0.19031934180854507,9.897623063517537,108,0
0.8741197113822067,1637.4969203269916,50.579482955048086,0.8714100747864463,-0.0027096365957604007,0.5570631880469651,250,508.479954006313,0.0027096365957604007,48.4,165.352,0.19333016591958133,9.903097152299285,109,0
0.8714100747864463,1578.8670269834672,52.47378255853107,0.8660850965044017,-0.00532497828204459,0.5800614969528349,250,527.8372618987578,0.00532497828204459,46.0,159.488,0.18806430702234,9.899597631066081,110,0
0.8660850965044017,1611.599101942527,51.989415692042556,0.8585673410158368,-0.007517755488564926,0.5615799009101612,250,522.8832220016671,0.007517755488564926,48.4,162.716,0.18919329396930462,9.904367744674937,111,0
0.8585673410158368,1613.0330049364666,52.23490694928058,0.8535115434100227,-0.005055797605814094,0.5634277097396775,250,525.3667450622095,0.005055797605814094,48.0,162.864,0.18807999067333475,9.904171609050904,112,0
0.8535115434100227,1568.6672293399834,53.79357047082858,0.8496387268250025,-0.0038728165850201446,0.5840875927936383,250,540.8796228687248,0.0038728165850201446,45.6,158.424,0.1826289008496629,9.901701947558347,113,0
0.8496387268250025,1621.0874522229403,51.53808626637198,0.8502423715055691,0.0006036446805666174,0.5469709059524009,250,518.6316923379079,0.0006036446805666174,50.8,163.608,0.18437281417582807,9.908362990947511,114,0
0.8502423715055691,1596.0605582657292,51.71675179281854,0.8516250543796505,0.0013826828740813868,0.5749787560917806,250,520.2915322371363,0.0013826828740813868,46.400000000000006,161.172,0.182931335472176,9.902840184807097,115,0
0.8516250543796505,1631.3440693816087,51.92184295650531,0.855181973419625,0.00355691903997446,0.5560737233036616,250,522.1348752397528,0.00355691903997446,48.8,164.668,0.18345513065916216,9.906867572215662,116,0
0.855181973419625,1677.498508434445,47.38006331781333,0.8628591328968759,0.007677159477250894,0.5202427823487149,250,477.17360524678895,0.007677159477250894,54.0,169.24,0.18444092228323353,9.911950534356212,117,0
0.8628591328968759,1660.4456249428824,50.01142733416034,0.8673399424537197,0.004480809556843823,0.5294101518918543,250,503.1861027336101,0.004480809556843823,52.800000000000004,167.556,0.18065945688289012,9.909795083093906,118,0
0.8673399424537197,1679.5381226498,48.95166857217433,0.8682647970528433,0.0009248545991236146,0.533061999363893,250,492.36099945488724,0.0009248545991236146,51.6,169.512,0.18311638018541238,9.908078027808063,119,0
0.8682647970528433,1670.5165332638264,50.34322198667861,0.8673167208920272,-0.0009480761608161581,0.5365827549460983,250,506.1963947795774,0.0009480761608161581,51.2,168.6,0.1703733730866137,9.90816449148177,120,0
0.8673167208920272,1751.9977679503272,44.04887630802856,0.8604148467422058,-0.006901874149821352,0.47032001105595217,250,443.60353047787635,0.006901874149821352,60.8,176.636,0.16485690408102507,9.918690232740364,121,0
0.8604148467422058,1770.439778746961,44.14847748224167,0.8491287949761258,-0.011286051766079996,0.46093101203829795,250,444.2576296729889,0.011286051766079996,62.0,178.456,0.1585407179537962,9.920875614980506,122,0
0.8491287949761258,1703.411474745542,48.34725539262802,0.8369836669234273,-0.012145128052698517,0.5251089305275554,250,486.2158148866602,0.012145128052698517,52.400000000000006,171.836,0.1571170243130944,9.913007022658476,123,0
0.8369836669234273,1747.747245467072,46.35043231729344,0.8238027868799244,-0.01318088004350293,0.46636222820867773,250,466.67169932623284,0.01318088004350293,61.6,176.132,0.16583496318335267,9.92293987161374,124,0
0.8238027868799244,1685.4766293612108,49.42681523221985,0.8151644321061456,-0.008638354773778723,0.5010188654182707,250,497.59687146969696,0.008638354773778723,57.199999999999996,169.956,0.16651094149396115,9.91713519594019,125,0
0.8151644321061456,1715.2861378423565,47.20010593208452,0.8107765603593523,-0.004387871746793337,0.48515104397028974,250,475.3698638979264,0.004387871746793337,59.199999999999996,172.9,0.16327874161536912,9.920683272656776,126,0
0.8107765603593523,1645.667282060449,52.51978431029587,0.8107093501222575,-6.721023709477247e-05,0.5343167358882942,250,528.3295958693755,6.721023709477247e-05,52.400000000000006,165.984,0.1546202156965647,9.914613951106427,127,0
0.8107093501222575,1725.0152123579892,45.01772166602837,0.8110215754462782,0.00031222532402064296,0.49072546273919726,250,453.7472950355415,0.00031222532402064296,57.99999999999999,173.856,0.1586966035469378,9.922091917207283,128,0
0.8110215754462782,1729.30629880329,47.854671496103705,0.8113393570497323,0.00031778160345408146,0.44159699426582566,250,482.07864913622393,0.00031778160345408146,66.0,174.196,0.16176702613177882,9.92735940436801,129,0
0.8113393570497323,1798.7624187492784,39.549540376596035,0.8168689936101243,0.0055296365603920705,0.44050999687686554,250,398.74562060205096,0.0055296365603920705,64.8,181.184,0.16059665099082132,9.927821544668836,130,0
0.8168689936101243,1769.811222735409,43.201736261405046,0.8295852135039365,0.01271621989381222,0.4364767099244873,250,435.586994653623,0.01271621989381222,66.0,178.272,0.1593485962454769,9.927589429273297,131,0
