NormDeltaVar,DeltaOmega,Omega,RewardStd,Wins,ConfortViolation,RewardMean,TimestepsStd,TimestepsMean,ReturnsMean,Traj,ReturnsStd,OmegaBefore,NormDeltaOmega,ITERATIONS
0.2721301058603047,-0.11331946734181209,5.824665800470907,0.6813352086105771,12.4,0,8.09667241817205,45.13294654684092,128.556,1040.875819390526,250,373.86429195303106,5.937985267812719,0.11331946734181209,20
0.2845233850036768,-0.11426358882355458,5.710402211647352,0.6103854163196117,19.6,0,8.19115287471651,41.07512025545391,150.136,1229.786927998438,250,344.62169838499057,5.824665800470907,0.11426358882355458,21
0.29014079158440875,-0.11558431750973774,5.5948178941376145,0.551295093362515,30.8,0,8.271854858997834,38.586007826672095,162.0,1340.0404871576493,250,325.3747042943691,5.710402211647352,0.11558431750973774,22
0.2637046113762866,-0.1165584132430082,5.478259480894606,0.5666345414760778,28.4,0,8.331358503668087,35.48209711953339,161.028,1341.5819971286646,250,301.7752458857194,5.5948178941376145,0.1165584132430082,23
0.2488916841268642,-0.11750235089351246,5.360757130001094,0.5736258804178013,28.4,0,8.39610410108668,36.67006212157269,159.612,1340.118967782647,250,314.0354912816489,5.478259480894606,0.11750235089351246,24
0.23900839228262824,-0.11798118878845365,5.24277594121264,0.5914237615772958,26.400000000000002,0,8.45513385002234,36.79882519863915,156.408,1322.450575214294,250,317.7049230425252,5.360757130001094,0.11798118878845365,25
0.22990475678499608,-0.11783346540950834,5.124942475803132,0.5835660957139089,28.4,0,8.518940231264668,38.13709920798906,158.392,1349.3319811104734,250,331.4522271661693,5.24277594121264,0.11783346540950834,26
0.23438129282153686,-0.11810190539562537,5.0068405704075065,0.531780428218092,39.2,0,8.587392919058889,37.9883847511315,165.568,1421.7974708227423,250,333.04956078224797,5.124942475803132,0.11810190539562537,27
0.24589369355532975,-0.11787622385180807,4.8889643465556984,0.4344363673986271,57.199999999999996,0,8.665938986966163,33.59821447636764,179.772,1557.893183564881,250,296.6540714573986,5.0068405704075065,0.11787622385180807,28
0.24449842327854543,-0.11881797730927701,4.770146369246421,0.41694489287073544,60.8,0,8.731142198958125,32.089724211965425,181.16,1581.7337207632536,250,286.32959399748864,4.8889643465556984,0.11881797730927701,29
0.24202395971179042,-0.11988863572437047,4.650257733522051,0.30410198417591383,79.2,0,8.802138638876269,24.404177019518603,190.988,1681.1028543617008,250,219.68019931803494,4.770146369246421,0.11988863572437047,30
0.2241941517433355,-0.12059009494412543,4.5296676385779255,0.27107995777184946,83.6,0,8.863051737316955,17.790734217563926,194.924,1727.6214968447703,250,162.37507019008328,4.650257733522051,0.12059009494412543,31
0.20798312141197428,-0.12135306657350498,4.408314572004421,0.2074731949976307,90.8,0,8.928250999864352,13.356708576591762,197.656,1764.7223796291883,250,122.46938607680963,4.5296676385779255,0.12135306657350498,32
0.1917584357352295,-0.1219110702506141,4.2864035017538065,0.1605480378958603,94.8,0,8.990995464224808,8.247449060163998,199.328,1792.1571438930027,250,77.6753676705558,4.408314572004421,0.1219110702506141,33
0.18071174525886738,-0.12305287089827477,4.163350630855532,0.13184712547059446,96.8,0,9.048578582680179,8.41857470121873,199.86,1808.4489155344604,250,78.42758766364831,4.2864035017538065,0.12305287089827477,34
0.18175702979142308,-0.12482114392425814,4.038529486931274,0.10814630068740437,98.0,0,9.10592894053532,5.067463270710503,200.396,1824.791735967516,250,48.214758141624785,4.163350630855532,0.12482114392425814,35
0.1622112504548056,-0.12464276277157671,3.913886724159697,0.10828563187082949,98.0,0,9.157481304936205,7.494104349420283,200.12,1832.5951587438333,250,70.73925594243279,4.038529486931274,0.12464276277157671,36
0.15569241587596713,-0.12448877443304651,3.7893979497266503,0.08839010441049276,98.8,0,9.210875560609685,3.397881693055248,200.68,1848.4385075031516,250,33.395724851811075,3.913886724159697,0.12448877443304651,37
0.14079647642635323,-0.12518397803571268,3.6642139716909377,0.08711879496038745,98.8,0,9.26064950304081,3.1111258412349705,200.664,1858.2789718781808,250,30.23028861327077,3.7893979497266503,0.12518397803571268,38
0.13510854324054308,-0.12476824741434678,3.539445724276591,0.10394852366255518,98.0,0,9.307382936562549,4.4358557235329465,200.428,1865.4601472093584,250,42.84865902512834,3.6642139716909377,0.12476824741434678,39
0.11870611096592591,-0.12309076103213812,3.4163549632444528,0.15339229652004524,95.19999999999999,0,9.348558935421261,9.039702649976935,199.424,1864.3270171374497,250,87.23129580275716,3.539445724276591,0.12309076103213812,40
0.11543410749250066,-0.11952681330902681,3.296828149935426,0.22430699096899961,89.2,0,9.386767866408203,9.274567375355035,198.68,1864.9630396979824,250,89.8840591727656,3.4163549632444528,0.11952681330902681,41
0.11208770555121346,-0.11635609606092823,3.1804720538744977,0.2932071077192748,81.6,0,9.422812709089978,15.835933316353666,195.596,1843.0644746471635,250,153.2576711420636,3.296828149935426,0.11635609606092823,42
0.11193421477466534,-0.11128564362590199,3.0691864102485957,0.3096114719839106,79.60000000000001,0,9.454724442604459,13.803698634786256,195.852,1851.7266915329683,250,134.02451861192347,3.1804720538744977,0.11128564362590199,43
0.13577321788488955,-0.106168519545351,2.9630178907032447,0.3470667199369501,74.8,0,9.483943093413195,17.54852518019677,193.292,1833.170328412023,250,171.45610887492765,3.0691864102485957,0.106168519545351,44
0.12451884919906477,-0.09687345705125328,2.8661444336519915,0.22615566394644224,89.60000000000001,0,9.518298177994133,14.226229296619678,197.12,1876.2469368462037,250,139.27330701221857,2.9630178907032447,0.09687345705125328,45
0.12664648283282645,-0.08967903420701617,2.7764653994449753,0.2855998756595064,83.6,0,9.539991824528675,19.901469694472315,193.748,1848.3543360187816,250,195.38713305669341,2.8661444336519915,0.08967903420701617,46
0.1287549939980871,-0.08156981346883097,2.6948955859761443,0.2815645932382282,84.39999999999999,0,9.561046988190931,22.627799185957084,192.948,1844.7848942774638,250,221.9955249653083,2.7764653994449753,0.08156981346883097,47
0.14308308338868814,-0.07513217920600956,2.6197634067701348,0.31803778034342944,80.0,0,9.58302254435931,25.00848368054329,191.912,1839.0970225330839,250,245.07385915728955,2.6948955859761443,0.07513217920600956,48
0.1450588310090611,-0.06983956006981362,2.549923846700321,0.3319466779118634,78.4,0,9.603282415571412,24.20228220643665,190.256,1827.0820992569547,250,238.78149815690168,2.6197634067701348,0.06983956006981362,49
0.14219575024583012,-0.06311889460909503,2.486804952091226,0.3276006230793719,78.8,0,9.621695287094004,20.232844584981123,192.8,1855.062851351724,250,200.4507472385671,2.549923846700321,0.06311889460909503,50
0.1502080605652548,-0.060080230019066594,2.4267247220721595,0.3678665502423199,73.2,0,9.63832040057284,22.57858135490359,191.108,1841.960135112674,250,223.24315569488118,2.486804952091226,0.060080230019066594,51
0.1519271332050854,-0.055629544750256166,2.3710951773219033,0.38318736735595577,71.2,0,9.648679574470133,23.633049401209316,189.824,1831.5509515442186,250,234.48995483000226,2.4267247220721595,0.055629544750256166,52
0.16128490834971657,-0.0538494638792506,2.3172457134426527,0.3552134767207034,75.2,0,9.671383293551365,25.178894018602165,190.464,1842.050347622967,250,249.12718171133946,2.3710951773219033,0.0538494638792506,53
0.16215005224427764,-0.046915930951927365,2.2703297824907254,0.34867126927753955,76.0,0,9.677047153493717,18.542362740492376,193.028,1867.941057944585,250,185.2275259486208,2.3172457134426527,0.046915930951927365,54
0.15955718217497228,-0.04092088664677451,2.229408895843951,0.3445061687175228,76.8,0,9.69186108969696,23.579990161151468,191.008,1851.223003020837,250,234.67849836794838,2.2703297824907254,0.04092088664677451,55
0.15414513017131568,-0.03413605709197709,2.1952728387519738,0.3668002317694157,74.0,0,9.696009748941039,25.70968253401819,189.168,1834.174772187679,250,255.6665894119389,2.229408895843951,0.03413605709197709,56
0.16859042350253636,-0.03152818762502996,2.163744651126944,0.3035047435178218,82.0,0,9.714727010854961,22.170151104582033,192.78,1872.805073152619,250,220.9464741778703,2.1952728387519738,0.03152818762502996,57
0.16728971730376482,-0.028903631567127608,2.134841019559816,0.29896302172419376,82.39999999999999,0,9.723834847681163,21.065746984144663,194.048,1886.890704522834,250,210.09104255384293,2.163744651126944,0.028903631567127608,58
0.16107969347737533,-0.027167493472072035,2.107673526087744,0.271664536978912,85.6,0,9.7316940115738,20.12151445592503,194.284,1890.7124393446045,250,201.59699605412678,2.134841019559816,0.027167493472072035,59
0.1449397603815363,-0.02590350516221296,2.081770020925531,0.2372410919418726,88.8,0,9.745377829311536,14.36789142497952,197.236,1922.13934154209,250,144.46212948383953,2.107673526087744,0.02590350516221296,60
0.14263987451989604,-0.029131027285139943,2.0526389936403913,0.20538533427399142,91.60000000000001,0,9.757168315750254,14.148800090467038,197.616,1928.172573885302,250,141.70232493829252,2.081770020925531,0.029131027285139943,61
0.12193127120649884,-0.031041152905292524,2.0215978407350987,0.2237189461632906,90.0,0,9.762691138939807,15.50625215840372,197.012,1923.3673066648093,250,155.09010342161102,2.0526389936403913,0.031041152905292524,62
0.11551979491072531,-0.03470643865120637,1.9868914020838924,0.26039271345185705,86.4,0,9.767716253785748,16.77350720630602,196.116,1915.6054408274458,250,167.97713538189907,2.0215978407350987,0.03470643865120637,63
0.10680640205583329,-0.0367412236610245,1.9501501784228679,0.29388883939942007,82.8,0,9.77130769968411,18.89237941605027,194.7,1902.4736091284963,250,189.1487414356786,1.9868914020838924,0.0367412236610245,64
0.10122080019338302,-0.035860809148221984,1.9142893692746459,0.2652490391920068,86.0,0,9.779783148146972,15.837883191891525,196.116,1917.9719518819918,250,159.58537335315089,1.9501501784228679,0.035860809148221984,65
0.1045926034765043,-0.03597496382432608,1.8783144054503198,0.17441981319249478,94.0,0,9.79429412693983,9.60538265765607,199.068,1949.7305432616579,250,97.30447327455012,1.9142893692746459,0.03597496382432608,66
0.10634333938118756,-0.03456282104580333,1.8437515844045165,0.14330350618940932,96.0,0,9.802035784625012,9.1358949205866,199.632,1956.8000077562606,250,92.3404556951377,1.8783144054503198,0.03456282104580333,67
0.09649015045767759,-0.03479480482165198,1.8089567795828645,0.20685590130018194,91.60000000000001,0,9.805300444228541,16.632702245876946,197.096,1932.5854963556687,250,167.16199999524702,1.8437515844045165,0.03479480482165198,68
0.09102280309612422,-0.0345967425528817,1.7743600370299828,0.2113178620202483,91.2,0,9.811270139947165,13.244065236927822,197.644,1939.138675539718,250,134.42352132809864,1.8089567795828645,0.0345967425528817,69
0.09560320012626673,-0.03172618397139515,1.7426338530585876,0.20226859607428727,92.0,0,9.817411109247997,13.183640771805033,197.704,1940.941445942766,250,133.87645232888352,1.7743600370299828,0.03172618397139515,70
0.08990620752160872,-0.030993334187042088,1.7116405188715456,0.1807043460739766,93.60000000000001,0,9.825456873269715,11.735931833476197,198.648,1951.8073569612825,250,118.90684409261819,1.7426338530585876,0.030993334187042088,71
0.0823650367012761,-0.030342477741948093,1.6812980411295975,0.1804675945425727,93.60000000000001,0,9.832114068568526,16.144234388784128,197.764,1944.4382066563862,250,162.18901981740075,1.7116405188715456,0.030342477741948093,72
0.0899585325801506,-0.031015304223199536,1.650282736906398,0.21600653004349674,90.8,0,9.836502454357769,15.494672116569618,196.944,1937.2401393710365,250,156.77757804669702,1.6812980411295975,0.031015304223199536,73
0.0807311227876062,-0.030896318246274257,1.6193864186601237,0.20047013761052918,92.0,0,9.8441061811597,11.995255061898433,198.184,1950.9443394069542,250,121.68808375818817,1.650282736906398,0.030896318246274257,74
0.09258258208481077,-0.031949493857461375,1.5874369248026623,0.2103760526984116,91.2,0,9.848708411162875,14.719983152164273,197.436,1944.489593866353,250,148.56031087867146,1.6193864186601237,0.031949493857461375,75
0.07311069542135289,-0.030445717392911353,1.556991207409751,0.26940696717566887,85.6,0,9.848478017210692,18.09751364138179,196.0,1930.3016913732956,250,182.59477771341426,1.5874369248026623,0.030445717392911353,76
0.07459244784087536,-0.03268603770994938,1.5243051696998016,0.2586970398763363,86.8,0,9.855243999019596,19.15059852850558,195.476,1926.4636759523544,250,193.28194636414025,1.556991207409751,0.03268603770994938,77
0.08261733493799502,-0.03271186349925048,1.491593306200551,0.24538048026959441,88.0,0,9.862351017286482,14.490286401586408,197.14,1944.2638795478572,250,146.42601803331743,1.5243051696998016,0.03271186349925048,78
0.07499672636131523,-0.035107291089803816,1.4564860151107473,0.32062276394099515,80.0,0,9.860406175353127,24.97893544569104,191.972,1892.9218942948903,250,251.46529670151915,1.491593306200551,0.035107291089803816,79
0.07732769424061015,-0.03799570301570254,1.4184903120950447,0.33006499941884876,78.8,0,9.864182369377753,23.703847451415985,192.296,1896.8428129018644,250,238.76679429290093,1.4564860151107473,0.03799570301570254,80
0.08260230761479397,-0.043125887928740836,1.375364424166304,0.3688553708688803,74.0,0,9.86562504394391,29.031326803988826,188.492,1859.5913957830753,250,292.1321035968694,1.4184903120950447,0.043125887928740836,81
0.0853894600276263,-0.04529281945581487,1.330071604710489,0.36935995819658524,74.0,0,9.870475284897877,29.4896928434326,188.504,1860.624073104389,250,296.7710794948698,1.375364424166304,0.04529281945581487,82
0.08741653054659783,-0.04511241280589151,1.2849591919045975,0.4290551752965313,65.60000000000001,0,9.86893520476372,33.36233109361515,184.692,1822.713380838221,250,335.87066162082516,1.330071604710489,0.04511241280589151,83
0.10519768772242896,-0.042548912934903704,1.2424102789696938,0.4202727544199511,66.8,0,9.87810249785457,31.400336558705867,185.692,1834.2846090316107,250,316.12136943540696,1.2849591919045975,0.042548912934903704,84
0.109510218601,-0.04491259388417146,1.1974976850855223,0.4290991659525023,65.60000000000001,0,9.881996616149985,33.63071001331967,184.812,1826.3115586239114,250,338.50901865963124,1.2424102789696938,0.04491259388417146,85
0.10981190199622966,-0.04574436597814047,1.1517533191073819,0.44716946952295067,64.4,0,9.884094157901025,44.31387484750121,176.364,1743.1983820640562,250,445.31997973819847,1.1974976850855223,0.04574436597814047,86
0.11461172667653721,-0.0462575612745002,1.1054957578328817,0.4968512376728668,57.199999999999996,0,9.883310808281303,43.99694971245166,171.696,1696.9249325386666,250,442.76741646291987,1.1517533191073819,0.0462575612745002,87
0.1255337720395641,-0.045725049541601503,1.0597707082912802,0.5743239120123417,44.4,0,9.87525605477285,45.51018330000441,166.596,1645.1781577009376,250,457.1610192150767,1.1054957578328817,0.045725049541601503,88
0.1494936778842623,-0.047585431019458335,1.0121852772718218,0.5831841573838473,45.2,0,9.879124433463739,52.239848238676956,159.516,1575.8784131284017,250,524.77922954859,1.0597707082912802,0.047585431019458335,89
0.1587360876680053,-0.0494788953053783,0.9627063819664435,0.6457876878822479,36.8,0,9.871824627240086,53.46390842428189,149.864,1479.431125936708,250,536.9492967112614,1.0121852772718218,0.0494788953053783,90
0.16355233473025307,-0.04765363915925103,0.9150527428071925,0.650748360957872,36.0,0,9.877098120103751,54.81197591767697,149.536,1476.9817444878352,250,550.3838736807993,0.9627063819664435,0.04765363915925103,91
0.1672640319129459,-0.04759522930240989,0.8674575135047826,0.7471524211296905,25.6,0,9.862736041845695,58.528734959846865,131.572,1297.6599064977217,250,586.936303866381,0.9150527428071925,0.04759522930240989,92
0.17087758311278683,-0.045150703748602194,0.8223068097561804,0.7786515561485745,22.400000000000002,0,9.85995837584509,57.85578982262709,126.328,1245.5888217037586,250,580.1087760651974,0.8674575135047826,0.045150703748602194,93
0.1755959373563724,-0.043410616449413686,0.7788961933067667,0.8370170387881114,18.4,0,9.85094908773718,57.22754581493077,114.8,1130.8889552722283,250,573.9883120492484,0.8223068097561804,0.043410616449413686,94
0.17270090894331608,-0.043888693254401256,0.7350075000523655,0.8868933757956575,12.8,0,9.843461638495464,53.51227687176093,109.168,1074.591020151273,250,536.2411214306334,0.7788961933067667,0.043888693254401256,95
0.17156413201543877,-0.043616516359553326,0.6913909836928122,0.9562017936283446,8.0,0,9.829733299244968,50.67335220803928,98.876,971.9247096961454,250,507.44277213828786,0.7350075000523655,0.043616516359553326,96
0.170546709425118,-0.04156587561743219,0.64982510807538,0.9576654520020814,8.4,0,9.83406090408595,50.15387921188151,98.22,965.901461999322,250,502.50110585548805,0.6913909836928122,0.04156587561743219,97
0.1724979526889775,-0.0386774079670934,0.6111477001082866,0.9905584603145805,6.800000000000001,0,9.829148022121677,49.88447918942324,93.356,917.6099427531914,250,499.55461504944293,0.64982510807538,0.0386774079670934,98
0.1635160356859125,-0.037622410648795346,0.5735252894594912,1.0931331641117479,2.4,0,9.801938217139346,39.36403150085113,79.968,783.8413953481993,250,393.6062320057555,0.6111477001082866,0.037622410648795346,99
0.15782197717169014,-0.035761245895044924,0.5377640435644463,1.0784099349116751,4.0,0,9.811041631046482,43.97599799890845,80.94,794.1057096169022,250,440.31512366321533,0.5735252894594912,0.035761245895044924,100
0.1490549658171813,-0.033336647895036764,0.5044273956694095,1.1218737178199238,2.0,0,9.801212781745663,37.05051276298346,76.252,747.3620770336704,250,370.75447755708814,0.5377640435644463,0.033336647895036764,101
0.14080342025945022,-0.03098366251570328,0.47344373315370625,1.1854449900364432,0.8,0,9.7833451592034,33.69478749005549,68.964,674.6986155593032,250,336.7946519066097,0.5044273956694095,0.03098366251570328,102
0.13099531340198786,-0.027966051398031155,0.4454776817556751,1.2161012799924886,0.0,0,9.776060676891603,28.95341057630344,65.996,645.1809004321383,250,289.08145817711284,0.47344373315370625,0.027966051398031155,103
0.12268835823378883,-0.026698903868127344,0.41877877788754775,1.2380584472285685,0.4,0,9.770851896536628,27.0471540831933,63.384,619.3156766100776,250,270.39218850784255,0.4454776817556751,0.026698903868127344,104
0.11451181077236623,-0.024150794962403743,0.394627982925144,1.2411673993027017,0.4,0,9.772501311943678,30.632328282388197,63.092,616.5666527731506,250,306.1934617714349,0.41877877788754775,0.024150794962403743,105
0.10550894851138856,-0.02170275738936983,0.3729252255357742,1.2988970020107318,0.0,0,9.753759742324853,24.450053905871044,57.692,562.7139070542053,250,244.24976311276714,0.394627982925144,0.02170275738936983,106
0.09675797826842487,-0.020325415695499005,0.35259980984027517,1.3089975852469793,0.0,0,9.752282233715151,26.19231917948466,56.804,553.9686400039554,250,261.7180706682777,0.3729252255357742,0.020325415695499005,107
0.08977311212180537,-0.018322115404883044,0.3342776944353921,1.3183054933893006,0.0,0,9.750230525788247,24.91176139898582,55.988,545.8959066778324,250,248.93029557020785,0.35259980984027517,0.018322115404883044,108
0.08475471007216472,-0.01603498196463643,0.3182427124707557,1.3238441498588094,0.4,0,9.749429042406913,27.397817139326996,55.296,539.1044283289327,250,274.03051842414555,0.3342776944353921,0.01603498196463643,109
0.07820940746322891,-0.014117014913037407,0.3041256975577183,1.3431249817663358,0.0,0,9.743901635468076,23.489785013916155,53.9,525.1962981517293,250,234.7603532906978,0.3182427124707557,0.014117014913037407,110
0.07206884787272602,-0.013027549446334274,0.291098148111384,1.3716387862434989,0.0,0,9.733546478633517,20.267546866850957,51.612,502.3678008552331,250,202.56303186263816,0.3041256975577183,0.013027549446334274,111
0.06715025586576828,-0.01166681673518627,0.27943133137619774,1.3781046334476985,0.4,0,9.732272368445177,21.89578954959149,50.92,495.5673090012284,250,219.19239331769307,0.291098148111384,0.01166681673518627,112
0.06199193429266472,-0.010342671825539773,0.26908865955065797,1.380448117716938,0.0,0,9.732350934327888,21.839361162817926,50.952,495.88274480587467,250,218.28639066922665,0.27943133137619774,0.010342671825539773,113
0.057905277468682764,-0.009404259838666051,0.2596843997119919,1.390446648162271,0.0,0,9.729400004582837,19.738348056511718,50.204,488.45479783007676,250,197.3124090868481,0.26908865955065797,0.009404259838666051,114
0.052542071394337274,-0.008665173849629337,0.2510192258623626,1.3773964366608225,0.0,0,9.73528620794462,20.704453240788563,51.204,498.48559499159643,250,206.95797375329724,0.2596843997119919,0.008665173849629337,115
0.0500029058285767,-0.007623719155593789,0.2433955067067688,1.375508963405368,0.4,0,9.736427103494437,24.307325973870512,51.148,497.99877348953345,250,243.26163074602096,0.2510192258623626,0.007623719155593789,116
0.0467977121239643,-0.0066537521195483285,0.23674175458722047,1.3945483672381453,0.0,0,9.729712572214943,20.382270334778706,49.916,485.6683327546811,250,203.7495431367301,0.2433955067067688,0.0066537521195483285,117
0.04305135931264311,-0.005716359221080353,0.2310253953661401,1.4225111179352483,0.0,0,9.719054544547998,16.23572554584488,47.904,465.5815889020273,250,162.29372050977165,0.23674175458722047,0.005716359221080353,118
0.03926156743272389,-0.004391601160997766,0.22663379420514235,1.4256869334092563,0.0,0,9.717710688220643,19.457650012270236,47.684,463.37931645711325,250,194.52475690641083,0.2310253953661401,0.004391601160997766,119
0.03696644586115384,-0.003983238483394658,0.2226505557217477,1.4477309319372036,0.0,0,9.709352766559176,15.418272795614948,46.192,448.49442299290155,250,154.13420286637495,0.22663379420514235,0.003983238483394658,120
0.035267439341166364,-0.002815256466433186,0.2198352992553145,1.42674921197154,0.4,0,9.717655952188524,21.018758859647253,47.424,460.8501158765886,250,210.45302333404243,0.2226505557217477,0.002815256466433186,121
0.03310440377875615,-0.0014452052651794112,0.2183900939901351,1.4142131879126936,0.0,0,9.72319339886815,17.779370067581134,48.5,471.5748798451052,250,177.74656409701018,0.2198352992553145,0.0014452052651794112,122
0.029123626481304097,-0.0003985491342591019,0.217991544855876,1.4281046127888863,0.0,0,9.718190772739238,17.896625827233468,47.528,461.8861710467505,250,178.89769514594627,0.2183900939901351,0.0003985491342591019,123
0.0266589619114011,0.0005541919158794095,0.2185457367717554,1.403874876451493,0.0,0,9.727906784761707,20.755011346660353,49.248,479.0799533359445,250,207.50088774928625,0.217991544855876,0.0005541919158794095,124
0.02406454586587371,0.0011439106983593406,0.21968964747011474,1.4397406543946654,0.0,0,9.713100369115688,16.824867785513202,46.732,453.91260644951427,250,168.18824695350742,0.2185457367717554,0.0011439106983593406,125
0.024200027674465167,0.0015831616035326679,0.2212728090736474,1.421421587458946,0.0,0,9.720906062331535,19.19645633964769,47.992,466.525723743415,250,191.9260216946072,0.21968964747011474,0.0015831616035326679,126
0.022918124748248083,0.0021046397061856292,0.22337744877983304,1.4259191832123135,0.0,0,9.718519851972987,16.83695411884228,47.676,463.3401524626641,250,168.32038860209778,0.2212728090736474,0.0021046397061856292,127
0.020933052567748384,0.0023808086139473494,0.2257582573937804,1.4185460513292671,0.0,0,9.721648499749092,17.064909492874552,48.192,468.5056844999082,250,170.5822223143922,0.22337744877983304,0.0023808086139473494,128
0.020417156528524796,0.0027310316602847384,0.22848928905406513,1.424659479619476,0.0,0,9.718783222928382,19.121882752490666,47.76,464.16908672705944,250,191.1516378162261,0.2257582573937804,0.0027310316602847384,129
0.01966746960978565,0.0035226424161432235,0.23201193147020835,1.4243128276838646,0.0,0,9.718623968803229,18.408512813369796,47.784,464.3947277252935,250,184.03760374189346,0.22848928905406513,0.0035226424161432235,130
0.019571412391547256,0.0037459067655828404,0.2357578382357912,1.3863497874515023,0.0,0,9.733616823698085,18.271527139240444,50.536,491.89805980240646,250,182.66297746732613,0.23201193147020835,0.0037459067655828404,131
0.019861145786467423,0.003510950096215132,0.23926878833200632,1.413512376694663,0.0,0,9.722733882515387,17.476166627724744,48.54,471.94150265729684,250,174.69927777747642,0.2357578382357912,0.003510950096215132,132
0.019865530364410047,0.0030638482219786933,0.24233263655398501,1.4197266959502404,0.0,0,9.719677074591772,18.206119410791526,48.096,467.477588579566,250,182.00650566035267,0.23926878833200632,0.0030638482219786933,133
0.01974494641147598,0.0028522322638088182,0.24518486881779383,1.4221560046890283,0.0,0,9.718801069031722,18.576496548057712,47.924,465.76382243227624,250,185.70235982942455,0.24233263655398501,0.0028522322638088182,134
0.01981321674565834,0.0029180454656658195,0.24810291428345965,1.3873571978035302,0.4,0,9.731810097550024,20.694020778959317,50.248,489.0039937816936,250,207.145653151486,0.24518486881779383,0.0029180454656658195,135
