Traj,ReturnsMean,NormDeltaVar,RewardStd,Wins,NormDeltaOmega,RewardMean,ConfortViolation,ITERATIONS,ReturnsStd,OmegaBefore,TimestepsStd,TimestepsMean,DeltaOmega,Omega
250,1690.0665437725452,0.16159876915289353,0.5246766077520921,52.400000000000006,0.03305684209804771,9.877422759097069,0,84,461.6701636955417,1.1579178807381967,45.97109074189996,171.104,-0.03305684209804771,1.124861038640149
250,1729.1565731335063,0.16938858242997584,0.5168719088127941,52.800000000000004,0.03376177352209564,9.881572297148983,0,85,418.063680930589,1.124861038640149,41.56936198692494,174.988,-0.03376177352209564,1.0910992651180533
250,1588.8054514620155,0.16944589624741546,0.5699964419751943,47.199999999999996,0.03433781375303746,9.876208734037094,0,86,523.9706601233604,1.0910992651180533,52.20168211849117,160.872,-0.03433781375303746,1.0567614513650159
250,1643.6818077158523,0.17326989662359563,0.5481164488832554,49.6,0.03493103590955582,9.885261900189157,0,87,493.22139591588314,1.0567614513650159,49.10095542858611,166.276,-0.03493103590955582,1.02183041545546
250,1588.622203786802,0.176142187506499,0.5789234939212673,45.6,0.033967371275599345,9.88440893346691,0,88,526.3938543677405,1.02183041545546,52.41634859468943,160.72,-0.033967371275599345,0.9878630441798607
250,1552.3039302064562,0.1816635115098844,0.604796679913574,42.0,0.03500256501434773,9.883509042445286,0,89,540.7077878372984,0.9878630441798607,53.84452061259344,157.06,-0.03500256501434773,0.952860479165513
250,1523.2396456697006,0.1906144991485562,0.6230666464224687,39.6,0.03373849385422212,9.88269564833844,0,90,534.7844132987643,0.952860479165513,53.234449147145305,154.132,-0.03373849385422212,0.9191219853112909
250,1446.663921883215,0.1949059411938622,0.6497761908215568,37.6,0.034487699765525126,9.881584165868954,0,91,577.8218942730531,0.9191219853112909,57.52863634747481,146.4,-0.034487699765525126,0.8846342855457657
250,1339.9758602338243,0.1958241709379684,0.7299951190504896,26.8,0.033855502818228356,9.869600054753874,0,92,575.0084897630245,0.8846342855457657,57.302235349068184,135.768,-0.033855502818228356,0.8507787827275374
250,1320.980060987778,0.1958518483246957,0.727543068522081,28.4,0.03464260857694268,9.873681204500985,0,93,586.7409805168211,0.8507787827275374,58.453186876337206,133.788,-0.03464260857694268,0.8161361741505947
250,1246.5682551983314,0.19510282011944696,0.7808677208897682,22.0,0.03533307258788143,9.865212529268213,0,94,572.5956561746699,0.8161361741505947,57.068295926897974,126.36,-0.03533307258788143,0.7808031015627133
250,1135.1821269669704,0.19316224311852193,0.8399175607964944,17.599999999999998,0.03254839957332423,9.854695872690552,0,95,559.2951529725925,0.7808031015627133,55.75477679984021,115.192,-0.03254839957332423,0.748254701989389
250,1134.710239383054,0.19159058122531308,0.8503718774986436,15.6,0.02954074796646744,9.855390489360877,0,96,554.3605734555919,0.748254701989389,55.29337667388382,115.136,-0.02954074796646744,0.7187139540229216
250,1089.7505941646327,0.19218431677414544,0.8776018463544877,13.600000000000001,0.02872174511135206,9.852366864644809,0,97,561.1605715924269,0.7187139540229216,55.98469733775472,110.608,-0.02872174511135206,0.6899922089115695
250,1027.0594001539134,0.19047187967432994,0.9076543456504503,12.8,0.028094622155278914,9.847543531428947,0,98,540.1989510096936,0.6899922089115695,53.86034147682318,104.296,-0.028094622155278914,0.6618975867562906
250,925.2518783109682,0.18374251206089512,0.9780960696040245,8.4,0.026717159321056227,9.83055544316796,0,99,518.6504190149801,0.6618975867562906,51.771513402642576,94.12,-0.026717159321056227,0.6351804274352344
250,905.5422826237049,0.1779890475166625,0.9866237194438516,8.799999999999999,0.02612133570078945,9.831309795280594,0,100,517.3841728786598,0.6351804274352344,51.61565979429111,92.108,-0.02612133570078945,0.609059091734445
250,889.1143846634054,0.17133507237195447,1.0104051407052435,6.0,0.025189448094232958,9.8275088940601,0,101,489.1263554480069,0.609059091734445,48.84048746685479,90.472,-0.025189448094232958,0.583869643640212
250,837.4767964967009,0.16512370542106886,1.0466872899909192,4.8,0.02487391042612397,9.818937256679419,0,102,451.5663529218732,0.583869643640212,45.086746788829196,85.292,-0.02487391042612397,0.558995733214088
250,831.4611961296401,0.1567822372920262,1.057114939806357,3.5999999999999996,0.021983847250017008,9.818861550893246,0,103,448.5119941877779,0.558995733214088,44.815640127080634,84.68,-0.021983847250017008,0.537011885964071
250,794.3506056537489,0.1493412028755505,1.0765645293920858,4.3999999999999995,0.020311546992385243,9.815037385135037,0,104,442.26854722127604,0.537011885964071,44.153090220277896,80.932,-0.020311546992385243,0.5167003389716858
250,754.51039153246,0.14344025342661185,1.1126496653492597,2.8000000000000003,0.019036584880921525,9.805967866662249,0,105,401.79313015450083,0.5167003389716858,40.132142529399054,76.944,-0.019036584880921525,0.49766375409076424
250,692.0404925412939,0.1330026900081642,1.1734872578077722,0.4,0.017890826685360628,9.787854895639482,0,106,349.5826479688513,0.49766375409076424,34.99360490146736,70.704,-0.017890826685360628,0.4797729274054036
250,706.7474808910553,0.12639600836689074,1.159851586372374,0.8,0.016814386555450034,9.794172407026819,0,107,371.0867745640205,0.4797729274054036,37.1265726939614,72.16,-0.016814386555450034,0.4629585408499536
250,664.2072881049812,0.11840198566413507,1.1925619826483045,1.2,0.015228992238334238,9.784445349492977,0,108,348.9506142624828,0.4629585408499536,34.88642349109464,67.884,-0.015228992238334238,0.44772954861161934
250,660.2733559412576,0.1143265352432536,1.1962056228747349,1.2,0.014093966651245904,9.784726673699728,0,109,336.51565217471205,0.44772954861161934,33.63060510903721,67.48,-0.014093966651245904,0.43363558196037344
250,636.1544577587671,0.10784385719496974,1.2201536936935735,0.8,0.011720186347997597,9.777965843202692,0,110,334.510566288411,0.43363558196037344,33.45289823019823,65.06,-0.011720186347997597,0.42191539561237584
250,613.1800360300846,0.09901588898594356,1.2418977548365917,0.8,0.011209368402025244,9.77148196121374,0,111,298.9716395342098,0.42191539561237584,29.88609201618706,62.752,-0.011209368402025244,0.4107060272103506
250,632.362993784188,0.09231552458340601,1.2263762778644993,0.4,0.010682200104669914,9.7780027490133,0,112,300.50774255255715,0.4107060272103506,30.060811965081715,64.672,-0.010682200104669914,0.4000238271056807
250,593.4076838816799,0.0855987520147461,1.2664796011966897,0.0,0.00966330126498699,9.764491606030408,0,113,279.57786605533937,0.4000238271056807,27.98499626585646,60.772,-0.00966330126498699,0.3903605258406937
250,598.5353686120675,0.07987815986666819,1.2541931828192692,1.2,0.008562460273606132,9.76913508866076,0,114,292.9923618075743,0.3903605258406937,29.264794139033338,61.268,-0.008562460273606132,0.38179806556708756
250,587.9182058601398,0.07641109341329558,1.2698879329219692,0.4,0.007821351192347392,9.764785507908249,0,115,286.7379986489645,0.38179806556708756,28.67522861286375,60.208,-0.007821351192347392,0.37397671437474017
250,578.6197048873601,0.07302389419315045,1.2821517441841261,0.0,0.007564191536160447,9.761449910374521,0,116,267.15490156979075,0.37397671437474017,26.740677328743935,59.276,-0.007564191536160447,0.3664125228385797
250,589.7177770944478,0.07033585727987064,1.2683466344183716,0.4,0.007090822712177869,9.766773386791119,0,117,300.46117741981516,0.3664125228385797,30.04469337503713,60.38,-0.007090822712177869,0.35932170012640186
250,553.8682189944561,0.06537245050578842,1.3090428226439568,0.0,0.006188368371841613,9.75188779129615,0,118,258.2326995990901,0.35932170012640186,25.84357529445181,56.796,-0.006188368371841613,0.35313333175456024
250,576.207305004254,0.06210886749648857,1.2825283652359956,0.4,0.005327388045275661,9.762916045480413,0,119,290.1783359091559,0.35313333175456024,29.013989729094483,59.02,-0.005327388045275661,0.3478059437092846
250,574.4453629176151,0.05719852735762513,1.2869014924800686,0.0,0.004110148649536738,9.761510381280845,0,120,266.91087698665876,0.3478059437092846,26.71121292640976,58.848,-0.004110148649536738,0.34369579505974784
250,546.0022495543161,0.05420860495488061,1.3157324977441254,0.4,0.004290732980550271,9.751433232503148,0,121,241.19309475605652,0.34369579505974784,24.11090906622975,55.992,-0.004290732980550271,0.3394050620791976
250,565.3456347991674,0.0511991997818089,1.2967873083613692,0.0,0.0032104845277423633,9.758779859130831,0,122,253.56561426618958,0.3394050620791976,25.37619703580503,57.932,-0.0032104845277423633,0.3361945775514552
250,575.3660378092893,0.04944823892520985,1.283671932056202,0.4,0.002520271156041809,9.763881988346615,0,123,280.72249712014167,0.3361945775514552,28.067540255604875,58.928,-0.002520271156041809,0.3336743063954134
250,558.5112900369205,0.0476050305221225,1.3018535754682397,0.4,0.0019618753345302387,9.75736006353809,0,124,280.99574609694986,0.3336743063954134,28.092675201909838,57.24,-0.0019618753345302387,0.33171243106088316
250,554.4975424099232,0.045366131349476875,1.3087878143829585,0.0,0.0015771697435005283,9.754724199738286,0,125,235.0109057044222,0.33171243106088316,23.517900926740893,56.844,-0.0015771697435005283,0.33013526131738263
250,564.4566026338832,0.044209664418893777,1.2954695182460099,0.4,0.002105521242076469,9.760281550592808,0,126,278.78245615015555,0.33013526131738263,27.867755130257624,57.832,-0.002105521242076469,0.32802974007530616
250,546.3872936627486,0.04123994441014501,1.3155450086935572,0.4,0.0023828103514356713,9.752736214171579,0,127,260.8745599923069,0.32802974007530616,26.07925275003101,56.024,-0.0023828103514356713,0.3256469297238705
250,551.7356624848723,0.04121326751115207,1.311983812903492,0.0,0.0025680296811382286,9.75418397717404,0,128,280.28699256625987,0.3256469297238705,28.04535441031188,56.564,-0.0025680296811382286,0.32307890004273226
250,568.1288698302369,0.04116694102587983,1.2939894252659954,0.0,0.0026095306389911643,9.760993571408097,0,129,271.87853546535916,0.32307890004273226,27.207395759241642,58.204,-0.0026095306389911643,0.3204693694037411
250,535.6503146533801,0.038682139241024774,1.33050955598342,0.0,0.0013333846987122477,9.747603629592737,0,130,236.58745620185053,0.3204693694037411,23.674072231029456,54.952,-0.0013333846987122477,0.31913598470502885
250,550.6885030924515,0.035915695350535216,1.3107583064439785,0.4,0.0009530705751932822,9.754986592015367,0,131,241.89035122999886,0.31913598470502885,24.175683982051055,56.452,-0.0009530705751932822,0.31818291412983557
250,557.866658345621,0.03446302663056038,1.3053428133476603,0.0,0.000803288340023911,9.757690099097825,0,132,253.8568378826127,0.31818291412983557,25.399338889034098,57.172,-0.000803288340023911,0.31737962578981166
250,563.372311823649,0.03704189945284681,1.291752530409502,1.2,0.0008045148126402113,9.761788047956216,0,133,286.7865660186878,0.31737962578981166,28.620500624552328,57.712,-0.0008045148126402113,0.31657511097717145
