ReturnsStd,WeightMax,WeightMean,DualReg,NormDeltaOmega,DeltaOmega,Traj,WeightMedian,ConfortViolation,LossReg,TimestepsMean,OmegaBefore,Wins,TimestepsStd,Epsilon,RewardMean,DualBefore,ReturnsMean,DualAfter,WeightMin,Omega,RewardStd,Eta,NormDeltaVar,Primal,ITERATIONS
59.436808551560176,1.0,0.011746083936592154,0.0,0.0990833474038173,[[0.09908335]],100,0.028570278901459197,0,0.0,500.0,[[0.8]],0.0,0.0,1.0501,2.34588,7.546202172521868,1173.4747474747476,6.759521248750117,0.011746083936592154,[[0.89908335]],2.429972638858306,2.2501058459119863,11.439806085086438,6.759521249107285,0
61.521556781186355,1.0,0.00813104379967378,0.0,0.04431294519566764,[[0.04431295]],100,0.021287126471035957,0,0.0,500.0,[[0.89908335]],0.0,0.0,1.0501,2.55688,7.436349547520402,1279.1313131313132,7.000075143208342,0.00813104379967378,[[0.94339629]],2.637598276007929,2.07810949640168,8.947588129962096,7.000076243440765,1
68.27600228866348,1.0,0.006472498681548387,0.0,0.01772943052064102,[[0.01772943]],100,0.017736077446839905,0,0.0,500.0,[[0.94339629]],0.0,0.0,1.0501,2.7008,7.4859952248405905,1351.2727272727273,7.187266453256054,0.006472498681548387,[[0.96112572]],2.7705449572241196,1.9840509878728516,5.633721434017652,7.1872653497113,2
70.03569862381866,1.0,0.005611482492290471,0.0,0.00778465402021189,[[0.00778465]],100,0.01582202585312119,0,0.0,500.0,[[0.96112572]],0.0,0.0,1.0501,2.77968,7.526445852106715,1388.969696969697,7.2875521243722226,0.005611482492290471,[[0.96891038]],2.840918706615872,1.92940673685551,3.3075081087052993,7.287553156306327,3
71.11573676415524,1.0,0.005272679242726329,0.0,0.0028507004305567962,[[0.0028507]],100,0.015053070023299139,0,0.0,500.0,[[0.96891038]],0.0,0.0,1.0501,2.82048,7.558499460778458,1410.8080808080808,7.339507006137778,0.005272679242726329,[[0.97176108]],2.873063272815272,1.9064989430343753,1.4158670117883432,7.339507034420231,4
78.71803171763261,1.0,0.005030418262344209,0.0,0.0009908113179980527,[[0.00099081]],100,0.014497171525015635,0,0.0,500.0,[[0.97176108]],0.0,0.0,1.0501,2.84504,7.565745301291001,1421.6565656565656,7.360495645583834,0.005030418262344209,[[0.97275189]],2.8834956907198595,1.88955471629663,0.5248019570495686,7.360495736746594,5
82.55422015488418,1.0,0.005124584031127133,0.0,0.00016810407697886998,[[0.0001681]],100,0.01471386933943928,0,0.0,500.0,[[0.97275189]],0.0,0.0,1.0501,2.8338,7.565575469532228,1417.1515151515152,7.355690788197136,0.005124584031127133,[[0.97291999]],2.8846728688015904,1.8961997783104694,0.09087559795673883,7.355690824100745,6
73.01638382518993,1.0,0.005151093341653652,0.0,0.0008090382803943585,[[-0.00080904]],100,0.014774729408682139,0,0.0,500.0,[[0.97291999]],0.0,0.0,1.0501,2.82972,7.556358586927594,1415.959595959596,7.344753119441062,0.005151093341653652,[[0.97211095]],2.8756016277641794,1.8980567796751397,0.4324309378596851,7.344753153221627,7
74.14301046914959,1.0,0.004944670567255925,0.0,0.0020567865973771804,[[0.00205679]],100,0.014299139070472276,0,0.0,500.0,[[0.97211095]],0.0,0.0,1.0501,2.85288,7.577250415823338,1426.3838383838383,7.377580159806147,0.004944670567255925,[[0.97416774]],2.8984609201436546,1.883436050567136,1.1246211545891427,7.377580354892442,8
73.30292939029276,1.0,0.004763052097522545,0.0,0.0010738397468051941,[[0.00107384]],100,0.013877405078121581,0,0.0,500.0,[[0.97416774]],0.0,0.0,1.0501,2.87216,7.587641890623943,1436.4646464646464,7.39796100774656,0.004763052097522545,[[0.97524158]],2.9106660637043196,1.8702542464740646,0.6222880731356284,7.397961554050252,9
71.14133310955333,1.0,0.00496779266001554,0.0,0.0014342684412633755,[[-0.00143427]],100,0.01435260620406668,0,0.0,500.0,[[0.97524158]],0.0,0.0,1.0501,2.84488,7.56583209295543,1422.4040404040404,7.365771134509867,0.00496779266001554,[[0.97380731]],2.8924069190900505,1.8850924301235483,0.8255205208525567,7.365771424426824,10
79.76930823616229,1.0,0.004783385955964708,0.0,0.0011282726005178434,[[0.00112827]],100,0.013924779899879053,0,0.0,500.0,[[0.97380731]],0.0,0.0,1.0501,2.86836,7.582238386114856,1434.2222222222222,7.391662438873204,0.004783385955964708,[[0.97493559]],2.90656341929778,1.8717455173650464,0.6455587297539935,7.391663006796985,11
66.56365472687719,1.0,0.004919898817405037,0.0,0.00033096978304325564,[[-0.00033097]],100,0.014241801781454455,0,0.0,500.0,[[0.97493559]],0.0,0.0,1.0501,2.85348,7.5786451672376405,1426.6868686868686,7.380890825916751,0.004919898817405037,[[0.97460462]],2.902656006074437,1.8816561300833166,0.19225544692338303,7.380891097086387,12
74.98865268034346,1.0,0.004963549750976761,0.0,0.0007896624537379049,[[-0.00078966]],100,0.014342798708523532,0,0.0,500.0,[[0.97460462]],0.0,0.0,1.0501,2.84932,7.571791441739213,1424.9292929292928,7.371226693299515,0.004963549750976761,[[0.97381495]],2.894162320534216,1.8847888445431018,0.4490234722542752,7.371226897380989,13
71.35225984652197,1.0,0.004915297954983454,0.0,0.00016881772936605532,[[0.00016882]],100,0.01423114616386346,0,0.0,500.0,[[0.97381495]],0.0,0.0,1.0501,2.85744,7.577579084782503,1428.080808080808,7.379075606670552,0.004915297954983454,[[0.97398377]],2.8970876145536226,1.8813249301115171,0.09487598146358778,7.3790758227667235,14
72.18441052996707,1.0,0.005037442771940053,0.0,0.0006515651656946453,[[-0.00065157]],100,0.014513364422343354,0,0.0,500.0,[[0.97398377]],0.0,0.0,1.0501,2.83992,7.564904513193474,1420.3434343434344,7.360451299705218,0.005037442771940053,[[0.97333221]],2.8880952881786985,1.8900530753316156,0.36293262151838235,7.360451436149559,15
78.78727272494172,1.0,0.004890268725589236,0.0,0.0009204306120720318,[[0.00092043]],100,0.014173143353246162,0,0.0,500.0,[[0.97333221]],0.0,0.0,1.0501,2.85824,7.577640470768875,1428.6666666666667,7.3809424127250445,0.004890268725589236,[[0.97425264]],2.8995558457115465,1.879519767090763,0.5152798919728951,7.38094271037385,16
70.25918753674235,1.0,0.005047372106527695,0.0,0.0010095340342513026,[[-0.00100953]],100,0.01453624582070506,0,0.0,500.0,[[0.97425264]],0.0,0.0,1.0501,2.84104,7.56725086916399,1421.010101010101,7.361822946330908,0.005047372106527695,[[0.9732431]],2.8879909484622694,1.8907567825691727,0.5642401262434262,7.3618230426779565,17
86.54923173151201,1.0,0.004822557910600855,0.0,0.0009566047765547925,[[0.0009566]],100,0.014015931334636949,0,0.0,500.0,[[0.9732431]],0.0,0.0,1.0501,2.86692,7.579034032519957,1433.7575757575758,7.385553958442669,0.004822557910600855,[[0.97419971]],2.89944300057787,1.8746072212216662,0.5341267683790747,7.385554364301965,18
70.64212890685128,1.0,0.004827792135004089,0.0,0.0001521270702166122,[[0.00015213]],100,0.014028099909429863,0,0.0,500.0,[[0.97419971]],0.0,0.0,1.0501,2.86876,7.584006902773291,1434.4848484848485,7.389892708587947,0.004827792135004089,[[0.97435183]],2.9020641037716586,1.874988504891076,0.0867132403206412,7.389893027217715,19
