ReturnsStd,ReturnsMean,OmegaBefore,DeltaOmega,RewardMean,RewardStd,TimestepsMean,ConfortViolation,NormDeltaOmega,Theta,Wins,Traj,ITERATIONS,TimestepsStd,Omega,NormDeltaVar
49.95157655169655,1134.2,0.8,0.010857916750899865,2.2684,2.3369983825411604,500.0,0,0.010857916750899865,0.18914208523272338,0.0,20,0,0.0,0.8108579167508999,0.9899996247848151
54.8776821667971,1186.2,0.8108579167508999,0.008273095041030465,2.3724,2.4526961165215715,500.0,0,0.008273095041030465,0.18033632812951064,0.0,20,1,0.0,0.8191310117919304,0.8353738281082528
56.992631102625886,1186.8,0.8191310117919304,0.008682495663084988,2.3736,2.4591915419503216,500.0,0,0.008682495663084988,0.17120195697352877,0.0,20,2,0.0,0.8278135074550154,0.900887327204817
55.05488170907281,1167.6,0.8278135074550154,0.008784803122655838,2.3352,2.3952538404102395,500.0,0,0.008784803122655838,0.16454597738274326,0.0,20,3,0.0,0.8365983105776712,0.6807524584573486
49.04069738492715,1204.1,0.8365983105776712,0.006664571039912248,2.4082,2.480518647380019,500.0,0,0.006664571039912248,0.1578494424123485,0.0,20,4,0.0,0.8432628816175834,0.7075976759588904
49.07096901427564,1225.8,0.8432628816175834,-0.0020813700176992578,2.4516,2.5225497893996067,500.0,0,0.0020813700176992578,0.1517266800686119,0.0,20,5,0.0,0.8411815115998842,0.66864321696535
55.300180831530746,1203.7,0.8411815115998842,0.0010127850685257567,2.4074,2.513647795535405,500.0,0,0.0010127850685257567,0.14552780307416732,0.0,20,6,0.0,0.84219429666841,0.6999237097508555
56.54122389902786,1205.3,0.84219429666841,0.004359857653230659,2.4106,2.4901019336565318,500.0,0,0.004359857653230659,0.14290053308609876,0.0,20,7,0.0,0.8465541543216406,0.30411929316200315
65.771954509502,1215.5,0.8465541543216406,0.004947527416128361,2.431,2.5311339356106783,500.0,0,0.004947527416128361,0.1401824338430443,0.0,20,8,0.0,0.851501681737769,0.3195771521371569
80.08114634544138,1225.9,0.851501681737769,0.00056496883859114,2.4518,2.5357201659489164,500.0,0,0.00056496883859114,0.1358327962832571,0.0,20,9,0.0,0.8520666505763601,0.5223717351740085
