TimestepsMean,Wins,OmegaBefore,NormDeltaOmega,DeltaOmega,ReturnsStd,ConfortViolation,Omega,NormDeltaVar,RewardStd,Traj,ITERATIONS,RewardMean,ReturnsMean,Theta,TimestepsStd
500.0,0.0,0.8280994893558057,0.0027706793205491964,0.0027706793205491964,67.7273209273776,0,0.8308701686763549,0.18153416898953267,2.4810504146429593,20,14,2.3878,1193.9,0.14164788629860386,0.0
500.0,0.0,0.8308701686763549,0.0038308896978351825,0.0038308896978351825,70.11305156673755,0,0.8347010583741901,0.026014108604826447,2.4698397033006008,20,15,2.3928,1196.4,0.1414266282184067,0.0
500.0,0.0,0.8347010583741901,0.0032310695699180325,0.0032310695699180325,62.01161181585268,0,0.8379321279441081,0.057335230218264144,2.467159532742056,20,16,2.3872,1193.6,0.1409399935252695,0.0
500.0,0.0,0.8379321279441081,0.0042626733349583334,0.0042626733349583334,70.43408265889462,0,0.8421948012790664,0.060062086863627684,2.50276915435683,20,17,2.4216,1210.8,0.14043171654028422,0.0
500.0,0.0,0.8421948012790664,0.004150739890709132,0.004150739890709132,54.557400964488764,0,0.8463455411697756,0.13500192312661952,2.4588783703144,20,18,2.3654,1182.7,0.13929485612897338,0.0
500.0,0.0,0.8463455411697756,0.0027318858209821606,0.0027318858209821606,69.39193036657792,0,0.8490774269907577,0.28798274744909236,2.503346592064311,20,19,2.4172,1208.6,0.13689551005808195,0.0
500.0,0.0,0.8490774269907577,0.0032388670017017285,0.0032388670017017285,74.30174964292564,0,0.8523162939924595,0.33101087946709384,2.5453862182387956,20,20,2.447,1223.5,0.13418072775687032,0.0
500.0,0.0,0.8523162939924595,0.0018497589881795173,0.0018497589881795173,63.005634668654835,0,0.854166052980639,0.39797306612701533,2.5730311385601228,20,21,2.4774,1238.7,0.13097713133418581,0.0
500.0,0.0,0.854166052980639,0.0021157503780544484,0.0021157503780544484,86.24726082606914,0,0.8562818033586934,0.4044890893136426,2.5008372917884927,20,22,2.4278,1213.9,0.12778788113618603,0.0
500.0,0.0,0.8562818033586934,0.002711966983184877,0.002711966983184877,81.78135484326486,0,0.8589937703418783,0.45891147220025275,2.54719138660604,20,23,2.4598,1229.9,0.1242500277251338,0.0
500.0,0.0,0.8589937703418783,0.003921476720658679,0.003921476720658679,66.54802776942378,0,0.862915247062537,0.43915992243079316,2.549418631766858,20,24,2.4592,1229.6,0.12094347256391215,0.0
500.0,0.0,0.862915247062537,0.004807360105984149,0.004807360105984149,52.94855994264622,0,0.8677226071685211,0.4066152326829844,2.5238460729608687,20,25,2.451,1225.5,0.11794988917154711,0.0
500.0,0.0,0.8677226071685211,0.005413475335642848,0.005413475335642848,52.9191836671731,0,0.873136082504164,0.23930046049284925,2.5714789829979168,20,26,2.4828,1241.4,0.11621827246674205,0.0
500.0,0.0,0.873136082504164,0.006028342647597329,0.006028342647597329,85.16783430380275,0,0.8791644251517613,0.17985906642017468,2.5901215106631583,20,27,2.5084,1254.2,0.11493135498283961,0.0
500.0,0.0,0.8791644251517613,0.004557807417725712,0.004557807417725712,60.21785449515783,0,0.883722232569487,0.2066034169936266,2.5774787603392584,20,28,2.4982,1249.1,0.11346839772490462,0.0
500.0,0.0,0.883722232569487,0.0031089613845882713,0.0031089613845882713,60.66432229902516,0,0.8868311939540753,0.2192161730285065,2.5979162111199816,20,29,2.4944,1247.2,0.11193391166150492,0.0
500.0,0.0,0.8868311939540753,0.002956198711549951,0.002956198711549951,82.5844416340027,0,0.8897873926656252,0.2457658429136984,2.6714732938960855,20,30,2.5862,1293.1,0.11023517477640028,0.0
500.0,0.0,0.8897873926656252,0.0033131749861375903,0.0033131749861375903,56.59849821329184,0,0.8931005676517628,0.26893630860919515,2.5416652730050826,20,31,2.4458,1222.9,0.10840220561346521,0.0
500.0,0.0,0.8931005676517628,0.003878564426949893,0.003878564426949893,72.77389641897705,0,0.8969791320787127,0.2632522360719598,2.616504874828251,20,32,2.5332,1266.6,0.1066339611929785,0.0
500.0,0.0,0.8969791320787127,0.001966701084738065,0.001966701084738065,48.38181476546741,0,0.8989458331634508,0.260408379458525,2.573327806557105,20,33,2.472,1236.0,0.1049098588715108,0.0
500.0,0.0,0.8989458331634508,0.0017294838280391689,0.0017294838280391689,52.62499406175739,0,0.90067531699149,0.2090415543869213,2.601872241290875,20,34,2.5078,1253.9,0.10354369601548533,0.0
500.0,0.0,0.90067531699149,0.0005739479087573107,0.0005739479087573107,75.23636089019723,0,0.9012492649002473,0.30687509980528915,2.6178017572001133,20,35,2.5414,1270.7,0.10156666735811513,0.0
500.0,0.0,0.9012492649002473,0.0011326402278702963,0.0011326402278702963,66.94557490977279,0,0.9023819051281176,0.38189997013584787,2.6486789990483937,20,36,2.5866,1293.3,0.0991531091003696,0.0
500.0,0.0,0.9023819051281176,0.0026711484189183565,0.0026711484189183565,80.9360241178179,0,0.9050530535470359,0.39630137891680306,2.6264158391237284,20,37,2.5272,1263.6,0.09670263154882157,0.0
500.0,0.0,0.9050530535470359,0.0029910295073745097,0.0029910295073745097,55.05851432794023,0,0.9080440830544104,0.39105587342710635,2.619814222421124,20,38,2.5312,1265.6,0.09433774230805238,0.0
500.0,0.0,0.9080440830544104,0.002649209705010147,0.002649209705010147,73.51863709291679,0,0.9106932927594206,0.4611017876799153,2.6275634264466388,20,39,2.5362,1268.1,0.09161591979270552,0.0
500.0,0.0,0.9106932927594206,0.0035590362296851197,0.0035590362296851197,63.603380413308216,0,0.9142523289891057,0.5041819865086552,2.653785213614696,20,40,2.5602,1280.1,0.08872079967430382,0.0
500.0,0.0,0.9142523289891057,0.0020312764745635814,0.0020312764745635814,55.81039329730619,0,0.9162836054636693,0.5660106461776522,2.6587214972614186,20,41,2.56,1280.0,0.08556925274291245,0.0
500.0,0.0,0.9162836054636693,0.0028110837833642544,0.0028110837833642544,81.35133680524248,0,0.9190946892470335,0.5982245817862193,2.72888287766258,20,42,2.6732,1336.6,0.08234895422323361,0.0
500.0,0.0,0.9190946892470335,0.003248395426787787,0.003248395426787787,62.55269778354887,0,0.9223430846738213,0.5210248130637822,2.7007089735845287,20,43,2.6348,1317.4,0.07963452083324889,0.0
500.0,0.0,0.9223430846738213,0.00403868497334936,0.00403868497334936,66.32013268985519,0,0.9263817696471707,0.2681431024381524,2.7051843264369255,20,44,2.6076,1303.8,0.07826962200786843,0.0
500.0,0.0,0.9263817696471707,0.0034404576563474842,0.0034404576563474842,71.23840256490877,0,0.9298222273035182,0.3311727722587463,2.703972418498384,20,45,2.6146,1307.3,0.07661345075914411,0.0
500.0,0.0,0.9298222273035182,0.003538823185298745,0.003538823185298745,53.62312933800115,0,0.9333610504888169,0.2847030028851094,2.7242201379477393,20,46,2.6408,1320.4,0.07521542458210964,0.0
500.0,0.0,0.9333610504888169,0.0038037070896935754,0.0038037070896935754,69.29148576845499,0,0.9371647575785105,0.15817973860598045,2.71078756821703,20,47,2.6274,1313.7,0.07444885061342983,0.0
500.0,0.0,0.9371647575785105,0.0034001292174691278,0.0034001292174691278,74.81303362382788,0,0.9405648867959796,0.18129089323700498,2.772023946505513,20,48,2.6982,1349.1,0.07357911430548202,0.0
500.0,0.0,0.9405648867959796,0.0029876263730369557,0.0029876263730369557,74.00939129596999,0,0.9435525131690166,0.2601642402762536,2.7707194661314953,20,49,2.6942,1347.1,0.0723473233089125,0.0
500.0,0.0,0.9435525131690166,0.002345542614349272,0.002345542614349272,62.57243802186391,0,0.9458980557833658,0.22362780388339587,2.757004105909166,20,50,2.6906,1345.3,0.07130374456610927,0.0
500.0,0.0,0.9458980557833658,0.0025616568615945967,0.0025616568615945967,54.33010215341031,0,0.9484597126449604,0.18272770494793633,2.771809632712896,20,51,2.7056,1352.8,0.07046136530569698,0.0
500.0,0.0,0.9484597126449604,0.0026860645196948862,0.0026860645196948862,88.44998586772074,0,0.9511457771646553,0.19310118795060305,2.733173247344559,20,52,2.658,1329.0,0.06958116677092392,0.0
500.0,0.0,0.9511457771646553,0.002420714953251246,0.002420714953251246,63.92143615407902,0,0.9535664921179066,0.1579939259211045,2.7674968834670803,20,53,2.681,1340.5,0.06886857339702025,0.0
500.0,0.0,0.9535664921179066,0.0013800900813042416,0.0013800900813042416,78.6203535987978,0,0.9549465821992108,0.22710519702258836,2.822888138060026,20,54,2.7516,1375.8,0.06785610456280104,0.0
500.0,0.0,0.9549465821992108,0.0015799031058462143,0.0015799031058462143,75.46813897268171,0,0.956526485305057,0.16830040000404267,2.7466085560195874,20,55,2.6488,1324.4,0.06711471810723006,0.0
500.0,0.0,0.956526485305057,0.0007801501907894748,0.0007801501907894748,78.20351654497385,0,0.9573066354958465,0.27619562291802424,2.791221947463153,20,56,2.7002,1350.1,0.06591431302543127,0.0
500.0,0.0,0.9573066354958465,0.00043249756849328413,0.00043249756849328413,69.99849998392823,0,0.9577391330643398,0.2272206935525034,2.7893706745429157,20,57,2.7182,1359.1,0.06494175601566418,0.0
500.0,0.0,0.9577391330643398,0.0002416546935855024,0.0002416546935855024,79.39622157256603,0,0.9579807877579253,0.17825997871140942,2.7885928781376457,20,58,2.7176,1358.8,0.06418812687980982,0.0
500.0,0.0,0.9579807877579253,0.0008527027281290955,0.0008527027281290955,84.05379229993136,0,0.9588334904860544,0.25139636194721504,2.7940026055821785,20,59,2.7288,1364.4,0.06313913740748574,0.0
500.0,0.0,0.9588334904860544,0.0007817822427815813,0.0007817822427815813,68.24338795810185,0,0.959615272728836,0.2020919260316134,2.831953643688399,20,60,2.7684,1384.2,0.062307492648141706,0.0
500.0,0.0,0.959615272728836,0.0011116632954072392,0.0011116632954072392,62.98087011148703,0,0.9607269360242432,0.2593911521124852,2.8001934147483456,20,61,2.7322,1366.1,0.0612550359556906,0.0
500.0,0.0,0.9607269360242432,0.0008570893494644904,0.0008570893494644904,76.75747520600193,0,0.9615840253737077,0.3313249202384725,2.7991649540532624,20,62,2.7334,1366.7,0.05993487959177904,0.0
500.0,0.0,0.9615840253737077,0.0008989068234181996,0.0008989068234181996,81.17019157301527,0,0.9624829321971259,0.3193914105596818,2.8050746870627172,20,63,2.734,1367.0,0.05868752790044921,0.0
500.0,0.0,0.9624829321971259,0.0009211003911597793,0.0009211003911597793,77.47283394842349,0,0.9634040325882857,0.4260882981015399,2.830277187838676,20,64,2.7652,1382.6,0.057061356486626115,0.0
500.0,0.0,0.9634040325882857,0.0011961562051509,0.0011961562051509,67.37952211169207,0,0.9646001887934366,0.41330376176153294,2.7798561113841846,20,65,2.7,1350.0,0.05552450115476983,0.0
500.0,0.0,0.9646001887934366,0.0008260158127920691,0.0008260158127920691,69.51395543342359,0,0.9654262046062286,0.42594720720271795,2.822500161204602,20,66,2.7722,1386.1,0.05398145224993094,0.0
500.0,0.0,0.9654262046062286,0.0009697966448405371,0.0009697966448405371,74.83922768174455,0,0.9663960012510692,0.4498700777146567,2.821875057475083,20,67,2.7546,1377.3,0.05239569568396705,0.0
500.0,0.0,0.9663960012510692,0.0008537586596285562,0.0008537586596285562,68.29084858163647,0,0.9672497599106977,0.38197675085465477,2.8268832589974426,20,68,2.7652,1382.6,0.05108390310851442,0.0
500.0,0.0,0.9672497599106977,0.00048799424761536425,0.00048799424761536425,80.07365359467495,0,0.9677377541583131,0.3269629960557765,2.8185119407233317,20,69,2.7362,1368.1,0.049985781688156546,0.0
500.0,0.0,0.9677377541583131,0.0003196443594911669,0.0003196443594911669,59.48478797137971,0,0.9680573985178043,0.39956546262401815,2.799095596795508,20,70,2.7372,1368.6,0.04867417871296594,0.0
500.0,0.0,0.9680573985178043,0.00035733528319892294,-0.00035733528319892294,68.91327883652032,0,0.9677000632346053,0.46182442482515285,2.8525698168493614,20,71,2.8112,1405.6,0.047198897337739014,0.0
500.0,0.0,0.9677000632346053,0.0003334096261023989,-0.0003334096261023989,83.94522023319732,0,0.9673666536085029,0.48375237225055656,2.857400216980463,20,72,2.792,1396.0,0.04569919227666618,0.0
500.0,0.0,0.9673666536085029,5.0031402459960184e-05,-5.0031402459960184e-05,87.07674775736632,0,0.967316622206043,0.569738716152699,2.7795677073962417,20,73,2.6844,1342.2,0.04399109416330095,0.0
500.0,0.0,0.967316622206043,0.0004229492053556827,-0.0004229492053556827,73.64074958879765,0,0.9668936730006873,0.4679405384256867,2.827027385788825,20,74,2.7704,1385.2,0.04263391216719371,0.0
500.0,0.0,0.9668936730006873,0.0005078112087647524,-0.0005078112087647524,69.0938492197388,0,0.9663858617919225,0.3703815544495086,2.820620045309187,20,75,2.7516,1375.8,0.04158814017634087,0.0
500.0,0.0,0.9663858617919225,0.0001456651575504342,-0.0001456651575504342,61.753056604511485,0,0.9662401966343721,0.2850404362243708,2.86008939720422,20,76,2.8192,1409.6,0.040800083146340926,0.0
500.0,0.0,0.9662401966343721,0.00031369947620529803,0.00031369947620529803,73.86501201516182,0,0.9665538961105774,0.29872130199141367,2.84523211003953,20,77,2.7868,1393.4,0.039989554260409885,0.0
500.0,0.0,0.9665538961105774,0.0005729108534466842,0.0005729108534466842,78.55418512084509,0,0.9671268069640241,0.25807818540312866,2.8912236578998867,20,78,2.8476,1423.8,0.03930174829490145,0.0
500.0,0.0,0.9671268069640241,0.000726154511283772,0.000726154511283772,50.49148443054532,0,0.9678529614753079,0.2606118029812805,2.8730000974591,20,79,2.8138,1406.9,0.03861871118657817,0.0
500.0,0.0,0.9678529614753079,0.0008279531592382261,0.0008279531592382261,72.43003520639763,0,0.9686809146345461,0.2522563737849097,2.8498310897314596,20,80,2.7826,1391.3,0.037968433945123996,0.0
500.0,0.0,0.9686809146345461,0.0009945946559095642,0.0009945946559095642,79.93222128778858,0,0.9696755092904557,0.31778413074025025,2.8658262054772266,20,81,2.8004,1400.2,0.03716419759365713,0.0
500.0,0.0,0.9696755092904557,0.0005171662082527062,0.0005171662082527062,72.45163904288157,0,0.9701926754987084,0.34280500039782424,2.891113861472772,20,82,2.8508,1425.4,0.03631500788379053,0.0
500.0,0.0,0.9701926754987084,0.0009835668275557374,0.0009835668275557374,73.61052913816066,0,0.9711762423262641,0.39688774798044335,2.8473849827517177,20,83,2.7874,1393.7,0.03535516429112263,0.0
500.0,0.0,0.9711762423262641,0.001058228701113939,0.001058228701113939,50.21354398964487,0,0.972234471027378,0.34981133776011575,2.9154203813515474,20,84,2.882,1441.0,0.034529473555443876,0.0
500.0,0.0,0.972234471027378,0.0010362264638185126,0.0010362264638185126,69.28282615482713,0,0.9732706974911965,0.2907432497020963,2.8598320999667095,20,85,2.8006,1400.3,0.033857384249757254,0.0
500.0,0.0,0.9732706974911965,0.0009591426657044044,0.0009591426657044044,86.91438315952084,0,0.974229840156901,0.21809244959865026,2.8981847491145216,20,86,2.8746,1437.3,0.03336153999130029,0.0
500.0,0.0,0.974229840156901,0.0010124206396894264,0.0010124206396894264,67.8569082702712,0,0.9752422607965904,0.1125443267015811,2.879032170712929,20,87,2.8376,1418.8,0.03310841447134657,0.0
500.0,0.0,0.9752422607965904,0.0010059690250076025,0.0010059690250076025,70.41477117764425,0,0.976248229821598,0.052761566794806924,2.877314748163642,20,88,2.8272,1413.6,0.032990386986256205,0.0
500.0,0.0,0.976248229821598,0.0007529654383098272,0.0007529654383098272,76.14696316991244,0,0.9770011952599078,0.1499317639624138,2.8997610660190607,20,89,2.8524,1426.2,0.03265720425304354,0.0
500.0,0.0,0.9770011952599078,0.0008504315205080104,0.0008504315205080104,61.65216946709985,0,0.9778516267804158,0.06895799725639051,2.8961254047433784,20,90,2.8542,1427.1,0.03250505752235961,0.0
500.0,0.0,0.9778516267804158,0.000572266804317545,0.000572266804317545,40.5278916303328,0,0.9784238935847334,0.09413206559064946,2.8797702061102024,20,91,2.8434,1421.7,0.03229847292241756,0.0
500.0,0.0,0.9784238935847334,0.0007769663599948018,0.0007769663599948018,89.73399578754977,0,0.9792008599447282,0.06119606506516817,2.905149352443003,20,92,2.8582,1429.1,0.03216485182011346,0.0
500.0,0.0,0.9792008599447282,0.000703419291018692,0.000703419291018692,67.81563241613249,0,0.9799042792357469,0.035563756710054406,2.9214917833189262,20,93,2.8976,1448.8,0.032087444348665915,0.0
500.0,0.0,0.9799042792357469,0.0005380968706143463,0.0005380968706143463,63.452029124370796,0,0.9804423761063612,0.043713600369770234,2.8759094283374083,20,94,2.8136,1406.8,0.03199254479770426,0.0
500.0,0.0,0.9804423761063612,0.0005043923038431375,0.0005043923038431375,63.87135508191446,0,0.9809467684102043,0.026237239827750614,2.89338538739657,20,95,2.839,1419.5,0.031935715745052926,0.0
500.0,0.0,0.9809467684102043,0.0002925132680924314,0.0002925132680924314,71.23334893152224,0,0.9812392816782968,0.023353904752767107,2.904151779780113,20,96,2.8662,1433.1,0.03188521403156708,0.0
500.0,0.0,0.9812392816782968,0.0002832255286926433,0.0002832255286926433,67.5798786622172,0,0.9815225072069894,0.12705763350179922,2.8804670732365607,20,97,2.8288,1414.4,0.03161180822092373,0.0
500.0,0.0,0.9815225072069894,0.00037671795646443407,0.00037671795646443407,73.76150757678425,0,0.9818992251634538,0.20106790479992753,2.8766135367824437,20,98,2.8116,1405.8,0.03118377367075808,0.0
500.0,0.0,0.9818992251634538,0.0006074376026472539,0.0006074376026472539,76.51953998816249,0,0.9825066627661011,0.1775768769049222,2.874317477245685,20,99,2.8148,1407.4,0.030810415693847,0.0
500.0,0.0,0.9825066627661011,0.000520987523512928,0.000520987523512928,68.50481734885511,0,0.983027650289614,0.20419177173798175,2.9012297461593763,20,100,2.8686,1434.3,0.03038644832546051,0.0
500.0,0.0,0.983027650289614,0.0005466513685971064,0.0005466513685971064,53.39513086415277,0,0.9835743016582111,0.1707118201440423,2.8959650826624275,20,101,2.8432,1421.6,0.03003633813602455,0.0
500.0,0.0,0.9835743016582111,0.0005886247457203009,0.0005886247457203009,83.55812348299834,0,0.9841629264039314,0.18415966914197668,2.898917839470446,20,102,2.8756,1437.8,0.029663031377827716,0.0
500.0,0.0,0.9841629264039314,0.0005960883653199911,0.0005960883653199911,76.05859583242382,0,0.9847590147692514,0.30157636571159685,2.9021858727517786,20,103,2.8654,1432.7,0.02906140530391262,0.0
500.0,0.0,0.9847590147692514,0.0005148007001979371,0.0005148007001979371,73.98405233562163,0,0.9852738154694494,0.34274184965401844,2.915314350117325,20,104,2.8668,1433.4,0.028392024130537354,0.0
500.0,0.0,0.9852738154694494,0.0002410346078695058,0.0002410346078695058,80.50708043395935,0,0.9855148500773189,0.3634090470786546,2.8848459161625946,20,105,2.8398,1419.9,0.02769863216025887,0.0
500.0,0.0,0.9855148500773189,0.0004709265561945175,0.0004709265561945175,70.40482937980889,0,0.9859857766335134,0.3405600900809631,2.923709178423873,20,106,2.8908,1445.4,0.02706378650845698,0.0
500.0,0.0,0.9859857766335134,0.00043246281180320256,0.00043246281180320256,56.62605407407442,0,0.9864182394453166,0.39068052227681704,2.874461278222408,20,107,2.8106,1405.3,0.02635292501165258,0.0
500.0,0.0,0.9864182394453166,0.0005311228822366676,0.0005311228822366676,70.90070521511052,0,0.9869493623275533,0.3784822400983501,2.9161173570348637,20,108,2.8634,1431.7,0.025681599840179717,0.0
500.0,0.0,0.9869493623275533,0.0004282294880848525,0.0004282294880848525,73.86061196605401,0,0.9873775918156381,0.33357357546858424,2.876679467719683,20,109,2.8282,1414.1,0.025103757185704893,0.0
500.0,0.0,0.9873775918156381,0.00043027494557346113,0.00043027494557346113,81.58988907946866,0,0.9878078667612116,0.2524440249440616,2.9435825179532507,20,110,2.9014,1450.7,0.024674893089330362,0.0
500.0,0.0,0.9878078667612116,0.00045471413230535607,0.00045471413230535607,61.12241814588163,0,0.9882625808935169,0.21030167978112502,2.9297397495340776,20,111,2.895,1447.5,0.024323082130508596,0.0
500.0,0.0,0.9882625808935169,0.0005342867332726042,0.0005342867332726042,72.85128687950544,0,0.9887968676267895,0.19647835241986655,2.9422086329830526,20,112,2.9094,1454.7,0.023998818239919034,0.0
500.0,0.0,0.9887968676267895,0.0005640608996018148,0.0005640608996018148,88.02607568215227,0,0.9893609285263913,0.19217906556507813,2.9159728325209064,20,113,2.8662,1433.1,0.023685730757303715,0.0
500.0,0.0,0.9893609285263913,0.0005950436794156522,0.0005950436794156522,101.54092770897851,0,0.989955972205807,0.17864368877080494,2.9299961501681193,20,114,2.8984,1449.2,0.023398270780764403,0.0
500.0,0.0,0.989955972205807,0.0005033506398871568,0.0005033506398871568,88.47169038737759,0,0.9904593228456942,0.22093117235061044,2.9598743486844166,20,115,2.9372,1468.6,0.023047471764184747,0.0
500.0,0.0,0.9904593228456942,0.000463627013495449,0.000463627013495449,76.03315066469362,0,0.9909229498591896,0.22622268860827432,2.911303103422933,20,116,2.8632,1431.6,0.02269359331089102,0.0
500.0,0.0,0.9909229498591896,0.0004133088520292816,0.0004133088520292816,82.79033760047123,0,0.9913362587112189,0.07871974941824078,2.9579629747513745,20,117,2.9248,1462.4,0.022571701675405603,0.0
500.0,0.0,0.9913362587112189,0.0003047335796956263,0.0003047335796956263,77.49683864519893,0,0.9916409922909145,0.06236611497518396,2.964497771967454,20,118,2.9536,1476.8,0.022475586711753693,0.0
500.0,0.0,0.9916409922909145,0.0003320518574173592,0.0003320518574173592,52.7229551523812,0,0.9919730441483319,0.007104119042061541,2.9297305746433406,20,119,2.8874,1443.7,0.022486514947480173,0.0
500.0,0.0,0.9919730441483319,0.0003145499643054661,0.0003145499643054661,66.007575322837,0,0.9922875941126373,0.04462619303781423,2.941563529825592,20,120,2.902,1451.0,0.022555282052887343,0.0
500.0,0.0,0.9922875941126373,0.00030396107045249643,0.00030396107045249643,66.12079854327229,0,0.9925915551830898,0.03853932484739886,2.9016166252625446,20,121,2.8564,1428.2,0.022614834839610274,0.0
500.0,0.0,0.9925915551830898,0.00033004594131191833,0.00033004594131191833,70.72898981323004,0,0.9929216011244018,0.04587469545115397,2.945942558842585,20,122,2.9162,1458.1,0.022685922841083683,0.0
500.0,0.0,0.9929216011244018,0.0002780307110195057,0.0002780307110195057,61.5723152074047,0,0.9931996318354213,0.08317986196286142,2.9445500505170563,20,123,2.925,1462.5,0.022815376486116753,0.0
500.0,0.0,0.9931996318354213,0.00034309268903987,0.00034309268903987,80.41368042814605,0,0.9935427245244611,0.0254011885911396,2.9234762595239254,20,124,2.8716,1435.8,0.022855052211219987,0.0
500.0,0.0,0.9935427245244611,0.0003735569994003374,0.0003735569994003374,85.36714824802337,0,0.9939162815238615,0.061722747926033605,2.9344462850766244,20,125,2.905,1452.5,0.022758760383620714,0.0
500.0,0.0,0.9939162815238615,0.0003093432468687096,0.0003093432468687096,71.45879931820853,0,0.9942256247707302,0.08658860853218897,2.940235609606822,20,126,2.9116,1455.8,0.022624343626623484,0.0
500.0,0.0,0.9942256247707302,0.000273263912736077,0.000273263912736077,76.98175108426672,0,0.9944988886834663,0.1823424458860714,2.8848664371162838,20,127,2.8258,1412.9,0.02234381367030725,0.0
500.0,0.0,0.9944988886834663,0.00023966799790597904,0.00023966799790597904,67.61619628461808,0,0.9947385566813722,0.21639150929638618,2.922136033794457,20,128,2.889,1444.5,0.02201530824334045,0.0
500.0,0.0,0.9947385566813722,0.00022052055916921276,0.00022052055916921276,71.97075795071218,0,0.9949590772405414,0.17430572676741463,2.913254118678973,20,129,2.8862,1443.1,0.021754130790144547,0.0
500.0,0.0,0.9949590772405414,0.00022484592531757386,0.00022484592531757386,57.0350769263968,0,0.995183923165859,0.129965532870294,2.9262774988028735,20,130,2.91,1455.0,0.021561366074771583,0.0
500.0,0.0,0.995183923165859,0.00014773341124185713,0.00014773341124185713,63.7981190945313,0,0.9953316565771009,0.14238536848966987,2.873185688395374,20,131,2.798,1399.0,0.021352097680174365,0.0
500.0,0.0,0.9953316565771009,0.00017101393958840472,0.00017101393958840472,76.17899973089696,0,0.9955026705166893,0.13644944999617792,2.9641827474027305,20,132,2.9508,1475.4,0.021153418397705345,0.0
500.0,0.0,0.9955026705166893,0.00016081094595343792,0.00016081094595343792,71.19297718174174,0,0.9956634814626427,0.1749604283771049,2.9505273020258596,20,133,2.9308,1465.4,0.020901309505183978,0.0
500.0,0.0,0.9956634814626427,0.00011075692406048443,0.00011075692406048443,65.55181156917023,0,0.9957742383867032,0.21355814250139815,2.9598274544304095,20,134,2.9488,1474.4,0.02059756617888765,0.0
500.0,0.0,0.9957742383867032,0.00016083127108634798,0.00016083127108634798,69.55364835865909,0,0.9959350696577896,0.18057056932523352,2.9452526614876353,20,135,2.9026,1451.3,0.020344115984544078,0.0
500.0,0.0,0.9959350696577896,0.0001425174418421271,0.0001425174418421271,81.36209191017645,0,0.9960775870996317,0.12915301454039962,2.939438579048727,20,136,2.9078,1453.9,0.020164711704214994,0.0
500.0,0.0,0.9960775870996317,0.0001457742327676259,0.0001457742327676259,86.21276007645272,0,0.9962233613323993,0.17010381703369148,2.9762133256875254,20,137,2.9632,1481.6,0.019930786078923637,0.0
