ReturnsStd,DeltaOmega,RewardStd,Wins,TimestepsStd,NormDeltaVar,Traj,ConfortViolation,Theta,NormDeltaOmega,TimestepsMean,ReturnsMean,OmegaBefore,RewardMean,Omega,ITERATIONS
49.775495979447555,0.010857918671380085,2.3666719248767882,0.0,0.0,0.9899997186359641,20,0,0.2113187848208024,0.010857918671380085,500.0,1154.0,0.8,2.308,0.8108579186713801,0
60.49289214444949,0.009084230830158413,2.4619296415616754,0.0,0.0,0.9910935222018367,20,0,0.2231127755001172,0.009084230830158413,500.0,1191.9,0.8108579186713801,2.3838,0.8199421495015385,1
50.316100802824536,0.005598812090030103,2.428388033243452,0.0,0.0,0.018482249554558905,20,0,0.22288860437024743,0.005598812090030103,500.0,1173.3,0.8199421495015385,2.3466,0.8255409615915686,2
67.83627348255504,0.0062280632027030824,2.3636061939333293,0.0,0.0,0.4601982168708254,20,0,0.21735870511064317,0.0062280632027030824,500.0,1148.8,0.8255409615915686,2.2976,0.8317690247942717,3
88.3490803574095,0.0037839052259863726,2.444543932924913,0.0,0.0,0.6579465944396716,20,0,0.20962592247341794,0.0037839052259863726,500.0,1181.8,0.8317690247942717,2.3636,0.8355529300202581,4
69.60718353733327,0.004682770878365217,2.425855362547405,0.0,0.0,0.30917339211829287,20,0,0.20606272183969818,0.004682770878365217,500.0,1173.8,0.8355529300202581,2.3476,0.8402357008986233,5
56.18184760222825,0.0031571247481155806,2.475428043793639,0.0,0.0,0.4865274161751927,20,0,0.20054673152479502,0.0031571247481155806,500.0,1192.0,0.8402357008986233,2.384,0.8433928256467389,6
52.90926194911436,0.004651765623728377,2.4131025589477133,0.0,0.0,0.3045820560674919,20,0,0.1971502386329887,0.004651765623728377,500.0,1170.1,0.8433928256467389,2.3402,0.8480445912704673,7
74.20855745801828,0.005505832103593122,2.4346090528049875,0.0,0.0,0.2838862457772606,20,0,0.1940237711250318,0.005505832103593122,500.0,1181.3,0.8480445912704673,2.3626,0.8535504233740604,8
87.55906577847894,0.003916649372048497,2.5053038059285346,0.0,0.0,0.5253084526191643,20,0,0.18833809454785408,0.003916649372048497,500.0,1211.1,0.8535504233740604,2.4222,0.8574670727461089,9
64.72178922125067,0.0033209796461884933,2.492530529401797,0.0,0.0,0.5278863728598822,20,0,0.182754292870196,0.0033209796461884933,500.0,1198.3,0.8574670727461089,2.3966,0.8607880523922974,10
63.5203904270117,0.0040294239847391555,2.494803270801127,0.0,0.0,0.4479254294225896,20,0,0.1781177945185198,0.0040294239847391555,500.0,1205.4,0.8607880523922974,2.4108,0.8648174763770365,11
53.48747516942635,0.004086987371984541,2.526982318893427,0.0,0.0,0.23106753698594318,20,0,0.17576226139257647,0.004086987371984541,500.0,1224.7,0.8648174763770365,2.4494,0.8689044637490211,12
46.53718942953044,0.004922880393932183,2.4681811197722103,0.0,0.0,0.17310307826421933,20,0,0.17401373284839422,0.004922880393932183,500.0,1199.3,0.8689044637490211,2.3986,0.8738273441429533,13
41.4365780440422,0.005468819801295544,2.4703515458331027,0.0,0.0,0.057380315239448976,20,0,0.1734371676038487,0.005468819801295544,500.0,1199.1,0.8738273441429533,2.3982,0.8792961639442488,14
55.69236931573302,0.0055296758450195105,2.469903026436463,0.0,0.0,0.14603738431340219,20,0,0.17490754418964144,0.0055296758450195105,500.0,1192.6,0.8792961639442488,2.3852,0.8848258397892683,15
48.54235264179106,0.0058055009384822,2.5302268356809434,0.0,0.0,0.24215129964724014,20,0,0.17736726235500772,0.0058055009384822,500.0,1220.2,0.8848258397892683,2.4404,0.8906313407277505,16
54.57984976161074,0.005752729305397386,2.4732800569284503,0.0,0.0,0.3806935452628082,20,0,0.18128898754158992,0.005752729305397386,500.0,1198.8,0.8906313407277505,2.3976,0.8963840700331479,17
67.06258271197136,0.003944644249467055,2.424239253869139,0.0,0.0,0.2334681188683767,20,0,0.18372728086694237,0.003944644249467055,500.0,1169.9,0.8963840700331479,2.3398,0.900328714282615,18
48.17582381236465,0.004278217410363161,2.50325668679822,0.0,0.0,0.18250103623523728,20,0,0.1856509246572798,0.004278217410363161,500.0,1215.7,0.900328714282615,2.4314,0.9046069316929781,19
76.77864286375477,0.004359082336782949,2.526381253888653,0.0,0.0,0.16538001483892728,20,0,0.18740750186737695,0.004359082336782949,500.0,1228.8,0.9046069316929781,2.4576,0.9089660140297611,20
66.87720089836296,0.0044914462109537645,2.5656607414075623,0.0,0.0,0.18397769518263374,20,0,0.1893766066940642,0.0044914462109537645,500.0,1243.2,0.9089660140297611,2.4864,0.9134574602407148,21
58.10154903270652,0.003960817443185327,2.498108396367139,0.0,0.0,0.2252983718254491,20,0,0.19180951232374194,0.003960817443185327,500.0,1201.9,0.9134574602407148,2.4038,0.9174182776839002,22
52.47580394810546,0.004166936317672509,2.488984298865704,0.0,0.0,0.24787522774142445,20,0,0.19451367433176406,0.004166936317672509,500.0,1207.7,0.9174182776839002,2.4154,0.9215852140015727,23
55.76190455857834,0.004198342651256848,2.4676959212998675,0.0,0.0,0.273912043827675,20,0,0.19753540246157938,0.004198342651256848,500.0,1191.1,0.9215852140015727,2.3822,0.9257835566528295,24
70.68656166485961,0.0034606909995549273,2.5249281890778597,0.0,0.0,0.25305908755955286,20,0,0.2003584133005002,0.0034606909995549273,500.0,1222.9,0.9257835566528295,2.4458,0.9292442476523844,25
56.97192290944725,0.0023414847299061403,2.51038722112745,0.0,0.0,0.19187942365669386,20,0,0.20251901273249104,0.0023414847299061403,500.0,1217.0,0.9292442476523844,2.434,0.9315857323822906,26
