ITERATIONS,NormDeltaVar,Wins,OmegaBefore,TimestepsMean,ReturnsStd,NormDeltaOmega,DeltaOmega,ReturnsMean,RewardStd,TimestepsStd,Traj,RewardMean,Theta,Omega,ConfortViolation
71,0.598291018710416,0.0,0.9830822782688833,500.0,56.55890734446698,1.7017628593740675e-05,-1.7017628593740675e-05,1287.3,2.658840882790845,0.0,20,2.5746,0.14297971505362184,0.9830652606402895,0
72,0.7191583457182062,0.0,0.9830652606402895,500.0,83.13699537510362,0.00011574330977559555,0.00011574330977559555,1308.8,2.692688292394796,0.0,20,2.6176,0.1369212606973394,0.9831810039500651,0
73,0.6886054026954653,0.0,0.9831810039500651,500.0,55.35015808468843,9.242126941311213e-05,9.242126941311213e-05,1316.6,2.7117259743565536,0.0,20,2.6332,0.13132404315387286,0.9832734252194782,0
74,0.5367718885333765,0.0,0.9832734252194782,500.0,55.39494561780885,3.717388636270691e-05,-3.717388636270691e-05,1345.0,2.7530165273750176,0.0,20,2.69,0.12709672806771727,0.9832362513331155,0
75,0.5317620417112217,0.0,0.9832362513331155,500.0,74.04755228905273,0.00018147225211695428,0.00018147225211695428,1299.6,2.6941713679719785,0.0,20,2.5992,0.12302405497747666,0.9834177235852325,0
76,0.606880465241499,0.0,0.9834177235852325,500.0,73.3279619244937,0.00010489150029835415,0.00010489150029835415,1337.1,2.7423082175422953,0.0,20,2.6742,0.11851365859293277,0.9835226150855308,0
77,0.4753264378212023,0.0,0.9835226150855308,500.0,77.0570567826205,0.0003534074871195392,0.0003534074871195392,1303.9,2.6970686235244368,0.0,20,2.6078,0.1150815851399237,0.9838760225726504,0
78,0.41865097595273326,0.0,0.9838760225726504,500.0,77.00519462997285,0.0002980602436147839,0.0002980602436147839,1333.0,2.7291837607607152,0.0,20,2.666,0.11213066840276703,0.9841740828162652,0
79,0.5427686716388642,0.0,0.9841740828162652,500.0,62.679741543819404,0.0001315523075279268,0.0001315523075279268,1355.5,2.7733876396926553,0.0,20,2.711,0.10840347902748321,0.9843056351237931,0
80,0.45244662342652475,0.0,0.9843056351237931,500.0,72.83845138386731,0.00022053613230477165,0.00022053613230477165,1327.6,2.7240251393847306,0.0,20,2.6552,0.10538013217643018,0.9845261712560979,0
81,0.41860381912974987,0.0,0.9845261712560979,500.0,66.6929531509889,7.252036810367901e-05,7.252036810367901e-05,1368.5,2.8006483178007198,0.0,20,2.737,0.10264942746142261,0.9845986916242015,0
82,0.43619723391296006,0.0,0.9845986916242015,500.0,61.91243816875572,5.6632088657360136e-05,5.6632088657360136e-05,1355.5,2.7719449850240534,0.0,20,2.711,0.0998708093427876,0.9846553237128589,0
83,0.5429141691548729,0.0,0.9846553237128589,500.0,58.431498354911284,2.0908266831876077e-05,2.0908266831876077e-05,1332.4,2.755002896550202,0.0,20,2.6648,0.09650595123652497,0.9846762319796908,0
84,0.5263306062077291,0.0,0.9846762319796908,500.0,66.43462952406674,0.0001873008339993154,0.0001873008339993154,1410.2,2.8534442065686165,0.0,20,2.8204,0.0933409130385049,0.9848635328136901,0
85,0.5695466933420334,0.0,0.9848635328136901,500.0,55.261107480759016,8.322719636277842e-05,8.322719636277842e-05,1361.1,2.7960735254996427,0.0,20,2.7222,0.09002118751315388,0.9849467600100529,0
86,0.4790446817432539,0.0,0.9849467600100529,500.0,94.48782990417338,0.00040799706344174513,0.00040799706344174513,1378.5,2.812427954632794,0.0,20,2.757,0.08731174472948021,0.9853547570734946,0
87,0.4705050434829232,0.0,0.9853547570734946,500.0,57.343177449457755,0.0005178484177907894,0.0005178484177907894,1364.4,2.793429891728089,0.0,20,2.7288,0.08472260472935576,0.9858726054912854,0
88,0.5092150524673755,0.0,0.9858726054912854,500.0,60.939642270036344,0.0005224413714912668,0.0005224413714912668,1380.6,2.816908688615944,0.0,20,2.7612,0.08199912319666482,0.9863950468627767,0
89,0.4993948562016257,0.0,0.9863950468627767,500.0,61.09099770015219,0.00044688286742333716,0.00044688286742333716,1344.3,2.759389432465088,0.0,20,2.6886,0.07940583556238866,0.9868419297302,0
90,0.5282520375767987,0.0,0.9868419297302,500.0,85.24664216260955,0.0004827414742197833,0.0004827414742197833,1368.9,2.803863612945537,0.0,20,2.7378,0.07674444433969432,0.9873246712044198,0
91,0.4979654716526767,0.0,0.9873246712044198,500.0,50.657279832221555,0.0005131157236483164,0.0005131157236483164,1362.8,2.7936901474573013,0.0,20,2.7256,0.07431077155557109,0.9878377869280681,0
92,0.4590032570812781,0.0,0.9878377869280681,500.0,83.22613772127119,0.000564360532069208,0.000564360532069208,1377.9,2.8077689292390144,0.0,20,2.7558,0.0721305826317609,0.9884021474601373,0
93,0.43806719117049653,0.0,0.9884021474601373,500.0,62.97070747577797,0.0004720881694941781,0.0004720881694941781,1363.7,2.805724369926597,0.0,20,2.7274,0.07010499805449644,0.9888742356296315,0
94,0.40535476362938283,0.0,0.9888742356296315,500.0,71.00140843673455,0.000448914004652301,0.000448914004652301,1398.0,2.845063092446282,0.0,20,2.796,0.06827764749844557,0.9893231496342838,0
95,0.3761676479850138,0.0,0.9893231496342838,500.0,73.84416022949954,0.00048156278916933193,0.00048156278916933193,1379.2,2.8387372967571336,0.0,20,2.7584,0.0666214560911461,0.9898047124234531,0
96,0.30157720024779167,0.0,0.9898047124234531,500.0,62.41882728792651,0.00031348571370359846,0.00031348571370359846,1384.7,2.831894002253615,0.0,20,2.7694,0.06532069574053812,0.9901181981371567,0
97,0.13891248940279866,0.0,0.9901181981371567,500.0,74.04160992306961,0.000301281404618603,0.000301281404618603,1382.8,2.8288967178036035,0.0,20,2.7656,0.06472951869587833,0.9904194795417753,0
98,0.19100508123029414,0.0,0.9904194795417753,500.0,57.064524881926424,0.0003369062540578005,0.0003369062540578005,1398.2,2.849025629930345,0.0,20,2.7964,0.0639247779574606,0.9907563857958331,0
99,0.17308322792104747,0.0,0.9907563857958331,500.0,62.592251916670975,0.00036384049306170674,0.00036384049306170674,1427.9,2.8859671446501256,0.0,20,2.8558,0.0632036053823251,0.9911202262888948,0
100,0.23523285799131344,0.0,0.9911202262888948,500.0,75.15390874731666,0.00026843687634769964,0.00026843687634769964,1436.3,2.911317440610006,0.0,20,2.8726,0.06223563761214279,0.9913886631652425,0
101,0.16897025810995103,0.0,0.9913886631652425,500.0,73.727267682995,0.00015970836165868363,0.00015970836165868363,1420.3,2.894026889992558,0.0,20,2.8406,0.061548896208095075,0.9915483715269012,0
102,0.10951078678687054,0.0,0.9915483715269012,500.0,70.2384510079771,9.849131573913539e-05,9.849131573913539e-05,1421.6,2.884062024298368,0.0,20,2.8432,0.06110760274300172,0.9916468628426404,0
103,0.10747395785744374,0.0,0.9916468628426404,500.0,62.89316338045018,6.284323492244948e-05,6.284323492244948e-05,1411.5,2.8696813411945237,0.0,20,2.823,0.060677394536731794,0.9917097060775628,0
104,0.031675607250960525,0.0,0.9917097060775628,500.0,76.54612988257473,0.000190039900785699,0.000190039900785699,1406.3,2.872365095178536,0.0,20,2.8126,0.060551141548338364,0.9918997459783485,0
105,0.009639317964904137,0.0,0.9918997459783485,500.0,67.20833281669766,0.00020333061936461672,0.00020333061936461672,1399.2,2.865965359176555,0.0,20,2.7984,0.06058953601186195,0.9921030765977131,0
106,0.021120816267568898,0.0,0.9921030765977131,500.0,77.80353462407733,0.00017464034020864272,0.00017464034020864272,1399.9,2.847440949343814,0.0,20,2.7998,0.06050543918058716,0.9922777169379218,0
107,0.06534029231255545,0.0,0.9922777169379218,500.0,68.19208165175777,0.00023970585873844819,0.00023970585873844819,1394.8,2.850777409760362,0.0,20,2.7896,0.060245964541785074,0.9925174227966602,0
108,0.0573960479081137,0.0,0.9925174227966602,500.0,76.95524673470939,0.0002809533262475572,0.0002809533262475572,1379.3,2.8267518532761238,0.0,20,2.7586,0.060018897046903934,0.9927983761229078,0
109,0.1376533081599831,0.0,0.9927983761229078,500.0,80.59776671843954,0.0001955029111443407,0.0001955029111443407,1382.0,2.8346964564129262,0.0,20,2.764,0.0594775806739007,0.9929938790340521,0
110,0.20908493906548387,0.0,0.9929938790340521,500.0,96.97066566750999,0.00021850615087126712,0.00021850615087126712,1399.7,2.8692437400820445,0.0,20,2.7994,0.058664105270894294,0.9932123851849234,0
111,0.1520856045161949,0.0,0.9932123851849234,500.0,69.19826587422548,0.00025120283585744474,0.00025120283585744474,1396.0,2.8548793319508268,0.0,20,2.792,0.05807896040272709,0.9934635880207808,0
112,0.1616952009708328,0.0,0.9934635880207808,500.0,76.20656139729702,0.0002507825053094104,0.0002507825053094104,1397.6,2.8402212871535206,0.0,20,2.7952,0.05746285221274789,0.9937143705260902,0
113,0.21861596840676611,0.0,0.9937143705260902,500.0,90.37228557472694,0.0002564038134137414,0.0002564038134137414,1406.5,2.8774000417043157,0.0,20,2.813,0.05663961319982536,0.993970774339504,0
114,0.15501339573187067,0.0,0.993970774339504,500.0,59.07376744376475,0.00024286240685222893,0.00024286240685222893,1413.7,2.8721784833119264,0.0,20,2.8274,0.056062612132528826,0.9942136367463562,0
115,0.17176053224133625,0.0,0.9942136367463562,500.0,66.69752619100652,0.00030547217258392045,0.00030547217258392045,1380.8,2.827430890402098,0.0,20,2.7616,0.055429732935980844,0.9945191089189401,0
116,0.07424587963792106,0.0,0.9945191089189401,500.0,94.15280133909984,0.0001891635712756301,0.0001891635712756301,1409.5,2.863291637259467,0.0,20,2.819,0.055158248968381396,0.9947082724902158,0
117,0.1396174588761383,0.0,0.9947082724902158,500.0,63.819981197114124,0.00016693481254204112,0.00016693481254204112,1388.1,2.8482123446119676,0.0,20,2.7762,0.05465111832325514,0.9948752073027578,0
118,0.07856284091550236,0.0,0.9948752073027578,500.0,69.41318318590497,0.00011859431144201071,0.00011859431144201071,1442.1,2.9164688169085577,0.0,20,2.8842,0.05436769019845642,0.9949938016141998,0
119,0.1607894844950266,0.0,0.9949938016141998,500.0,67.51259141819398,0.000130575345382411,0.000130575345382411,1412.5,2.8748173855046866,0.0,20,2.825,0.053791930243384654,0.9951243769595822,0
120,0.15249175270230353,0.0,0.9951243769595822,500.0,82.05022851887739,0.00010862312431680898,0.00010862312431680898,1388.4,2.832345628626563,0.0,20,2.7768,0.053251200289206366,0.995233000083899,0
121,0.13384795714954123,0.0,0.995233000083899,500.0,71.57506549071401,0.00014052388584251396,0.00014052388584251396,1419.9,2.884291240495661,0.0,20,2.8398,0.052780811747501453,0.9953735239697415,0
122,0.20970714043185268,0.0,0.9953735239697415,500.0,46.79914529134052,0.00015057993806533165,0.00015057993806533165,1405.2,2.8718028901719563,0.0,20,2.8104,0.052051709801256445,0.9955241039078069,0
123,0.22157297420923072,0.0,0.9955241039078069,500.0,66.42318872201183,0.00016558013439293973,0.00016558013439293973,1406.6,2.870035846466034,0.0,20,2.8132,0.051291700507593185,0.9956896840421998,0
124,0.04448830529692316,0.0,0.9956896840421998,500.0,74.59725196010909,0.00015546173636926675,0.00015546173636926675,1392.5,2.85926126822996,0.0,20,2.785,0.051140373338455364,0.9958451457785691,0
125,0.11431089143815143,0.0,0.9958451457785691,500.0,68.12664676908734,0.00012572575418023924,0.00012572575418023924,1418.6,2.8917635034698113,0.0,20,2.8372,0.05075347919317001,0.9959708715327493,0
126,0.10102524135751167,0.0,0.9959708715327493,500.0,81.07151164249993,0.00011341398258113422,0.00011341398258113422,1467.1,2.9349736557591113,0.0,20,2.9342,0.05041385907139495,0.9960842855153305,0
127,0.02695227926110988,0.0,0.9960842855153305,500.0,74.37983597723243,9.609280995315217e-05,9.609280995315217e-05,1419.8,2.88663676966812,0.0,20,2.8396,0.05050425445484002,0.9961803783252836,0
128,0.05300904905836745,0.0,0.9961803783252836,500.0,83.8751453053883,7.808093272820837e-05,7.808093272820837e-05,1423.6,2.8920325309373682,0.0,20,2.8472,0.05032661281193655,0.9962584592580118,0
129,0.16892356267567266,0.0,0.9962584592580118,500.0,82.71735005426613,9.815842170712852e-05,9.815842170712852e-05,1413.2,2.880323426283931,0.0,20,2.8264,0.04976446298374489,0.996356617679719,0
130,0.24167051367698633,0.0,0.996356617679719,500.0,84.21229126439917,8.050041254148432e-05,8.050041254148432e-05,1445.3,2.915618569017559,0.0,20,2.8906,0.04897056134156892,0.9964371180922604,0
131,0.28432708113920313,0.0,0.9964371180922604,500.0,55.97713819051488,3.458463762529007e-05,3.458463762529007e-05,1405.6,2.8673950826490584,0.0,20,2.8112,0.04805191166968929,0.9964717027298857,0
132,0.33760008555058363,0.0,0.9964717027298857,500.0,77.28512146590701,1.453441129106725e-05,1.453441129106725e-05,1441.1,2.9172115384387194,0.0,20,2.8822,0.046982387346163945,0.9964862371411768,0
133,0.3927637105752666,0.0,0.9964862371411768,500.0,69.64309010950045,1.1893415950647857e-05,-1.1893415950647857e-05,1441.2,2.9115923890544844,0.0,20,2.8824,0.04576658593055125,0.9964743437252261,0
134,0.3257130030657649,0.0,0.9964743437252261,500.0,67.94674385134286,5.281136127854857e-06,-5.281136127854857e-06,1428.2,2.8908440013255645,0.0,20,2.8564,0.04478111680740614,0.9964690625890983,0
135,0.37518720581880416,0.0,0.9964690625890983,500.0,57.550933962881956,4.103657488085943e-05,-4.103657488085943e-05,1432.3,2.9013215678376643,0.0,20,2.8646,0.04367102776880179,0.9964280260142174,0
136,0.27330613066408205,0.0,0.9964280260142174,500.0,79.60376875500305,5.214452757895671e-05,-5.214452757895671e-05,1434.2,2.9120922787576635,0.0,20,2.8684,0.04287896431720145,0.9963758814866385,0
