ITERATIONS,NormDeltaVar,Wins,OmegaBefore,TimestepsMean,ReturnsStd,NormDeltaOmega,DeltaOmega,ReturnsMean,RewardStd,TimestepsStd,Traj,RewardMean,Theta,Omega,ConfortViolation
137,0.405417001231946,0.0,0.9963758814866385,500.0,91.73897753953878,9.590561245642615e-05,-9.590561245642615e-05,1433.4,2.9012855357582445,0.0,20,2.8668,0.04172926408108656,0.996279975874182,0
138,0.3227122074910582,0.0,0.996279975874182,500.0,54.134185132871444,4.110851169236707e-05,-4.110851169236707e-05,1424.3,2.8952854850601524,0.0,20,2.8486,0.040835235741356515,0.9962388673624897,0
139,0.24974644296963788,0.0,0.9962388673624897,500.0,73.00541075838146,6.143234631639238e-05,-6.143234631639238e-05,1419.1,2.901899508942376,0.0,20,2.8382,0.040155965800624076,0.9961774350161733,0
140,0.2283434754894671,0.0,0.9961774350161733,500.0,63.90140843518239,2.4639333971787636e-05,-2.4639333971787636e-05,1455.1,2.9256001025430667,0.0,20,2.9102,0.03954439357908283,0.9961527956822015,0
141,0.1365039330672957,0.0,0.9961527956822015,500.0,62.202572294077996,3.094349254995077e-05,-3.094349254995077e-05,1459.8,2.9437282211508586,0.0,20,2.9196,0.03918307065024763,0.9961218521896515,0
142,0.16644058973641052,0.0,0.9961218521896515,500.0,94.00824431931488,3.081554452477597e-05,3.081554452477597e-05,1431.5,2.9042780514268944,0.0,20,2.863,0.03874678988661553,0.9961526677341763,0
143,0.11737423619664611,0.0,0.9961526677341763,500.0,67.15236406858659,2.3333862366081703e-05,2.3333862366081703e-05,1445.6,2.922081887969603,0.0,20,2.8912,0.03844193078833163,0.9961760015965424,0
144,0.09122512643178027,0.0,0.9961760015965424,500.0,94.96709956611289,4.1580067357438466e-05,4.1580067357438466e-05,1429.5,2.9093158989700654,0.0,20,2.859,0.038206581117366786,0.9962175816638998,0
145,0.1884912743271201,0.0,0.9962175816638998,500.0,63.925816381177334,4.3278590678763607e-05,4.3278590678763607e-05,1446.7,2.9231210101533605,0.0,20,2.8934,0.037724672332308265,0.9962608602545786,0
146,0.23718604485485173,0.0,0.9962608602545786,500.0,81.18589779019506,6.652592946299052e-05,6.652592946299052e-05,1438.5,2.909307649596378,0.0,20,2.877,0.037126561671336496,0.9963273861840416,0
147,0.21144021638134092,0.0,0.9963273861840416,500.0,72.7633836486457,8.972644238003369e-05,8.972644238003369e-05,1442.3,2.91675896158733,0.0,20,2.8846,0.036601069157874234,0.9964171126264216,0
148,0.17178680196385443,0.0,0.9964171126264216,500.0,59.52444875847235,7.47119370020366e-05,7.47119370020366e-05,1450.2,2.934430070729238,0.0,20,2.9004,0.03617940254596919,0.9964918245634237,0
149,0.21809223005171674,0.0,0.9964918245634237,500.0,64.32573357529628,9.070585076720317e-05,9.070585076720317e-05,1423.0,2.8930751804956607,0.0,20,2.846,0.03565080749354371,0.9965825304141909,0
150,0.2204768843701359,0.0,0.9965825304141909,500.0,92.58315181500357,0.00011251024235903184,0.00011251024235903184,1436.6,2.9081818650146345,0.0,20,2.8732,0.03512399632469854,0.9966950406565499,0
151,0.2079536575017329,0.0,0.9966950406565499,500.0,67.2371920889027,0.00014409580863516958,0.00014409580863516958,1422.6,2.9065506979923814,0.0,20,2.8452,0.03463398805942581,0.9968391364651851,0
152,0.25470532075999586,0.0,0.9968391364651851,500.0,72.46819992244875,8.292335898263392e-05,8.292335898263392e-05,1445.4,2.921793175431827,0.0,20,2.8908,0.03404279326605395,0.9969220598241677,0
153,0.16512284338418937,0.0,0.9969220598241677,500.0,68.53400615752737,0.00010880556887093995,0.00010880556887093995,1441.3,2.9136604537934754,0.0,20,2.8826,0.03366474198741292,0.9970308653930386,0
154,0.4013057419692885,0.0,0.9970308653930386,500.0,100.31126556872861,0.00011954439703520947,0.00011954439703520947,1462.5,2.934752970864839,0.0,20,2.925,0.03276276382992854,0.9971504097900739,0
155,0.30171542903142523,0.0,0.9971504097900739,500.0,71.43836504288154,9.87049124646644e-05,9.87049124646644e-05,1439.6,2.9207888249580796,0.0,20,2.8792,0.03210004629096873,0.9972491147025385,0
156,0.24730257612679196,0.0,0.9972491147025385,500.0,81.34592798659317,9.68227810775879e-05,9.68227810775879e-05,1423.8,2.891777003850746,0.0,20,2.8476,0.03156652902608002,0.9973459374836161,0
157,0.28815029440674067,0.0,0.9973459374836161,500.0,72.34438471643809,0.00011141869779007774,0.00011141869779007774,1420.7,2.8937944018191755,0.0,20,2.8414,0.030955706624886208,0.9974573561814062,0
158,0.19379584138111028,0.0,0.9974573561814062,500.0,68.1994134872141,0.00014015554627044846,0.00014015554627044846,1433.8,2.903802720571768,0.0,20,2.8676,0.03055134903440181,0.9975975117276766,0
159,0.24665827926688877,0.0,0.9975975117276766,500.0,70.28513356322232,0.00011924062103174649,0.00011924062103174649,1432.0,2.9176538519845017,0.0,20,2.864,0.030044087142391325,0.9977167523487084,0
160,0.23775604158660713,0.0,0.9977167523487084,500.0,64.7872672675735,0.0001172941047247189,0.0001172941047247189,1444.1,2.9226530344876727,0.0,20,2.8882,0.029562863373967154,0.9978340464534331,0
161,0.2592062772314492,0.0,0.9978340464534331,500.0,95.26468390752157,9.272274047944506e-05,9.272274047944506e-05,1453.2,2.94360986545432,0.0,20,2.9064,0.029046739060609273,0.9979267691939125,0
162,0.27840173041835925,0.0,0.9979267691939125,500.0,58.21477475692919,9.78659342486532e-05,9.78659342486532e-05,1489.2,2.973404351917175,0.0,20,2.9784,0.02850213072182407,0.9980246351281612,0
163,0.19825479323193917,0.0,0.9980246351281612,500.0,71.47160275242189,0.0001003648203988794,0.0001003648203988794,1445.9,2.9375317462114348,0.0,20,2.8918,0.028120360984770228,0.9981249999485601,0
164,0.1440206679921019,0.0,0.9981249999485601,500.0,77.8595530426421,0.00010292884572282723,0.00010292884572282723,1464.3,2.955216073318498,0.0,20,2.9286,0.02784614584093003,0.9982279287942829,0
165,0.1881250470894571,0.0,0.9982279287942829,500.0,84.94562966980702,8.606264011579157e-05,8.606264011579157e-05,1440.8,2.921982450323752,0.0,20,2.8816,0.027491865888958765,0.9983139914343987,0
166,0.16530528644099007,0.0,0.9983139914343987,500.0,82.29526110293351,6.696339434397736e-05,6.696339434397736e-05,1439.7,2.912705896584823,0.0,20,2.8794,0.02718417874109535,0.9983809548287427,0
167,0.09709713925900587,0.0,0.9983809548287427,500.0,89.87346660722508,5.0330475229287686e-05,5.0330475229287686e-05,1459.4,2.942890850847173,0.0,20,2.9188,0.027005012482654394,0.998431285303972,0
168,0.17448697857469142,0.0,0.998431285303972,500.0,62.28996708941176,4.3118345956161264e-05,4.3118345956161264e-05,1460.6,2.954892647796193,0.0,20,2.9212,0.02668592564330852,0.9984744036499281,0
169,0.1924636133405926,0.0,0.9984744036499281,500.0,99.72737838728139,4.469091419523341e-05,4.469091419523341e-05,1466.5,2.942568775746796,0.0,20,2.933,0.026338217510498935,0.9985190945641234,0
170,0.22809754581334118,0.0,0.9985190945641234,500.0,77.35916235327268,4.0318702488773006e-05,4.0318702488773006e-05,1481.4,2.972442793394013,0.0,20,2.9628,0.025931837963857896,0.9985594132666121,0
171,0.17861740654326042,0.0,0.9985594132666121,500.0,75.94840353819164,3.0061666763891992e-05,3.0061666763891992e-05,1464.8,2.955375414393237,0.0,20,2.9296,0.02561787948641804,0.998589474933376,0
172,0.10550041470621352,0.0,0.998589474933376,500.0,65.44585548375083,3.0260934346326707e-05,3.0260934346326707e-05,1455.8,2.9500144813203883,0.0,20,2.9116,0.025434181706243824,0.9986197358677223,0
173,0.19662631902519934,0.0,0.9986197358677223,500.0,69.76130732719965,3.204578144033743e-05,3.204578144033743e-05,1441.6,2.921773050734776,0.0,20,2.8832,0.025095232750344285,0.9986517816491627,0
174,0.20220254639216506,0.0,0.9986517816491627,500.0,73.31377769560098,3.334692769085823e-05,3.334692769085823e-05,1453.7,2.935613264719997,0.0,20,2.9074,0.024751262113921223,0.9986851285768535,0
175,0.21564152667058067,0.0,0.9986851285768535,500.0,81.71480893938381,3.052891732435725e-05,3.052891732435725e-05,1450.3,2.9392039126266827,0.0,20,2.9006,0.02438949377023452,0.9987156574941779,0
176,0.17819162837760416,0.0,0.9987156574941779,500.0,69.09551360254875,1.9800876929210176e-05,1.9800876929210176e-05,1470.9,2.9684697674054212,0.0,20,2.9418,0.024094447479101395,0.9987354583711071,0
177,0.1557411672054485,0.0,0.9987354583711071,500.0,47.31764998391192,1.970007120521977e-05,1.970007120521977e-05,1453.2,2.9378970438053136,0.0,20,2.9064,0.023839427305796336,0.9987551584423123,0
178,0.16780696282546614,0.0,0.9987551584423123,500.0,71.32068423676262,2.3205061048248155e-05,2.3205061048248155e-05,1431.6,2.9107534694645647,0.0,20,2.8632,0.023567597047498553,0.9987783635033606,0
179,0.09520956662179714,0.0,0.9987783635033606,500.0,70.07503121654675,2.0655171462768962e-05,2.0655171462768962e-05,1443.3,2.9416900652516067,0.0,20,2.8866,0.02341471457494466,0.9987990186748233,0
180,0.09598717783490684,0.0,0.9987990186748233,500.0,61.71255949966749,1.5749339104420557e-05,1.5749339104420557e-05,1485.4,2.9606667086992413,0.0,20,2.9708,0.023261563449763524,0.9988147680139278,0
181,0.08855833521734269,0.0,0.9988147680139278,500.0,62.10152977181802,9.17418858181751e-06,9.17418858181751e-06,1481.0,2.9778106051258533,0.0,20,2.962,0.023121132872547003,0.9988239422025096,0
182,0.049039893430375514,0.0,0.9988239422025096,500.0,93.83064531377795,2.237466546195499e-05,2.237466546195499e-05,1477.1,2.976491619339789,0.0,20,2.9542,0.023043724740787846,0.9988463168679715,0
183,0.13174284813255355,0.0,0.9988463168679715,500.0,109.5509014111705,2.331826535906245e-05,2.331826535906245e-05,1479.0,2.9715713015170944,0.0,20,2.958,0.022837023169423973,0.9988696351333306,0
184,0.14590723646230686,0.0,0.9988696351333306,500.0,51.374215322474754,2.7696308892988242e-05,2.7696308892988242e-05,1476.3,2.968661860165283,0.0,20,2.9526,0.022610211071968287,0.9988973314422236,0
185,0.11878243742586392,0.0,0.9988973314422236,500.0,89.52675577725354,1.8285972930187633e-05,1.8285972930187633e-05,1461.6,2.9392008709851734,0.0,20,2.9232,0.022427190577479703,0.9989156174151538,0
186,0.019350062295757198,0.0,0.9989156174151538,500.0,89.77945199209005,2.3442483051083762e-05,2.3442483051083762e-05,1453.5,2.9317829046503427,0.0,20,2.907,0.02239751333911139,0.9989390598982049,0
187,0.020198142164851163,0.0,0.9989390598982049,500.0,90.25718807939897,2.6894065134452916e-05,2.6894065134452916e-05,1481.8,2.9735290548437563,0.0,20,2.9636,0.022428492158162158,0.9989659539633393,0
188,0.08606774751741852,0.0,0.9989659539633393,500.0,75.83139191654074,1.9797610755545314e-05,1.9797610755545314e-05,1492.0,2.984986432129969,0.0,20,2.984,0.022296776319207037,0.9989857515740949,0
189,0.1519633216160443,0.0,0.9989857515740949,500.0,69.06258031669537,2.43407021013331e-05,2.43407021013331e-05,1478.6,2.960771548093503,0.0,20,2.9572,0.022066058800265364,0.9990100922761962,0
190,0.04544127847143642,0.0,0.9990100922761962,500.0,89.73577881759314,1.6394543538189588e-05,1.6394543538189588e-05,1459.3,2.950351511260989,0.0,20,2.9186,0.02199752216655542,0.9990264868197344,0
191,0.012250809958551656,0.0,0.9990264868197344,500.0,71.33098905805245,1.623829866470583e-05,1.623829866470583e-05,1443.7,2.9231697248021713,0.0,20,2.8874,0.02197908056865723,0.9990427251183991,0
192,0.05385317232562414,0.0,0.9990427251183991,500.0,70.56025793603649,3.205688642571314e-05,3.205688642571314e-05,1456.5,2.9425891660236907,0.0,20,2.913,0.02189819247760262,0.9990747820048248,0
193,0.07412554127891013,0.0,0.9990747820048248,500.0,68.80377896598414,2.532497546914314e-05,2.532497546914314e-05,1465.8,2.9540686247953007,0.0,20,2.9316,0.021787330856246373,0.999100106980294,0
194,0.11735564114172803,0.0,0.999100106980294,500.0,75.67720925087023,1.74914241494184e-05,1.74914241494184e-05,1439.6,2.9210627107270395,0.0,20,2.8792,0.021612935819667937,0.9991175984044434,0
195,0.1296815735463852,0.0,0.9991175984044434,500.0,78.83679344062644,2.3077942942317797e-05,2.3077942942317797e-05,1443.4,2.9183532616871455,0.0,20,2.8868,0.021421811523809217,0.9991406763473857,0
196,0.14108436647488531,0.0,0.9991406763473857,500.0,74.39966397773583,1.91070756003775e-05,1.91070756003775e-05,1476.3,2.9702783101924974,0.0,20,2.9526,0.021215759286821217,0.9991597834229861,0
197,0.1521362632469021,0.0,0.9991597834229861,500.0,58.95379546729795,1.9522260249704715e-05,1.9522260249704715e-05,1458.5,2.9448787750941468,0.0,20,2.917,0.020995738617851614,0.9991793056832358,0
198,0.21681841439038863,0.0,0.9991793056832358,500.0,79.88867253872729,2.113724076568957e-05,2.113724076568957e-05,1515.0,3.003847532748625,0.0,20,3.03,0.020686028228609377,0.9992004429240015,0
199,0.13935500390473265,0.0,0.9992004429240015,500.0,67.3631204740398,2.4448171708435495e-05,2.4448171708435495e-05,1498.1,2.9897132906016255,0.0,20,2.9962,0.020489334563394676,0.9992248910957099,0
