RewardMean,Omega,ITERATIONS,ReturnsMean,TimestepsMean,ReturnsStd,Wins,RewardStd,TimestepsStd,OmegaBefore,ConfortViolation,Theta,DeltaOmega,NormDeltaOmega,NormDeltaVar,Traj
2.9158,0.995245242511766,152,1457.9,500.0,90.77108570464497,0.0,2.934230795285197,0.0,0.9951878421996672,0,0.032190292037529884,5.740031209888752e-05,5.740031209888752e-05,0.2783918198657602,20
2.8854,0.9953070963302337,153,1442.7,500.0,78.52967591936184,0.0,2.928287356117907,0.0,0.995245242511766,0,0.031522574776491626,6.185381846768312e-05,6.185381846768312e-05,0.30929510210649624,20
2.8016,0.995328519100139,154,1400.8,500.0,73.50210881328508,0.0,2.8566829435553394,0.0,0.9953070963302337,0,0.031058411319281734,2.1422769905243833e-05,2.1422769905243833e-05,0.21876339413598345,20
2.8792,0.9953761892242652,155,1439.6,500.0,81.50484648166635,0.0,2.916128831173273,0.0,0.995328519100139,0,0.030930680226223667,4.767012412620897e-05,4.767012412620897e-05,0.06075579199610104,20
2.8654,0.9954331075187347,156,1432.7,500.0,72.90068586782981,0.0,2.918130024519127,0.0,0.9953761892242652,0,0.03051200301498263,5.6918294469521236e-05,5.6918294469521236e-05,0.2008625491652225,20
2.8952,0.9955343104958541,157,1447.6,500.0,90.19445659240927,0.0,2.9257848451313024,0.0,0.9954331075187347,0,0.030274993247578413,0.00010120297711935233,0.00010120297711935233,0.11489314852783394,20
2.8732,0.9955774789810893,158,1436.6,500.0,83.24205667809993,0.0,2.9131292041377086,0.0,0.9955343104958541,0,0.029898812614408805,4.316848523522321e-05,4.316848523522321e-05,0.1841592646544612,20
2.9192,0.9956209726195308,159,1459.6,500.0,87.75556962381363,0.0,2.9453474090504166,0.0,0.9955774789810893,0,0.02935999982842421,4.3493638441471916e-05,4.3493638441471916e-05,0.26772621120270657,20
2.8882,0.995619113533143,160,1444.1,500.0,65.01222961874173,0.0,2.924021333711504,0.0,0.9956209726195308,0,0.028795864257449417,-1.8590863877232522e-06,1.8590863877232522e-06,0.2854636286288681,20
2.9014,0.995642100772568,161,1450.7,500.0,68.45808936860566,0.0,2.9313270100758118,0.0,0.995619113533143,0,0.02848322746880899,2.2987239424954176e-05,2.2987239424954176e-05,0.16054607213771988,20
2.8718,0.9956599237942121,162,1435.9,500.0,62.053122403308606,0.0,2.908533094190265,0.0,0.995642100772568,0,0.02830240077796574,1.782302164410332e-05,1.782302164410332e-05,0.09364115538970452,20
2.8694,0.9957152721991468,163,1434.7,500.0,72.08959703036216,0.0,2.9092513882440616,0.0,0.9956599237942121,0,0.028432080802550594,5.5348404934707496e-05,5.5348404934707496e-05,0.06721350372897206,20
2.8276,0.9957965035459477,164,1413.8,500.0,68.71651912022318,0.0,2.8878847345418754,0.0,0.9957152721991468,0,0.028445488186116363,8.123134680093624e-05,8.123134680093624e-05,0.006932099729667129,20
2.8774,0.9958344479667249,165,1438.7,500.0,87.59058168547575,0.0,2.9120730141945272,0.0,0.9957965035459477,0,0.02806786583657781,3.7944420777202836e-05,3.7944420777202836e-05,0.196468658004342,20
2.9536,0.9958975714632438,166,1476.8,500.0,87.06411430664187,0.0,2.971775065512193,0.0,0.9958344479667249,0,0.02766206238771607,6.312349651882432e-05,6.312349651882432e-05,0.2140129593121145,20
2.8468,0.9959472742007407,167,1423.4,500.0,47.38396353197988,0.0,2.884810177464022,0.0,0.9958975714632438,0,0.027232260780240082,4.970273749693721e-05,4.970273749693721e-05,0.23002126209544116,20
2.8798,0.995945097674652,168,1439.9,500.0,74.8878494817417,0.0,2.9083245967395044,0.0,0.9959472742007407,0,0.026699297247716577,-2.1765260886930093e-06,2.1765260886930093e-06,0.2901831063929663,20
2.8746,0.9959766455399507,169,1437.3,500.0,58.989066783599824,0.0,2.9163461454361,0.0,0.995945097674652,0,0.026197132966431908,3.1547865298686695e-05,3.1547865298686695e-05,0.2786153597836787,20
2.9588,0.9960321989980988,170,1479.4,500.0,60.93307804468768,0.0,2.9683501410716353,0.0,0.9959766455399507,0,0.025971286900824293,5.555345814811652e-05,5.555345814811652e-05,0.12700418669375324,20
