Traj,ReturnsMean,TimestepsMean,RewardMean,Theta,TimestepsStd,ConfortViolation,Wins,NormDeltaVar,ITERATIONS,RewardStd,DeltaOmega,Omega,NormDeltaOmega,ReturnsStd,OmegaBefore
20,1218.6,500.0,2.4372,0.15809832193755877,0.0,0,0.0,0.006350994103005547,33,2.518105668950372,0.0028248149579643833,0.9128572130680435,0.0028248149579643833,61.41042256816021,0.9100323981100791
20,1245.4,500.0,2.4908,0.15690535549113702,0.0,0,0.0,0.128433216602172,34,2.5783551656046146,0.003003914422333609,0.9158611274903771,0.003003914422333609,83.35250446147374,0.9128572130680435
20,1233.1,500.0,2.4662,0.15510624052958846,0.0,0,0.0,0.19520222370099916,35,2.5469702707334454,0.0023561115915653463,0.9182172390819424,0.0023561115915653463,59.108290450663524,0.9158611274903771
20,1226.8,500.0,2.4536,0.15370549441526987,0.0,0,0.0,0.153263295599114,36,2.5340574263421893,0.0021948825317117393,0.9204121216136542,0.0021948825317117393,61.41465623122872,0.9182172390819424
20,1241.5,500.0,2.483,0.15208732414661735,0.0,0,0.0,0.17848257488184416,37,2.563885917898844,0.0016150433362709382,0.9220271649499251,0.0016150433362709382,60.64940230538138,0.9204121216136542
20,1237.4,500.0,2.4748,0.15014295012804454,0.0,0,0.0,0.216536007626992,38,2.561125721240564,0.001168248030463448,0.9231954129803885,0.001168248030463448,67.26395765935871,0.9220271649499251
20,1245.1,500.0,2.4902,0.14771438032218395,0.0,0,0.0,0.27372629908032664,39,2.5731117270728845,0.0013453574832192894,0.9245407704636078,0.0013453574832192894,52.51085602044591,0.9231954129803885
20,1263.5,500.0,2.527,0.14539206729139914,0.0,0,0.0,0.2652520175478479,40,2.603588101063607,0.0004233193069623775,0.9249640897705702,0.0004233193069623775,56.86782921828474,0.9245407704636078
20,1271.8,500.0,2.5436,0.1429671198646962,0.0,0,0.0,0.2807544551073917,41,2.621392576475336,0.00059914180494125,0.9255632315755115,0.00059914180494125,50.65925384369572,0.9249640897705702
20,1258.3,500.0,2.5166,0.14110495210590138,0.0,0,0.0,0.21830241199265288,42,2.5871846551802213,0.0006891847990425637,0.926252416374554,0.0006891847990425637,58.90763957246971,0.9255632315755115
20,1260.8,500.0,2.5216,0.1392469001800917,0.0,0,0.0,0.22023293329785076,43,2.6141027982847196,0.00014699355832126226,0.9263994099328753,0.00014699355832126226,77.31856180762804,0.926252416374554
20,1251.6,500.0,2.5032,0.1370990705970722,0.0,0,0.0,0.25767133247819274,44,2.5813929882913995,0.0009762758976704644,0.9273756858305457,0.0009762758976704644,69.99599988570776,0.9263994099328753
20,1288.5,500.0,2.577,0.13448563596784127,0.0,0,0.0,0.3181499155701353,45,2.6589229022293965,0.0009053795409794674,0.9282810653715252,0.0009053795409794674,72.02187167798404,0.9273756858305457
20,1283.9,500.0,2.5678,0.13291288364038054,0.0,0,0.0,0.19398536335223682,46,2.6640576495263764,0.0013334504488310417,0.9296145158203563,0.0013334504488310417,69.0926189979798,0.9282810653715252
20,1272.8,500.0,2.5456,0.1315086587871571,0.0,0,0.0,0.1748481642305464,47,2.6275312824017907,0.0018948060421524193,0.9315093218625087,0.0018948060421524193,62.24596372456611,0.9296145158203563
20,1257.1,500.0,2.5142,0.1296666674602882,0.0,0,0.0,0.23177568536230453,48,2.599691974061542,0.0022965984799859784,0.9338059203424947,0.0022965984799859784,57.60373251795407,0.9315093218625087
20,1251.5,500.0,2.503,0.12809001637225156,0.0,0,0.0,0.20062430122854735,49,2.5815094421675084,0.0017009570453491163,0.9355068773878438,0.0017009570453491163,60.85351263485124,0.9338059203424947
20,1255.4,500.0,2.5108,0.12772770164491049,0.0,0,0.0,0.04640082495513553,50,2.6038209155009113,0.0023019014193987886,0.9378087788072426,0.0023019014193987886,52.528468471867704,0.9355068773878438
20,1308.7,500.0,2.6174,0.12717383272136296,0.0,0,0.0,0.07115036980047762,51,2.6913225819288185,0.0024040402941620798,0.9402128191014046,0.0024040402941620798,66.94557490977279,0.9378087788072426
20,1276.5,500.0,2.553,0.12721060679069418,0.0,0,0.0,0.004732215323986821,52,2.648960362104348,0.0016856282096070485,0.9418984473110117,0.0016856282096070485,62.23463665837537,0.9402128191014046
20,1288.7,500.0,2.5774,0.12734405066771262,0.0,0,0.0,0.017162214916130125,53,2.6754829919100587,0.0011170440369808743,0.9430154913479926,0.0011170440369808743,56.95357758736496,0.9418984473110117
20,1290.2,500.0,2.5804,0.1275721834744666,0.0,0,0.0,0.029304615270021372,54,2.6547948771986136,0.0011463730292160523,0.9441618643772086,0.0011463730292160523,67.31389158264437,0.9430154913479926
20,1271.8,500.0,2.5436,0.12649726641511846,0.0,0,0.0,0.13847129831495408,55,2.6335715369057286,0.0015565646578894476,0.9457184290350981,0.0015565646578894476,59.43366049638874,0.9441618643772086
20,1288.2,500.0,2.5764,0.12560205152946483,0.0,0,0.0,0.1160920349720449,56,2.662585780777776,0.0015444377468424308,0.9472628667819405,0.0015444377468424308,58.77040071328423,0.9457184290350981
20,1294.0,500.0,2.588,0.12496238645985353,0.0,0,0.0,0.08338693894245708,57,2.6704037147966972,0.0015489324098452162,0.9488117991917857,0.0015489324098452162,68.65566254869296,0.9472628667819405
20,1276.2,500.0,2.5524,0.12328807236706117,0.0,0,0.0,0.22001008862041616,58,2.6365989911247407,0.0019853918162512363,0.950797191008037,0.0019853918162512363,72.93257159870342,0.9488117991917857
20,1290.2,500.0,2.5804,0.12124007705870778,0.0,0,0.0,0.2726321793160338,59,2.670718225496655,0.0016397190471634238,0.9524369100552004,0.0016397190471634238,76.11281101102495,0.950797191008037
20,1310.3,500.0,2.6206,0.1184363067922519,0.0,0,0.0,0.37975552383128885,60,2.701269264623577,0.0014735575660208555,0.9539104676212212,0.0014735575660208555,50.252462626223604,0.9524369100552004
20,1293.5,500.0,2.587,0.11575374400746573,0.0,0,0.0,0.3706945975724203,61,2.6799684699637796,0.0019862066647424736,0.9558966742859637,0.0019862066647424736,67.24247169758114,0.9539104676212212
20,1302.5,500.0,2.605,0.11390206478984455,0.0,0,0.0,0.260256093961182,62,2.689233162074274,0.0016781035635505814,0.9575747778495143,0.0016781035635505814,51.535909810538904,0.9558966742859637
20,1308.3,500.0,2.6166,0.11143942276499569,0.0,0,0.0,0.3519027477779524,63,2.684362948634182,0.0012903335608891453,0.9588651114104034,0.0012903335608891453,56.851649052600045,0.9575747778495143
20,1312.5,500.0,2.625,0.10882817921813796,0.0,0,0.0,0.3806467628033552,64,2.699513845121006,0.00132846581750945,0.9601935772279129,0.00132846581750945,68.68733507714504,0.9588651114104034
20,1324.2,500.0,2.6484,0.10624919467950208,0.0,0,0.0,0.3838974081081581,65,2.7252114486769643,0.0007450575537394366,0.9609386347816523,0.0007450575537394366,65.58017993265953,0.9601935772279129
20,1302.5,500.0,2.605,0.10419834058095805,0.0,0,0.0,0.311186508177844,66,2.6916119705485033,0.0005859450849572401,0.9615245798666096,0.0005859450849572401,52.07254554945437,0.9609386347816523
20,1346.4,500.0,2.6928,0.10365986776856577,0.0,0,0.0,0.08260133317552132,67,2.75391142922208,0.0007191908534708302,0.9622437707200804,0.0007191908534708302,69.6867275741945,0.9615245798666096
20,1326.7,500.0,2.6534,0.10235915579100874,0.0,0,0.0,0.20110511502700135,68,2.7362507999085177,0.0005879770972628817,0.9628317478173433,0.0005879770972628817,69.04281280480973,0.9622437707200804
20,1320.2,500.0,2.6404,0.10120092270968922,0.0,0,0.0,0.18099093555438728,69,2.7194646237816738,0.0008944900853027349,0.963726237902646,0.0008944900853027349,43.96316640097708,0.9628317478173433
20,1325.9,500.0,2.6518,0.09953802654541619,0.0,0,0.0,0.26309355379130395,70,2.7392620831165466,0.0004379716831063307,0.9641642095857523,0.0004379716831063307,71.35117378151533,0.963726237902646
20,1326.4,500.0,2.6528,0.09792082099766355,0.0,0,0.0,0.2596415247268986,71,2.7371978664320196,7.982305051024152e-05,0.9642440326362626,7.982305051024152e-05,65.09869430334221,0.9641642095857523
20,1293.4,500.0,2.5868,0.09690455854242326,0.0,0,0.0,0.16512264718505065,72,2.683964560123699,0.0009940985212759657,0.9652381311575385,0.0009940985212759657,71.86682127379783,0.9642440326362626
20,1360.5,500.0,2.721,0.09603023918522244,0.0,0,0.0,0.14330137162570367,73,2.7867829122484586,0.0008971494405364266,0.966135280598075,0.0008971494405364266,58.66131604388023,0.9652381311575385
20,1326.4,500.0,2.6528,0.09520882524480159,0.0,0,0.0,0.135696503852337,74,2.7342736073772866,0.0010156318877345694,0.9671509124858095,0.0010156318877345694,56.49283140363917,0.966135280598075
20,1319.0,500.0,2.638,0.09439360348216524,0.0,0,0.0,0.13571326126754713,75,2.71973454587024,0.001376190803213606,0.9685271032890231,0.001376190803213606,57.0350769263968,0.9671509124858095
20,1349.5,500.0,2.699,0.09385292668326238,0.0,0,0.0,0.09058883752054925,76,2.7744186778494697,0.0014043206093118377,0.969931423898335,0.0014043206093118377,84.14956922052542,0.9685271032890231
20,1340.1,500.0,2.6802,0.09351655431456739,0.0,0,0.0,0.05659454157445509,77,2.754365255371916,0.001614910171065631,0.9715463340694006,0.001614910171065631,64.5832021504044,0.969931423898335
20,1348.1,500.0,2.6962,0.09269875387724873,0.0,0,0.0,0.13836005065446244,78,2.7622645709634694,0.0011044769791604958,0.9726508110485611,0.0011044769791604958,59.094754420337516,0.9715463340694006
20,1328.4,500.0,2.6568,0.09219927536550437,0.0,0,0.0,0.08504453474089502,79,2.729507970312598,0.0014047961894317895,0.9740556072379929,0.0014047961894317895,61.12806229547932,0.9726508110485611
20,1354.4,500.0,2.7088,0.09216945448378104,0.0,0,0.0,0.005090582935551424,80,2.774455362769421,0.0014637694243880839,0.975519376662381,0.0014637694243880839,61.32731854565304,0.9740556072379929
20,1381.3,500.0,2.7626,0.09223871779787962,0.0,0,0.0,0.011821343985964461,81,2.81461209405488,0.001165422702887442,0.9766847993652684,0.001165422702887442,73.05963317728882,0.975519376662381
20,1352.5,500.0,2.705,0.09250111948715091,0.0,0,0.0,0.044712546999228664,82,2.7672685088368274,0.0010916674584108277,0.9777764668236792,0.0010916674584108277,61.68265558485626,0.9766847993652684
20,1370.5,500.0,2.741,0.09177508597014383,0.0,0,0.0,0.12399427054208445,83,2.8041610153484413,0.0006878137462772438,0.9784642805699565,0.0006878137462772438,65.02576412469138,0.9777764668236792
20,1358.3,500.0,2.7166,0.09160578646220603,0.0,0,0.0,0.029040215989518003,84,2.7903556117455715,0.000703889501399102,0.9791681700713556,0.000703889501399102,75.0660375935749,0.9784642805699565
20,1365.0,500.0,2.73,0.09158112257419158,0.0,0,0.0,0.004234662550942403,85,2.7958361897650583,0.0007154225490182409,0.9798835926203738,0.0007154225490182409,59.77123053777628,0.9791681700713556
20,1355.8,500.0,2.7116,0.0918436054286211,0.0,0,0.0,0.04501444285716616,86,2.7672414856676313,0.0007005155863130108,0.9805841082066868,0.0007005155863130108,61.321774273091606,0.9798835926203738
20,1336.3,500.0,2.6726,0.09202019952187053,0.0,0,0.0,0.030219939366325832,87,2.7563761064121857,0.0006448560903105083,0.9812289642969974,0.0006448560903105083,51.12054381557379,0.9805841082066868
20,1351.4,500.0,2.7028,0.09195653169213965,0.0,0,0.0,0.010889243416372096,88,2.7830329067404143,0.0004107482219060099,0.9816397125189034,0.0004107482219060099,67.16278731559612,0.9812289642969974
20,1334.0,500.0,2.668,0.09152150709995077,0.0,0,0.0,0.0745850452911796,89,2.738206712430601,0.00024886779991195596,0.9818885803188153,0.00024886779991195596,85.39320816083678,0.9816397125189034
20,1357.2,500.0,2.7144,0.09123912503503959,0.0,0,0.0,0.04858526626709647,90,2.782522711497608,0.00022873546002211143,0.9821173157788374,0.00022873546002211143,86.07299227980864,0.9818885803188153
20,1352.2,500.0,2.7044,0.09093482695319154,0.0,0,0.0,0.05250769229916585,91,2.7909533568298848,-0.00016784394679580927,0.9819494718320416,0.00016784394679580927,55.01599767340405,0.9821173157788374
20,1365.0,500.0,2.73,0.090141229939446,0.0,0,0.0,0.13768573241161164,92,2.7849416510943272,-2.5307190963941295e-06,0.9819469411129452,2.5307190963941295e-06,80.13613417179543,0.9819494718320416
20,1340.8,500.0,2.6816,0.08909165716099952,0.0,0,0.0,0.18378367538088725,93,2.764529153400268,0.00014711723799543108,0.9820940583509407,0.00014711723799543108,64.08244689460602,0.9819469411129452
20,1347.0,500.0,2.694,0.08754637280770522,0.0,0,0.0,0.2741721665560348,94,2.780928621881547,0.00015166105130759444,0.9822457194022483,0.00015166105130759444,73.11224247689302,0.9820940583509407
20,1351.0,500.0,2.702,0.08634602761762954,0.0,0,0.0,0.21600681092394325,95,2.774598349311122,9.31640308347026e-05,0.982338883433083,9.31640308347026e-05,56.803168925685824,0.9822457194022483
20,1380.1,500.0,2.7602,0.08504617347497079,0.0,0,0.0,0.23700230487503404,96,2.80871784983825,0.00010049384341737078,0.9824393772765003,0.00010049384341737078,56.05880840688643,0.982338883433083
20,1361.4,500.0,2.7228,0.08409066809033026,0.0,0,0.0,0.17632147931808362,97,2.7908350291624195,8.654753026438033e-05,0.9825259248067647,8.654753026438033e-05,71.48174592159876,0.9824393772765003
20,1378.7,500.0,2.7574,0.08295411707359945,0.0,0,0.0,0.21211542748797996,98,2.820415792042017,0.00011565376828359675,0.9826415785750483,0.00011565376828359675,39.97136475028092,0.9825259248067647
20,1364.5,500.0,2.729,0.08236725078538586,0.0,0,0.0,0.1105640136430921,99,2.8013137989165013,8.75432055650327e-05,0.9827291217806133,8.75432055650327e-05,72.74029144841255,0.9826415785750483
20,1343.7,500.0,2.6874,0.08271723900578276,0.0,0,0.0,0.06602275348345898,100,2.7566431107417584,0.0003179681612880403,0.9830470899419014,0.0003179681612880403,82.55489083028334,0.9827291217806133
20,1370.8,500.0,2.7416,0.08271145774276879,0.0,0,0.0,0.001088527072901968,101,2.8123352289512007,0.0005080914232704625,0.9835551813651718,0.0005080914232704625,90.32253317971103,0.9830470899419014
20,1401.6,500.0,2.8032,0.08245003543881735,0.0,0,0.0,0.04929447841369239,102,2.845007866421462,0.0004079095741588157,0.9839630909393307,0.0004079095741588157,83.26007446549636,0.9835551813651718
20,1378.7,500.0,2.7574,0.08236277429030568,0.0,0,0.0,0.016485858992197677,103,2.8099012865223574,0.0002785914154507241,0.9842416823547814,0.0002785914154507241,54.063943622344084,0.9839630909393307
20,1368.4,500.0,2.7368,0.08182717664382785,0.0,0,0.0,0.1015377908801085,104,2.795912330528266,0.0004949515934493665,0.9847366339482307,0.0004949515934493665,67.23867934455583,0.9842416823547814
20,1395.6,500.0,2.7912,0.08046480894738521,0.0,0,0.0,0.26103099926054085,105,2.839648316253265,0.00044610960808222355,0.985182743556313,0.00044610960808222355,85.60981252169637,0.9847366339482307
20,1363.7,500.0,2.7274,0.07993562879672092,0.0,0,0.0,0.10247976018619198,106,2.7888508816356605,0.0006354979510755365,0.9858182415073885,0.0006354979510755365,64.77430045936428,0.985182743556313
20,1360.7,500.0,2.7214,0.07973519715366678,0.0,0,0.0,0.03897690632145867,107,2.7836634207461217,0.0005936883104423751,0.9864119298178309,0.0005936883104423751,72.34714921819658,0.9858182415073885
20,1376.3,500.0,2.7526,0.07949041669989887,0.0,0,0.0,0.047722755024835806,108,2.8180122852819505,0.00030730586062199805,0.9867192356784529,0.00030730586062199805,53.0858738272245,0.9864119298178309
20,1381.1,500.0,2.7622,0.07881174645745802,0.0,0,0.0,0.13302031832498784,109,2.8154309013009007,0.00021785118831840755,0.9869370868667713,0.00021785118831840755,67.08643678121531,0.9867192356784529
20,1377.5,500.0,2.755,0.07770224601498121,0.0,0,0.0,0.2197369667622624,110,2.8193571962417248,0.00021990078203160124,0.9871569876488029,0.00021990078203160124,61.5982954309614,0.9869370868667713
20,1353.6,500.0,2.7072,0.07669135564877295,0.0,0,0.0,0.2027231537356755,111,2.7814866816147075,0.00037283537284460433,0.9875298230216475,0.00037283537284460433,105.06683587126815,0.9871569876488029
20,1381.3,500.0,2.7626,0.07577337462758643,0.0,0,0.0,0.18622516888571283,112,2.8279393982191343,0.00028306381029841177,0.9878128868319459,0.00028306381029841177,56.26819705659672,0.9875298230216475
20,1405.3,500.0,2.8106,0.07432489226209965,0.0,0,0.0,0.29810091119161797,113,2.85995238421901,0.00019380293202519994,0.9880066897639711,0.00019380293202519994,66.09773067208889,0.9878128868319459
20,1361.0,500.0,2.722,0.07294781806859761,0.0,0,0.0,0.28840132043183075,114,2.7887481062297472,0.00010277312690398777,0.9881094628908751,0.00010277312690398777,73.5187051028512,0.9880066897639711
20,1364.6,500.0,2.7292,0.07203248143326232,0.0,0,0.0,0.19448702455467526,115,2.8066113660426875,9.104669905712903e-05,0.9882005095899322,9.104669905712903e-05,70.41335100675154,0.9881094628908751
20,1357.1,500.0,2.7142,0.07106056341225003,0.0,0,0.0,0.2090206153081695,116,2.7791938327507855,3.7560692941474016e-06,0.9882042656592264,3.7560692941474016e-06,65.67335837308764,0.9882005095899322
20,1363.6,500.0,2.7272,0.0707727014902002,0.0,0,0.0,0.06241427716341974,117,2.8024239793435965,0.00015288875313423933,0.9883571544123606,0.00015288875313423933,89.60714257245345,0.9882042656592264
20,1379.5,500.0,2.759,0.0704263105529137,0.0,0,0.0,0.0754162145669639,118,2.8245210213414946,0.00023790785523380986,0.9885950622675944,0.00023790785523380986,62.43997117231878,0.9883571544123606
20,1371.8,500.0,2.7436,0.07045244912993996,0.0,0,0.0,0.005702833143509167,119,2.8147928946904783,0.0002708262224553337,0.9888658884900497,0.0002708262224553337,79.33952356801747,0.9885950622675944
20,1383.1,500.0,2.7662,0.07004930086691992,0.0,0,0.0,0.08817599019050704,120,2.82625857981891,0.00028256077870258967,0.9891484492687523,0.00028256077870258967,74.67656928381217,0.9888658884900497
20,1394.6,500.0,2.7892,0.0699616513246486,0.0,0,0.0,0.01923265585005396,121,2.84231654816982,0.0003543051869747682,0.9895027544557271,0.0003543051869747682,80.85814739406288,0.9891484492687523
20,1401.2,500.0,2.8024,0.06939673847252179,0.0,0,0.0,0.12449438723934492,122,2.864010167579717,0.000445116553941749,0.9899478710096689,0.000445116553941749,97.1316632205997,0.9895027544557271
20,1399.6,500.0,2.7992,0.06856247503101155,0.0,0,0.0,0.18557958331768276,123,2.8500665536088805,0.00044957709892701203,0.9903974481085959,0.00044957709892701203,68.19853370857764,0.9899478710096689
20,1378.7,500.0,2.7574,0.0677314682507741,0.0,0,0.0,0.18694659616811293,124,2.8238174941026197,0.00044697400053062,0.9908444221091265,0.00044697400053062,52.88203853861914,0.9903974481085959
20,1378.4,500.0,2.7568,0.0668910149119657,0.0,0,0.0,0.19124781749272302,125,2.8077132617131686,0.0002926588725161716,0.9911370809816427,0.0002926588725161716,65.62804278660151,0.9908444221091265
20,1398.7,500.0,2.7974,0.06533040468009879,0.0,0,0.0,0.3611170857141275,126,2.8481139794607944,0.0002834899344839048,0.9914205709161266,0.0002834899344839048,72.3941295962594,0.9911370809816427
20,1391.4,500.0,2.7828,0.06435914842788294,0.0,0,0.0,0.22881509991760396,127,2.8438045221146973,0.0003230345830932402,0.9917436054992198,0.0003230345830932402,75.40053050211252,0.9914205709161266
20,1374.0,500.0,2.748,0.06333653004632207,0.0,0,0.0,0.244417107846715,128,2.809785756957281,0.00034000602273775993,0.9920836115219576,0.00034000602273775993,48.54276465138754,0.9917436054992198
20,1405.5,500.0,2.811,0.062161393869807444,0.0,0,0.0,0.28545626624675435,129,2.86333354675979,0.0002794571948585567,0.9923630687168161,0.0002794571948585567,62.79450612911929,0.9920836115219576
20,1413.7,500.0,2.8274,0.06098981023702954,0.0,0,0.0,0.28965404494216074,130,2.8699493445007005,0.00032597197123029886,0.9926890406880464,0.00032597197123029886,61.25446922470229,0.9923630687168161
20,1399.2,500.0,2.7984,0.05973009582331578,0.0,0,0.0,0.317306131327193,131,2.8598177284575326,0.0003084410230784762,0.9929974817111249,0.0003084410230784762,50.5663920010119,0.9926890406880464
20,1408.8,500.0,2.8176,0.058880517582312296,0.0,0,0.0,0.2175555060553762,132,2.8683671731492115,0.0003135711467981972,0.9933110528579231,0.0003135711467981972,70.07253384886263,0.9929974817111249
20,1398.9,500.0,2.7978,0.057989110072704915,0.0,0,0.0,0.2314536976064332,133,2.8529134511933583,0.00023605786920966043,0.9935471107271328,0.00023605786920966043,47.85175022922359,0.9933110528579231
20,1390.0,500.0,2.78,0.05736391759922711,0.0,0,0.0,0.16433145152956996,134,2.839366126444422,0.0001822793461691008,0.9937293900733019,0.0001822793461691008,63.21392251711643,0.9935471107271328
20,1392.9,500.0,2.7858,0.0568172385878794,0.0,0,0.0,0.14507850580254456,135,2.855681767984661,0.00016900573987843615,0.9938983958131803,0.00016900573987843615,80.04117690289168,0.9937293900733019
