Iterations, Theta_mean, Theta_std, Theta_low, Theta_sup, Omega_mean, Omega_std, Omega_low, Omega_sup, Ret_mean, Ret_std, Rets_low, Rets_sup
1.200000000000000000e+01,1.782985078905897913e-01,4.231626795478157094e-02,1.480272733749972702e-01,2.085697424061823124e-01,8.557598294550639029e-01,2.573365688993773867e-02,8.373510802834329692e-01,8.741685786266948366e-01,1.192779999999999973e+03,2.518800508178446762e+01,1.174761586617576995e+03,1.210798413382422950e+03
1.300000000000000000e+01,1.764171965081224869e-01,4.291877660171416337e-02,1.457149532710505790e-01,2.071194397451943947e-01,8.600262259850554036e-01,2.554903682861344241e-02,8.417495460492702142e-01,8.783029059208405931e-01,1.194940000000000055e+03,2.609866663260787334e+01,1.176270138588210102e+03,1.213609861411790007e+03
1.400000000000000000e+01,1.744715036536207964e-01,4.381084886489328145e-02,1.431311103624749725e-01,2.058118969447666202e-01,8.640959531083890477e-01,2.572243865860871295e-02,8.456952289760119035e-01,8.824966772407661919e-01,1.200030000000000200e+03,1.623995381766833646e+01,1.188412636884180301e+03,1.211647363115820099e+03
1.500000000000000000e+01,1.719889372652836923e-01,4.415198852487613179e-02,1.404045073624748396e-01,2.035733671680925450e-01,8.677096505580648156e-01,2.578555812827662205e-02,8.492637734771606439e-01,8.861555276389689872e-01,1.212059999999999945e+03,2.150889118481007500e+01,1.196673466151563616e+03,1.227446533848436275e+03
1.600000000000000000e+01,1.701704612949236362e-01,4.379329982631619683e-02,1.388426218297167669e-01,2.014983007601305054e-01,8.718349713757127528e-01,2.588397174201140585e-02,8.533186934365836196e-01,8.903512493148418860e-01,1.201840000000000146e+03,2.405694078639258748e+01,1.184630701272362103e+03,1.219049298727638188e+03
1.700000000000000000e+01,1.689786110275982023e-01,4.401324100948297846e-02,1.374934351181095749e-01,2.004637869370868297e-01,8.761476744786648174e-01,2.571816249913883370e-02,8.577500093264953662e-01,8.945453396308342686e-01,1.203969999999999800e+03,3.018274507065256174e+01,1.182378564873102505e+03,1.225561435126897095e+03
1.800000000000000000e+01,1.674017062069983464e-01,4.387933531689080374e-02,1.360123206594519019e-01,1.987910917545447909e-01,8.801749435326817750e-01,2.527418965703982431e-02,8.620948774191632413e-01,8.982550096462003086e-01,1.205269999999999982e+03,2.838369426272763718e+01,1.184965528292711269e+03,1.225574471707288694e+03
1.900000000000000000e+01,1.653065253653986377e-01,4.336558424874784046e-02,1.342846551923887743e-01,1.963283955384085011e-01,8.842404378146927479e-01,2.476029157937202976e-02,8.665279922399896639e-01,9.019528833893958319e-01,1.214790000000000191e+03,2.065063921528822988e+01,1.200017422625008749e+03,1.229562577374991633e+03
2.000000000000000000e+01,1.632322753668710436e-01,4.301340457303121090e-02,1.324623393570212304e-01,1.940022113767208567e-01,8.882341857843645272e-01,2.411859982824598320e-02,8.709807788353222113e-01,9.054875927334068431e-01,1.221920000000000073e+03,3.084865637268501359e+01,1.199852200624442048e+03,1.243987799375558097e+03
2.100000000000000000e+01,1.616816422939573450e-01,4.344319157514287683e-02,1.306042551840582711e-01,1.927590294038564189e-01,8.921791177273030726e-01,2.366014390895633188e-02,8.752536703861995004e-01,9.091045650684066448e-01,1.230970000000000027e+03,3.474363394925753568e+01,1.206115901516510348e+03,1.255824098483489706e+03
2.200000000000000000e+01,1.603840697521405345e-01,4.413371733832311544e-02,1.288127102688123304e-01,1.919554292354687386e-01,8.960316069406528694e-01,2.336800394622121774e-02,8.793151439393965818e-01,9.127480699419091570e-01,1.224809999999999945e+03,2.380686665649220046e+01,1.207779593528186297e+03,1.241840406471813594e+03
2.300000000000000000e+01,1.590851245464769415e-01,4.487409153294708714e-02,1.269841332700353820e-01,1.911861158229185009e-01,9.000004256780540501e-01,2.294133415856386068e-02,8.835891838559597478e-01,9.164116675001483525e-01,1.223480000000000018e+03,2.900026896426997425e+01,1.202734457321927493e+03,1.244225542678072543e+03
2.400000000000000000e+01,1.578034462696295548e-01,4.600919011278790938e-02,1.248904543851619142e-01,1.907164381540971954e-01,9.035888738415710497e-01,2.218702168306501202e-02,8.877172346580710638e-01,9.194605130250710356e-01,1.226820000000000164e+03,3.301959418284848624e+01,1.203199205269548202e+03,1.250440794730452126e+03
2.500000000000000000e+01,1.564768478085757919e-01,4.672878199015131212e-02,1.230490909051688703e-01,1.899046047119827274e-01,9.065946769429740204e-01,2.172431906762299636e-02,8.910540352708327116e-01,9.221353186151153292e-01,1.234379999999999882e+03,3.322958922406353111e+01,1.210608983866598919e+03,1.258151016133400844e+03
2.600000000000000000e+01,1.554620385546953143e-01,4.660947381362500613e-02,1.221196295793030850e-01,1.888044475300875435e-01,9.095894199923024726e-01,2.101645455789888720e-02,8.945551540856711004e-01,9.246236858989338447e-01,1.230550000000000182e+03,2.348885906126563228e+01,1.213747082457577108e+03,1.247352917542423256e+03
2.700000000000000000e+01,1.543460768847951248e-01,4.649733364921837531e-02,1.210838881504458509e-01,1.876082656191443987e-01,9.124673486220988838e-01,2.028759285651571612e-02,8.979544789670362848e-01,9.269802182771614829e-01,1.235549999999999955e+03,3.173462619915348526e+01,1.212848415990612011e+03,1.258251584009387898e+03
2.800000000000000000e+01,1.536749448945085583e-01,4.668911854280817508e-02,1.202755615120724431e-01,1.870743282769446736e-01,9.152572861507884960e-01,2.002146809831843732e-02,9.009347906793473415e-01,9.295797816222296506e-01,1.236569999999999936e+03,3.364229629499151741e+01,1.212503751013275178e+03,1.260636248986724695e+03
2.900000000000000000e+01,1.533986037556280824e-01,4.680250746280399665e-02,1.199181068262144545e-01,1.868791006850417102e-01,9.179472735036595665e-01,1.984036666426929746e-02,9.037543301937432938e-01,9.321402168135758393e-01,1.241099999999999909e+03,3.279408483248158745e+01,1.217640524940689602e+03,1.264559475059310216e+03
3.000000000000000000e+01,1.529004288641650500e-01,4.663398016103153382e-02,1.195404891039159034e-01,1.862603686244141965e-01,9.206451475203237811e-01,1.955721552215463829e-02,9.066547583353475881e-01,9.346355367052999741e-01,1.248679999999999836e+03,3.376260653444868609e+01,1.224527686252622516e+03,1.272832313747377157e+03
3.100000000000000000e+01,1.519756756905035200e-01,4.658320309377777385e-02,1.186520596559783591e-01,1.852992917250286808e-01,9.231663977780936170e-01,1.935143429812083080e-02,9.093232156128454591e-01,9.370095799433417749e-01,1.242849999999999909e+03,3.682149508099855950e+01,1.216509489206308899e+03,1.269190510793690919e+03
3.200000000000000000e+01,1.511544744175218613e-01,4.649330393522215638e-02,1.178951683669087896e-01,1.844137804681349468e-01,9.257402796664797595e-01,1.896496337025046705e-02,9.121735621484334811e-01,9.393069971845260380e-01,1.257250000000000000e+03,3.409716263855398921e+01,1.232858359233122428e+03,1.281641640766877572e+03
3.300000000000000000e+01,1.499447286067299712e-01,4.643882580806463906e-02,1.167243938606023906e-01,1.831650633528575378e-01,9.279007533428222931e-01,1.897131327816713869e-02,9.143294933742956987e-01,9.414720133113488876e-01,1.244569999999999936e+03,3.972923482776886317e+01,1.216149417497744025e+03,1.272990582502255847e+03
3.400000000000000000e+01,1.483377563052257764e-01,4.626273205492344165e-02,1.152433914415028626e-01,1.814321211689486901e-01,9.298209876615631808e-01,1.890402514273695211e-02,9.162978627254052544e-01,9.433441125977211072e-01,1.246299999999999955e+03,3.664117902033176932e+01,1.220088479545561086e+03,1.272511520454438823e+03
3.500000000000000000e+01,1.466973609282760660e-01,4.630980204182541526e-02,1.135693242243597245e-01,1.798253976321924075e-01,9.314875153891752912e-01,1.896926171075343295e-02,9.179177230235661122e-01,9.450573077547844703e-01,1.256100000000000136e+03,3.396730781207129723e+01,1.231801251780018220e+03,1.280398748219982053e+03
3.600000000000000000e+01,1.449924001878625524e-01,4.626060438582604850e-02,1.118995573669220311e-01,1.780852430088030736e-01,9.332198898933899978e-01,1.899122665144273650e-02,9.196343847557698625e-01,9.468053950310101330e-01,1.261369999999999891e+03,3.899320581844996525e+01,1.233475940932541789e+03,1.289264059067457993e+03
3.700000000000000000e+01,1.429997548987699540e-01,4.597997720394425558e-02,1.101076606703865896e-01,1.758918491271533324e-01,9.351104266969431089e-01,1.863549587033722782e-02,9.217793960302467227e-01,9.484414573636394952e-01,1.258039999999999964e+03,2.301669828624426373e+01,1.241574845928708328e+03,1.274505154071291599e+03
3.800000000000000000e+01,1.407342362869252461e-01,4.563179806778980968e-02,1.080912144080985737e-01,1.733772581657519185e-01,9.366235993876068644e-01,1.840955467577954155e-02,9.234541973147765148e-01,9.497930014604372140e-01,1.259200000000000045e+03,2.858447130873686959e+01,1.238751901046292005e+03,1.279648098953708086e+03
3.900000000000000000e+01,1.389094393671648497e-01,4.569096857280420532e-02,1.062240894589474294e-01,1.715947892753822701e-01,9.382012876077203689e-01,1.811758740125945372e-02,9.252407463410301514e-01,9.511618288744105865e-01,1.263170000000000073e+03,3.015065670926588126e+01,1.241601519504021553e+03,1.284738480495978592e+03
4.000000000000000000e+01,1.373217231190750065e-01,4.599637136153374162e-02,1.044179012168427317e-01,1.702255450213072674e-01,9.399386507652561784e-01,1.763099213350439662e-02,9.273261987837583264e-01,9.525511027467540304e-01,1.263539999999999736e+03,3.823878136133522787e+01,1.236185623677958120e+03,1.290894376322041353e+03
4.100000000000000000e+01,1.357907512760029300e-01,4.646603679082936256e-02,1.025509509654368434e-01,1.690305515865690167e-01,9.414836074316912384e-01,1.742964909761848813e-02,9.290151875813797977e-01,9.539520272820026792e-01,1.272579999999999927e+03,4.365127260458736203e+01,1.241353760688690045e+03,1.303806239311309810e+03
4.200000000000000000e+01,1.344233829680225312e-01,4.707786807168888588e-02,1.007459049254157829e-01,1.681008610106292656e-01,9.430231846889747249e-01,1.708222887285949787e-02,9.308032942957122913e-01,9.552430750822371586e-01,1.267250000000000000e+03,4.315375418199443658e+01,1.236379663928130640e+03,1.298120336071869360e+03
4.300000000000000000e+01,1.332606760955397096e-01,4.793713860853856396e-02,9.896851294031597246e-02,1.675528392507634468e-01,9.446451143313876475e-01,1.667043072878497331e-02,9.327198065843473884e-01,9.565704220784279066e-01,1.286200000000000045e+03,4.416190666173731927e+01,1.254608475089493368e+03,1.317791524910506723e+03
4.400000000000000000e+01,1.321089342806898714e-01,4.877852191382710256e-02,9.721488176747478116e-02,1.670029867939049617e-01,9.463665872276723068e-01,1.597063376047070868e-02,9.349418840746802628e-01,9.577912903806643508e-01,1.278469999999999800e+03,3.871371979027595245e+01,1.250775873192913195e+03,1.306164126807086404e+03
4.500000000000000000e+01,1.311263452568773857e-01,4.976483642387957707e-02,9.552672584745502959e-02,1.667259646662997419e-01,9.480727141111442435e-01,1.532296314563597744e-02,9.371113266052567559e-01,9.590341016170317312e-01,1.290500000000000000e+03,4.341962689844308443e+01,1.259439470044314703e+03,1.321560529955685297e+03
4.600000000000000000e+01,1.304427922753026159e-01,5.090090185794912681e-02,9.403048061200458552e-02,1.668551039386006463e-01,9.496123630148265438e-01,1.469851117015490150e-02,9.390976815420352120e-01,9.601270444876178756e-01,1.282660000000000082e+03,4.542070452998278540e+01,1.250167985341245640e+03,1.315152014658754524e+03
4.700000000000000000e+01,1.298789278395517666e-01,5.198925400593254476e-02,9.268805595108547957e-02,1.670697997280180536e-01,9.512685179446386252e-01,1.395707656072236319e-02,9.412842268400171131e-01,9.612528090492601374e-01,1.290129999999999882e+03,4.425347556972221952e+01,1.258472970638795687e+03,1.321787029361204077e+03
4.800000000000000000e+01,1.286417776610953578e-01,5.227727652107189149e-02,9.124486687735432200e-02,1.660386884448363798e-01,9.529120228173010299e-01,1.321370786357195515e-02,9.434595056438550564e-01,9.623645399907470033e-01,1.291299999999999727e+03,4.823440680675985703e+01,1.256795183986258280e+03,1.325804816013741174e+03
4.900000000000000000e+01,1.272244413637549365e-01,5.243037823448443852e-02,8.971800821201106335e-02,1.647308745154988097e-01,9.543891661972259133e-01,1.265768152037882559e-02,9.453344063082746995e-01,9.634439260861771270e-01,1.296339999999999918e+03,6.149662104538747798e+01,1.252347967442433628e+03,1.340332032557566208e+03
5.000000000000000000e+01,1.261012165111493610e-01,5.241619372120051579e-02,8.860493034894070807e-02,1.635975026733580140e-01,9.558633300433310165e-01,1.214265416069161899e-02,9.471769985328865049e-01,9.645496615537755281e-01,1.296879999999999882e+03,5.160098448673240057e+01,1.259966879393464296e+03,1.333793120606535467e+03
5.100000000000000000e+01,1.247229298996711810e-01,5.205775424831664971e-02,8.748305588975602287e-02,1.619628039095863392e-01,9.571827484254289420e-01,1.144307653890803099e-02,9.489968645979772743e-01,9.653686322528806096e-01,1.291970000000000027e+03,5.356185302993165465e+01,1.253654158539421815e+03,1.330285841460578240e+03
5.200000000000000000e+01,1.235197100614316146e-01,5.165244799740806303e-02,8.656977467712964613e-02,1.604696454457335830e-01,9.582296608576580388e-01,1.118802013323762570e-02,9.502262333914101022e-01,9.662330883239059753e-01,1.288309999999999945e+03,5.066958555188703173e+01,1.252063162053702854e+03,1.324556837946297037e+03
5.300000000000000000e+01,1.223172764314756078e-01,5.134239409247049607e-02,8.558914024928829245e-02,1.590454126136629232e-01,9.591098519820515644e-01,1.118094354402899421e-02,9.511114868027645830e-01,9.671082171613385459e-01,1.299900000000000091e+03,5.119499975583552498e+01,1.263277303374422900e+03,1.336522696625577282e+03
5.400000000000000000e+01,1.209419669430584487e-01,5.126847532905507571e-02,8.426670905875982553e-02,1.576172248273570720e-01,9.598775981343772301e-01,1.122752206174418635e-02,9.518459126907736767e-01,9.679092835779807835e-01,1.309780000000000200e+03,5.594420077184048523e+01,1.269759929629866974e+03,1.349800070370133426e+03
5.500000000000000000e+01,1.195369094625755579e-01,5.120705525443741690e-02,8.290558885281880397e-02,1.561682300723323258e-01,9.607478151141781719e-01,1.119200843492031312e-02,9.527415345887785270e-01,9.687540956395778169e-01,1.301730000000000018e+03,4.861687052865497094e+01,1.266951585921524611e+03,1.336508414078475425e+03
5.600000000000000000e+01,1.183481281515554456e-01,5.140431589175013111e-02,8.157569578262444110e-02,1.551205605204864502e-01,9.615743550199800094e-01,1.117558316833105331e-02,9.535798244224670261e-01,9.695688856174929926e-01,1.297159999999999854e+03,5.516564510635214447e+01,1.257696874801842114e+03,1.336623125198157595e+03
5.700000000000000000e+01,1.170536980226674073e-01,5.103495051467252241e-02,8.054549372704863930e-02,1.535619023182861753e-01,9.623985401653584182e-01,1.115172034160215840e-02,9.544210800057415511e-01,9.703760003249752852e-01,1.311679999999999836e+03,5.974448593803448659e+01,1.268941369391640592e+03,1.354418630608359081e+03
5.800000000000000000e+01,1.156130244356149139e-01,5.065030384484194709e-02,7.937997979161109940e-02,1.518460690796187285e-01,9.631809610144979050e-01,1.120911185026844149e-02,9.551624454428135902e-01,9.711994765861822199e-01,1.299549999999999955e+03,5.866859892651261532e+01,1.257581012595357606e+03,1.341518987404642303e+03
5.900000000000000000e+01,1.140083520211331025e-01,5.028103476394226584e-02,7.803946656430563178e-02,1.499772374779605733e-01,9.638901868255741467e-01,1.139478618403353891e-02,9.557388478369728269e-01,9.720415258141754666e-01,1.308259999999999991e+03,5.154330606393038750e+01,1.271388140051540404e+03,1.345131859948459578e+03
6.000000000000000000e+01,1.123311012932685926e-01,4.983244059534953224e-02,7.668312077291399020e-02,1.479790818136231811e-01,9.645732177235583071e-01,1.156395332351885588e-02,9.563008638534659100e-01,9.728455715936507042e-01,1.316400000000000091e+03,5.738740279887220197e+01,1.275347525093144895e+03,1.357452474906855286e+03
6.100000000000000000e+01,1.104711565887479957e-01,4.926401034581959215e-02,7.522980657294697782e-02,1.457125066045490136e-01,9.652970149974751113e-01,1.170196181698081664e-02,9.569259357985046011e-01,9.736680941964456215e-01,1.315429999999999836e+03,5.553276600350463355e+01,1.275704252332744545e+03,1.355155747667255127e+03
6.200000000000000000e+01,1.087820196221391811e-01,4.881272595602909048e-02,7.386349901112340688e-02,1.437005402331549553e-01,9.659870786863529180e-01,1.165331323206514856e-02,9.576508005885666641e-01,9.743233567841391718e-01,1.327170000000000300e+03,5.061756710866295350e+01,1.290960373806300595e+03,1.363379626193700005e+03
6.300000000000000000e+01,1.068365958198736615e-01,4.814776491412841447e-02,7.239375968237093950e-02,1.412794319573763835e-01,9.667495719062053627e-01,1.161653105069703450e-02,9.584396061958767588e-01,9.750595376165339667e-01,1.322410000000000082e+03,5.094272175689084747e+01,1.285967772183187890e+03,1.358852227816812274e+03
6.400000000000000000e+01,1.049229387126366236e-01,4.745160985097295059e-02,7.097810190717601664e-02,1.388677755180972306e-01,9.675413413914528693e-01,1.155623156150510991e-02,9.592745113371431431e-01,9.758081714457625955e-01,1.320409999999999854e+03,5.675551867439852316e+01,1.279809547765348725e+03,1.361010452234650984e+03
6.500000000000000000e+01,1.031491418228736856e-01,4.694932182710057772e-02,6.956362022406745171e-02,1.367346634216799195e-01,9.681961219683413722e-01,1.152049162484323000e-02,9.599548587245410047e-01,9.764373852121417396e-01,1.328610000000000127e+03,5.300697029636762636e+01,1.290691097734870709e+03,1.366528902265129545e+03
6.600000000000000000e+01,1.012209877317557793e-01,4.603891718403965716e-02,6.828673038157445641e-02,1.341552450819371023e-01,9.688800147363160198e-01,1.144668142294113719e-02,9.606915521301760963e-01,9.770684773424559433e-01,1.323650000000000091e+03,5.293169655319960043e+01,1.285784945326882735e+03,1.361515054673117447e+03
6.700000000000000000e+01,9.935196615940208864e-02,4.493522607484131542e-02,6.720724186622425989e-02,1.314966904525799174e-01,9.696471109623316931e-01,1.107561629342847936e-02,9.617240923591467983e-01,9.775701295655165879e-01,1.324639999999999873e+03,5.252375081808227719e+01,1.287066772125752550e+03,1.362213227874247195e+03
6.800000000000000000e+01,9.746528141509676335e-02,4.375639778263607643e-02,6.616384008168023356e-02,1.287667227485133070e-01,9.703765549944778357e-01,1.076213573140580651e-02,9.626777868762177448e-01,9.780753231127379266e-01,1.334620000000000118e+03,5.217746256766425716e+01,1.297294491817139715e+03,1.371945508182860522e+03
6.900000000000000000e+01,9.576080512508813869e-02,4.272688989963586287e-02,6.519582936550842589e-02,1.263257808846678654e-01,9.711443114166788959e-01,1.044917085892545228e-02,9.636694248812681662e-01,9.786191979520896256e-01,1.330579999999999927e+03,4.911938110359290022e+01,1.295442111511428493e+03,1.365717888488571361e+03
7.000000000000000000e+01,9.399635512561385631e-02,4.176659969435735781e-02,6.411832959609872762e-02,1.238743806551289850e-01,9.718003397171507407e-01,1.019955779695616571e-02,9.645040156094357719e-01,9.790966638248657095e-01,1.334779999999999973e+03,4.737737434683350557e+01,1.300888268075092356e+03,1.368671731924907590e+03
7.100000000000000000e+01,9.211088478666902557e-02,4.067693932669737972e-02,6.301235532630228287e-02,1.212094142470357683e-01,9.723121386822322076e-01,9.974653570618241885e-03,9.651767013660059735e-01,9.794475759984584418e-01,1.343929999999999836e+03,5.017244363193801604e+01,1.308038795959376785e+03,1.379821204040622888e+03
7.200000000000000000e+01,9.040787723803969667e-02,3.947612362580603385e-02,6.216835958208186130e-02,1.186473948939975320e-01,9.729958513764452865e-01,9.578728273609662600e-03,9.661436419556754807e-01,9.798480607972150924e-01,1.339460000000000264e+03,4.172901149080815486e+01,1.309608863451476509e+03,1.369311136548524019e+03
7.300000000000000000e+01,8.876017177951733839e-02,3.858382383051754683e-02,6.115896694429918956e-02,1.163613766147354872e-01,9.736928745098690774e-01,9.259557414161737748e-03,9.670689861675841881e-01,9.803167628521539667e-01,1.344940000000000055e+03,3.306606115036990445e+01,1.321285964803432989e+03,1.368594035196567120e+03
7.400000000000000000e+01,8.722227360576853550e-02,3.759484255274368053e-02,6.032854335746370977e-02,1.141160038540733612e-01,9.743186181663000545e-01,8.994072465639480624e-03,9.678846463153669699e-01,9.807525900172331390e-01,1.352460000000000264e+03,3.546043428950073206e+01,1.327093133442928547e+03,1.377826866557071980e+03
7.500000000000000000e+01,8.572116676590388340e-02,3.668466795967965932e-02,5.947853619836998562e-02,1.119637973334377812e-01,9.748976328595657659e-01,8.775619033226784299e-03,9.686199331801381707e-01,9.811753325389933611e-01,1.349789999999999964e+03,4.318132582494426686e+01,1.318899940362937969e+03,1.380680059637061959e+03
7.600000000000000000e+01,8.429262195539381775e-02,3.581098807661586836e-02,5.867498432580143392e-02,1.099102595849862085e-01,9.755636970052219414e-01,8.510556238504810370e-03,9.694756118265097644e-01,9.816517821839341185e-01,1.366219999999999800e+03,4.809693961158028941e+01,1.331813522093671963e+03,1.400626477906327636e+03
7.700000000000000000e+01,8.292994902155692571e-02,3.513172427007859450e-02,5.779822744693461495e-02,1.080616705961792434e-01,9.762614993443621270e-01,8.314697247459217413e-03,9.703135232474873195e-01,9.822094754412369344e-01,1.357360000000000127e+03,4.644364757423772261e+01,1.324136215970141848e+03,1.390583784029858407e+03
7.800000000000000000e+01,8.177222352732914368e-02,3.454332556346612765e-02,5.706141703093562528e-02,1.064830300237226690e-01,9.769396561772658583e-01,8.170765026029723488e-03,9.710946429889797393e-01,9.827846693655519772e-01,1.360779999999999973e+03,3.971961228410971501e+01,1.332366301050803486e+03,1.389193698949196460e+03
7.900000000000000000e+01,8.058639798622754813e-02,3.386118200964560038e-02,5.636356759191056554e-02,1.048092283805445307e-01,9.777054186226230570e-01,7.847718718103040628e-03,9.720914988416547997e-01,9.833193384035913143e-01,1.363990000000000236e+03,4.032871061663139045e+01,1.335140578352230250e+03,1.392839421647770223e+03
8.000000000000000000e+01,7.950379064438052590e-02,3.317253875070919067e-02,5.577358596108139555e-02,1.032339953276796563e-01,9.784585389392980170e-01,7.530107518145840763e-03,9.730718245236270603e-01,9.838452533549689738e-01,1.361529999999999973e+03,3.384712838631957510e+01,1.337317222962182996e+03,1.385742777037816950e+03
8.100000000000000000e+01,7.846624564311499572e-02,3.243135593452733945e-02,5.526625120594493012e-02,1.016662400802850613e-01,9.791163512838499949e-01,7.175037336893838776e-03,9.739836387744353896e-01,9.842490637932646003e-01,1.363219999999999800e+03,3.788840983731039813e+01,1.336116264367318536e+03,1.390323735632681064e+03
8.200000000000000000e+01,7.750202518664220386e-02,3.183395551447239236e-02,5.472938526557741268e-02,1.002746651077069950e-01,9.796789110520902621e-01,6.906403351741422642e-03,9.747383677191280293e-01,9.846194543850524949e-01,1.370299999999999727e+03,3.560733070590943328e+01,1.344828050076990394e+03,1.395771949923009061e+03
8.300000000000000000e+01,7.641791044595161453e-02,3.119430631197626230e-02,5.410284799927948113e-02,9.873297289262375487e-02,9.802161159013614844e-01,6.607823900410993677e-03,9.754891634408839884e-01,9.849430683618389804e-01,1.363849999999999909e+03,3.743723413928970700e+01,1.337069016018695720e+03,1.390630983981304098e+03
8.400000000000000000e+01,7.565142809841172988e-02,3.092491376749497561e-02,5.352907746884642826e-02,9.777377872797703151e-02,9.808082850044339551e-01,6.330266971893185914e-03,9.762798848095667337e-01,9.853366851993011766e-01,1.393339999999999918e+03,3.617624082184327250e+01,1.367461076296691090e+03,1.419218923703308747e+03
8.500000000000000000e+01,7.490465384991955300e-02,3.059240372895874818e-02,5.302016657271968469e-02,9.678914112711942130e-02,9.812867574850857588e-01,6.130304957799872882e-03,9.769014014979283678e-01,9.856721134722431499e-01,1.378489999999999782e+03,3.598584304973276460e+01,1.352747278657848028e+03,1.404232721342151535e+03
8.600000000000000000e+01,7.422853782090846342e-02,3.041470908673652579e-02,5.247116563317304194e-02,9.598591000864388489e-02,9.818158972946082752e-01,5.943932033147352779e-03,9.775638644661835963e-01,9.860679301230329541e-01,1.379649999999999864e+03,3.891938463028418482e+01,1.351808749429301770e+03,1.407491250570697957e+03
8.700000000000000000e+01,7.345420769398455785e-02,3.010039649730440747e-02,5.192168118772723384e-02,9.498673420024188185e-02,9.822885515874117957e-01,5.810324632529664454e-03,9.781320957357053647e-01,9.864450074391182266e-01,1.366719999999999800e+03,4.294752146515558877e+01,1.335997193926354385e+03,1.397442806073645215e+03
