ITERATIONS,ReturnsStd,NormDeltaOmega,ConfortViolation,DeltaOmega,Traj,ReturnsMean,NormDeltaVar,RewardMean,RewardStd,TimestepsStd,TimestepsMean,OmegaBefore,Wins,Omega
366,10.457236917044,0.0029441906117924077,0,-0.0029441906117924077,250,-94.33699364286629,0.004436689953671994,-17.5347571826889,8.382330519070258,0.48538644398046393,5.38,25.065769987809396,0.0,25.062825797197604
367,10.39106369182121,0.023527069119310795,0,-0.023527069119310795,250,-93.89093674558556,0.004515650658282286,-17.516965810743574,8.392656082858261,0.48000000000000004,5.36,25.062825797197604,0.0,25.039298728078293
368,10.33083440676905,0.023681018567170753,0,-0.023681018567170753,250,-93.66426212624955,0.004596433485686373,-17.46164469169455,8.36251712270676,0.48114862568649197,5.364,25.039298728078293,0.0,25.015617709511123
369,10.413335194400727,0.02258090591268669,0,-0.02258090591268669,250,-94.1802589981134,0.00467293801987605,-17.440788703354336,8.318338072276674,0.4898979485566356,5.4,25.015617709511123,0.0,24.993036803598436
370,10.332878184052982,0.01782617153435595,0,-0.01782617153435595,250,-93.50374233389284,0.00474750958094428,-17.379877757229153,8.308495974107409,0.48538644398046393,5.38,24.993036803598436,0.0,24.97521063206408
371,10.923004498615581,0.019033517797062416,0,-0.019033517797062416,250,-93.93388856323561,0.008409674937788075,-17.369432056811316,8.277047786331602,0.5153018532860133,5.408,24.97521063206408,0.0,24.956177114267017
372,10.213669541679641,0.004559086198725026,0,-0.004559086198725026,250,-92.7035526571116,0.007100994357192525,-17.282541509528638,8.276806217398793,0.48114862568649197,5.364,24.956177114267017,0.0,24.951618028068292
373,10.263199845817509,0.0013484221427013665,0,0.0013484221427013665,250,-92.89476120510002,0.005922023087691669,-17.292397841604625,8.27421838753854,0.48333839077813795,5.372,24.951618028068292,0.0,24.952966450210994
374,10.283000845404011,0.017978273803553435,0,0.017978273803553435,250,-93.53268644410949,0.004844276960764167,-17.308047084402197,8.25146231386518,0.49069746280167376,5.404,24.952966450210994,0.0,24.970944724014547
375,10.316963937625934,0.011202212418275792,0,0.011202212418275792,250,-92.57287892329477,0.015544244911841816,-17.309812812882342,8.305019898015889,0.4846607060614673,5.348,24.970944724014547,0.0,24.982146936432823
376,10.511479722941685,0.016752297776317704,0,0.016752297776317704,250,-94.28091581030068,0.013554901879201744,-17.382174743786994,8.268070085041757,0.49419024676737605,5.424,24.982146936432823,0.0,24.99889923420914
377,10.072382804928628,0.014703159367059015,0,0.014703159367059015,250,-92.62537544151861,0.011780695272390496,-17.358578605981748,8.339947279845918,0.47233886141201636,5.336,24.99889923420914,0.0,25.0136023935762
378,10.823361291628133,0.012975998819470647,0,0.012975998819470647,250,-93.38468128471737,0.023795169248301138,-17.40952298372807,8.33757201567091,0.5054740349414596,5.364,25.0136023935762,0.0,25.02657839239567
379,10.331601190118354,0.02751298628730936,0,0.02751298628730936,250,-93.67256164462154,0.02104687194387563,-17.42421161544299,8.333262371738,0.4843800161030593,5.376,25.02657839239567,0.0,25.05409137868298
380,10.307563566116057,0.0241825256024093,0,0.0241825256024093,250,-93.80096835543235,0.01856876025039109,-17.487130565889696,8.37479006315752,0.48114862568649197,5.364,25.05409137868298,0.0,25.07827390428539
381,10.539400428392309,0.009271910489744073,0,0.009271910489744073,250,-94.82168276731164,0.01634044721191575,-17.572587614401716,8.385006470120386,0.48906441293555597,5.396,25.07827390428539,0.0,25.087545814775133
382,10.57372069916205,0.0008194985383198627,0,-0.0008194985383198627,250,-94.921221849047,0.014331305729229691,-17.591034442002776,8.393815512901984,0.48906441293555597,5.396,25.087545814775133,0.0,25.086726316236813
383,10.645352722975533,0.011753434952474606,0,0.011753434952474606,250,-95.15017540664157,0.012512328158798294,-17.581333223695783,8.37411349358493,0.4921950832749145,5.412,25.086726316236813,0.0,25.098479751189288
384,10.405506849426308,0.02495550275797953,0,0.02495550275797953,250,-94.15110319292947,0.010884801995564873,-17.56550432703908,8.415968789296121,0.48,5.36,25.098479751189288,0.0,25.123435253947267
385,10.368796185465897,0.0038368188271036274,0,0.0038368188271036274,250,-94.32257551999356,0.009414356475421895,-17.623799611359033,8.451355872734988,0.4775939698111776,5.352,25.123435253947267,0.0,25.12727207277437
386,10.472730408249735,0.005136933936288557,0,0.005136933936288557,250,-94.67159651276381,0.008081419623132156,-17.636288471081187,8.442327143359842,0.4822613399392492,5.368,25.12727207277437,0.0,25.13240900671066
387,10.503018789528696,0.005541808985118024,0,0.005541808985118024,250,-94.84198055134516,0.006891349684113614,-17.654873520354645,8.447334076678377,0.48333839077813795,5.372,25.13240900671066,0.0,25.137950815695778
388,10.585031155185574,0.006785556327802311,0,0.006785556327802311,250,-95.45005679484015,0.0058004287482951505,-17.68903943566348,8.440644589746698,0.48906441293555597,5.396,25.137950815695778,0.0,25.14473637202358
389,10.690734173655532,0.008379969446004054,0,-0.008379969446004054,250,-96.11294953476416,0.004807717601846997,-17.71993907351846,8.428532209392682,0.494190246767376,5.424,25.14473637202358,0.0,25.136356402577576
390,10.229466706346386,0.005295965712111439,0,-0.005295965712111439,250,-93.99594226447196,0.0039298258451406,-17.628646336172537,8.473507765340837,0.47093099282166595,5.332,25.136356402577576,0.0,25.131060436865464
391,10.544182017715942,0.004670967372849333,0,-0.004670967372849333,250,-95.30532909958124,0.003127804141937065,-17.662218142991335,8.427643609181937,0.489064412935556,5.396,25.131060436865464,0.0,25.126389469492615
392,10.44178207106261,0.012534482727694751,0,-0.012534482727694751,250,-94.44891591158488,0.0024130123149322035,-17.634226271767155,8.45300485554257,0.4788152044369518,5.356,25.126389469492615,0.0,25.11385498676492
393,10.522624248288022,0.021563662010514406,0,-0.021563662010514406,250,-94.74257582670793,0.0017623053132494188,-17.62324699157514,8.428569553639493,0.4843800161030593,5.376,25.11385498676492,0.0,25.092291324754406
394,10.266391633076273,0.013312227539799437,0,-0.013312227539799437,250,-93.88138749107144,0.0011828921486047557,-17.554485319946046,8.422200512360387,0.47633601585435464,5.348,25.092291324754406,0.0,25.078979097214606
395,10.30387888395757,0.023576438980033032,0,-0.023576438980033032,250,-93.93115138150088,0.0006643840774643833,-17.537556269884405,8.406567920965157,0.4788152044369518,5.356,25.078979097214606,0.0,25.055402658234573
396,10.555162527671627,0.02749982666757944,0,-0.02749982666757944,250,-94.63982892564856,0.0002446166267543178,-17.525894245490473,8.359150748384387,0.4898979485566356,5.4,25.055402658234573,0.0,25.027902831566994
397,10.415570735073574,0.020211692518657287,0,-0.020211692518657287,250,-93.96477665216528,0.0003516758778490868,-17.45259596065477,8.339558609524584,0.4863578929142612,5.384,25.027902831566994,0.0,25.007691139048337
398,9.821172092261559,0.027476246866356746,0,-0.027476246866356746,250,-92.07287047090999,0.0007033725785566613,-17.359138474907613,8.371038784110993,0.45998260836688154,5.304,25.007691139048337,0.0,24.98021489218198
399,10.271489916868973,0.022058951121685766,0,-0.022058951121685766,250,-93.15498705055046,0.0010601761582321677,-17.340838989305748,8.29701618627087,0.48333839077813795,5.372,24.98021489218198,0.0,24.958155941060294
400,10.363004697781863,0.016361184533803197,0,-0.016361184533803197,250,-93.30333124234326,0.0013911468382172554,-17.31687662255814,8.27051800727999,0.4872945721019269,5.388,24.958155941060294,0.0,24.94179475652649
401,10.362990837010882,0.026428619984791624,0,-0.026428619984791624,250,-93.06797759130336,0.0016931266105472164,-17.28602852735947,8.259464600088723,0.4863578929142612,5.384,24.94179475652649,0.0,24.9153661365417
402,10.479822729199762,0.028509782121464156,0,-0.028509782121464156,250,-94.09753936966355,0.0019724392391143254,-17.27194188136262,8.19355182178894,0.49728864857344174,5.448,24.9153661365417,0.0,24.886856354420235
403,10.301785167502336,0.005597221166720345,0,-0.005597221166720345,250,-92.92939695415411,0.0022297374617078628,-17.17098982892722,8.178815902181109,0.4921950832749145,5.412,24.886856354420235,0.0,24.881259133253515
404,10.434149871522244,0.008107623009298237,0,-0.008107623009298237,250,-93.0326277350777,0.002464094884581323,-17.17736848875142,8.17810055160315,0.49289349762397966,5.416,24.881259133253515,0.0,24.873151510244217
405,10.152474175993792,0.010420294678997521,0,-0.010420294678997521,250,-91.96241254648368,0.0026673676934735385,-17.13159697214674,8.200944713327988,0.4822613399392492,5.368,24.873151510244217,0.0,24.86273121556522
406,10.057542626165919,0.011487048245680143,0,-0.011487048245680143,250,-91.59077172503012,0.002858071414335932,-17.100592181671047,8.197540360451704,0.4788152044369518,5.356,24.86273121556522,0.0,24.85124416731954
407,10.342987744582508,0.012140711522789616,0,-0.012140711522789616,250,-92.71258452223462,0.003044026995384833,-17.118276315035935,8.14989816945285,0.49289349762397966,5.416,24.85124416731954,0.0,24.83910345579675
408,10.155378750829529,0.0031378600918543498,0,0.0031378600918543498,250,-91.82126534071091,0.0032076858969953934,-17.067149691581953,8.15873120433462,0.48538644398046393,5.38,24.83910345579675,0.0,24.842241315888604
409,10.154894201215473,0.014900130503157527,0,0.014900130503157527,250,-91.74592497465652,0.003346414832819324,-17.065834258678667,8.161888209795082,0.4843800161030593,5.376,24.842241315888604,0.0,24.85714144639176
410,10.315396843627735,0.016832684537678944,0,0.016832684537678944,250,-92.66746032805446,0.003501440432792977,-17.122590600157885,8.155477209283823,0.4921950832749145,5.412,24.85714144639176,0.0,24.87397413092944
411,10.215373689778,0.03092447916402108,0,0.03092447916402108,250,-91.97668024171521,0.003638781205519815,-17.121496694288016,8.192281428154606,0.48333839077813795,5.372,24.87397413092944,0.0,24.90489861009346
412,10.165349564116573,0.03988057892636121,0,0.03988057892636121,250,-92.15230667962626,0.00376781555945416,-17.17977380306231,8.227491385341468,0.48114862568649197,5.364,24.90489861009346,0.0,24.944779189019822
413,10.06825244080123,0.04782038783474363,0,0.04782038783474363,250,-92.2723826155223,0.0038893059019724312,-17.253624273657874,8.27811140639554,0.47633601585435464,5.348,24.944779189019822,0.0,24.992599576854566
414,10.350344102447194,0.03386934779543438,0,0.03386934779543438,250,-93.60344630239271,0.004013405725630012,-17.38548408291098,8.307014875995367,0.4863578929142612,5.384,24.992599576854566,0.0,25.02646892465
415,10.432245341209441,0.04527476164902566,0,0.04527476164902566,250,-94.34611709126442,0.004137560381996754,-17.4585708903154,8.323248331679407,0.4906974628016737,5.404,25.02646892465,0.0,25.071743686299026
416,10.417710342016033,0.026683959821447445,0,0.026683959821447445,250,-94.40301973754056,0.004245591169888638,-17.547029690992666,8.388239843246133,0.48538644398046393,5.38,25.071743686299026,0.0,25.098427646120474
417,10.560769072496328,0.024775441322372416,0,0.024775441322372416,250,-94.99462047789983,0.004357779976516747,-17.604636856541852,8.400195216193168,0.489064412935556,5.396,25.098427646120474,0.0,25.123203087442846
418,10.175219124922194,0.012745274188258549,0,0.012745274188258549,250,-93.82626332244674,0.004453945137724359,-17.610034407366125,8.468387130068788,0.4694848240358787,5.328,25.123203087442846,0.0,25.135948361631105
419,10.532342207842364,0.019191023314458988,0,0.019191023314458988,250,-94.94750338932332,0.004556523219728373,-17.661365957835443,8.44647819711367,0.4843800161030593,5.376,25.135948361631105,0.0,25.155139384945564
420,10.087619038482172,0.020240664117217477,0,0.020240664117217477,250,-93.64422855792237,0.004649010938802093,-17.64209279538854,8.503460158683687,0.4616665463297075,5.308,25.155139384945564,0.0,25.17538004906278
421,10.84162193476293,0.021035342648222155,0,0.021035342648222155,250,-96.92813657110548,0.00475830360409825,-17.791508181186764,8.43980414417035,0.49728864857344174,5.448,25.17538004906278,0.0,25.196415391711003
422,10.456599837241908,0.026763137608519116,0,0.026763137608519116,250,-95.41024367061482,0.004853498098603605,-17.773890400636144,8.508119662480937,0.4822613399392492,5.368,25.196415391711003,0.0,25.223178529319522
423,10.480315317176814,0.015191113074823903,0,0.015191113074823903,250,-95.50871976912055,0.004941586889097866,-17.832098537923923,8.547677149826983,0.4788152044369518,5.356,25.223178529319522,0.0,25.238369642394346
424,9.807553952634086,0.01926284200987638,0,0.01926284200987638,250,-93.98390754436556,0.005020725649747104,-17.799982489463176,8.607883519666293,0.448998886412873,5.28,25.238369642394346,0.0,25.257632484404223
425,10.423442658920806,0.014906124614025629,0,-0.014906124614025629,250,-95.53885862532242,0.0051051425240094695,-17.904583700397758,8.602137936582428,0.47233886141201636,5.336,25.257632484404223,0.0,25.242726359790197
