ITERATIONS,ReturnsStd,NormDeltaOmega,ConfortViolation,DeltaOmega,Traj,ReturnsMean,NormDeltaVar,RewardMean,RewardStd,TimestepsStd,TimestepsMean,OmegaBefore,Wins,Omega
36,11.871239583887546,0.03786522503000356,0,0.03786522503000356,250,-92.56934500944521,0.027057370181598178,-17.016423714971545,8.079461357421053,0.5713142742834281,5.44,24.796120199519734,0.0,24.833985424549738
37,13.488628215122448,0.034538120966132624,0,0.034538120966132624,250,-92.67162472767805,0.02322779016598736,-17.085476535338874,8.126521802750673,0.6482468665562526,5.424,24.833985424549738,0.0,24.86852354551587
38,12.551899824633592,0.03438882777088992,0,0.03438882777088992,250,-93.300905836761,0.021901500085296864,-17.16352204502594,8.153166645555402,0.5982507835347982,5.436,24.86852354551587,0.0,24.90291237328676
39,11.184208799534247,0.03154023307291354,0,0.03154023307291354,250,-93.42660201847106,0.01678437214701816,-17.224668513729917,8.192854008661293,0.5331266266094764,5.424,24.90291237328676,0.0,24.934452606359674
40,12.373482313594502,0.02679874803757798,0,0.02679874803757798,250,-93.95104797501679,0.014277418239845175,-17.295848301733578,8.219381805336766,0.5842739083683268,5.432,24.934452606359674,0.0,24.961251354397252
41,13.34497783770912,0.025041211911513983,0,0.025041211911513983,250,-93.98028460241056,0.0188442117328059,-17.339535904503794,8.251429774576456,0.6289674077406555,5.42,24.961251354397252,0.0,24.986292566308766
42,12.336658904060341,0.023263731558284206,0,0.023263731558284206,250,-95.43919722132975,0.021008269346838762,-17.42863353201785,8.241517742865984,0.5808820878629328,5.476,24.986292566308766,0.0,25.00955629786705
43,12.283483809375523,0.021060705084881448,0,0.021060705084881448,250,-95.61753312256934,0.02499345877312356,-17.473964386434453,8.266778994127552,0.5737734744653155,5.472,25.00955629786705,0.0,25.03061700295193
44,14.063526957065925,0.01973118385963346,0,0.01973118385963346,250,-95.93477612427678,0.032543563844609796,-17.519133696909563,8.284765725118191,0.6583494512794857,5.476,25.03061700295193,0.0,25.050348186811565
45,12.441229575827046,0.017252417080946714,0,0.017252417080946714,250,-94.7469993304545,0.03429146530537965,-17.519785379152097,8.348439623753675,0.5809784849716899,5.408,25.050348186811565,0.0,25.06760060389251
46,13.168993576523006,0.016815469813689532,0,0.016815469813689532,250,-93.94859827304353,0.03235034700099635,-17.514652921894772,8.387887763725358,0.6127838117966238,5.364,25.06760060389251,0.0,25.0844160737062
47,11.65547093645372,0.018290025921640307,0,0.018290025921640307,250,-95.2569818538605,0.030144313489424097,-17.588069027669956,8.3735836106262,0.5393922505932024,5.416,25.0844160737062,0.0,25.10270609962784
48,11.859332827648545,0.017626506032403455,0,0.017626506032403455,250,-94.914753808424,0.02569323098115447,-17.60288460838724,8.403501818189493,0.5498508888780667,5.392,25.10270609962784,0.0,25.120332605660245
49,12.22611190644733,0.016660151406117762,0,0.016660151406117762,250,-96.0051742501777,0.028448871645051835,-17.67400115062182,8.39884006510567,0.5633613405266641,5.432,25.120332605660245,0.0,25.136992757066363
50,11.632663651367409,0.01400021781676486,0,0.01400021781676486,250,-94.68684279987694,0.025793371917393646,-17.6522824011702,8.453407992818622,0.5361939947444394,5.364,25.136992757066363,0.0,25.150992974883128
51,14.1404463814961,0.013328025522842069,0,0.013328025522842069,250,-96.42956752832525,0.028118025472145165,-17.73906687423202,8.426535607025087,0.6556706490304413,5.436,25.150992974883128,0.0,25.16432100040597
52,12.641854157422223,0.011138871314908982,0,0.011138871314908982,250,-96.08938507385616,0.03019376399123596,-17.754875290808602,8.456706016535332,0.5815977991705265,5.412,25.16432100040597,0.0,25.17545987172088
53,12.650448490274611,0.010695919019227063,0,0.010695919019227063,250,-95.4536175827178,0.02871023633615097,-17.74230810087691,8.481065625714878,0.5827520913733386,5.38,25.17545987172088,0.0,25.186155790740106
54,10.658585686399968,0.008799172913779074,0,0.008799172913779074,250,-95.20469981835998,0.02185728584116638,-17.74882546949291,8.499860416145678,0.4893914588547699,5.364,25.186155790740106,0.0,25.194954963653885
55,11.934143379215941,0.007335251937224285,0,0.007335251937224285,250,-95.77859549260306,0.022570021967399205,-17.78948653280146,8.499947123843496,0.548218934368378,5.384,25.194954963653885,0.0,25.20229021559111
56,13.159512098624155,0.005324506652613081,0,0.005324506652613081,250,-97.36173204913128,0.026119053423072296,-17.857984601821585,8.467742652518291,0.6063794191758161,5.452,25.20229021559111,0.0,25.207614722243722
57,11.066038701959863,0.001170308518908314,0,0.001170308518908314,250,-96.38369914489056,0.023427922592529245,-17.835621603421647,8.502672489484649,0.5067385913861308,5.404,25.207614722243722,0.0,25.20878503076263
58,11.950931174343305,0.007844339004311252,0,-0.007844339004311252,250,-95.8487877236844,0.020575541990348785,-17.829015573602007,8.52680144150071,0.546465003454018,5.376,25.20878503076263,0.0,25.20094069175832
59,10.944035750390434,0.012793144432002634,0,-0.012793144432002634,250,-96.32905949013575,0.017891658565043773,-17.825510638441106,8.497361089025846,0.49878251773693916,5.404,25.20094069175832,0.0,25.188147547326317
60,11.749522649243747,0.016760798637950103,0,-0.016760798637950103,250,-96.63038798018786,0.020143832574843843,-17.81533701699629,8.473941953732965,0.540577469008837,5.424,25.188147547326317,0.0,25.171386748688366
61,12.32799843828631,0.017213793105565145,0,-0.017213793105565145,250,-96.07665483170321,0.015397827326624956,-17.76565363012264,8.46557216000861,0.5670414446934192,5.408,25.171386748688366,0.0,25.1541729555828
62,10.546692437554748,0.0166136578698044,0,-0.0166136578698044,250,-95.09113325990478,0.01726110507341165,-17.70125339908875,8.469762984675544,0.49154450459749827,5.372,25.1541729555828,0.0,25.137559297712997
63,15.678631615673106,0.01631511600289315,0,-0.01631511600289315,250,-95.97711495577775,0.018917460671308527,-17.694895825180268,8.41627460125063,0.724033148412419,5.424,25.137559297712997,0.0,25.121244181710104
64,14.469715956576112,0.017401307110233688,0,-0.017401307110233688,250,-96.29459100104458,0.024234565107798294,-17.6882055475835,8.394709879595537,0.6684788702719032,5.444,25.121244181710104,0.0,25.10384287459987
65,11.5077301943283,0.01775593584559587,0,-0.01775593584559587,250,-95.14961077045638,0.025721192513259713,-17.620298290825257,8.403972562891253,0.5366563145999496,5.4,25.10384287459987,0.0,25.086086938754274
66,11.24730396421166,0.012060844877492372,0,-0.012060844877492372,250,-94.31723538351186,0.026019743359298308,-17.557191992463114,8.400829205656043,0.5230831673835433,5.372,25.086086938754274,0.0,25.074026093876782
67,11.248353095568493,0.014271862515986555,0,-0.014271862515986555,250,-95.14318849933312,0.02135705244664685,-17.567058437838465,8.363214278936418,0.524351027461566,5.416,25.074026093876782,0.0,25.059754231360795
68,11.847625268323442,0.011596616250916014,0,-0.011596616250916014,250,-96.19734625569488,0.027106806416890224,-17.57992438883313,8.317062379229792,0.5524635734598254,5.472,25.059754231360795,0.0,25.04815761510988
69,12.635082960939734,0.016586244414465767,0,-0.016586244414465767,250,-95.16762356329063,0.028208183481842435,-17.53272357466666,8.335958595660799,0.5906064679632285,5.428,25.04815761510988,0.0,25.031571370695413
70,10.51014262116636,0.021213272235904412,0,-0.021213272235904412,250,-93.8034273638198,0.02449088612985135,-17.461546419177175,8.355086827422399,0.49154450459749827,5.372,25.031571370695413,0.0,25.01035809845951
71,10.267284180239367,0.019668743095522245,0,-0.019668743095522245,250,-93.42551941327729,0.020245813701106976,-17.404157863874307,8.331293962456382,0.4822613399392492,5.368,25.01035809845951,0.0,24.990689355363987
72,11.202797024644884,0.01687746611102625,0,-0.01687746611102625,250,-94.64596419333512,0.017137722505217702,-17.410957357125667,8.270473950632837,0.5271660080088624,5.436,24.990689355363987,0.0,24.97381188925296
73,10.865218865841225,0.010197045116580483,0,-0.010197045116580483,250,-93.99273418020704,0.014163058056538613,-17.35464072751238,8.26223587212645,0.508865404601256,5.416,24.97381188925296,0.0,24.96361484413638
74,11.097360887046113,0.001615362498444739,0,-0.001615362498444739,250,-94.03710555741235,0.014042323900495398,-17.337224475924106,8.246839260123203,0.525570166581019,5.424,24.96361484413638,0.0,24.961999481637935
75,10.457012893386688,0.0029628848020628595,0,0.0029628848020628595,250,-92.52857471169246,0.014055054818490372,-17.288597666609203,8.290928358677165,0.4940607250126243,5.352,24.961999481637935,0.0,24.964962366439998
