RewardMean,DeltaOmega,Omega,ReturnsMean,NormDeltaVar,ReturnsStd,NormDeltaOmega,TimestepsStd,ITERATIONS,ConfortViolation,TimestepsMean,Wins,RewardStd,OmegaBefore,Traj
-1.267196739702969,0.10000000148274069,15.10000000148274,-20.55393111798216,0.3162272838906503,13.536061282034042,0.10000000148274069,10.047666395735877,0,0,16.22,0.0,0.37241894332173636,15.0,250
-4.387261825317534,0.08757096109250284,17.45674085143538,-28.201319013141106,0.0656040533135589,3.2416656518974483,0.08757096109250284,0.6362515225914984,28,0,6.428,0.0,1.8932006498753744,17.369169890342878,250
-8.916762996220651,0.09969992616646906,20.421837756030282,-52.14523000189837,0.03013345665319468,5.858619189773936,0.09969992616646906,0.5448816385234503,58,0,5.848,0.0,4.0552502583434,20.322137829863813,250
-12.977068795560374,0.04537539125151113,22.732242118829536,-71.84105285222223,0.01934526224534477,7.866511019047144,0.04537539125151113,0.49870231601627835,88,0,5.536,0.0,6.097618267642372,22.686866727578025,250
-14.174296181964003,0.00828361004194278,23.33613838600109,-78.2421149244413,0.013778126054448232,8.633261269279386,0.00828361004194278,0.49959983987187184,118,0,5.52,0.0,6.670928126451478,23.327854775959146,250
-13.764387340159798,-0.011496353280218585,23.10184307923131,-75.53895772279697,0.008812245732295719,8.399788348103213,0.011496353280218585,0.4998559792580259,148,0,5.488,0.0,6.501168955241062,23.113339432511527,250
-13.673044026328977,0.000978989111860784,23.06868123486416,-74.92828126428279,0.019090587124174205,8.337873201075176,0.000978989111860784,0.49959983987187184,178,0,5.48,0.0,6.464208462181704,23.0677022457523,250
-13.881372625093311,0.04037344232125051,23.22167775578073,-76.40307492851358,0.013443093955945418,8.38445553314422,0.04037344232125051,0.4999839997439918,208,0,5.504,0.0,6.544908975626225,23.181304313459478,250
-13.801983415098078,-0.016664115480026,23.10479446218394,-76.35257225232257,0.011313196166797861,8.457788669465105,0.016664115480026,0.49897494927100305,238,0,5.532,0.0,6.487456919110893,23.121458577663965,250
-13.891723745468125,-0.008902701363112442,23.156770781582914,-77.23798402480277,0.028045819995151152,8.43287640820211,0.008902701363112442,0.49638694583963433,268,0,5.56,0.0,6.509519121001047,23.165673482946026,250
-14.015214812548141,-0.008152650514979598,23.233794218003034,-77.42004662451593,0.004210160158203207,8.533496267381528,0.008152650514979598,0.4994236678412428,298,0,5.524,0.0,6.593633775487847,23.241946868518014,250
-13.880655474158006,-0.020069121197220596,23.140425408875505,-77.06539919252523,0.0169286129618316,8.399326617578616,0.020069121197220596,0.49728864857344174,328,0,5.552,0.0,6.509987172904452,23.160494530072725,250
-14.022448833987452,0.004618120481058696,23.24834316516609,-77.57218694961857,0.004021907607400048,8.454942767952714,0.004618120481058696,0.49897494927100305,358,0,5.532,0.0,6.591377410719512,23.243725044685032,250
-13.822615168015801,-0.005317763259025554,23.122475211677823,-77.07490217685611,0.0015342827632447759,8.306573168561801,0.005317763259025554,0.49419024676737605,388,0,5.576,0.0,6.466121602315293,23.12779297493685,250
-14.152638430147771,-0.01661607174304791,23.290453077422516,-78.40561690301865,0.005181181729635987,8.556411181677571,0.01661607174304791,0.4983974317750845,418,0,5.54,0.0,6.646654131767412,23.307069149165564,250
-13.452623789846209,0.028016099160584673,22.963971961636403,-74.58134629090738,0.0018188884355120228,8.163101250464289,0.028016099160584673,0.49806023732074817,448,0,5.544,0.0,6.314997820900975,22.93595586247582,250
-13.891878371664896,-0.043472975242497824,23.12747342936525,-76.79430363856355,0.004583371957773192,8.425427812137528,0.043472975242497824,0.4992153843783262,478,0,5.528,0.0,6.53294892851872,23.170946404607747,250
-13.822787801564832,0.024810479465170232,23.169515601872845,-76.08062405981283,0.006718312545320469,8.360872419076793,0.024810479465170232,0.4999839997439918,508,0,5.504,0.0,6.517595827445472,23.144705122407675,250
-13.743718125467428,-0.02610264517383243,23.056639253677695,-76.47004765010075,0.019093144097847112,8.308077856409284,0.02610264517383243,0.4958870839213299,538,0,5.564,0.0,6.4376838668720895,23.082741898851527,250
-13.816858304805972,0.004324964400478137,23.12441742155158,-77.0428019075981,0.009764502867017646,8.373272556505116,0.004324964400478137,0.49419024676737605,568,0,5.576,0.0,6.463240293044243,23.120092457151102,250
-13.659375441679158,-0.03781259072117038,23.015525280900917,-75.45438993983568,0.0018526050811894983,8.348788418237499,0.03781259072117038,0.4994236678412428,598,0,5.524,0.0,6.4263592409975505,23.053337871622087,250
-13.934702578781364,0.00714532004872126,23.202379951298568,-77.08677466581851,0.07587004593535016,8.467887249201377,0.00714532004872126,0.49897494927100305,628,0,5.532,0.0,6.549946242073281,23.195234631249846,250
-13.544211053788215,0.0017276665707193217,22.981725637551826,-75.41416714749279,0.002790677772511334,8.138410283353933,0.0017276665707193217,0.495354418573207,658,0,5.568,0.0,6.341670267737164,22.979997970981106,250
-14.158435287512066,-0.002499131671577004,23.291293738802917,-79.17397012776748,0.0011533075401916413,8.476467604050674,0.002499131671577004,0.4914631217090455,688,0,5.592,0.0,6.611684753045001,23.293792870474494,250
-13.604465042193263,-0.021237453992569044,22.987802450457565,-75.58640777442575,0.001552142505973329,8.267624604945652,0.021237453992569044,0.4968541033341679,718,0,5.556,0.0,6.378033998019383,23.009039904450134,250
-14.247086443000196,-0.020177145203465585,23.348118415148985,-78.52994047381705,0.0019980521513931412,8.639407077164844,0.020177145203465585,0.4998559792580259,748,0,5.512,0.0,6.7114618496484235,23.36829556035245,250
-13.832947008400325,0.02720505027403064,23.170457670248567,-76.57919463850419,0.0024719571364406625,8.384679077864826,0.02720505027403064,0.4987023160162784,778,0,5.536,0.0,6.49924087946927,23.143252619974536,250
-13.883901349222004,0.007511683485173393,23.174414001221173,-77.02788468548368,0.0032468718733684927,8.379860586686215,0.007511683485173393,0.4976906669810074,808,0,5.548,0.0,6.51461781631111,23.166902317736,250
-13.561854425867478,-0.0019489019836669286,22.999863175827116,-75.0241786838989,0.00435508721296988,8.169545336132794,0.0019489019836669286,0.49897494927100305,838,0,5.532,0.0,6.374817487621625,23.001812077810783,250
-13.476843134434667,0.0010948268580897036,22.955260083262697,-74.55389621969258,0.006155901891261332,8.19803501545186,0.0010948268580897036,0.498974949271003,868,0,5.532,0.0,6.334783077702372,22.954165256404607,250
-13.951557109023097,-0.06287699933784907,23.129816826759466,-77.68226998304058,0.00981542487810304,8.393343117610705,0.06287699933784907,0.495354418573207,898,0,5.568,0.0,6.531988360869486,23.192693826097315,250
-13.68276414652371,-0.014115939311491132,23.04158974301775,-76.02143759808573,0.04725913047261518,8.280131036113998,0.014115939311491132,0.4968541033341679,928,0,5.556,0.0,6.41430609119904,23.05570568232924,250
-14.104573941784077,-0.0015577746288073513,23.303770769455653,-77.06739201790819,0.00188035199606346,8.539868395440365,0.0015577746288073513,0.4987023160162784,958,0,5.464,0.0,6.680168657664181,23.30532854408446,250
-13.557326265563587,0.0009927892144396822,22.996262721242218,-75.37873403653354,0.0016602296686982398,8.23667097424056,0.0009927892144396822,0.49638694583963433,988,0,5.56,0.0,6.352881331185192,22.995269932027778,250
-13.636951640944297,0.020546215095677667,23.05741289437446,-75.76690331708652,0.002122907792211479,8.258904352674906,0.020546215095677667,0.4968541033341679,1018,0,5.556,0.0,6.393068459107475,23.03686667927878,250
-14.17760222307272,-0.02483081739036308,23.310432723481828,-77.92010181800768,0.002785778136518216,8.624270252854414,0.02483081739036308,0.4999839997439918,1048,0,5.496,0.0,6.690464883315853,23.33526354087219,250
-14.382182204831839,0.038458167646158614,23.463986574084014,-79.79234687240704,0.003603480830836591,8.686944600263827,0.038458167646158614,0.49769066698100745,1078,0,5.548,0.0,6.748266143821715,23.425528406437856,250
-13.850535159697689,0.025513518557790604,23.174580355104695,-76.84276906600277,0.00487363179071921,8.471744362043847,0.025513518557790604,0.4976906669810074,1108,0,5.548,0.0,6.499011158690698,23.149066836546904,250
-13.878394364636588,0.010454047344104822,23.17729855884628,-76.77527762516961,0.007207074631484175,8.444001731752667,0.010454047344104822,0.49897494927100305,1138,0,5.532,0.0,6.523422733451101,23.166844511502177,250
-13.72320051257685,0.024229267215424954,23.09300421467983,-76.74013726632975,0.011706246743095897,8.15724999232264,0.024229267215424954,0.49146312170904544,1168,0,5.592,0.0,6.408261738749129,23.068774947464405,250
-13.567363495083976,-0.0062759740128335295,22.990440882252052,-75.10892430878489,0.024442065406221264,8.226005161358477,0.0062759740128335295,0.4987023160162784,1198,0,5.536,0.0,6.374754734379594,22.996716856264886,250
-14.203629714445752,0.034438781990470346,23.37035150385878,-78.85855217460282,0.04943120338116739,8.551798820684173,0.034438781990470346,0.49728864857344174,1228,0,5.552,0.0,6.661628287825151,23.33591272186831,250
-13.895040626236959,0.02472558753251164,23.20857828821277,-76.75620441933297,0.0035935366951123917,8.42553736262299,0.02472558753251164,0.4994236678412428,1258,0,5.524,0.0,6.536901639790044,23.18385270068026,250
-13.806906605234804,0.014535616205090918,23.154631948094956,-75.93798632879141,0.004964433005401273,8.390882014498,0.014535616205090918,0.5,1288,0,5.5,0.0,6.51326416720503,23.140096331889865,250
-14.136105799064463,0.020945817568957636,23.321394936709954,-78.2009372804246,0.007399214256353967,8.60262881635188,0.020945817568957636,0.498974949271003,1318,0,5.532,0.0,6.644600786367789,23.300449119140996,250
-13.44869164374615,-0.008761730504943444,22.923994466495135,-74.61334123950364,0.01207040587623637,8.083603859698343,0.008761730504943444,0.49769066698100745,1348,0,5.548,0.0,6.31038382960511,22.932756197000078,250
-14.450100213751051,-0.046819392013453864,23.425759370256394,-79.53335157648577,0.026880117917897232,8.803024156573343,0.046819392013453864,0.4999839997439918,1378,0,5.504,0.0,6.812817798780601,23.472578762269848,250
-14.097679013638619,0.038234559677562174,23.31942048603837,-78.10114173555795,0.18618168100681504,8.613298933274928,0.038234559677562174,0.4983974317750845,1408,0,5.54,0.0,6.620795338437538,23.28118592636081,250
-13.665644988132511,-0.012793111334175933,23.032273258665153,-75.59834807434903,0.07435152280739046,8.675836183023156,0.012793111334175933,0.5224710518296684,1438,0,5.532,0.0,6.423604337042016,23.04506636999933,250
-14.10452612808792,-0.004599278014616459,23.293975026475234,-77.34922128643416,0.09496564206647977,8.592515281217839,0.004599278014616459,0.499743934430424,1468,0,5.484,0.0,6.665196604749949,23.29857430448985,250
-13.666795569996102,0.007164689813869529,23.068769993822414,-75.27670999953854,0.07621992818676548,8.73472749597564,0.007164689813869529,0.5233889567042851,1498,0,5.508,0.0,6.441462108289716,23.061605304008545,250
-14.114827169041915,0.014636443553985856,23.312151361732084,-77.6880087384067,0.001855758509692452,8.619921215255108,0.014636443553985856,0.4999839997439918,1528,0,5.504,0.0,6.654898363433788,23.2975149181781,250
-13.843480659544662,0.028415192159602753,23.177309523050766,-76.63750893123925,0.002483864718478727,8.40678089060601,0.028415192159602753,0.49870231601627835,1558,0,5.536,0.0,6.504182407919456,23.148894330891164,250
-13.64514069767995,-0.006363491440687596,23.04131174452032,-75.10285440003045,0.011519031088514582,8.331682934917993,0.006363491440687596,0.4999839997439918,1588,0,5.504,0.0,6.433619561924499,23.04767523596101,250
-14.058144644673474,-0.002959775321969005,23.27728244814042,-76.92616749565323,0.0017198158537548673,8.573200644941062,0.002959775321969005,0.4992153843783262,1618,0,5.472,0.0,6.651966694097068,23.280242223462388,250
-13.919162222892718,0.0014530551869569308,23.190486593007826,-76.88945211925937,0.002775295147764414,8.470094269032673,0.0014530551869569308,0.4994236678412428,1648,0,5.524,0.0,6.54864546333134,23.18903353782087,250
-13.840321225424413,0.011404295462003944,23.138425130589063,-77.56116014727841,0.05792692612943053,8.226804847910717,0.011404295462003944,0.48906441293555597,1678,0,5.604,0.0,6.454325111995534,23.12702083512706,250
-13.94602278343678,0.0033341889638265343,23.209388342964566,-76.92626167343725,0.00220348264354863,8.447735998202106,0.0033341889638265343,0.49974393443042403,1708,0,5.516,0.0,6.566844062370185,23.20605415400074,250
-13.952036173663753,0.003320876525219063,23.20741012482493,-77.29428040209719,0.0019604365536989156,8.460161615216316,0.003320876525219063,0.4983974317750845,1738,0,5.54,0.0,6.552165692519876,23.20408924829971,250
