Omega,RewardMean,RewardStd,TimestepsStd,ConfortViolation,ReturnsStd,DeltaOmega,Traj,Wins,TimestepsMean,NormDeltaVar,OmegaBefore,ReturnsMean,NormDeltaOmega,ITERATIONS
19.100000001487366,-7.589022841484548,2.0768077337235655,8.106417211074199,0,66.18496396048397,0.10000000148736632,250,0.0,14.5,0.3162277058428639,19.0,-110.04083120152593,0.10000000148736632,0
21.332075592334007,-10.50351476971669,4.819356342061336,0.5351635264103861,0,6.787557542200114,0.07320011984215924,250,0.0,5.76,0.058734460106157675,21.258875472491848,-60.50024507356813,0.07320011984215924,28
23.448252487743748,-14.274929015648498,6.724354851310489,0.5077952343218672,0,8.839417515711798,0.06262977428478678,250,0.0,5.512,0.029056799606373467,23.38562271345896,-78.68340873425454,0.06262977428478678,58
24.83233232085401,-17.05046742053076,8.092171785214996,0.504840568892794,0,10.477439578558176,0.0255998192642366,250,0.0,5.444,0.02699539467347049,24.806732501589774,-92.82274463736947,0.0255998192642366,88
25.19815375796691,-17.73219142513722,8.531052908226208,0.46799999999999997,0,10.189043859739913,0.0071349014714279235,250,0.0,5.324,0.02216146030784892,25.191018856495482,-94.40618714743056,0.0071349014714279235,118
25.038047314426834,-17.458251353267766,8.353398752608834,0.48333839077813795,0,10.342957358179126,-0.0007522273531641588,250,0.0,5.372,0.015083174435645219,25.038799541779998,-93.78572626975443,0.0007522273531641588,148
25.0798135418507,-17.588449467427644,8.396324550297406,0.4881966816765555,0,10.509437014486641,-0.010718585160059746,250,0.0,5.392,0.005145970746995853,25.09053212701076,-94.83691952836985,0.010718585160059746,178
25.028862901543764,-17.468389783733357,8.320130074419609,0.4921950832749145,0,10.576017253302945,0.002054960512019477,250,0.0,5.412,0.002155738308039257,25.026807941031745,-94.53892550956493,0.002054960512019477,208
25.1341165546336,-17.57200187684912,8.50950101273957,0.4429175995600084,0,9.573943277443915,0.0051789404256226135,250,0.0,5.268,0.012454523301804703,25.128937614207977,-92.56930588724119,0.0051789404256226135,238
25.09165625610589,-17.530969039949888,8.39587757789421,0.48114862568649197,0,10.35822513192446,0.016624637086280813,250,0.0,5.364,0.003666744045766761,25.075031619019608,-94.0361179302912,0.016624637086280813,268
25.119237181971748,-17.66914325076968,8.442540991857353,0.4863578929142612,0,10.57882754848334,-0.014073240983879742,250,0.0,5.384,0.00612374900391195,25.133310422955628,-95.13066726214394,0.014073240983879742,298
24.975920480509977,-17.368832388905403,8.261358050561778,0.494190246767376,0,10.572874153327799,0.0009155655999961709,250,0.0,5.424,0.0028453948007095085,24.97500491490998,-94.2085468774229,0.0009155655999961709,328
24.94212081844031,-17.295394214283363,8.3020309276046,0.4750410508577127,0,10.071474727945219,-0.01901639306003844,250,0.0,5.344,0.003043545937542616,24.961137211500347,-92.42658668113029,0.01901639306003844,358
25.005338465791734,-17.404704173237945,8.346805952562335,0.4775939698111775,0,10.173940020659954,-0.012085052264179552,250,0.0,5.352,0.004423260570404569,25.017423518055914,-93.14997673516946,0.012085052264179552,388
25.032751741865937,-17.483996050004958,8.369565826710716,0.4822613399392492,0,10.363735493373975,-0.017508934195475945,250,0.0,5.368,0.0063350322540771924,25.050260676061413,-93.8540907964266,0.017508934195475945,418
25.198918014112834,-17.754070146081315,8.5022020974539,0.48114862568649197,0,10.406992327210409,0.013104405336509473,250,0.0,5.364,0.00804653067454834,25.185813608776325,-95.23283226358018,0.013104405336509473,448
25.24518464852919,-17.877758347377437,8.530414169189651,0.48906441293555597,0,10.787122429323384,0.014645709326352119,250,0.0,5.396,0.006141033032089219,25.230538939202837,-96.46838404244866,0.014645709326352119,478
25.087579992049523,-17.593890557244215,8.383834622305171,0.49146312170904544,0,10.574993454734727,-0.0005892078475646656,250,0.0,5.408,0.014474417893158948,25.088169199897088,-95.14776013357672,0.0005892078475646656,508
25.13238035941595,-17.67276907408284,8.44424983254084,0.4863578929142612,0,10.513984815017553,-0.002975343373755379,250,0.0,5.384,0.004245238992201112,25.135355702789706,-95.15018869486201,0.002975343373755379,538
25.05021333669136,-17.39729320049726,8.335351289719194,0.48,0,10.241443764135905,0.03630921072632276,250,0.0,5.36,0.06617374264617842,25.013904125965038,-93.24949155466533,0.03630921072632276,568
24.985156534163554,-17.349374595753908,8.320334852389477,0.4775939698111775,0,10.16590350889411,-0.004821989305156649,250,0.0,5.352,0.0016796954354029114,24.98997852346871,-92.85385283647494,0.004821989305156649,598
24.97707338742422,-17.373733637282687,8.290288624181782,0.48906441293555597,0,10.40746576748935,-0.0053338825460294,250,0.0,5.396,0.02915759179857433,24.98240726997025,-93.74866670677739,0.0053338825460294,628
24.800197248083464,-16.98196252269434,8.121710564563747,0.4843800161030593,0,10.101148623306184,-0.0029811263908641195,250,0.0,5.376,0.0006417951220573584,24.803178374474328,-91.29503052200477,0.0029811263908641195,658
25.131219564322137,-17.737010782489673,8.42907857055566,0.495354418573207,0,10.72945362379522,-0.02214311206222419,250,0.0,5.432,0.001023820809134546,25.15336267638436,-96.34744257048389,0.02214311206222419,688
25.034809739232532,-17.414107542496502,8.351196064882934,0.4775939698111775,0,10.201633105971258,0.0128343904030217,250,0.0,5.352,0.0013017008115633621,25.02197534882951,-93.2003035674413,0.0128343904030217,718
24.97617610518642,-17.32003982176659,8.253541153225763,0.4914631217090455,0,10.449204580279146,0.01613891874798057,250,0.0,5.408,0.001603013427240459,24.960037186438438,-93.6667753561137,0.01613891874798057,748
25.083401099221618,-17.52602689344519,8.397351515243988,0.48,0,10.29160479819744,0.004518635213639044,250,0.0,5.36,0.00201511360649907,25.07888246400798,-93.9395041488662,0.004518635213639044,778
25.08984363817522,-17.590790018478277,8.370708645344893,0.4935585071701227,0,10.619862612017123,0.005266206103364368,250,0.0,5.42,0.0025531287963618528,25.084577432071857,-95.34208190015227,0.005266206103364368,808
24.9262631512703,-17.219714394378734,8.235743150708851,0.4843800161030593,0,10.270720921943296,0.014586251026649677,250,0.0,5.376,0.003306968688942707,24.911676900243652,-92.57318458418008,0.014586251026649677,838
