DeltaOmega,RewardStd,TimestepsMean,OmegaBefore,ITERATIONS,ReturnsStd,NormDeltaOmega,TimestepsStd,ReturnsMean,RewardMean,Omega,Wins,ConfortViolation,Traj,NormDeltaVar
-0.10000000148886024,1.0579210091773408,20.892,10.0,0,56.94738694692455,0.10000000148886024,11.5422846958477,97.61300451139647,4.672267112358628,9.89999999851114,0.0,0,250,0.3162277511933688
-0.12296684956448978,0.2428895855432203,191.516,7.008106101276951,28,206.21629029983131,0.12296684956448978,26.98802964278793,1434.5469708457974,7.490481060829367,6.885139251712461,83.2,0,250,0.2069476459817876
-0.08682578276989572,0.2518267771973844,195.74,3.5146404241286637,58,161.50540927844264,0.08682578276989572,16.783336974511357,1828.1955509800578,9.339918008480932,3.427814641358768,86.8,0,250,0.1354274436707201
-0.013176677042234797,0.36401683397043894,187.648,1.7112250980326429,88,295.10862349247503,0.013176677042234797,29.411767984940997,1841.0933983302275,9.811420309996523,1.698048420990408,74.8,0,250,0.1508648244286957
-0.031786101436255265,0.30744757637547937,197.408,1.3721221544151523,118,102.2589874007919,0.031786101436255265,9.90966881384035,1950.3883049510418,9.87998614519696,1.340336052978897,81.2,0,250,0.12955250356679363
-0.023277955530731198,0.7701908129307069,126.908,0.6624014514602342,148,597.7320652809373,0.023277955530731198,59.51554028991083,1254.2161828870323,9.882877225131848,0.639123495929503,24.0,0,250,0.20520367337327527
-0.0018181831632622658,1.2626169093040311,60.76,0.2925868314945371,178,324.81090880918913,0.0018181831632622658,32.4541276265439,593.8937904140108,9.774420513726314,0.29076864833127486,0.8,0,250,0.05244792115826942
0.0010261927297363638,1.259817259110597,61.0,0.32419132383196636,208,303.1607034083627,0.0010261927297363638,30.301683121569337,596.0866613486279,9.771912481125048,0.3252175165617027,0.8,0,250,0.0413332883625223
0.0017851702111442158,1.2178872349644503,65.408,0.3253179536788532,238,351.9924489246123,0.0017851702111442158,35.18308593628478,640.1485857786495,9.787007488054204,0.3271031238899974,0.8,0,250,0.056065636502007486
0.0013476764872298874,1.1798932335787233,68.396,0.32799470775487405,268,415.1462954323063,0.0013476764872298874,41.43311699594903,670.22557181643,9.799192523194778,0.32934238424210394,2.8000000000000003,0,250,0.07506980228081779
-0.0011669243234304627,1.1251990562934524,73.808,0.35124984201854853,298,450.88963222117445,0.0011669243234304627,44.954945623368296,724.386179900465,9.814466994099082,0.35008291769511807,4.8,0,250,0.0890475146351975
-0.0017731707583159007,1.2612193646925771,61.156,0.266126908306901,328,328.3937418983845,0.0017731707583159007,32.831747806048945,597.8790555753036,9.776294322311852,0.2643537375485851,0.4,0,250,0.07667766771427202
0.004688250341949529,0.91765990887367,98.68,0.37395405586329594,358,602.650785898796,0.004688250341949529,59.96740447943366,974.1423920954999,9.871730767080463,0.37864230620524547,16.0,0,250,0.1380660620202814
0.0028719805010145594,1.315667992662726,56.096,0.20049830525052528,388,276.8156519035584,0.0028719805010145594,27.663528046870667,547.5586348820428,9.761099452403787,0.20337028575153984,0.4,0,250,0.07738205555138016
-0.0008740125503042262,1.1872275274561992,67.852,0.2729457583308806,418,407.32553529637386,0.0008740125503042262,40.65334052694809,664.9754958247121,9.800381651605141,0.27207174578057636,2.4,0,250,0.10215469135558411
0.01954280354983129,0.7540405689228997,119.616,0.4055349950510168,448,677.8396717311741,0.01954280354983129,67.34267995855228,1185.1189761085743,9.907696095075696,0.4250777986008481,31.6,0,250,0.14745658594778588
-0.012839334018010795,1.3500548508263204,53.416,0.17285356378109712,478,267.41505339491033,0.012839334018010795,26.74597061241188,520.8228519687433,9.75031548541155,0.16001422976308632,0.0,0,250,0.09741347611203995
