TimestepsStd,TimestepsMean,ConfortViolation,ReturnsStd,DeltaOmega,NormDeltaVar,Omega,RewardStd,Wins,Traj,OmegaBefore,RewardMean,ReturnsMean,ITERATIONS,NormDeltaOmega
13.431244767332624,25.608,0,109.56836471016264,-0.10000000148946508,0.3162277685770735,5.899999998510535,1.5769429411043474,0.0,250,6.0,7.798354510218946,199.70026229768678,0,0.10000000148946508
13.148705791826053,27.756,0,107.92681633684126,-0.10010170560858178,0.2933640839017341,5.799898292901953,1.5277535976456238,0.0,250,5.899999998510535,7.876589747998064,218.6226250454343,1,0.10010170560858178
15.534766686371572,32.468,0,128.29642424940084,-0.1001575330024691,0.2981227133353768,5.699740759899484,1.4266346980671318,0.0,250,5.799898292901953,7.9717032428450345,258.8252608886926,2,0.1001575330024691
17.13057430444175,36.368,0,142.76415297314145,-0.0999109029381291,0.28638756251466135,5.599829856961355,1.3600465841673341,0.0,250,5.699740759899484,8.05367532278932,292.896064139202,3,0.0999109029381291
21.007461150743563,39.524,0,176.35807735930382,-0.0998125803422294,0.27278265720042855,5.5000172766191255,1.315644494762495,0.0,250,5.599829856961355,8.130918457260332,321.36642110475736,4,0.0998125803422294
18.949288535456944,42.092,0,160.23652983294986,-0.10045305357024326,0.25791476705304583,5.399564223048882,1.2848128766122158,0.0,250,5.5000172766191255,8.19896027325078,345.1106358216718,5,0.10045305357024326
19.16130934983306,46.168,0,163.20801738647623,-0.10106347516456982,0.25234466573063613,5.2985007478843125,1.236660581024922,0.0,250,5.399564223048882,8.270904538188086,381.85112071906764,6,0.10106347516456982
21.889305516621583,49.952,0,187.87203568879343,-0.1014604630201914,0.24825459734053654,5.197040284864121,1.1982918206177853,0.0,250,5.2985007478843125,8.341035807697263,416.65142066609366,7,0.1014604630201914
20.097618167335156,49.588,0,173.46978161725636,-0.10214684115970307,0.23770045780646776,5.094893443704418,1.2098389869233377,0.0,250,5.197040284864121,8.391598511600929,416.12258699326685,8,0.10214684115970307
20.690915881130056,51.5,0,179.70300843468237,-0.10295252960936452,0.22169995986851598,4.9919409140950535,1.194751434703206,0.0,250,5.094893443704418,8.449012706802932,435.124154400351,9,0.10295252960936452
22.345098433437254,53.024,0,195.2698967686601,-0.10379246464974035,0.20724984786204753,4.888148449445313,1.1852653254565384,0.0,250,4.9919409140950535,8.506763262087539,451.0626152089296,10,0.10379246464974035
22.28496354046827,55.42,0,195.9714011893755,-0.10457226836816691,0.2056442325293611,4.783576181077146,1.1669093438561318,0.0,250,4.888148449445313,8.564792183938064,474.66078283384746,11,0.10457226836816691
21.67095752383821,58.36,0,191.711622923736,-0.10522893912035869,0.2117442663122166,4.6783472419567875,1.1443264560148867,0.0,250,4.783576181077146,8.622820495104042,503.22780409427196,12,0.10522893912035869
25.520817855233403,62.684,0,227.4710454690717,-0.10623081372759469,0.2176447014776524,4.572116428229193,1.1098270622451016,0.4,250,4.6783472419567875,8.687651584791876,544.5767519410939,13,0.10623081372759469
26.22459578334812,63.476,0,234.56686589888315,-0.10724100195746722,0.22283678683080355,4.464875426271726,1.111124497333624,0.0,250,4.572116428229193,8.735051851029796,554.4661512959674,14,0.10724100195746722
24.512331590446472,65.64,0,220.5794243025533,-0.10783975075280328,0.22994224962484297,4.357035675518922,1.0988739092584827,0.0,250,4.464875426271726,8.786668836081535,576.7569424003922,15,0.10783975075280328
25.89343577048052,69.728,0,234.24572303400757,-0.10866788669460892,0.2456590727596901,4.248367788824313,1.072446295920472,0.0,250,4.357035675518922,8.84051557036507,616.4314696904157,16,0.10866788669460892
31.972853735630167,71.068,0,291.47590417070865,-0.10988894889307765,0.25578245366006536,4.138478839931236,1.061989790320071,1.2,250,4.248367788824313,8.891901216909181,631.9296356833019,17,0.10988894889307765
