Traj,Wins,DeltaOmega,ITERATIONS,RewardStd,ReturnsMean,OmegaBefore,ConfortViolation,TimestepsMean,RewardMean,TimestepsStd,Omega,NormDeltaOmega,NormDeltaVar,ReturnsStd
250,0.0,-0.10000000148932298,0,1.6658340119523123,217.56545268452373,5.0,0,26.124,8.328182999713816,11.142559131546038,4.899999998510677,0.10000000148932298,0.316227766190031,96.8500886062759
250,0.0,-0.10009091650418345,1,1.5925082296847255,244.34265613057028,4.899999998510677,0,29.052,8.410527885535256,14.071861852647647,4.799909082006494,0.10009091650418345,0.2834097231453349,123.10229984578413
250,0.0,-0.09891797182382156,2,1.4585786820881355,300.6140913928018,4.799909082006494,0,35.304,8.515015051914848,18.03717228392522,4.700991110182672,0.09891797182382156,0.2921663032217267,158.86313834911263
250,0.0,-0.09923279003603636,3,1.4418498720206145,312.7307381886138,4.700991110182672,0,36.52,8.563273225318012,16.255263762855403,4.601758320146636,0.09923279003603636,0.2845396479533363,143.98074882170985
250,0.0,-0.09962775042129568,4,1.3923767454026554,342.5008539473169,4.601758320146636,0,39.688,8.629834054306512,16.971701623585066,4.50213056972534,0.09962775042129568,0.2795135808753219,151.18726231612226
250,0.0,-0.10033555906771152,5,1.3501641417868415,371.58827016950863,4.50213056972534,0,42.756,8.690903502888688,18.382177890554754,4.4017950106576285,0.10033555906771152,0.2808021764660262,164.6687075392481
250,0.0,-0.10096526177836918,6,1.3191600451889205,396.67657826508673,4.4017950106576285,0,45.336,8.749703949732808,18.963520348289766,4.300829748879259,0.10096526177836918,0.2698163805161935,170.99946527046637
250,0.0,-0.10168764646661721,7,1.279481420320607,429.53546184639384,4.300829748879259,0,48.768,8.807731747178352,19.96722754916165,4.199142102412642,0.10168764646661721,0.2635358243279723,180.93393389056624
250,0.0,-0.10239151763675203,8,1.2862721450213561,431.0684895946616,4.199142102412642,0,48.712,8.849328493895994,21.101209823135733,4.09675058477589,0.10239151763675203,0.23465892513622866,192.03713466791032
250,0.0,-0.10314571993464838,9,1.289710985927014,434.79788880707554,4.09675058477589,0,48.904,8.89084510074995,22.23705879832133,3.9936048648412417,0.10314571993464838,0.2246104488829436,203.5853770279484
250,0.0,-0.10371541974598664,10,1.2604657452086174,462.9915876820795,3.9936048648412417,0,51.764,8.944277638553425,21.13377164634841,3.889889445095255,0.10371541974598664,0.20322144583376964,194.35330528954995
250,0.0,-0.10439861868323641,11,1.2507845283106382,477.0969693841467,3.889889445095255,0,53.076,8.9889398105386,20.959156089881102,3.7854908264120186,0.10439861868323641,0.20249733108360612,193.6089593637019
250,0.0,-0.10488198410047911,12,1.2473388399254608,486.09161448894616,3.7854908264120186,0,53.832,9.029789242252678,21.156081300656794,3.6806088423115395,0.10488198410047911,0.20428276982066174,196.23904231924018
250,0.0,-0.10545042974321372,13,1.2186274938152901,517.2012683287454,3.6806088423115395,0,56.972,9.078165911829414,19.621091101159486,3.575158412568326,0.10545042974321372,0.21200845728219955,182.7998899869095
250,0.4,-0.1064188398078314,14,1.1990139181489017,539.9931231153288,3.575158412568326,0,59.176,9.12520486540707,25.73777426274463,3.4687395727604944,0.1064188398078314,0.21920814832594773,241.03669869595325
250,0.0,-0.10678087428090821,15,1.1979630585866528,549.6253597130193,3.4687395727604944,0,59.992,9.161644214445582,21.581472053592638,3.361958698479586,0.10678087428090821,0.22980200363833903,202.69644579885403
250,0.0,-0.10734228709451576,16,1.1594918118122497,595.7675173060865,3.361958698479586,0,64.676,9.211570247171851,24.588026028943435,3.2546164113850704,0.10734228709451576,0.24331140448907437,231.90924758536
250,0.0,-0.10835088576639329,17,1.1589913830784904,602.72441419773,3.2546164113850704,0,65.2,9.244239481560278,25.2263354453238,3.146265525618677,0.10835088576639329,0.2540547147408038,238.74252401850714
250,0.8,-0.10912678061048631,18,1.1343147059175136,632.753995894919,3.146265525618677,0,68.124,9.288268391388042,26.486763184655086,3.037138745008191,0.10912678061048631,0.2651119637097046,252.14309082719654
250,0.0,-0.10923108343491128,19,1.138882455153553,638.8646162771249,3.037138745008191,0,68.564,9.317785080758487,26.688085431517937,2.9279076615732795,0.10923108343491128,0.27101787887475,254.22977577304957
250,0.0,-0.10961655547023286,20,1.100666463173932,693.0679752636687,2.9279076615732795,0,74.044,9.360217914532827,29.096564470741214,2.8182911061030467,0.10961655547023286,0.28070025020792805,278.1340193420267
250,0.8,-0.11075606069795985,21,1.050252499830354,766.1744633478592,2.8182911061030467,0,81.436,9.408301774987219,33.793341119220514,2.707535045405087,0.11075606069795985,0.2848230278894635,324.44633933751885
250,2.8000000000000003,-0.11208237757240624,22,1.038988703549245,774.7683326363579,2.707535045405087,0,82.08,9.439185339136914,37.38504513839725,2.5954526678326806,0.11208237757240624,0.29268560396356297,360.80889086942386
250,2.4,-0.11329170647757714,23,0.9894487390139955,869.0316986119744,2.5954526678326806,0,91.656,9.48144909893487,38.359270900266075,2.4821609613551034,0.11329170647757714,0.29912506146277035,370.89525194356526
250,4.3999999999999995,-0.11472267626481392,24,0.9361329253783683,962.998774981082,2.4821609613551034,0,101.148,9.520690226016153,44.749414476616344,2.3674382850902895,0.11472267626481392,0.3080707613465768,433.96330813048496
250,10.0,-0.11642712366404417,25,0.841100501216153,1141.9171662761528,2.3674382850902895,0,119.244,9.576307120493714,49.270360907953574,2.2510111614262454,0.11642712366404417,0.3222797714894663,480.51221105953823
250,6.0,-0.11808379606152108,26,0.8763756172679319,1103.507269869302,2.2510111614262454,0,115.024,9.593713223929806,46.94234148399502,2.1329273653647243,0.11808379606152108,0.29730888503304564,458.1577981951986
250,4.3999999999999995,-0.11825003963267822,27,0.8935845032247134,1088.3960576935044,2.1329273653647243,0,113.136,9.620245171240848,43.80919428613131,2.014677325732046,0.11825003963267822,0.2752958887063831,428.55664846619464
250,4.0,-0.11859930032084343,28,0.8833520394628843,1127.5569060981493,2.014677325732046,0,116.852,9.649444648770663,41.6985143140616,1.8960780254112026,0.11859930032084343,0.27270410087600466,408.92872620896975
250,2.8000000000000003,-0.11841543367284246,29,0.9009137953957334,1105.2572085131537,1.8960780254112026,0,114.264,9.672838413788712,37.950946022464315,1.7776625917383602,0.11841543367284246,0.25601401399142854,373.0849093576229
250,2.8000000000000003,-0.11630211702182658,30,0.9133936742775337,1081.0157957866886,1.7776625917383602,0,111.58,9.688257714524903,36.58332406985456,1.6613604747165336,0.11630211702182658,0.2493381805851097,360.5363193288629
250,2.0,-0.1155200729782182,31,0.9236929446072422,1071.9407122525222,1.6613604747165336,0,110.404,9.70925611619617,37.038909055208414,1.5458404017383154,0.1155200729782182,0.24161540695711753,365.5972609256288
250,2.0,-0.11383169299424689,32,0.9349382400699148,1051.3647749266415,1.5458404017383154,0,108.096,9.72621350398388,40.67685808909041,1.4320087087440685,0.11383169299424689,0.23977635614227505,402.26723480937346
250,2.4,-0.11266963659288676,33,0.949267580044638,1020.4423319698457,1.4320087087440685,0,104.752,9.741506911274683,37.32894983789391,1.3193390721511817,0.11266963659288676,0.2383505326956688,370.167965792449
250,0.8,-0.10935723365885619,34,0.985118824624155,965.4401658627768,1.3193390721511817,0,99.032,9.748769749805888,38.64845373362303,1.2099818384923255,0.10935723365885619,0.23377362151087466,383.2061858284564
250,1.2,-0.10753831563242655,35,1.0123868051240934,912.2874782463787,1.2099818384923255,0,93.516,9.755415952846343,40.40546675884341,1.102443522859899,0.10753831563242655,0.22896816805544967,401.1603418574992
250,2.0,-0.10491256161795437,36,1.0298079092904244,877.3597347852515,1.102443522859899,0,89.836,9.766237753075064,37.58596950991154,0.9975309612419446,0.10491256161795437,0.2224129559522586,374.017658938809
250,1.2,-0.1005945951548376,37,1.0792163589501351,805.9831661593753,0.9975309612419446,0,82.524,9.766651715372198,39.759997786720255,0.896936366087107,0.1005945951548376,0.21502327264690183,395.94814152383526
250,0.4,-0.09509333621640459,38,1.1640895501396396,695.9312800492017,0.896936366087107,0,71.368,9.75130702904946,33.576905396417935,0.8018430298707024,0.09509333621640459,0.20421652979806662,334.37194325023086
250,0.0,-0.08768070416596796,39,1.1967820392823547,661.3695744946646,0.8018430298707024,0,67.824,9.751261714063821,29.48764188605118,0.7141623257047345,0.08768070416596796,0.19215449862222286,293.7434570192769
250,0.0,-0.08222467409828782,40,1.2018850192312098,657.5274243675188,0.7141623257047345,0,67.368,9.760233706916027,27.45805120542971,0.6319376516064467,0.08222467409828782,0.18161356900589715,273.70154829916
250,0.0,-0.07599349287961021,41,1.2760743304736437,581.0778021090631,0.6319376516064467,0,59.64,9.743088566550355,24.247853513249375,0.5559441587268364,0.07599349287961021,0.16866355476265896,241.8664928594913
250,0.4,-0.07023412718370903,42,1.3031100360436638,554.8286214568966,0.5559441587268364,0,56.96,9.74067102276855,23.74763988273361,0.4857100315431274,0.07023412718370903,0.15849631487902283,237.3157353757173
250,0.4,-0.06425318876262798,43,1.3410589415430287,523.1522782767843,0.4857100315431274,0,53.748,9.733427816417063,20.67550473386321,0.42145684278049944,0.06425318876262798,0.14618421964805334,206.85172368559836
250,0.0,-0.05918707970613912,44,1.380679582294053,494.5062016239872,0.42145684278049944,0,50.856,9.723655057888688,19.31743419815375,0.3622697630743603,0.05918707970613912,0.13443553451373114,192.99312056441232
250,0.0,-0.05365982726803464,45,1.3865921993737047,490.69534990226174,0.3622697630743603,0,50.452,9.725984101765278,20.494674820547896,0.3086099358063257,0.05365982726803464,0.12271151220050099,204.77605575052095
250,0.0,-0.048829811150938984,46,1.4278450206182474,461.48407711713935,0.3086099358063257,0,47.508,9.71381824360401,18.8639851569068,0.2597801246553867,0.048829811150938984,0.11373040205790493,188.5310793516847
250,0.0,-0.04403550423017277,47,1.4330081855282188,458.33666817609696,0.2597801246553867,0,47.18,9.714639003308541,17.87074704650032,0.21574462042521392,0.04403550423017277,0.10523069496790817,178.63855417092236
250,0.0,-0.04023635455155947,48,1.4808201108127466,427.62289243245067,0.21574462042521392,0,44.092,9.698423578709304,14.287460796096694,0.17550826587365445,0.04023635455155947,0.09506319048749504,142.8544388397303
250,0.0,-0.03598319687987675,49,1.4635864024694403,438.80173678562045,0.17550826587365445,0,45.2,9.708003026230541,16.491452331435216,0.1395250689937777,0.03598319687987675,0.08808733918072978,164.9102886757254
250,0.0,-0.032739939129847934,50,1.5144178187067496,408.0104908783582,0.1395250689937777,0,42.112,9.688698966526363,12.652725240042162,0.10678512986392977,0.032739939129847934,0.07994316759165093,126.55943904252938
250,0.0,-0.03038571627721466,51,1.543445247275162,391.84329833473487,0.10678512986392977,0,40.488,9.678010727492957,11.932889675179268,0.0763994135867151,0.03038571627721466,0.07197183239743798,119.35953565320857
250,0.0,-0.027247867545821133,52,1.5448737121141134,391.21865323165645,0.0763994135867151,0,40.42,9.678838526265622,13.54856449960659,0.04915154604089397,0.027247867545821133,0.0647641919546217,135.52868289220427
250,0.0,-0.024479332701889556,53,1.5346662412191903,396.9717482191435,0.04915154604089397,0,40.992,9.684127347266381,12.478458879204595,0.024672213339004417,0.024479332701889556,0.05923699858263525,124.80966018157866
250,0.0,-0.022047096125580912,54,1.576027536431162,374.9465023714011,0.024672213339004417,0,38.784,9.667556269889674,11.57624049508302,0.0026251172134235043,0.022047096125580912,0.05329992442907224,115.81738147609148
250,0.0,-0.01918100499541746,55,1.5707222849879705,377.77523181175496,0.0026251172134235043,0,39.064,9.670674580477035,12.72021635036134,-0.016555887781993954,0.01918100499541746,0.04794449359718282,127.25415744703302
250,0.0,-0.017429189087514584,56,1.5854869193426635,370.2803466546937,-0.016555887781993954,0,38.312,9.664866012076992,12.058136506110719,-0.03398507686950854,0.017429189087514584,0.042932509529007915,120.62624467312433
