ITERATIONS,Wins,TimestepsMean,NormDeltaOmega,ReturnsMean,ReturnsStd,DeltaOmega,OmegaBefore,NormDeltaVar,RewardMean,TimestepsStd,ConfortViolation,Traj,Omega,RewardStd
74,82.0,194.784,0.030632567111521514,1916.8187939550635,177.38900637711646,-0.030632567111521514,1.6287426269357466,0.1244605363827145,9.840740481533716,17.54791565970158,0,250,1.598110059824225,0.30147415037425257
75,77.2,192.12,0.03737779809106767,1890.9185019467898,218.48232868577944,-0.03737779809106767,1.598110059824225,0.11178541196526297,9.84238237532162,21.668262505332542,0,250,1.5607322617331574,0.34141411206994177
76,76.4,193.0,0.041970626408336376,1900.8713945113273,210.36514754364788,-0.041970626408336376,1.5607322617331574,0.11778680093563104,9.849074582960244,20.862214647539222,0,250,1.518761635324821,0.3464942360880311
77,63.2,184.26,0.04986639003223692,1813.65672258226,328.5690236062066,-0.04986639003223692,1.518761635324821,0.11522276094681086,9.842921537947792,32.71403979945003,0,250,1.468895245292584,0.4425901700649804
78,62.0,184.476,0.057393105433651836,1816.7808698820756,299.76931122033943,-0.057393105433651836,1.468895245292584,0.11132423342991288,9.84833186908907,29.782031898445076,0,250,1.4115021398589322,0.44975792355542776
79,55.2,181.432,0.06158449370800945,1787.2479523857417,336.6765178722365,-0.06158449370800945,1.4115021398589322,0.11406133747848611,9.850786809304545,33.52093936631251,0,250,1.3499176461509228,0.49253683513884094
80,61.199999999999996,180.992,0.06540077780832987,1785.1422315466605,367.38586095285996,-0.06540077780832987,1.3499176461509228,0.1288702665204832,9.863100200819156,36.548378021466284,0,250,1.284516868342593,0.4598197908060003
81,50.4,170.604,0.06902341560771763,1682.3398891402794,427.6777307377962,-0.06902341560771763,1.284516868342593,0.1344648533082379,9.861081153667437,42.54972601556913,0,250,1.2154934527348753,0.5351429953150489
82,50.0,167.736,0.07046917537971842,1654.9283435103716,463.08331357782674,-0.07046917537971842,1.2154934527348753,0.1440911199776221,9.866268085028686,46.07717769134737,0,250,1.1450242773551569,0.5427065088325222
83,51.6,165.648,0.06932435017599792,1636.0734586937576,492.05322486822524,-0.06932435017599792,1.1450242773551569,0.15847809698794738,9.87680780144498,48.96974674224893,0,250,1.075699927179159,0.5374964700736783
84,42.8,154.32,0.06686860151356111,1523.5609722529211,535.5639847631228,-0.06686860151356111,1.075699927179159,0.1586097460550761,9.872738285723958,53.32205547425943,0,250,1.0088313256655979,0.6053991139920185
85,37.2,147.036,0.06329453865793111,1451.2687695196666,553.498894934669,-0.06329453865793111,1.0088313256655979,0.17015547407131415,9.87015948148526,55.12526375447105,0,250,0.9455367870076667,0.6498564572705643
86,26.0,138.808,0.05960059355688074,1369.265171159627,555.0238590568131,-0.05960059355688074,0.9455367870076667,0.17250543887059971,9.864454290528116,55.35473905638071,0,250,0.885936193450786,0.7255643218273041
87,22.8,129.604,0.05621268634274268,1278.05819681843,547.0579212697585,-0.05621268634274268,0.885936193450786,0.17414087127632794,9.861255800889094,54.52044739361555,0,250,0.8297235071080433,0.7668112114689082
88,12.0,111.048,0.052939239851390596,1092.5076570025753,528.4939891390137,-0.052939239851390596,0.8297235071080433,0.17160459249352775,9.838156986191331,52.77012124299129,0,250,0.7767842672566527,0.8828843377046571
89,7.199999999999999,103.124,0.04995206195608526,1013.6175095695367,496.34479124554156,-0.04995206195608526,0.7767842672566527,0.16389344095061614,9.82911358723029,49.62495968764105,0,250,0.7268322053005675,0.9403462719422981
90,5.2,91.712,0.048001645840842544,900.2252672989324,474.677904868752,-0.048001645840842544,0.7268322053005675,0.15787820936198688,9.815784927805876,47.45875110029761,0,250,0.6788305594597249,1.0068251508950217
91,6.0,89.224,0.044423053435250104,876.1055217357999,487.52807434831294,-0.044423053435250104,0.6788305594597249,0.15256466398388818,9.81916885295212,48.709483922538126,0,250,0.6344075060244748,1.0168141869618026
92,3.5999999999999996,86.72,0.04172042290984834,851.1774067188425,429.69572283440556,-0.04172042290984834,0.6344075060244748,0.14969345896854802,9.815237623602888,42.9567410309488,0,250,0.5926870831146265,1.0442101543587854
93,1.2,78.696,0.038954084278901235,771.203212366161,388.56446904520635,-0.038954084278901235,0.5926870831146265,0.14389818375938643,9.799776511718013,38.899711875539644,0,250,0.5537329988357252,1.108543066570118
94,0.8,74.096,0.03630858170387108,725.5795246885874,373.8940512205813,-0.03630858170387108,0.5537329988357252,0.13838608956629325,9.792425025488386,37.432910439878974,0,250,0.5174244171318542,1.144306557740446
95,1.2,68.196,0.03473573637277816,667.0346810800434,335.8644981358094,-0.03473573637277816,0.5174244171318542,0.13086782262055757,9.7811408452115,33.57971983206531,0,250,0.482688680759076,1.1894815864855104
96,0.4,64.32,0.0324574930391196,628.4962929469398,304.74403522703886,-0.0324574930391196,0.482688680759076,0.12215735794398845,9.771397589349188,30.49500942777359,0,250,0.4502311877199564,1.2289798164127466
97,1.2,61.56,0.029763600511285182,601.2125439573606,300.5761585461453,-0.029763600511285182,0.4502311877199564,0.11482528706636348,9.766285639333342,30.024230214944726,0,250,0.4204675872086712,1.2508151332532629
98,0.0,60.556,0.027107365692440932,591.2143552411766,247.40424425877083,-0.027107365692440932,0.4204675872086712,0.10620961821594845,9.763101183056618,24.769151459022574,0,250,0.3933602215162303,1.268596611072703
99,0.0,57.36,0.024610920325918162,559.4178121592734,258.2113506936259,-0.024610920325918162,0.3933602215162303,0.09930920365704689,9.752751258006855,25.84690310269298,0,250,0.36874930119031213,1.3025903080528947
100,0.0,57.532,0.021967074364992067,561.2289104888348,254.3546514520885,-0.021967074364992067,0.36874930119031213,0.09336848108555063,9.755073880428888,25.455077607424418,0,250,0.34678222682532006,1.3009439795849045
101,0.0,56.116,0.020133121101641116,547.2227787580586,236.32543504323482,-0.020133121101641116,0.34678222682532006,0.08669813995818527,9.751635518534082,23.65296057579262,0,250,0.32664910572367895,1.3169905531418689
102,0.0,56.48,0.017706325849481785,550.9481887183344,236.15659240297762,-0.017706325849481785,0.32664910572367895,0.08102111525219595,9.754748383823202,23.63001481167543,0,250,0.30894277987419716,1.3130783080375605
103,0.0,50.612,0.01618559009994791,492.37881943663893,192.7079209860264,-0.01618559009994791,0.30894277987419716,0.07581135433228586,9.728499554189499,19.28287986790355,0,250,0.29275718977424925,1.384646363523113
104,0.0,50.448,0.014505292378718004,490.8100822340277,196.5703798122119,-0.014505292378718004,0.29275718977424925,0.06897603015479972,9.729029540002134,19.665179785600742,0,250,0.27825189739553124,1.3870078701694304
105,0.0,49.036,0.01293317785690884,476.76723724754333,173.0212979913321,-0.01293317785690884,0.27825189739553124,0.06376323872335281,9.722800335417721,17.311346105950282,0,250,0.2653187195386224,1.4062621939567186
106,0.0,52.476,0.012084821489435349,511.194979181402,229.4709019462722,-0.012084821489435349,0.2653187195386224,0.057278618012714014,9.74150047986512,22.955814601098346,0,250,0.25323389804918706,1.3611912628625857
107,0.0,47.88,0.010997941109341047,465.28376030807647,173.70029842931675,-0.010997941109341047,0.25323389804918706,0.05171231320599273,9.717705937929749,17.37704232601164,0,250,0.242235956939846,1.4227224132768728
108,0.0,48.456,0.009606711120901917,471.078618644343,182.41357240193182,-0.009606711120901917,0.242235956939846,0.04746981652391945,9.721780969216258,18.24653567118975,0,250,0.2326292458189441,1.4146589277624346
109,0.0,46.88,0.008438916745782177,455.35460168757595,155.9281986682458,-0.008438916745782177,0.2326292458189441,0.04426273864747072,9.713195428489247,15.599282034760448,0,250,0.22419032907316191,1.4374013840702788
110,0.0,48.596,0.007907137986015417,472.55557032491686,176.91884783812142,-0.007907137986015417,0.22419032907316191,0.04109884518889336,9.724165987425238,17.694993190165402,0,250,0.2162831910871465,1.4129137626796329
111,0.0,46.424,0.006825329456053686,450.855695333908,157.05172505626177,-0.006825329456053686,0.2162831910871465,0.0383104207506133,9.711694281705753,15.708221541600436,0,250,0.2094578616310928,1.4443281577629163
112,0.0,46.868,0.006246123606362425,455.33856906975,197.94746993955334,-0.006246123606362425,0.2094578616310928,0.035282361038899354,9.715340297639113,19.800873112062508,0,250,0.2032117380247304,1.4378858840967952
113,0.0,47.948,0.005645771589958631,466.1393227063111,204.9464897334863,-0.005645771589958631,0.2032117380247304,0.034212453296869116,9.721767804836722,20.49861692895401,0,250,0.19756596643477176,1.4222277388942077
114,0.0,47.836,0.004973158984892201,465.02720171633825,196.3025170491174,-0.004973158984892201,0.19756596643477176,0.032015344631658345,9.72128107944515,19.631431532111968,0,250,0.19259280744987956,1.423859903413045
115,0.0,47.288,0.00441984983259236,459.5945469949173,179.97674196895616,-0.00441984983259236,0.19259280744987956,0.029182172276234715,9.71905233875227,17.999918222036456,0,250,0.1881729576172872,1.431894494876699
116,0.0,44.244,0.0038145345413956033,429.14551268803825,133.5243529835097,-0.0038145345413956033,0.1881729576172872,0.02734126204107609,9.699518865564558,13.353369013099279,0,250,0.1843584230758916,1.478364690363546
117,0.0,44.204,0.003400036802560097,428.7755786054394,133.34024368169642,-0.003400036802560097,0.1843584230758916,0.02407633416535125,9.699927124365203,13.335755846595273,0,250,0.1809583862733315,1.479084079708559
118,0.0,45.544,0.002755347110382722,442.1814238997387,156.26195112198465,-0.002755347110382722,0.1809583862733315,0.023035044923868868,9.70888424160677,15.62690193224492,0,250,0.17820303916294877,1.458055169332469
119,0.0,45.612,0.002342486860644144,442.86758678774464,169.70617247934447,-0.002342486860644144,0.17820303916294877,0.02326578740476977,9.709453362881362,16.974494278181016,0,250,0.17586055230230463,1.4570388215319179
120,0.0,45.624,0.0017231658061131472,442.96965197812426,183.75178763786585,-0.0017231658061131472,0.17586055230230463,0.02201967288900856,9.709136681968358,18.379625241010768,0,250,0.17413738649619148,1.456830179076963
121,0.0,45.192,0.0014774478708398098,438.6709560996249,159.88395295676875,-0.0014774478708398098,0.17413738649619148,0.020037074250976963,9.706827670818393,15.989844777232829,0,250,0.17265993862535167,1.4635483052322564
122,0.0,44.876,0.0009432806325325449,435.508264594958,168.98794844808364,-0.0009432806325325449,0.17265993862535167,0.019245138222650445,9.704703284494117,16.9003143166037,0,250,0.17171665799281913,1.4684914960313415
123,0.0,43.856,0.000635965709083447,425.30632027754365,148.34962927488144,-0.000635965709083447,0.17171665799281913,0.01675416355576423,9.697790958535748,14.836282014035726,0,250,0.17108069228373568,1.4847793726897225
124,0.4,46.44,0.00021098943453221053,451.20426156352715,195.76450819339883,-0.00021098943453221053,0.17108069228373568,0.015572081131633733,9.71585403883564,19.54764435935952,0,250,0.17086970284920347,1.4417517970713776
125,0.0,44.828,0.00017810035454443596,435.0303637173424,167.41881457045304,-0.00017810035454443596,0.17086970284920347,0.015248210500133625,9.704433918919927,16.743190138083005,0,250,0.17069160249465903,1.4692460183110014
126,0.0,45.188,4.2892672632327544e-05,438.6311584797269,177.05144062427965,-4.2892672632327544e-05,0.17069160249465903,0.014249724974613461,9.706806198099647,17.707418106545063,0,250,0.1706487098220267,1.4636322977138125
127,0.0,43.084,0.00024492138303525146,417.60064881623026,131.6647751619353,0.00024492138303525146,0.1706487098220267,0.012155281184050506,9.69270840256778,13.166204616365341,0,250,0.17089363120506196,1.4974856986354241
128,0.0,44.5,0.000836322397270578,431.77471733893316,162.3605343481309,0.000836322397270578,0.17089363120506196,0.011534801164852565,9.702802636829958,16.236563675852103,0,250,0.17172995360233254,1.4744878456163233
129,0.0,45.128,0.001254574039953299,438.0192210931556,179.00529601149333,0.001254574039953299,0.17172995360233254,0.010471180458017215,9.70615185900451,17.90216791341205,0,250,0.17298452764228583,1.4645126434521465
130,0.0,45.104,0.0015925805861816411,437.7858985994252,170.07490573353368,0.0015925805861816411,0.17298452764228583,0.010356095519613745,9.706143548231312,17.008385696473372,0,250,0.17457710822846748,1.4648892437304537
131,0.0,45.612,0.001367383412057277,442.8627853979401,186.69957180964371,0.001367383412057277,0.17457710822846748,0.009912664227542228,9.70934809694686,18.670764740631274,0,250,0.17594449164052475,1.4570173419738355
132,0.4,46.62,0.0013417282314265866,452.98683114157217,196.322272398399,0.0013417282314265866,0.17594449164052475,0.010989528937061045,9.716577244563966,19.59621392004078,0,250,0.17728621987195134,1.4390054681976978
133,0.0,46.692,0.0013485186916578629,453.66477104854806,176.53423329170303,0.0013485186916578629,0.17728621987195134,0.011760091394507037,9.716113489431766,17.65528634715393,0,250,0.1786347385636092,1.4407245172557934
