RewardMean,RewardStd,Wins,OmegaBefore,Traj,TimestepsStd,Omega,ReturnsStd,NormDeltaVar,NormDeltaOmega,DeltaOmega,ConfortViolation,TimestepsMean,ReturnsMean,ITERATIONS
-16.46384632496385,7.7820892894706155,0.0,24.508648855563223,250,0.49959983987187184,24.55308278868283,10.111965766357217,0.021764213306986933,0.044433933119606195,0.044433933119606195,0,5.48,-90.22187786080192,54
-16.527685434390914,7.840485700876594,0.0,24.55308278868283,250,0.5284846260772399,24.596642564473445,10.694496399490784,0.02162036386273217,0.04355977579061587,0.04355977579061587,0,5.448,-90.0428302465617,55
-16.62414466653963,7.893430899431783,0.0,24.596642564473445,250,0.49638694583963433,24.63817520564142,10.069936602952925,0.017232584976835167,0.041532641167975726,0.041532641167975726,0,5.44,-90.43534698597558,56
-16.681176023353267,7.938419526721966,0.0,24.63817520564142,250,0.5173006862551025,24.678728789395763,10.52885105780293,0.015621763003619083,0.040553583754341815,0.040553583754341815,0,5.42,-90.4119740465747,57
-16.77910431384188,7.967024827693551,0.0,24.678728789395763,250,0.5043808085167397,24.718508224386866,10.344862464559727,0.013892727737140443,0.03977943499110381,0.03977943499110381,0,5.44,-91.27832746729985,58
-16.84188269020252,8.025721313147567,0.0,24.718508224386866,250,0.5599428542271078,24.756120102484015,11.545956184523535,0.02036531007769487,0.03761187809714883,0.03761187809714883,0,5.408,-91.08090158861523,59
-16.912757905540275,8.062980045671925,0.0,24.756120102484015,250,0.49069746280167376,24.79107338554994,10.147708326598721,0.01615211246232633,0.03495328306592427,0.03495328306592427,0,5.404,-91.39654372153964,60
-17.00009300366331,8.097412075830295,0.0,24.79107338554994,250,0.5236945674723006,24.822908302233923,10.916104246834525,0.01697602857912708,0.03183491668398375,0.03183491668398375,0,5.412,-92.00450333582583,61
-17.049535092924753,8.135209716377213,0.0,24.822908302233923,250,0.5130146196747223,24.85048667431264,10.773289346711241,0.015661685454492837,0.02757837207871816,0.02757837207871816,0,5.396,-91.99929136142195,62
-17.04635040443917,8.190131767541905,0.0,24.85048667431264,250,0.4970955642529915,24.879217139461414,10.44993961465979,0.014547836624312466,0.02873046514877231,0.02873046514877231,0,5.336,-90.95932575808742,63
-17.150315732951572,8.19113574537276,0.0,24.879217139461414,250,0.4954351622563744,24.905773062418074,10.402066013229714,0.013248570102536834,0.026555922956660538,0.026555922956660538,0,5.388,-92.40590116914306,64
-17.233848519382203,8.197533187723485,0.0,24.905773062418074,250,0.540577469008837,24.93066000282939,11.421236143558058,0.015153556425649103,0.024886940411317227,0.024886940411317227,0,5.424,-93.47639436912907,65
-17.22231789545848,8.281965222126297,0.0,24.93066000282939,250,0.4694848240358787,24.949845041665554,9.961207972158517,0.01159687341794047,0.01918503883616296,0.01918503883616296,0,5.328,-91.76050974700279,66
-17.355966758935978,8.21878361889279,0.0,24.949845041665554,250,0.6330118482303471,24.967310788882223,13.434003539358383,0.018244913115149777,0.017465747216668603,0.017465747216668603,0,5.464,-94.83300237082618,67
-17.355622171999382,8.255326567363332,0.0,24.967310788882223,250,0.5022190757030243,24.983233744048754,10.745539618002375,0.016723344283467185,0.015922955166530528,0.015922955166530528,0,5.424,-94.13689466092465,68
-17.395309309187773,8.266800246046344,0.0,24.983233744048754,250,0.5342059527934895,24.997556874541548,11.452760889005859,0.020718143006425382,0.014323130492794434,0.014323130492794434,0,5.432,-94.49132016750798,69
-17.398029594742514,8.305232641986771,0.0,24.997556874541548,250,0.5043173603991836,25.008425689505266,10.776670825707804,0.021611436341432453,0.010868814963718165,0.010868814963718165,0,5.392,-93.81017557485166,70
-17.41505562094828,8.324813153367778,0.0,25.008425689505266,250,0.48538644398046393,25.015461383089846,10.370832413633725,0.01750222994133155,0.007035693584580116,0.007035693584580116,0,5.38,-93.69299924070175,71
-17.40118626013196,8.341273646727977,0.0,25.015461383089846,250,0.48709752616904145,25.0233988843291,10.403966258088474,0.01638420791132691,0.00793750123925463,0.00793750123925463,0,5.356,-93.2007536092668,72
-17.416548322989918,8.36041189112532,0.0,25.0233988843291,250,0.4750410508577127,25.030240753603472,10.205909353853231,0.017441351264013506,0.006841869274371248,0.006841869274371248,0,5.344,-93.07403423805812,73
-17.47501121817958,8.323102577725974,0.0,25.030240753603472,250,0.6018770638593899,25.035877257054953,12.840733119223026,0.019873463540274316,0.005636503451480479,0.005636503451480479,0,5.412,-94.57476071278792,74
-17.455425832927393,8.363421947638802,0.0,25.035877257054953,250,0.48,25.039585329069627,10.251739279344568,0.016107575440385474,0.0037080720146747126,0.0037080720146747126,0,5.36,-93.56108246449082,75
-17.476213940724495,8.350314214035949,0.0,25.039585329069627,250,0.4863578929142612,25.043494712793866,10.457725839310829,0.012673952058586957,0.0039093837242383245,0.0039093837242383245,0,5.384,-94.09193585686067,76
-17.502377301979987,8.328803068355121,0.0,25.043494712793866,250,0.4935585071701227,25.047904043290963,10.574092068798853,0.00958271497329463,0.00440933049709713,0.00440933049709713,0,5.42,-94.86288497673152,77
-17.462945221940707,8.382367248451844,0.0,25.047904043290963,250,0.4833880428806654,25.051695595779393,10.317753039872608,0.009511321661139091,0.0037915524884297724,0.0037915524884297724,0,5.344,-93.32197926605117,78
-17.44268241592556,8.388347077033801,0.0,25.051695595779393,250,0.4694848240358787,25.059534009130196,10.08410937983359,0.006794718968518956,0.007838413350803819,0.007838413350803819,0,5.328,-92.9346119120514,79
-17.5209883302434,8.356592334076831,0.0,25.059534009130196,250,0.5138093031466052,25.067790054416463,11.04693034380244,0.007465448872822739,0.008256045286266556,0.008256045286266556,0,5.4,-94.61333698331437,80
-17.559158080999804,8.355515012546922,0.0,25.067790054416463,250,0.5015974481593781,25.074034197473953,10.839635422194245,0.007591252656633352,0.0062441430574899925,0.0062441430574899925,0,5.42,-95.17063679901894,81
-17.54358002217965,8.367366022268754,0.0,25.074034197473953,250,0.5291502622129182,25.082645728512976,11.293999162721851,0.01377608751674943,0.00861153103902268,0.00861153103902268,0,5.4,-94.73533211977012,82
-17.513396341359268,8.41445249243594,0.0,25.082645728512976,250,0.47233886141201636,25.094560752831903,10.162480580999336,0.010655049753340348,0.011915024318927436,0.011915024318927436,0,5.336,-93.45148287749305,83
-17.623314230958787,8.374791238935584,0.0,25.094560752831903,250,0.5266649789002492,25.102405794333833,11.397758693364558,0.013898224488780747,0.007845041501930439,0.007845041501930439,0,5.432,-95.72984290256814,84
-17.57867987951873,8.418478139621167,0.0,25.102405794333833,250,0.48114862568649197,25.111693254824246,10.369862348817964,0.01079301685572466,0.009287460490412514,0.009287460490412514,0,5.364,-94.29203887373846,85
-17.63464992037845,8.414874003300724,0.0,25.111693254824246,250,0.5130146196747223,25.11888488088006,11.097072539652471,0.01126700163923982,0.007191626055814027,0.007191626055814027,0,5.396,-95.15657097036211,86
-17.611171632789336,8.430333276474576,0.0,25.11888488088006,250,0.4822613399392492,25.1285269850153,10.420485740422187,0.008402192058131494,0.009642104135238583,0.009642104135238583,0,5.368,-94.53676932481315,87
-17.63265091839267,8.440890684702984,0.0,25.1285269850153,250,0.4822613399392492,25.14195088184119,10.489852922078322,0.005848946285655897,0.01342389682589129,0.01342389682589129,0,5.368,-94.65207012993187,88
-17.660131589444422,8.46914621003097,0.0,25.14195088184119,250,0.5020916251044225,25.15314822190803,10.908576017690644,0.012472543726569115,0.0111973400668397,0.0111973400668397,0,5.352,-94.51702426670654,89
-17.699103392637507,8.468421292141375,0.0,25.15314822190803,250,0.48333839077813795,25.162434145052327,10.519030253297913,0.00952846418892138,0.009285923144297215,0.009285923144297215,0,5.372,-95.0795834252487,90
-17.713059005462384,8.471502398004906,0.0,25.162434145052327,250,0.4843800161030593,25.171640193534913,10.493054837665081,0.006872030363665905,0.009206048482585771,0.009206048482585771,0,5.376,-95.22540521336579,91
-17.730137882269087,8.483148674768575,0.0,25.171640193534913,250,0.48333839077813795,25.179372008878154,10.528810832201453,0.0044670769925137304,0.0077318153432415215,0.0077318153432415215,0,5.372,-95.24630070354952,92
-17.74547129212212,8.487190523159759,0.0,25.179372008878154,250,0.4843800161030593,25.187441028528248,10.609992874734555,0.002325730817391496,0.008069019650093878,0.008069019650093878,0,5.376,-95.39965366644851,93
-17.798756784812237,8.477644376977182,0.0,25.187441028528248,250,0.4921950832749145,25.194921505505132,10.75063111460286,0.0007735318266905507,0.007480476976883921,0.007480476976883921,0,5.412,-96.32687171940383,94
-17.789968299882872,8.508225437590808,0.0,25.194921505505132,250,0.4925687769235886,25.200649817791955,10.754787287918564,0.0017230259473708573,0.005728312286823467,0.005728312286823467,0,5.376,-95.63886958017031,95
-17.81348170882154,8.503604761445018,0.0,25.200649817791955,250,0.5121874656802918,25.2034594453205,11.203739360249578,0.003223551988447408,0.002809627528545633,0.002809627528545633,0,5.392,-96.05029337396574,96
-17.833333676124564,8.493873317495806,0.0,25.2034594453205,250,0.516,25.20435152800358,11.274031678195591,0.00478848423805558,0.0008920826830802753,0.0008920826830802753,0,5.412,-96.51400185518614,97
-17.843946409099967,8.487689534787952,0.0,25.20435152800358,250,0.49419024676737605,25.20689064871775,10.723678684345002,0.0024531718153901583,0.002539120714168064,0.002539120714168064,0,5.424,-96.78556532295823,98
-17.845433959247135,8.492087882743613,0.0,25.20689064871775,250,0.5095095681142798,25.20964080599925,11.116102080137273,0.005898377586820864,0.0027501572815005204,0.0027501572815005204,0,5.42,-96.72225205911947,99
-17.79737975086751,8.534808311546696,0.0,25.20964080599925,250,0.4858971084499269,25.210451287104142,10.642908654303383,0.006792548077994974,0.0008104811048923466,0.0008104811048923466,0,5.352,-95.25157642664291,100
-17.844521085528477,8.506866282515201,0.0,25.210451287104142,250,0.49069746280167376,25.2079206551641,10.723324494046686,0.00428071152910841,0.0025306319400435484,-0.0025306319400435484,0,5.404,-96.43179194619589,101
-17.816356600058086,8.520715110246448,0.0,25.2079206551641,250,0.5085508824100101,25.203391476342265,11.169191241909118,0.0058937343772448355,0.004529178821833568,-0.004529178821833568,0,5.376,-95.78073308191227,102
-17.810280679250987,8.506312926726023,0.0,25.203391476342265,250,0.4872945721019269,25.20180569026507,10.574725166238412,0.003473154008573282,0.001585786077196616,-0.001585786077196616,0,5.388,-95.9617922998043,103
-17.799575361822562,8.52412869573844,0.0,25.20180569026507,250,0.48114862568649197,25.197324670769255,10.501850452970027,0.0013100494563999443,0.004481019495813143,-0.004481019495813143,0,5.364,-95.47692224081624,104
-17.743748872539033,8.548681925077776,0.0,25.197324670769255,250,0.47186438729787605,25.193540830180616,10.287736748010689,0.002781228247562144,0.003783840588639009,-0.003783840588639009,0,5.312,-94.25479401092733,105
-17.776638955709302,8.505340059881615,0.0,25.193540830180616,250,0.5153794718457458,25.189751423610623,11.267713483518184,0.008108719265670845,0.003789406569993048,-0.003789406569993048,0,5.372,-95.49610447007036,106
-17.800403763720944,8.481968034893107,0.0,25.189751423610623,250,0.5599428542271077,25.184902120729884,12.282159861655495,0.01745077010240537,0.004849302880739259,-0.004849302880739259,0,5.408,-96.26458355420287,107
-17.735176139090147,8.532809495759606,0.0,25.184902120729884,250,0.4929746443783899,25.175168273678544,10.7217215827523,0.018007375628730112,0.00973384705133995,-0.00973384705133995,0,5.324,-94.42207776451593,108
-17.69708830439567,8.522099607209531,0.0,25.175168273678544,250,0.46491289506745237,25.166199244145535,10.090083967356996,0.014578297537748029,0.008969029533009376,-0.008969029533009376,0,5.316,-94.07772142616739,109
-17.71200739969724,8.498149479425006,0.0,25.166199244145535,250,0.47633601585435464,25.153839157096456,10.417903732290293,0.011459493840052846,0.012360087049078317,-0.012360087049078317,0,5.348,-94.72381557358084,110
-17.660320376489498,8.488762392822775,0.0,25.153839157096456,250,0.4793495592988482,25.144345581459316,10.42979362180797,0.012263809304443806,0.009493575637140594,-0.009493575637140594,0,5.332,-94.16482824744202,111
-17.6708527741459,8.47068282071301,0.0,25.144345581459316,250,0.4870975261690414,25.133948578312577,10.52819433239979,0.012983619547124672,0.010397003146739081,-0.010397003146739081,0,5.356,-94.64508745832543,112
-17.626778635497683,8.461107729419949,0.0,25.133948578312577,250,0.4750410508577127,25.12632206342772,10.247292368494271,0.010119895063132328,0.007626514884858437,-0.007626514884858437,0,5.344,-94.19750502809961,113
-17.652871121429694,8.442692770373691,0.0,25.12632206342772,250,0.4925687769235886,25.119399500510244,10.698489110908008,0.011158934174974319,0.00692256291747384,-0.00692256291747384,0,5.376,-94.90183514880604,114
-17.632982158841738,8.429104040238828,0.0,25.119399500510244,250,0.5095095681142798,25.113984743016328,11.010247366784085,0.012651443413874662,0.005414757493916511,-0.005414757493916511,0,5.38,-94.86544401456855,115
-17.620357450308838,8.423096185106292,0.0,25.113984743016328,250,0.48538644398046393,25.111061271155933,10.515969985591155,0.00979683749675192,0.0029234718603952103,-0.0029234718603952103,0,5.38,-94.79752308266153,116
-17.641853776155457,8.402671921842202,0.0,25.111061271155933,250,0.4921950832749145,25.108262777824457,10.64947700614652,0.007198992310096587,0.0027984933314755267,-0.0027984933314755267,0,5.412,-95.47771263655333,117
-17.605669865439364,8.419985647726664,0.0,25.108262777824457,250,0.5085508824100102,25.10217909778458,10.991277682218561,0.009221422072071281,0.006083680039878914,-0.006083680039878914,0,5.376,-94.64808119660202,118
-17.560058009253616,8.436569527789137,0.0,25.10217909778458,250,0.4723388614120163,25.097097995572234,10.175258104834786,0.006769526367265257,0.005081102212344035,-0.005081102212344035,0,5.336,-93.7004695373773,119
-17.628123937158154,8.377364228240662,0.0,25.097097995572234,250,0.495354418573207,25.09283976709329,10.70018185964949,0.004466477577901885,0.004258228478942527,-0.004258228478942527,0,5.432,-95.75596922664309,120
-17.56766175301891,8.417077621805783,0.0,25.09283976709329,250,0.48,25.087256847963072,10.335990567677197,0.0024181797296778614,0.005582919130219466,-0.005582919130219466,0,5.36,-94.16266699618137,121
-17.586355856451082,8.379956053392815,0.0,25.087256847963072,250,0.4995357845039733,25.082067753318018,10.742548104120102,0.004351386529431867,0.005189094645054126,-0.005189094645054126,0,5.408,-95.10701247168747,122
-17.58167331311341,8.370336361766082,0.0,25.082067753318018,250,0.49289349762397966,25.07916085178861,10.678127301020112,0.0022808998789206024,0.00290690152940698,-0.00290690152940698,0,5.416,-95.22234266382223,123
-17.567177357562517,8.389989819982283,0.0,25.07916085178861,250,0.511327683584607,25.07291069494595,11.111132591344585,0.004556079314553975,0.00625015684266117,-0.00625015684266117,0,5.388,-94.65195160254684,124
-17.51889765325423,8.405160277794662,0.0,25.07291069494595,250,0.47633601585435464,25.06699960885013,10.24772388127107,0.00254686668458127,0.005911086095821361,-0.005911086095821361,0,5.348,-93.69106464960362,125
-17.533146689071195,8.350935956932952,0.0,25.06699960885013,250,0.5461281900799482,25.068249235665075,11.771596533337975,0.012441019483169618,0.0012496268149462253,0.0012496268149462253,0,5.412,-94.88938988125328,126
-17.571723680853104,8.343050413587473,0.0,25.068249235665075,250,0.4963869458396343,25.070493658870372,10.70059963531304,0.009630994572240028,0.0022444232052976076,0.0022444232052976076,0,5.44,-95.59017682384088,127
-17.538176974102107,8.376058095469979,0.0,25.070493658870372,250,0.4872945721019269,25.071578242516722,10.545631442417687,0.007130482610574731,0.0010845836463495573,0.0010845836463495573,0,5.388,-94.49569753646216,128
-17.537801515567413,8.383669831991963,0.0,25.071578242516722,250,0.5095095681142798,25.071959137732076,10.891906042088943,0.009488334408003434,0.00038089521535411563,0.00038089521535411563,0,5.38,-94.35337215375269,129
-17.573214267144724,8.347448700345756,0.0,25.071959137732076,250,0.4958870839213299,25.07346275106695,10.65828220791826,0.006984180254102102,0.0015036133348722558,0.0015036133348722558,0,5.436,-95.52799275619871,130
-17.533546856328396,8.377634532771,0.0,25.07346275106695,250,0.4863578929142612,25.078446476123105,10.433599388591501,0.0047614722594359294,0.004983725056156629,0.004983725056156629,0,5.384,-94.40061627447211,131
-17.60935992722897,8.35337162023038,0.0,25.078446476123105,250,0.49728864857344174,25.079273976473925,10.703455855566013,0.002747972317539051,0.0008275003508195766,0.0008275003508195766,0,5.448,-95.93579288354341,132
-17.580324446755696,8.377302894787693,0.0,25.079273976473925,250,0.49146312170904544,25.079653586209705,10.583744514773537,0.0010768396623844479,0.0003796097357806616,0.0003796097357806616,0,5.408,-95.0743946080548,133
-17.542655916617516,8.393815569511899,0.0,25.079653586209705,250,0.48333839077813795,25.084376016697878,10.368369331407985,0.0011743935661628067,0.004722430488172336,0.004722430488172336,0,5.372,-94.23914758406929,134
-17.549510471001977,8.400850107765349,0.0,25.084376016697878,250,0.5590849667089968,25.088247707018443,12.039672831681191,0.007347352168056462,0.0038716903205653352,0.0038716903205653352,0,5.368,-94.2057722083386,135
