ReturnsStd,Traj,Omega,RewardMean,NormDeltaVar,ITERATIONS,ConfortViolation,NormDeltaOmega,TimestepsMean,OmegaBefore,ReturnsMean,DeltaOmega,Wins,TimestepsStd,RewardStd
46.8294762345313,250,2.7530605790000178,9.579756324710099,0.14099058121583022,62,0,0.05988477776313994,200.556,2.8129453567631577,1921.2776094585588,-0.05988477776313994,98.8,4.661208427006885,0.08820124902723457
32.90819683028517,250,2.6904717489733843,9.599288286722693,0.14427465850300514,63,0,0.06258883002663351,200.732,2.7530605790000178,1926.8843363704198,-0.06258883002663351,99.2,3.253947756187859,0.07493197913042723
46.23005365656248,250,2.626696100071301,9.61803308825835,0.13503141950860567,64,0,0.06377564890208332,200.576,2.6904717489733843,1929.146604710507,-0.06377564890208332,98.4,4.6169496423504555,0.09555050147019215
34.00265427811282,250,2.5596536632687767,9.637095048384396,0.12032760872978934,65,0,0.0670424368025242,200.784,2.626696100071301,1934.9744921948127,-0.0670424368025242,99.6,3.408422509020852,0.058151876160452434
40.107205177327515,250,2.490124260541694,9.652505357607085,0.10644599285419673,66,0,0.06952940272708297,200.54,2.5596536632687767,1935.7134244145248,-0.06952940272708297,98.4,3.853362168288883,0.09574320220511656
58.20720856914885,250,2.4191696302609556,9.669953023103957,0.08424366961823068,67,0,0.07095463028073823,200.476,2.490124260541694,1938.5935022597894,-0.07095463028073823,99.2,5.839299958042915,0.07375896915208163
53.60487599720251,250,2.347065911061568,9.68954868106126,0.08129479470090639,68,0,0.0721037191993874,200.656,2.4191696302609556,1944.2660801470279,-0.0721037191993874,99.6,5.428228440292468,0.05647794010193258
56.60655278498781,250,2.2738040805321518,9.708004049645067,0.10282320240158632,69,0,0.07326183052941637,200.484,2.347065911061568,1946.2994838890415,-0.07326183052941637,98.8,5.640012765942999,0.08324971362378969
71.83290997811395,250,2.2024180602302605,9.723506666635034,0.09505739790145887,70,0,0.07138602030189123,200.244,2.2738040805321518,1947.0738689536654,-0.07138602030189123,98.4,7.211134723467589,0.09394639629643872
91.57965079691692,250,2.1301033101904636,9.739967578579979,0.10252445938001861,71,0,0.07231475003979693,199.552,2.2024180602302605,1943.630010240792,-0.07231475003979693,96.0,9.165112983482528,0.14198742695141991
128.4370893293062,250,2.057308614230454,9.749223823877784,0.07323719541415642,72,0,0.07279469596000965,197.432,2.1301033101904636,1924.8087579958392,-0.07279469596000965,87.6,12.815825217285074,0.2468938512434965
174.309854773167,250,1.9840169597788535,9.757958128175172,0.054781025713106585,73,0,0.07329165445160046,193.4,2.057308614230454,1887.1891019890784,-0.07329165445160046,77.2,17.364100898117357,0.33710865318149313
236.0574035630283,250,1.909556128464157,9.766100207904282,0.05595900953021294,74,0,0.07446083131469661,188.992,1.9840169597788535,1845.714810492246,-0.07446083131469661,68.8,23.57235533416209,0.3990213871739532
254.13702794470086,250,1.8343989048617841,9.782309646238225,0.08797963707680292,75,0,0.07515722360237276,189.02,1.909556128464157,1849.0521693319492,-0.07515722360237276,74.0,25.324525661895425,0.36574207422328847
220.8515839660002,250,1.7613698077818218,9.800808084238751,0.1095260827077513,76,0,0.0730290970799623,192.684,1.8343989048617841,1888.4589049034596,-0.0730290970799623,81.2,21.96816205329886,0.3090597180610879
229.2788948502378,250,1.6919124782289718,9.817925247303398,0.11230754526624873,77,0,0.06945732955285,193.916,1.7613698077818218,1903.8527922560856,-0.06945732955285,87.6,22.865103192419667,0.25148348110708124
216.38300388984837,250,1.6303255378747032,9.818774213205092,0.09426396523549394,78,0,0.06158694035426859,191.968,1.6919124782289718,1884.8904481605553,-0.06158694035426859,80.80000000000001,21.376598794008366,0.31515019384558846
216.82812023624996,250,1.5763716936942729,9.831639842065732,0.10667809593528539,79,0,0.053953844180430366,192.532,1.6303255378747032,1892.9052820725994,-0.053953844180430366,80.4,21.443529933292233,0.31783676750537254
278.56665447065603,250,1.5282225921579797,9.832278841808563,0.11257908382400719,80,0,0.04814910153629315,187.356,1.5763716936942729,1842.1364346858848,-0.04814910153629315,72.0,27.646143745556998,0.38444512744448334
318.912864694528,250,1.4864733902418705,9.836114904885447,0.12512425220234433,81,0,0.0417492019161092,183.616,1.5282225921579797,1806.0680743754463,-0.0417492019161092,68.4,31.680728274457326,0.41225823403916345
362.18258050028476,250,1.4491497253682206,9.838673100902376,0.13448859658831414,82,0,0.03732366487364991,179.68,1.4864733902418705,1767.8127827701387,-0.03732366487364991,66.0,36.01668502236151,0.4322150675594887
441.4836496209709,250,1.4159089834377556,9.832449894019865,0.14029608223944437,83,0,0.033240741930465,169.476,1.4491497253682206,1666.3642782389104,-0.033240741930465,53.2,44.046991089063056,0.5211418327186185
430.8498647376023,250,1.3853855271084217,9.837135600241686,0.15227163613712347,84,0,0.030523456329333953,170.068,1.4159089834377556,1672.9819772619032,-0.030523456329333953,51.2,42.962953529756305,0.5311019618770721
394.2655518402779,250,1.356655759471195,9.850622066309658,0.16539148708891743,85,0,0.028729767637226677,175.876,1.3853855271084217,1732.4880065342775,-0.028729767637226677,59.199999999999996,39.25084233491047,0.47809407196729814
368.20291776842214,250,1.3289193728850215,9.855646741800442,0.17544368367754945,86,0,0.0277363865861735,177.616,1.356655759471195,1750.5205516916267,-0.0277363865861735,56.39999999999999,36.59689254567934,0.49191063452783723
344.9817611749138,250,1.3006749908117174,9.874595249091593,0.18100166840574147,87,0,0.028244382073304042,183.764,1.3289193728850215,1814.5951213540673,-0.028244382073304042,71.6,34.24062359245229,0.3910938746871088
334.29676739505334,250,1.2740936868911834,9.87900117997506,0.18650795245402674,88,0,0.02658130392053404,184.944,1.3006749908117174,1827.0619942293074,-0.02658130392053404,71.6,33.1715068093085,0.3896796726977155
341.29047315488106,250,1.2463095489192137,9.879762256018891,0.17902855395926984,89,0,0.027784137971969658,183.908,1.2740936868911834,1816.967316979922,-0.027784137971969658,67.60000000000001,33.866850104490084,0.4174194150707349
377.96634498798903,250,1.2155169591996888,9.880679312461034,0.18184967588912238,90,0,0.03079258971952492,180.052,1.2463095489192137,1779.036071567234,-0.03079258971952492,64.4,37.54955786690437,0.442000514219542
417.0435953810629,250,1.1799080809095435,9.874567804259897,0.18925271649529923,91,0,0.03560887829014536,173.336,1.2155169591996888,1711.6180849191935,-0.03560887829014536,55.2,41.450007285885974,0.5051486590216366
461.3982532044684,250,1.1420693022180588,9.86763254341036,0.18888404567953002,92,0,0.037838778691484665,164.476,1.1799080809095435,1622.9887302099626,-0.037838778691484665,46.800000000000004,45.896333448326786,0.5650093733701598
510.82654680171754,250,1.103819202838031,9.866649765061867,0.2017560942178817,93,0,0.03825009938002788,158.572,1.1420693022180588,1564.5743865453903,-0.03825009938002788,43.2,50.8751099851391,0.5947630002452197
505.59168214842236,250,1.0669689450627864,9.874045308719507,0.20889233381978803,94,0,0.03685025777524453,160.448,1.103819202838031,1584.2708216934277,-0.03685025777524453,45.2,50.339003724746085,0.5810894446653206
483.20481850374165,250,1.0317797745749244,9.885230328909808,0.21540463306109595,95,0,0.035189170487861965,163.496,1.0669689450627864,1616.1956178554378,-0.035189170487861965,50.8,47.998687315383954,0.5459299378473517
482.4381645314719,250,0.9966311256022635,9.89375631955822,0.2212091588964327,96,0,0.0351486489726609,169.076,1.0317797745749244,1672.7967434856253,-0.0351486489726609,54.800000000000004,47.962216629342734,0.5151547724602727
483.1973543961001,250,0.9643714870084577,9.889826550489962,0.2127529750010054,97,0,0.03225963859380587,164.392,0.9966311256022635,1625.8083662881456,-0.03225963859380587,48.8,48.017812694873975,0.5558400012527916
533.349642117993,250,0.9327776866277752,9.885113312521518,0.2106269891729545,98,0,0.03159380038068249,153.612,0.9643714870084577,1518.4720261630555,-0.03159380038068249,42.4,53.03777385976904,0.6095262650239537
512.73929215285,250,0.9031518088106214,9.888307742558522,0.2151040248753717,99,0,0.029625877817153756,155.308,0.9327776866277752,1535.7332988812789,-0.029625877817153756,42.0,50.97471074954717,0.6085638083324967
545.93726677269,250,0.8738509749600019,9.870430985494808,0.2119288235655605,100,0,0.029300833850619545,139.16,0.9031518088106214,1373.5691759414576,-0.029300833850619545,28.000000000000004,54.36946201683441,0.715116816550271
565.2471733977933,250,0.8470726775428035,9.87300999420226,0.20833525265781144,101,0,0.026778297417198393,137.136,0.8738509749600019,1353.9450985649214,-0.026778297417198393,29.2,56.287738487169655,0.7145847472560223
596.5923271246056,250,0.8216282497298636,9.87104244131544,0.2086135775239467,102,0,0.025444427812939874,129.448,0.8470726775428035,1277.7867019434009,-0.025444427812939874,27.6,59.42059656381784,0.7435384074197312
577.7061620889895,250,0.7986410116667944,9.87357615329774,0.20909922625474892,103,0,0.022987238063069237,134.108,0.8216282497298636,1324.1255507664537,-0.022987238063069237,26.0,57.55199680289121,0.7387112204820915
590.0388900060257,250,0.7747693847744828,9.881017705281861,0.20955429922079374,104,0,0.023871626892311593,133.48,0.7986410116667944,1318.9182433010233,-0.023871626892311593,30.4,58.718187982941025,0.7185072501681644
583.3201114230576,250,0.7524674991700419,9.872316505805882,0.20432556942020436,105,0,0.022301885604440908,127.312,0.7747693847744828,1256.8643589871583,-0.022301885604440908,24.0,58.10940247498679,0.7683484207921347
595.6426321360276,250,0.7304476859772562,9.870863257089011,0.20492888644426405,106,0,0.022019813192785676,120.984,0.7524674991700419,1194.216520295657,-0.022019813192785676,25.6,59.276704901672794,0.7797413500682638
578.2300969789973,250,0.7084016840651286,9.868690475462705,0.20419939963374598,107,0,0.022046001912127577,121.768,0.7304476859772562,1201.6907018161426,-0.022046001912127577,20.0,57.604046524528115,0.8057748851408492
572.212915211374,250,0.6865792924345399,9.86278526334701,0.2011039230992723,108,0,0.021822391630588744,114.716,0.7084016840651286,1131.4192742701155,-0.021822391630588744,18.4,56.999397751204356,0.8381476915857441
554.8130316854163,250,0.6634296446191575,9.85600712625876,0.19603864525144662,109,0,0.023149647815382313,110.672,0.6865792924345399,1090.7840206773094,-0.023149647815382313,14.399999999999999,55.31745127895898,0.8735373849298551
574.2478816437769,250,0.6401331500151649,9.859729051726868,0.18999432999471239,110,0,0.023296494603992635,109.412,0.6634296446191575,1078.77267500754,-0.023296494603992635,16.8,57.21358454073648,0.8664248970481865
520.1119493650818,250,0.6178346684371157,9.83776489894672,0.18330686821379677,111,0,0.022298481578049256,97.612,0.6401331500151649,960.2839073159871,-0.022298481578049256,8.799999999999999,51.90720042537451,0.958832265177732
526.7180166451825,250,0.5946614379904513,9.841555998389618,0.17741899599873873,112,0,0.023173230446664306,96.536,0.6178346684371157,950.0644498605404,-0.023173230446664306,10.8,52.502730443282665,0.9538636727903913
525.7579049230707,250,0.5716679804131761,9.843952833964178,0.17296886787790056,113,0,0.022993457577275223,97.8,0.5946614379904513,962.7385871616965,-0.022993457577275223,9.2,52.43723867634527,0.9563054593640389
493.71928856391725,250,0.5486328109160323,9.82860057821095,0.16646783366365575,114,0,0.023035169497143793,89.004,0.5716679804131761,874.784765863087,-0.023035169497143793,6.0,49.28833517172192,1.0188231725498538
493.9584123627591,250,0.5261132540553825,9.837477373714513,0.16252977660991502,115,0,0.02251955686064988,91.256,0.5486328109160323,897.7288352156914,-0.02251955686064988,8.0,49.24987780695502,0.9961364312388173
446.3567369329898,250,0.5052862403537979,9.818423204080727,0.1529071339437833,116,0,0.020827013701584574,83.64,0.5261132540553825,821.212916789312,-0.020827013701584574,2.8000000000000003,44.6174674314892,1.0681043020454417
450.4298172303531,250,0.484145282896761,9.818602790948074,0.14736016316391415,117,0,0.02114095745703687,80.964,0.5052862403537979,794.9533563663197,-0.02114095745703687,5.2,44.93856588721986,1.0721427725434796
421.082933241914,250,0.4647975929026129,9.809478356607823,0.13827274684409002,118,0,0.0193476899941481,77.972,0.484145282896761,764.8646464214253,-0.0193476899941481,2.0,42.09573869170133,1.110145153110663
375.37441648409515,250,0.446576815893489,9.796420240733468,0.1320450451651404,119,0,0.01822077700912389,71.724,0.4647975929026129,702.6384453463673,-0.01822077700912389,2.4,37.4819399711381,1.154065866183875
364.76761516420646,250,0.4302440920330636,9.79543709221468,0.12404199376699365,120,0,0.016332723860425447,71.44,0.446576815893489,699.7860258678169,-0.016332723860425447,1.2,36.46870439157388,1.1634209174216925
389.3742713809361,250,0.4147007559642881,9.786097085820588,0.11709604169177118,121,0,0.015543336068775448,66.88,0.4302440920330636,654.4941730996808,-0.015543336068775448,2.0,38.89238485873552,1.1968198115295332
334.8858034916941,250,0.4001960239174193,9.792800611179045,0.11253164464966385,122,0,0.014504732046868807,69.92,0.4147007559642881,684.7126187336387,-0.014504732046868807,0.4,33.50405348610821,1.1806247761544137
352.9648788447628,250,0.38731996151060477,9.782550145792953,0.10608574493807758,123,0,0.012876062406814548,65.28,0.4001960239174193,638.6048735173641,-0.012876062406814548,1.6,35.25123543934312,1.2136499509856236
291.9619015707471,250,0.3751355541170876,9.771513801641383,0.09949947490040932,124,0,0.012184407393517172,62.376,0.38731996151060477,609.5079448911828,-0.012184407393517172,0.4,29.199359992986146,1.2481945001088866
339.81335965380515,250,0.3636821236604431,9.77937236423615,0.09493821578146737,125,0,0.011453430456644487,63.512,0.3751355541170876,621.1074975973663,-0.011453430456644487,1.6,33.931369792568056,1.2301904338076446
321.51139434404774,250,0.35310493600067067,9.768759993595994,0.08839235328214781,126,0,0.010577187659772447,59.964,0.3636821236604431,585.7739242559902,-0.010577187659772447,2.0,32.06647320800964,1.2625831619727619
254.29413372747882,250,0.3435975835243901,9.76016634209696,0.08214258614165587,127,0,0.00950735247628054,58.676,0.35310493600067067,572.6875202888813,-0.00950735247628054,0.0,25.4507175537351,1.2886075543568234
302.01542318379325,250,0.3351422368877163,9.772545357795016,0.07797473921580934,128,0,0.0084553466366738,61.228,0.3435975835243901,598.3534071670731,-0.0084553466366738,0.8,30.176282342263434,1.2575276341387451
273.47500229414203,250,0.3279614224108578,9.765501571773543,0.0732299775996421,129,0,0.0071808144768585325,59.396,0.3351422368877163,580.0317313570613,-0.0071808144768585325,0.4,27.341528560049454,1.278730929130505
293.0847097044101,250,0.3215777102630596,9.76103447992603,0.07114098519617353,130,0,0.006383712147798204,58.144,0.3279614224108578,567.5455888008191,-0.006383712147798204,0.4,29.304253343158223,1.2920496651939892
256.83513528512344,250,0.31530547166725226,9.75412015002644,0.06664843476918667,131,0,0.0062722385958073334,56.5,0.3215777102630596,551.1077884764937,-0.0062722385958073334,0.0,25.701867636418953,1.3127448806766198
254.62229699358937,250,0.3102395883377747,9.755620388475219,0.062424963969493076,132,0,0.00506588332947755,56.78,0.31530547166725226,553.9241256576229,-0.00506588332947755,0.0,25.47963108053176,1.3096239578012878
253.75306041489594,250,0.3059725502957642,9.758939406193917,0.059018686912301915,133,0,0.004267038042010507,57.268,0.3102395883377747,558.8749419139133,-0.004267038042010507,0.4,25.35815797726641,1.301762581581271
231.55542329650063,250,0.3015231981783789,9.755960479796459,0.05518688247028431,134,0,0.004449352117385286,56.648,0.3059725502957642,552.6556492595098,-0.004449352117385286,0.0,23.170932134896947,1.3112543346411003
