ReturnsStd,Traj,Omega,RewardMean,NormDeltaVar,ITERATIONS,ConfortViolation,NormDeltaOmega,TimestepsMean,OmegaBefore,ReturnsMean,DeltaOmega,Wins,TimestepsStd,RewardStd
65.5013274841524,250,8.89999999851096,5.581585048856762,0.3162277676289108,0,0,0.10000000148903965,21.032,9.0,117.39189674755542,-0.10000000148903965,0.0,11.144818347555065,1.2550780151604666
196.0037722692304,250,5.872778061837601,8.14298510223057,0.21509453399036702,28,0,0.12278612644546172,191.4,5.995564188283063,1558.5673485669308,-0.12278612644546172,78.8,23.47543396829971,0.2873336928909283
148.8465083555159,250,2.9906839961228577,9.483891308811652,0.14083839290588865,58,0,0.062005063243864456,196.72,3.052689059366722,1865.671098269428,-0.062005063243864456,90.4,15.217411080732493,0.22120476618885615
334.29676739505334,250,1.2740936868911834,9.87900117997506,0.18650795245402674,88,0,0.02658130392053404,184.944,1.3006749908117174,1827.0619942293074,-0.02658130392053404,71.6,33.1715068093085,0.3896796726977155
421.082933241914,250,0.4647975929026129,9.809478356607823,0.13827274684409002,118,0,0.0193476899941481,77.972,0.484145282896761,764.8646464214253,-0.0193476899941481,2.0,42.09573869170133,1.110145153110663
208.3443006576084,250,0.28741035338342297,9.74078831841343,0.028295220024062557,148,0,0.00018078716047165155,52.904,0.2872295662229513,515.326665197344,0.00018078716047165155,0.0,20.846073587129062,1.3554491056692057
232.85692148918682,250,0.2907829676807309,9.747940867607754,0.02434814863495101,178,0,0.000194507255348364,54.528,0.2909774749360793,531.5357196289156,-0.000194507255348364,0.0,23.297922997554956,1.3357636654336063
319.7198928310328,250,0.28862693715331156,9.765112360769123,0.03605751124544364,208,0,0.001109581897701828,58.088,0.2897365190510134,567.235846812357,-0.001109581897701828,1.2,31.93155580299839,1.287923382540863
284.6110660598632,250,0.3030043809943145,9.762874067323143,0.04258972463055719,238,0,0.0008816775883270789,58.184,0.3021227034059874,568.0430647331298,0.0008816775883270789,0.4,28.453297594479274,1.2918035804878685
376.68485248667116,250,0.35563928521924293,9.796336499659258,0.06156989257245057,268,0,0.0005373181880912736,69.184,0.35510196703115166,677.7497443924261,0.0005373181880912736,1.2,37.644948452614464,1.1824781770849624
342.6048720501783,250,0.2963369227983711,9.78112304722804,0.06629395700090446,298,0,0.0046800601845087275,62.892,0.29165686261386237,615.1543906862659,0.0046800601845087275,0.8,34.23764501247129,1.241554678301611
404.34263486963715,250,0.31116577628617964,9.800883992230183,0.08669329170827073,328,0,0.0010417767939264189,68.184,0.3101239994922532,668.263474126223,0.0010417767939264189,3.2,40.32158409586607,1.1794589000675455
366.7701452292039,250,0.29150129975656536,9.79103310416155,0.08728532486250441,358,0,0.00869220935651166,65.532,0.2828090904000537,641.6259813819147,0.00869220935651166,1.2,36.64097400452122,1.2146703161837111
428.9168943512872,250,0.28881483870607655,9.806653577127772,0.08892246516652355,388,0,0.0006728378625282527,69.324,0.2881420008435483,679.8364525808057,0.0006728378625282527,4.0,42.75749085248104,1.1653416915741177
