ITERATIONS,ReturnsMean,NormDeltaOmega,TimestepsStd,NormDeltaVar,TimestepsMean,DeltaOmega,Wins,OmegaBefore,Omega,RewardMean,ReturnsStd,Traj,ConfortViolation,RewardStd
471,-75.34558367268555,0.010034500959239523,0.4987023160162784,0.004282805474981657,5.536,-0.010034500959239523,0.0,23.025442086159032,23.015407585199792,-13.610112657638286,8.177159663498724,250,0,6.394608100783228
472,-75.7072680251704,0.005645929788919091,0.4958870839213299,0.0033685492735285537,5.564,-0.005645929788919091,0.0,23.015407585199792,23.009761655410873,-13.606626172748095,8.231617196168541,250,0,6.373516725360182
473,-76.28227095164897,0.008825841707864157,0.4898979485566356,0.0025407347091942227,5.6,-0.008825841707864157,0.0,23.009761655410873,23.00093581370301,-13.621834098508744,8.174990679316775,250,0,6.355899122567498
474,-76.18737726730498,0.002335351772927652,0.4971760251661377,0.021534283075196878,5.604,0.002335351772927652,0.0,23.00093581370301,23.003271165475937,-13.59517795633565,8.185584339284945,250,0,6.340204308786128
475,-74.86167225400938,0.0096731954800795,0.49959983987187184,0.018997410326152236,5.52,0.0096731954800795,0.0,23.003271165475937,23.012944360956016,-13.561897147465467,8.305967693746352,250,0,6.383089303539223
476,-75.38644568032275,0.01644311032372059,0.49806023732074817,0.016721007922981833,5.544,0.01644311032372059,0.0,23.012944360956016,23.029387471279737,-13.597843737431951,8.263045560012095,250,0,6.3833287933940275
477,-75.77280261858326,0.022319394294182615,0.49638694583963433,0.014658498775331418,5.56,0.022319394294182615,0.0,23.029387471279737,23.05170686557392,-13.628201909817133,8.227165540626727,250,0,6.38612621989651
478,-75.46229414762038,0.03110283540437564,0.4994236678412428,0.012808210054829329,5.524,0.03110283540437564,0.0,23.05170686557392,23.082809700978295,-13.660806326506227,8.271951938934725,250,0,6.427233649582323
479,-76.0271930678501,0.029871548777091306,0.4983974317750845,0.0111371915338264,5.54,0.029871548777091306,0.0,23.082809700978295,23.112681249755386,-13.723320048348395,8.313527235137617,250,0,6.444869974245776
480,-75.29122930418183,0.02296051687042322,0.4994236678412428,0.009638169022903981,5.476,0.02296051687042322,0.0,23.112681249755386,23.13564176662581,-13.749311414204131,8.369907037521477,250,0,6.503092022690841
481,-76.70518920732819,0.007408292061452215,0.49806023732074817,0.008273781294898863,5.544,0.007408292061452215,0.0,23.13564176662581,23.143050058687262,-13.835712338984159,8.403137829377005,250,0,6.494778612740828
482,-76.2171080387142,0.011063671953042586,0.49974393443042403,0.0070463421915857895,5.516,0.011063671953042586,0.0,23.143050058687262,23.154113730640304,-13.817459760463052,8.404048040814619,250,0,6.506250837365787
483,-77.43480067351751,0.013532938041212361,0.4935585071701227,0.00592976920547392,5.58,0.013532938041212361,0.0,23.154113730640304,23.167646668681517,-13.877204421777332,8.302842813442364,250,0,6.488679578926297
484,-77.21653032006611,0.02619620577131343,0.49638694583963433,0.004914405249603494,5.56,0.02619620577131343,0.0,23.167646668681517,23.19384287445283,-13.88786516547952,8.359279067277983,250,0,6.508118690693607
485,-77.03193627534671,0.030720373633862152,0.49897494927100305,0.0040010242691604385,5.532,0.030720373633862152,0.0,23.19384287445283,23.224563248086692,-13.924789637625942,8.455494784441377,250,0,6.545248039211275
486,-76.80915144331433,0.009584271137594413,0.4999839997439918,0.0031836390428718548,5.496,0.009584271137594413,0.0,23.224563248086692,23.234147519224287,-13.975464236410904,8.476054610964585,250,0,6.595098652086837
487,-75.87260885849184,0.002106552951900653,0.4958870839213299,0.002452963068989661,5.436,0.002106552951900653,0.0,23.234147519224287,23.236254072176187,-13.957433564843974,8.545189020329046,250,0,6.63118800643504
488,-77.08378534131124,0.0005608087424455732,0.49993599590347565,0.0017783667185296006,5.508,-0.0005608087424455732,0.0,23.236254072176187,23.235693263433742,-13.99487751294685,8.526449181269811,250,0,6.595414227270455
489,-77.72983353718492,0.00868059672566801,0.4980602373207482,0.0011699590877104135,5.544,-0.00868059672566801,0.0,23.235693263433742,23.227012666708074,-14.020532744802475,8.472341896915662,250,0,6.5815553488673215
490,-77.3293617430873,0.0016570397310680107,0.49921538437832624,0.0006328400885198019,5.528,-0.0016570397310680107,0.0,23.227012666708074,23.225355626977006,-13.988668911557037,8.565898979503821,250,0,6.578306759895832
491,-77.51088405868951,0.006589804325553672,0.4983974317750845,0.0002495557993155239,5.54,-0.006589804325553672,0.0,23.225355626977006,23.218765822651452,-13.991134306622659,8.510612988083155,250,0,6.5702230569721
492,-77.29081353284928,0.01942708931078485,0.4992153843783262,0.0004414227390074827,5.528,-0.01942708931078485,0.0,23.218765822651452,23.199338733340667,-13.981695646318611,8.548553791531306,250,0,6.574627793102084
493,-77.37687011858247,0.02804379426531156,0.49806023732074817,0.0008297077433327782,5.544,-0.02804379426531156,0.0,23.199338733340667,23.171294939075356,-13.956866904506219,8.434611570510544,250,0,6.551580235748154
494,-76.93134665346128,0.0215812396208257,0.49839743177508444,0.001198204955649199,5.54,-0.0215812396208257,0.0,23.171294939075356,23.14971369945453,-13.886524666689763,8.399888756304811,250,0,6.521537737817568
495,-76.09259196321683,0.03917977549471985,0.4999839997439918,0.001526343255122914,5.496,-0.03917977549471985,0.0,23.14971369945453,23.11053392395981,-13.84508587394775,8.48217560634313,250,0,6.533703381575745
496,-75.76822401053957,0.02700165358194795,0.49993599590347565,0.0018308514513760224,5.508,-0.02700165358194795,0.0,23.11053392395981,23.083532270377862,-13.756031955435656,8.353984524401922,250,0,6.483109296579322
497,-75.76221556409259,0.014528759102255151,0.4994236678412428,0.0021053578177849547,5.524,-0.014528759102255151,0.0,23.083532270377862,23.069003511275607,-13.715100572790114,8.309641883480147,250,0,6.452528108180385
498,-76.28779651511675,0.017629260351210263,0.4958870839213299,0.0023700567744267854,5.564,-0.017629260351210263,0.0,23.069003511275607,23.051374250924397,-13.710962709402722,8.232874576742365,250,0,6.422242668555879
499,-75.42852009690367,0.004133189333323628,0.4994236678412428,0.00259997398957577,5.524,-0.004133189333323628,0.0,23.051374250924397,23.047241061591073,-13.65469226953361,8.32506253835373,250,0,6.424552772289403
500,-75.92125015083997,0.004654960849034495,0.4968541033341679,0.0028301759843987586,5.556,-0.004654960849034495,0.0,23.047241061591073,23.04258610074204,-13.664731848603306,8.265561199499242,250,0,6.406245570404711
501,-75.31780209745702,0.009757877487750477,0.49959983987187184,0.003026258430308676,5.52,-0.009757877487750477,0.0,23.04258610074204,23.03282822325429,-13.644529365481347,8.27134674597201,250,0,6.422245872831608
502,-75.42553354025976,0.011123298306863205,0.4987023160162784,0.003207931479544892,5.536,0.011123298306863205,0.0,23.03282822325429,23.04395152156115,-13.624554468977559,8.281553133007929,250,0,6.401432128996076
503,-75.16941051660336,0.009447770161379765,0.4998559792580259,0.00337739807503836,5.512,0.009447770161379765,0.0,23.04395152156115,23.05339929172253,-13.637411196771291,8.295051027568897,250,0,6.424266756989961
504,-75.82928704669456,0.026318724435455465,0.49769066698100745,0.0035419258052336237,5.548,0.026318724435455465,0.0,23.05339929172253,23.079718016157987,-13.66785995794783,8.246206379943512,250,0,6.4136497157919115
505,-75.65970407435555,0.0276933886858437,0.49959983987187184,0.0036906623053897785,5.52,0.0276933886858437,0.0,23.079718016157987,23.10741140484383,-13.706468129412233,8.371816945717935,250,0,6.45143354340991
506,-76.49183543103943,0.001398941818241184,0.4976906669810074,0.0038409647097795655,5.548,0.001398941818241184,0.0,23.10741140484383,23.10881034666207,-13.787281079855699,8.33772050625137,250,0,6.469226020864791
507,-76.7856429494496,0.009910812075236919,0.495354418573207,0.003983510089024389,5.568,-0.009910812075236919,0.0,23.10881034666207,23.098899534586835,-13.790524955001723,8.344430936726221,250,0,6.456508254152747
508,-75.74624742311079,0.018921311970114374,0.4998559792580259,0.004104105038812001,5.512,-0.018921311970114374,0.0,23.098899534586835,23.07997822261672,-13.742062304628227,8.392472747217193,250,0,6.47342918974341
509,-75.57503055006126,0.024008900400872335,0.4998559792580259,0.004228447397074772,5.512,-0.024008900400872335,0.0,23.07997822261672,23.055969322215848,-13.710999736948704,8.292368810140182,250,0,6.458942733022116
510,-75.92999321237876,0.029603322466989823,0.4976906669810074,0.0043493877679726045,5.548,-0.029603322466989823,0.0,23.055969322215848,23.026365999748858,-13.68601175421391,8.316492560597691,250,0,6.421469595607749
511,-76.28958673190829,0.012329017044045543,0.4914631217090455,0.004462835665998724,5.592,-0.012329017044045543,0.0,23.026365999748858,23.014036982704813,-13.642629959211067,8.177396861064036,250,0,6.370714860621749
512,-76.66183133967137,0.015448292491619497,0.5095095681142798,0.02292055994588402,5.62,-0.015448292491619497,0.0,23.014036982704813,22.998588690213193,-13.640895256169282,8.404343839721445,250,0,6.350686781722338
513,-75.5176729446667,0.018114784277099005,0.4963869458396343,0.0202301102928342,5.56,-0.018114784277099005,0.0,22.998588690213193,22.980473905936094,-13.582315277817752,8.219063724461636,250,0,6.36491532770075
514,-75.1960954680051,0.01946612219447985,0.49728864857344174,0.01780701926655969,5.552,-0.01946612219447985,0.0,22.980473905936094,22.961007783741614,-13.543965322047027,8.131396210033053,250,0,6.352698210700634
515,-75.13818905292872,0.01312541211762408,0.4958870839213299,0.01563242964959101,5.564,-0.01312541211762408,0.0,22.961007783741614,22.94788237162399,-13.504347421446571,8.095198465402271,250,0,6.325515180620404
516,-74.90452104948915,0.009444981176248035,0.4963869458396343,0.013662430946620679,5.56,0.009444981176248035,0.0,22.94788237162399,22.957327352800238,-13.472036159980062,8.12058240035616,250,0,6.313182609964212
517,-75.22986461660138,0.0028433550535211793,0.495354418573207,0.011892748631863416,5.568,0.0028433550535211793,0.0,22.957327352800238,22.96017070785376,-13.511110742924098,8.122543174740455,250,0,6.325925459281291
518,-75.18496125430256,0.001039900192736809,0.495354418573207,0.010293951128517545,5.568,0.001039900192736809,0.0,22.96017070785376,22.961210608046496,-13.50304620228135,8.146922559890251,250,0,6.322142007985039
519,-75.10795735054967,0.001036711284815084,0.49638694583963433,0.008859569297381775,5.56,-0.001036711284815084,0.0,22.961210608046496,22.96017389676168,-13.508625422760737,8.231270577519147,250,0,6.330269709883744
520,-75.48811037940561,0.012140717035563853,0.4921950832749145,0.007554323871377336,5.588,0.012140717035563853,0.0,22.96017389676168,22.972314613797245,-13.508967498104088,8.041004987316812,250,0,6.31109007876721
521,-74.00362405353552,0.00836161553024084,0.4998559792580259,0.006395784576703,5.488,0.00836161553024084,0.0,22.972314613797245,22.980676229327486,-13.484625374186502,8.235860128745715,250,0,6.369269349431057
522,-74.95299726093502,0.0021472906249755397,0.4987023160162784,0.005342285079031875,5.536,0.0021472906249755397,0.0,22.980676229327486,22.98282351995246,-13.539197482105315,8.225943822857568,250,0,6.361346782371348
