ITERATIONS,Traj,DeltaOmega,OmegaBefore,NormDeltaOmega,RewardStd,TimestepsMean,ReturnsMean,ReturnsStd,TimestepsStd,RewardMean,ConfortViolation,Wins,NormDeltaVar,Omega
463,250,0.02313432626792533,23.25910175162497,0.02313432626792533,6.6018079464060015,5.544,-77.96973719841397,8.530407416237724,0.49806023732074817,-14.06380541096933,0,0.0,0.004131539480759233,23.282236077892897
464,250,0.027591665593437398,23.282236077892897,0.027591665593437398,6.62249448490111,5.536,-78.02923579682837,8.54583038801753,0.4987023160162784,-14.094876408386629,0,0.0,0.006192717921899224,23.309827743486334
465,250,0.013294161545385208,23.309827743486334,0.013294161545385208,6.640244548182129,5.56,-78.78832337523211,8.554633088807911,0.49638694583963433,-14.170561758135271,0,0.0,0.00819565164344596,23.32312190503172
466,250,0.008828094049153634,23.32312190503172,0.008828094049153634,6.6429295638949535,5.58,-79.27381926608193,8.52289644279676,0.4935585071701227,-14.206777646251242,0,0.0,0.010139953049575464,23.331949999080873
467,250,-0.0017387563947117712,23.331949999080873,0.0017387563947117712,6.683299816035937,5.508,-78.1124991207337,8.609484813482776,0.49993599590347565,-14.181644720539888,0,0.0,0.011896419666129853,23.33021124268616
468,250,-0.0048640714906973415,23.33021124268616,0.0048640714906973415,6.6943528499922325,5.484,-77.69188122295921,8.640087280171917,0.499743934430424,-14.167009705134795,0,0.0,0.013534440286578573,23.325347171195464
469,250,-0.019796142733309097,23.325347171195464,0.019796142733309097,6.6765852535944035,5.516,-78.21492406247539,8.611060212435955,0.49974393443042403,-14.179645406540136,0,0.0,0.015108051904252963,23.305551028462155
470,250,-0.026353304201887084,23.305551028462155,0.026353304201887084,6.630011795190748,5.572,-78.94173415607854,8.637006237046732,0.5028081144929942,-14.16757612277073,0,0.0,0.0018131256968925283,23.279197724260268
471,250,-0.019890470158063778,23.279197724260268,0.019890470158063778,6.630328031125404,5.52,-77.76111216540315,8.63148379723727,0.49959983987187184,-14.08715800097883,0,0.0,0.003858557733102908,23.259307254102204
472,250,-0.01879953361771669,23.259307254102204,0.01879953361771669,6.6095321856903855,5.528,-77.69604912696431,8.549679254916533,0.4992153843783262,-14.055001651042748,0,0.0,0.0063169891509387245,23.240507720484487
473,250,-0.0202491532484963,23.240507720484487,0.0202491532484963,6.5643238247741795,5.584,-78.42833117199383,8.37608225634607,0.49289349762397966,-14.045188247133567,0,0.0,0.008706886638020389,23.22025856723599
474,250,-0.015341443356525986,23.22025856723599,0.015341443356525986,6.551015624089889,5.572,-77.99724047849948,8.56982245778875,0.5028081144929942,-13.99806900188433,0,0.0,0.005810487765937423,23.204917123879465
475,250,-0.015681218053352097,23.204917123879465,0.015681218053352097,6.560820005875601,5.524,-77.0363343257718,8.867819173240612,0.5228996079554852,-13.94575205028454,0,0.0,0.018418950186880112,23.189235905826113
476,250,-0.010809808668636123,23.189235905826113,0.010809808668636123,6.565327757127017,5.484,-76.19195812555148,8.441543963499262,0.499743934430424,-13.893500752288748,0,0.0,0.01382841383460475,23.178426097157477
477,250,-0.012289675183183135,23.178426097157477,0.012289675183183135,6.554132121299594,5.492,-76.23730449105601,8.483082860531177,0.49993599590347565,-13.881519390214132,0,0.0,0.009730225527805697,23.166136421974294
478,250,-0.0024726656757252385,23.166136421974294,0.0024726656757252385,6.5396272118181775,5.492,-76.07136244979245,8.416622578077964,0.49993599590347565,-13.851304160559444,0,0.0,0.006156536308183004,23.16366375629857
479,250,0.0224132581617269,23.16366375629857,0.0224132581617269,6.517918204184315,5.52,-76.44265573973219,8.415957499828492,0.49959983987187184,-13.848307199226845,0,0.0,0.0031908907600016485,23.186077014460295
480,250,0.008569686271709287,23.186077014460295,0.008569686271709287,6.5583069908204195,5.5,-76.46918681453695,8.48835661404393,0.5,-13.903488511733991,0,0.0,0.002232438049637049,23.194646700732005
481,250,0.002218394060136575,23.194646700732005,0.002218394060136575,6.531648345225943,5.568,-77.67896365502015,8.388739608423485,0.495354418573207,-13.950963300111376,0,0.0,0.004144336458043051,23.19686509479214
482,250,0.00405399207959789,23.19686509479214,0.00405399207959789,6.528530893213195,5.58,-77.90806084104167,8.42304402670567,0.4935585071701227,-13.962018071871269,0,0.0,0.006534225057506083,23.20091908687174
483,250,-0.002524412780122276,23.20091908687174,0.002524412780122276,6.572479769109485,5.492,-76.45474803427403,8.484511107381094,0.49993599590347565,-13.921112169387115,0,0.0,0.008756681114115539,23.198394674091617
484,250,-0.005544706797689258,23.198394674091617,0.005544706797689258,6.54541725571793,5.548,-77.39235705050916,8.486408876803113,0.4976906669810074,-13.949595719269857,0,0.0,0.010934996526135991,23.192849967293927
485,250,-0.00896774270398737,23.192849967293927,0.00896774270398737,6.532303833454105,5.568,-77.68577935326992,8.418700384239353,0.495354418573207,-13.952187383848766,0,0.0,0.013012053159955309,23.18388222458994
486,250,0.0005098313015992062,23.18388222458994,0.0005098313015992062,6.561491477805504,5.484,-76.14505418417664,8.480678790835563,0.499743934430424,-13.884947881870284,0,0.0,0.014861502206529318,23.18439205589154
487,250,-0.00884216504800861,23.18439205589154,0.00884216504800861,6.530833385569965,5.552,-77.31038505423989,8.399622752658688,0.49728864857344174,-13.924781169711796,0,0.0,0.01672735268631931,23.17554989084353
488,250,-0.011992554076254436,23.17554989084353,0.011992554076254436,6.547024517798338,5.504,-76.42431547891177,8.467411459469194,0.4999839997439918,-13.885231736720893,0,0.0,0.01837286444074494,23.163557336767276
489,250,-0.0047109816092536505,23.163557336767276,0.0047109816092536505,6.508499743524418,5.556,-77.13300720767664,8.397747205156573,0.4968541033341679,-13.882830670928119,0,0.0,0.02005161430960926,23.158846355158023
490,250,-0.00730176848497166,23.158846355158023,0.00730176848497166,6.527555927118299,5.512,-76.37842176869569,8.403039039784483,0.4998559792580259,-13.856752860793847,0,0.0,0.021661674453681657,23.15154458667305
491,250,-0.014270614434963136,23.15154458667305,0.014270614434963136,6.512029217245829,5.532,-76.64066608608529,8.825336133522107,0.5224710518296684,-13.854061114621347,0,0.0,0.003699855740931334,23.137273972238088
492,250,-0.010557217154850917,23.137273972238088,0.010557217154850917,6.497244026431366,5.532,-76.4670254045884,8.34952023190873,0.49897494927100305,-13.822672705095515,0,0.0,0.006748252713823764,23.126716755083237
493,250,-0.0004889717659430914,23.126716755083237,0.0004889717659430914,6.483493592964859,5.54,-76.48200994499635,8.379990344356434,0.4983974317750845,-13.805416957580567,0,0.0,0.009737026374471157,23.126227783317294
494,250,-0.004454328472185409,23.126227783317294,0.004454328472185409,6.475399459097618,5.556,-76.7434028714695,8.394788692611975,0.4968541033341679,-13.812707500264489,0,0.0,0.012558936510838817,23.12177345484511
495,250,0.006407003623387197,23.12177345484511,0.006407003623387197,6.477863631364653,5.548,-76.59060018478158,8.758152302633627,0.5212446642412755,-13.805082946067335,0,0.0,0.006168398470151185,23.128180458468496
496,250,-0.009136139048543157,23.128180458468496,0.009136139048543157,6.451434950685952,5.62,-77.8830209682044,8.253746849611426,0.4935585071701227,-13.858188784378006,0,0.0,0.018089656056908016,23.119044319419952
497,250,-0.018358195171259695,23.119044319419952,0.018358195171259695,6.466370564648963,5.576,-77.07974932355447,8.779352832147044,0.5179034659084644,-13.82348445544377,0,0.0,0.03232821916032844,23.100686124248693
498,250,-0.019671005685498955,23.100686124248693,0.019671005685498955,6.4819257111949975,5.504,-75.66471370599879,8.322907155676184,0.4999839997439918,-13.747222693677106,0,0.0,0.025707368403670505,23.081015118563194
499,250,-0.018038982032969386,23.081015118563194,0.018038982032969386,6.45259215067205,5.516,-75.58978310594928,8.73023060839229,0.5232055045581994,-13.703731527547001,0,0.0,0.03980217954882102,23.062976136530224
500,250,-0.011561379425572227,23.062976136530224,0.011561379425572227,6.4253229762832165,5.54,-75.79495153581641,9.02813564683342,0.544426303552648,-13.681399194190687,0,0.0,0.07045765863201038,23.051414757104652
501,250,0.007676391977799568,23.051414757104652,0.007676391977799568,6.425729679460005,5.512,-75.18308317259277,8.386015259304756,0.49985597925802594,-13.6398917221685,0,0.0,0.06091348885995662,23.05909114908245
502,250,0.0049122937347370055,23.05909114908245,0.0049122937347370055,6.423261743026078,5.548,-75.94625555604297,8.303924058908455,0.4976906669810074,-13.688942962516759,0,0.0,0.05246812644163063,23.06400344281719
503,250,0.002918171390810187,23.06400344281719,0.002918171390810187,6.452776143745956,5.488,-74.97570042353254,8.3240460266306,0.49985597925802594,-13.661752992626193,0,0.0,0.045071741299682715,23.066921614208
504,250,0.009018974924465795,23.066921614208,0.009018974924465795,6.40935716904599,5.588,-76.66297349712045,8.618176419926252,0.516,-13.719215013801081,0,0.0,0.057762650238923845,23.075940589132465
505,250,0.007784707543979863,23.075940589132465,0.007784707543979863,6.432161736506169,5.552,-76.14367104526912,8.222147734397034,0.49728864857344174,-13.714638156568645,0,0.0,0.05011888647633021,23.083725296676445
506,250,0.0008320936007777391,23.083725296676445,0.0008320936007777391,6.44599360038263,5.544,-76.12903604754112,8.299561596228122,0.4980602373207481,-13.731788608863837,0,0.0,0.043351691360693785,23.084557390277222
507,250,0.0018093982775084783,23.084557390277222,0.0018093982775084783,6.43835937319937,5.56,-76.39251171917336,8.299394740263352,0.49638694583963433,-13.739660381146287,0,0.0,0.037330494070541384,23.08636678855473
508,250,0.009633436438026166,23.08636678855473,0.009633436438026166,6.441337784650423,5.548,-76.16575539349624,8.277675335310594,0.4976906669810074,-13.728506739995716,0,0.0,0.03195272620085761,23.096000224992757
509,250,0.0028225486340645034,23.096000224992757,0.0028225486340645034,6.459404868736473,5.536,-76.11064290181207,8.328076577690274,0.49870231601627835,-13.748309772726168,0,0.0,0.027183431674613276,23.09882277362682
510,250,-0.007286409979084141,23.09882277362682,0.007286409979084141,6.455168737962137,5.556,-76.50552474439829,8.70535928456425,0.5204459626128346,-13.769892862562685,0,0.0,0.04331226467442013,23.091536363647737
511,250,-0.011686129082420393,23.091536363647737,0.011686129082420393,6.452725117932759,5.54,-76.1197222479598,9.103877473920143,0.544426303552648,-13.740022066418739,0,0.0,0.07541896103960782,23.079850234565317
512,250,-0.0012794976636598676,23.079850234565317,0.0012794976636598676,6.442113771243116,5.54,-75.99396166684491,8.320810219360053,0.49839743177508444,-13.71732160051352,0,0.0,0.06687121087105836,23.078570736901657
513,250,0.00748313687439861,23.078570736901657,0.00748313687439861,6.437480727090121,5.548,-76.1125986580975,8.312659335777534,0.4976906669810074,-13.718925497133649,0,0.0,0.05925299829828433,23.086053873776056
514,250,0.006884039006170184,23.086053873776056,0.006884039006170184,6.453473903292093,5.532,-75.95227322452916,8.324567427263688,0.49897494927100305,-13.72962278100672,0,0.0,0.05245185475948948,23.092937912782226
515,250,0.013916561066526612,23.092937912782226,0.013916561066526612,6.4616591765518745,5.524,-75.87066240522914,8.337153628802588,0.49942366784124287,-13.7347325136186,0,0.0,0.04638639551239465,23.106854473848752
516,250,0.013430987187252441,23.106854473848752,0.013430987187252441,6.480905861286475,5.504,-75.65678811545759,8.36154194007306,0.4999839997439918,-13.745782724465407,0,0.0,0.04094731878841148,23.120285461036005
517,250,0.006936674098120932,23.120285461036005,0.006936674098120932,6.488163799086971,5.52,-76.09434005123292,8.431378305316917,0.49959983987187184,-13.785206531020457,0,0.0,0.03607842814707669,23.127222135134126
518,250,-0.002892967983665784,23.127222135134126,0.002892967983665784,6.471931573508469,5.572,-77.05795721824263,8.30986317542337,0.494788843851597,-13.829496988198606,0,0.0,0.03170976662349265,23.12432916715046
519,250,-0.009782669194724036,23.12432916715046,0.009782669194724036,6.488129783146785,5.536,-76.4451991960335,8.380301915656014,0.4987023160162784,-13.808742629341312,0,0.0,0.027792043444683407,23.114546497955736
520,250,-0.01376890627647498,23.114546497955736,0.01376890627647498,6.4933370931402585,5.496,-75.62574187329459,8.356338712714566,0.4999839997439918,-13.760142262244283,0,0.0,0.02430416843289339,23.10077759167926
521,250,-0.018165748706369556,23.10077759167926,0.018165748706369556,6.446001572641443,5.584,-77.0091763727709,8.20729065974988,0.49289349762397966,-13.791041614034901,0,0.0,0.02115541997993278,23.08261184297289
522,250,-0.01896852506017055,23.08261184297289,0.01896852506017055,6.44053643593081,5.552,-76.24243488599261,8.296686669957628,0.49728864857344174,-13.732427032779649,0,0.0,0.018319003312798697,23.06364331791272
523,250,-0.01979623885622317,23.06364331791272,0.01979623885622317,6.458417354358149,5.476,-74.77757986586566,8.37369194336648,0.4994236678412428,-13.655511297637995,0,0.0,0.015802347928707074,23.043847079056498
524,250,0.006096022488144115,23.043847079056498,0.006096022488144115,6.381570056544792,5.588,-76.33131145019911,8.154866507866803,0.4921950832749145,-13.65986246424465,0,0.0,0.01350823223690687,23.049943101544642
525,250,0.02659819032039934,23.049943101544642,0.02659819032039934,6.418000479613368,5.524,-75.35397043481024,8.279940765453942,0.4994236678412428,-13.641196675382012,0,0.0,0.011462298540674393,23.07654129186504
526,250,0.030623991084560487,23.07654129186504,0.030623991084560487,6.434565018211742,5.54,-75.90489354166868,8.395901830342218,0.4983974317750845,-13.701244321600846,0,0.0,0.00962047532391829,23.1071652829496
527,250,0.011679265068686107,23.1071652829496,0.011679265068686107,6.45011185553972,5.584,-77.06673326351022,8.660078998808327,0.5166662365589607,-13.801349080141515,0,0.0,0.029477793294665402,23.118844548018288
528,250,0.022918277353326744,23.118844548018288,0.022918277353326744,6.495432680662802,5.492,-75.5573762961826,8.364051879218025,0.49993599590347565,-13.75771600440324,0,0.0,0.02595918708968462,23.141762825371615
529,250,0.03214250539954122,23.141762825371615,0.03214250539954122,6.492027851487243,5.552,-76.84800476612936,8.503681498119843,0.5052682455884201,-13.841499417530509,0,0.0,0.0410322445665655,23.173905330771156
530,250,0.032403129605160785,23.173905330771156,0.032403129605160785,6.543935666457204,5.496,-76.2159306499979,8.453786811675592,0.4999839997439918,-13.867527410843868,0,0.0,0.03646610832017556,23.206308460376317
531,250,0.02332315730931711,23.206308460376317,0.02332315730931711,6.5762424897809755,5.5,-76.67689410072431,8.534448377287184,0.5,-13.941253472858971,0,0.0,0.03237344123347418,23.229631617685634
532,250,0.025877387592654344,23.229631617685634,0.025877387592654344,6.570612974275724,5.552,-77.77864732115589,8.49706004056448,0.49728864857344174,-14.009122356115977,0,0.0,0.028675281615341438,23.255509005278288
533,250,0.01500652981370365,23.255509005278288,0.01500652981370365,6.616614223495904,5.508,-77.32772864279374,8.550424277875265,0.49993599590347565,-14.039166420260303,0,0.0,0.02535675096579307,23.27051553509199
534,250,0.015341811767054736,23.27051553509199,0.015341811767054736,6.637114894011472,5.488,-77.11397149196188,8.563255661467977,0.4998559792580259,-14.051379645036787,0,0.0,0.022373589909848633,23.285857346859046
535,250,0.016284210101584762,23.285857346859046,0.016284210101584762,6.632471960599155,5.528,-77.96997009485239,8.54850916518774,0.4992153843783262,-14.104553200950145,0,0.0,0.019689960956066718,23.30214155696063
536,250,0.0038678697615424085,23.30214155696063,0.0038678697615424085,6.661457854592875,5.504,-77.76262151767898,8.64597129617757,0.4999839997439918,-14.128383269927141,0,0.0,0.01727418050528422,23.306009426722174
537,250,0.0051258541886731734,23.306009426722174,0.0051258541886731734,6.652553628629671,5.516,-77.93529738358673,8.598186460918626,0.499743934430424,-14.128951664899697,0,0.0,0.015088281162877392,23.311135280910847
538,250,0.013746849223156943,23.311135280910847,0.013746849223156943,6.652801728020655,5.524,-78.11662247731589,8.62133498852309,0.4994236678412428,-14.14131471348948,0,0.0,0.013122910424541424,23.324882130134004
539,250,0.0037630593130941747,23.324882130134004,0.0037630593130941747,6.682538732503144,5.5,-77.91830082902501,8.627389851367935,0.5,-14.166963787095456,0,0.0,0.011363234166829165,23.328645189447098
540,250,0.00548294764579893,23.328645189447098,0.00548294764579893,6.655699973791011,5.556,-78.87934875043703,8.546770650916589,0.4968541033341679,-14.197147003318403,0,0.0,0.009760098304496607,23.334128137092897
541,250,0.01639357421669274,23.334128137092897,0.01639357421669274,6.668513979049355,5.536,-78.57582880587262,8.605137793132542,0.4987023160162784,-14.193610694702423,0,0.0,0.008325857554053198,23.35052171130959
542,250,0.01605107177787346,23.35052171130959,0.01605107177787346,6.695570510792234,5.516,-78.43695927033912,8.678061591490634,0.499743934430424,-14.219898344876562,0,0.0,0.007034311831489608,23.366572783087463
543,250,0.03634129801714181,23.366572783087463,0.03634129801714181,6.698617924865284,5.528,-78.74481532484488,8.682079832452239,0.4992153843783262,-14.244720572511737,0,0.0,0.005866378181555896,23.402914081104605
544,250,0.029864125073039816,23.402914081104605,0.029864125073039816,6.765349147598968,5.472,-78.23688446525234,8.692042064493842,0.4992153843783262,-14.297676254614826,0,0.0,0.00482564535713271,23.432778206177645
545,250,0.010523725536518924,23.432778206177645,0.010523725536518924,6.772468478198422,5.512,-79.24323723963587,8.756687907311473,0.4998559792580259,-14.376494419382414,0,0.0,0.003882480296365579,23.443301931714164
546,250,0.007122584984493585,23.443301931714164,0.007122584984493585,6.7805432117411755,5.508,-79.249081517655,8.77831368515799,0.49993599590347565,-14.387995918238014,0,0.0,0.0030375012582300183,23.450424516698657
547,250,-0.019207876031266835,23.450424516698657,0.019207876031266835,6.793724075924236,5.512,-79.49596097661991,8.820232695848484,0.49985597925802594,-14.422344153958617,0,0.0,0.0022938892302027175,23.43121664066739
548,250,-0.02231361430686718,23.43121664066739,0.02231361430686718,6.753181659851624,5.548,-79.84928789094323,8.701948581150251,0.4976906669810074,-14.392445546312768,0,0.0,0.0016478888821947054,23.408903026360523
549,250,-0.025294406875875808,23.408903026360523,0.025294406875875808,6.73284021089496,5.548,-79.61058626103296,8.745943390434046,0.4976906669810074,-14.349420739191233,0,0.0,0.0011452041359306625,23.383608619484647
550,250,-0.028443767641004314,23.383608619484647,0.028443767641004314,6.74664280551164,5.472,-78.01898010153717,8.703462157609895,0.4992153843783262,-14.257854550719511,0,0.0,0.0008851491875827602,23.355164851843643
551,250,-0.04136912903790346,23.355164851843643,0.04136912903790346,6.6690467068885635,5.584,-79.68018933744301,8.518762697417577,0.49289349762397966,-14.269374881347247,0,0.0,0.0009460878562723967,23.31379572280574
552,250,-0.03762755546836516,23.31379572280574,0.03762755546836516,6.646225088331537,5.548,-78.58533151072925,8.639450192051486,0.4976906669810074,-14.164623559972826,0,0.0,0.0012254181935899427,23.276168167337374
553,250,-0.04516022808446607,23.276168167337374,0.04516022808446607,6.646579307998858,5.484,-77.13646369730553,8.598160209136944,0.499743934430424,-14.065730068801155,0,0.0,0.0015509063878872227,23.23100793925291
554,250,-0.04898652060688491,23.23100793925291,0.04898652060688491,6.5906308665977,5.52,-77.29391799583085,8.540616573922076,0.49959983987187184,-14.002521376056313,0,0.0,0.0018850899326268798,23.182021418646023
555,250,-0.03856269160110415,23.182021418646023,0.03856269160110415,6.538322235271701,5.528,-76.8602765005165,8.430994701302366,0.49921538437832624,-13.903812680990681,0,0.0,0.0022066244339250646,23.14345872704492
556,250,-0.025421264355262707,23.14345872704492,0.025421264355262707,6.50354972222766,5.524,-76.36300692005976,8.390350235617117,0.4994236678412428,-13.823860774811688,0,0.0,0.002504732946344657,23.118037462689657
557,250,-0.035895278186469426,23.118037462689657,0.035895278186469426,6.4746355305943855,5.548,-76.55635404584042,8.396841608219967,0.4976906669810074,-13.798910246186088,0,0.0,0.002789580083767881,23.082142184503187
558,250,-0.037770731483302455,23.082142184503187,0.037770731483302455,6.454166410574139,5.524,-75.78315246181982,8.310114571519346,0.4994236678412428,-13.718890742545227,0,0.0,0.0030562575619486575,23.044371453019885
559,250,-0.02946139223713473,23.044371453019885,0.02946139223713473,6.430312686777247,5.504,-75.05777877056826,8.31517173394313,0.4999839997439918,-13.636951084768945,0,0.0,0.003290093859818239,23.01491006078275
560,250,-0.037876462126885,23.01491006078275,0.037876462126885,6.356534946332815,5.612,-76.55992144868898,8.076211587321326,0.4872945721019269,-13.642181298768529,0,0.0,0.003526036871929283,22.977033598655865
561,250,-0.04236395110231683,22.977033598655865,0.04236395110231683,6.357519819758347,5.54,-74.99429213865884,8.172831782215999,0.4983974317750845,-13.53687583730304,0,0.0,0.003738420701293453,22.934669647553548
562,250,-0.031606809678741854,22.934669647553548,0.031606809678741854,6.30329658519712,5.568,-74.9593554479843,8.106605966310406,0.495354418573207,-13.462527918100628,0,0.0,0.003918692735410212,22.903062837874806
563,250,-0.02499434851168303,22.903062837874806,0.02499434851168303,6.274415245117892,5.568,-74.61826892656094,8.035517009823332,0.495354418573207,-13.40126956295994,0,0.0,0.004097434663573287,22.878068489363123
564,250,-0.025920838248918443,22.878068489363123,0.025920838248918443,6.268951922938937,5.532,-73.77771517434266,8.057109145988646,0.49897494927100305,-13.336535642505902,0,0.0,0.004249806509087864,22.852147651114205
565,250,-0.02458953602528169,22.852147651114205,0.02458953602528169,6.238415077619798,5.552,-73.8444123216462,8.074909963135351,0.49728864857344174,-13.30050654208325,0,0.0,0.00439515623995625,22.827558115088923
566,250,-0.011722256396708985,22.827558115088923,0.011722256396708985,6.205072047381454,5.572,-73.87821718130066,7.938499657474749,0.49478884385159694,-13.25883294711067,0,0.0,0.004536508749310684,22.815835858692214
567,250,0.015742436609887278,22.815835858692214,0.015742436609887278,6.223931217863817,5.496,-72.47749643509931,8.030812431697873,0.4999839997439918,-13.187317400855036,0,0.0,0.004656049017937697,22.8315782953021
568,250,0.021180401624988576,22.8315782953021,0.021180401624988576,6.225347602228916,5.536,-73.34813441692452,8.08465637901593,0.4987023160162784,-13.249301737161222,0,0.0,0.0047826191278987525,22.85275869692709
569,250,0.017720530500639597,22.85275869692709,0.017720530500639597,6.249444797379787,5.532,-73.54828428753542,8.127057094119488,0.49897494927100305,-13.295062235635472,0,0.0,0.004901153282259791,22.87047922742773
570,250,0.002767444793203566,22.87047922742773,0.002767444793203566,6.247598062604919,5.572,-74.38183865875433,8.05786223440226,0.49478884385159694,-13.349217275440477,0,0.0,0.005029873762794731,22.873246672220933
571,250,0.019702213056746132,22.873246672220933,0.019702213056746132,6.249868016814127,5.556,-74.06088516950427,8.078202748379063,0.4968541033341679,-13.329892939075643,0,0.0,0.005146606117536303,22.89294888527768
572,250,0.020909141365230255,22.89294888527768,0.020909141365230255,6.292237703060492,5.516,-73.7079823745013,8.111672946837134,0.499743934430424,-13.362578385515102,0,0.0,0.005252880030699129,22.91385802664291
573,250,0.03369263765344854,22.91385802664291,0.03369263765344854,6.316946597093442,5.496,-73.56318539537426,8.086746346040503,0.4999839997439918,-13.384859060293717,0,0.0,0.005358657337776253,22.947550664296358
574,250,0.04523871347427644,22.947550664296358,0.04523871347427644,6.30930646690977,5.568,-75.03332716480604,8.085768062188277,0.495354418573207,-13.475813068391885,0,0.0,0.005468132272979015,22.992789377770634
575,250,0.0448979344288567,22.992789377770634,0.0448979344288567,6.344355343578858,5.584,-75.79810060174881,8.131294391390949,0.4928934976239796,-13.574158417218625,0,0.0,0.005591276050635995,23.03768731219949
576,250,0.03468379760621332,23.03768731219949,0.03468379760621332,6.405321614397783,5.54,-75.55958560444081,8.327946788163825,0.4983974317750845,-13.63891436903264,0,0.0,0.005718319675842234,23.072371109805704
577,250,0.027579588914662168,23.072371109805704,0.027579588914662168,6.448296103345325,5.516,-75.54158025012842,8.358369385167808,0.49974393443042403,-13.69499279371436,0,0.0,0.005828940465917164,23.099950698720367
578,250,0.019219086277704633,23.099950698720367,0.019219086277704633,6.457158707740845,5.552,-76.43752352337584,8.338007631321599,0.49728864857344174,-13.767565476112363,0,0.0,0.005948702660952615,23.11916978499807
579,250,0.021188177432751587,23.11916978499807,0.021188177432751587,6.482179676334449,5.532,-76.2876690713008,8.374386120055126,0.49897494927100305,-13.790251097487491,0,0.0,0.006051473192815087,23.140357962430823
580,250,0.008588246351674655,23.140357962430823,0.008588246351674655,6.473276844077985,5.596,-77.60867781990616,8.264593450277607,0.4906974628016737,-13.868598609704462,0,0.0,0.00617901392868777,23.148946208782498
581,250,0.006434722507677293,23.148946208782498,0.006434722507677293,6.497106458305502,5.556,-77.00254205564904,8.401852144946039,0.4968541033341679,-13.85934882211106,0,0.0,0.006298631460572798,23.155380931290175
582,250,-0.0072000993603680286,23.155380931290175,0.0072000993603680286,6.520118839903891,5.524,-76.55789157968796,8.440300752208548,0.4994236678412428,-13.859140401826208,0,0.0,0.0064090130606361565,23.148180831929807
583,250,0.0018445090501266748,23.148180831929807,0.0018445090501266748,6.482274741800781,5.584,-77.44517994426872,8.338225193066355,0.4928934976239796,-13.86912248285615,0,0.0,0.006533570454856261,23.150025340979933
584,250,8.884210449622287e-05,23.150025340979933,8.884210449622287e-05,6.506722242824289,5.536,-76.66678852214557,8.420174002078605,0.4987023160162784,-13.848769602988723,0,0.0,0.006654273122481556,23.15011418308443
585,250,-0.02263021770937712,23.15011418308443,0.02263021770937712,6.521818200047931,5.52,-76.48995796598989,8.456339970575272,0.49959983987187184,-13.85687644311411,0,0.0,0.006758239235858247,23.127483965375053
586,250,-0.019124390697026428,23.127483965375053,0.019124390697026428,6.458511172641449,5.596,-77.43362476387772,8.24023548899497,0.49069746280167376,-13.837316791257633,0,0.0,0.006887281436897234,23.108359574678026
587,250,-0.0222123544658821,23.108359574678026,0.0222123544658821,6.482457853020565,5.512,-75.84984570931127,8.356015980646763,0.4998559792580259,-13.760857349294497,0,0.0,0.006991007412441919,23.086147220212144
588,250,-0.0014364830858184519,23.086147220212144,0.0014364830858184519,6.431857911556205,5.572,-76.57607027592157,8.24668433384703,0.49478884385159694,-13.743013330208464,0,0.0,0.007109924069539082,23.084710737126326
589,250,-0.012283529749147704,23.084710737126326,0.012283529749147704,6.4394146037619295,5.56,-76.40678027733514,8.301061029579255,0.49638694583963433,-13.742226668585458,0,0.0,0.007215500950068967,23.072427207377178
590,250,-0.016496062262493894,23.072427207377178,0.016496062262493894,6.436334325261322,5.544,-76.013581138269,8.33341279382676,0.4980602373207481,-13.71096340877868,0,0.0,0.007337124250000599,23.055931145114684
591,250,-0.018732543093189946,23.055931145114684,0.018732543093189946,6.429573154668895,5.528,-75.58233688478015,8.3210558541082,0.49921538437832624,-13.67263691837557,0,0.0,0.0074375182490597274,23.037198602021494
592,250,-0.009308100768453897,23.037198602021494,0.009308100768453897,6.401610402998599,5.548,-75.69248443573503,8.267946512406654,0.4976906669810074,-13.643201953088507,0,0.0,0.0075397255667496894,23.02789050125304
593,250,0.0015899113649382457,23.02789050125304,0.0015899113649382457,6.372873867139434,5.588,-76.22693765140255,8.173958545306467,0.4921950832749145,-13.641184261167242,0,0.0,0.007650527274459951,23.02948041261798
594,250,0.0008204999119243439,23.02948041261798,0.0008204999119243439,6.406157715364679,5.528,-75.30904843783537,8.312379391142336,0.4992153843783262,-13.623199789767614,0,0.0,0.0077597880496031515,23.030300912529903
595,250,0.009006469993391164,23.030300912529903,0.009006469993391164,6.415423261871204,5.504,-74.88491320800642,8.45224667982478,0.5079212537391993,-13.605543824129079,0,0.0,0.017381257851983738,23.039307382523294
596,250,0.0010757021354237395,23.039307382523294,0.0010757021354237395,6.412172758030595,5.528,-75.38136638548391,8.288967342368167,0.49921538437832624,-13.636281907649042,0,0.0,0.014916865981177302,23.040383084658718
597,250,0.013309502068466372,23.040383084658718,0.013309502068466372,6.408641438086026,5.528,-75.33684700213603,8.249853806824214,0.4992153843783262,-13.628228473613609,0,0.0,0.012706070753789836,23.053692586727184
598,250,0.005338190354351013,23.053692586727184,0.005338190354351013,6.418270983607324,5.544,-75.80211237598162,8.286313989134067,0.4980602373207482,-13.672819692637379,0,0.0,0.01070773961675836,23.059030777081535
599,250,0.0007067232863455786,23.059030777081535,0.0007067232863455786,6.446852133110321,5.496,-75.08145988944977,8.28766018278618,0.4999839997439918,-13.661109877993045,0,0.0,0.008931222736461032,23.05973750036788
