OmegaBefore,Wins,Traj,DeltaOmega,ReturnsStd,NormDeltaOmega,ConfortViolation,Theta,ITERATIONS,Omega,NormDeltaVar,RewardStd,TimestepsStd,ReturnsMean,TimestepsMean,RewardMean
0.8,0.0,20,-0.01131879,65.18673177879069,0.011318786873513509,0,0.18914208,0,0.78868121,0.9899999555970282,2.4237289534929443,0.0,1185.7,500.0,2.3714
0.78868121,0.0,20,0.00403339,50.93171899710435,0.004033389066770532,0,0.1790632,1,0.7927146,0.9587564880520176,2.4276181248293565,0.0,1173.4,500.0,2.3468
0.7927146,0.0,20,0.0070397,53.48373584558206,0.007039698237840564,0,0.17167046,2,0.7997543,0.730386244422629,2.454028451342812,0.0,1185.3,500.0,2.3706
0.7997543,0.0,20,0.00801562,59.73031056339821,0.008015618702293614,0,0.16504955,3,0.80776992,0.6756041934428794,2.387960058292433,0.0,1148.7,500.0,2.2974
0.80776992,0.0,20,0.00731587,81.89358949270694,0.007315869929630514,0,0.15777648,4,0.81508579,0.767706689324239,2.475522538778429,0.0,1194.8,500.0,2.3896
0.81508579,0.0,20,0.00739794,65.80964974834617,0.007397941294129962,0,0.15216622,5,0.82248373,0.6120717688432009,2.4939680110217934,0.0,1203.3,500.0,2.4066
0.82248373,0.0,20,0.00402899,51.446574229971816,0.004028993654768054,0,0.14585014,6,0.82651272,0.7116556110364449,2.431887949721368,0.0,1180.5,500.0,2.361
0.82651272,0.0,20,0.00362649,58.8808967323019,0.0036264868225268643,0,0.13910123,7,0.83013921,0.7892559952448188,2.5139802385858165,0.0,1217.2,500.0,2.4344
0.83013921,0.0,20,-0.00027518,56.91845043568913,0.00027518227929890227,0,0.13234182,8,0.82986403,0.823354273885986,2.528727039440991,0.0,1231.7,500.0,2.4634
0.82986403,0.0,20,0.0024988,62.278728310716176,0.0024988012907640744,0,0.12593531,9,0.83236283,0.8139472028817174,2.5474390591337017,0.0,1231.6,500.0,2.4632
0.83236283,0.0,20,0.00384373,76.37565057006061,0.003843734379774477,0,0.12099986,10,0.83620656,0.6515663232619389,2.4998813091824976,0.0,1209.4,500.0,2.4188
0.83620656,0.0,20,0.0052091,64.90269640007264,0.005209103415615313,0,0.11712964,11,0.84141567,0.5271614188990057,2.557702687960428,0.0,1238.2,500.0,2.4764
0.84141567,0.0,20,0.00553793,82.1093782706945,0.005537931475572688,0,0.11361055,12,0.8469536,0.49261434976985186,2.5527771152217738,0.0,1236.5,500.0,2.473
0.8469536,0.0,20,0.00614605,66.07874090810145,0.006146045499837549,0,0.11280166,13,0.85309964,0.11510773014319753,2.5748662101165567,0.0,1246.0,500.0,2.492
0.85309964,0.0,20,0.00448385,66.69662660135069,0.004483848490682396,0,0.11187987,14,0.85758349,0.13205340004531863,2.5912156529320365,0.0,1250.6,500.0,2.5012
0.85758349,0.0,20,0.00550788,63.109428772569316,0.005507875517871352,0,0.1128659,15,0.86309137,0.1412220193440561,2.618714188299288,0.0,1272.0,500.0,2.544
0.86309137,0.0,20,0.00457319,55.31943600580179,0.00457318621022107,0,0.11405356,16,0.86766455,0.1686774521937302,2.5482786660803014,0.0,1233.6,500.0,2.4672
0.86766455,0.0,20,0.00366184,59.87186317461651,0.0036618435223357837,0,0.11495764,17,0.8713264,0.12737864322165393,2.5563973400080044,0.0,1239.6,500.0,2.4792
0.8713264,0.0,20,0.00234719,55.78028325492799,0.0023471875368951123,0,0.11585592,18,0.87367359,0.1257010856090588,2.5217211899811605,0.0,1208.4,500.0,2.4168
0.87367359,0.0,20,0.00196476,87.80797230320263,0.0019647575890697766,0,0.11568719,19,0.87563834,0.0235453838865034,2.5715289148675735,0.0,1232.4,500.0,2.4648
0.87563834,0.0,20,-0.00025359,64.28810154297607,0.0002535914053266586,0,0.11375686,20,0.87538475,0.2715293415029727,2.541126805179151,0.0,1230.8,500.0,2.4616
0.87538475,0.0,20,0.0005545,48.082741186417394,0.0005544999534605743,0,0.11201481,21,0.87593925,0.2485139475283873,2.5637298999699634,0.0,1233.5,500.0,2.467
0.87593925,0.0,20,0.00194617,73.83569597423728,0.0019461737349744102,0,0.10929151,22,0.87788543,0.3953511156500973,2.57814686160428,0.0,1243.7,500.0,2.4874
0.87788543,0.0,20,0.00078466,71.43521540528873,0.0007846596955981555,0,0.10582056,23,0.87867009,0.5166165721106957,2.604125334925337,0.0,1259.1,500.0,2.5182
