Iterations,Theta_mean,Theta_std,Theta_low,Theta_sup, Omega_mean,Omega_std,Omega_low,Omega_sup,Ret_mean,Ret_std,Rets_low,Rets_sup
1.000000000000000000e+01,0.000000000000000000e+00,1.000000000000000082e-05,-7.153569059525722109e-06,7.153569059525722109e-06,1.000000000000000000e+00,1.000000000000000082e-05,9.999928464309404408e-01,1.000007153569059559e+00,1.507500000000000000e+03,2.430000000000000782e+01,1.490116827185352577e+03,1.524883172814647423e+03
1.100000000000000000e+01,0.000000000000000000e+00,1.000000000000000082e-05,-7.153569059525722109e-06,7.153569059525722109e-06,1.000000000000000000e+00,1.000000000000000082e-05,9.999928464309404408e-01,1.000007153569059559e+00,1.497059999999999945e+03,2.142914837318550880e+01,1.481730510722559302e+03,1.512389489277440589e+03
1.200000000000000000e+01,0.000000000000000000e+00,1.000000000000000082e-05,-7.153569059525722109e-06,7.153569059525722109e-06,1.000000000000000000e+00,1.000000000000000082e-05,9.999928464309404408e-01,1.000007153569059559e+00,1.519220000000000027e+03,1.511355682822544289e+01,1.508408412749422268e+03,1.530031587250577786e+03
1.300000000000000000e+01,0.000000000000000000e+00,1.000000000000000082e-05,-7.153569059525722109e-06,7.153569059525722109e-06,1.000000000000000000e+00,1.000000000000000082e-05,9.999928464309404408e-01,1.000007153569059559e+00,1.502680000000000064e+03,1.739084816793020138e+01,1.490239336662698634e+03,1.515120663337301494e+03
1.400000000000000000e+01,0.000000000000000000e+00,1.000000000000000082e-05,-7.153569059525722109e-06,7.153569059525722109e-06,1.000000000000000000e+00,1.000000000000000082e-05,9.999928464309404408e-01,1.000007153569059559e+00,1.500539999999999736e+03,2.038549484314767568e+01,1.485957095482693603e+03,1.515122904517305869e+03
1.500000000000000000e+01,0.000000000000000000e+00,1.000000000000000082e-05,-7.153569059525722109e-06,7.153569059525722109e-06,1.000000000000000000e+00,1.000000000000000082e-05,9.999928464309404408e-01,1.000007153569059559e+00,1.494139999999999645e+03,1.504341716499279435e+01,1.483378587641896502e+03,1.504901412358102789e+03
1.600000000000000000e+01,0.000000000000000000e+00,1.000000000000000082e-05,-7.153569059525722109e-06,7.153569059525722109e-06,1.000000000000000000e+00,1.000000000000000082e-05,9.999928464309404408e-01,1.000007153569059559e+00,1.501980000000000018e+03,2.266864795262388910e+01,1.485763826138482955e+03,1.518196173861517082e+03
1.700000000000000000e+01,0.000000000000000000e+00,1.000000000000000082e-05,-7.153569059525722109e-06,7.153569059525722109e-06,1.000000000000000000e+00,1.000000000000000082e-05,9.999928464309404408e-01,1.000007153569059559e+00,1.497720000000000255e+03,2.845968376493316399e+01,1.477361168677529122e+03,1.518078831322471387e+03
1.800000000000000000e+01,0.000000000000000000e+00,1.000000000000000082e-05,-7.153569059525722109e-06,7.153569059525722109e-06,1.000000000000000000e+00,1.000000000000000082e-05,9.999928464309404408e-01,1.000007153569059559e+00,1.494599999999999909e+03,3.064676165600537061e+01,1.472676627404293868e+03,1.516523372595705951e+03
1.900000000000000000e+01,0.000000000000000000e+00,1.000000000000000082e-05,-7.153569059525722109e-06,7.153569059525722109e-06,1.000000000000000000e+00,1.000000000000000082e-05,9.999928464309404408e-01,1.000007153569059559e+00,1.513579999999999927e+03,2.687116670336440905e+01,1.494357525327745407e+03,1.532802474672254448e+03
