TimestepsMean,OmegaBefore,TimestepsStd,ConfortViolation,Theta,Wins,NormDeltaVar,Traj,ReturnsMean,RewardStd,Omega,DeltaOmega,RewardMean,ReturnsStd,ITERATIONS,NormDeltaOmega
500.0,[[0.99621766]],0.0,0,[[0.04740285]],0.0,0.1504297231492373,20,1404.9,2.871623923845182,[[0.9962866]],[[6.89390085e-05]],2.8098,88.12598935614851,136,6.893900845095224e-05
500.0,[[0.9962866]],0.0,0,[[0.04700726]],0.0,0.1256495241843396,20,1430.4,2.9098150044289763,[[0.99631915]],[[3.25479807e-05]],2.8608,60.23155319265808,137,3.25479806533302e-05
500.0,[[0.99631915]],0.0,0,[[0.04702154]],0.0,0.0045545469306986774,20,1416.0,2.8920193636972766,[[0.99638058]],[[6.14311539e-05]],2.832,79.16564911626759,138,6.143115389778409e-05
500.0,[[0.99638058]],0.0,0,[[0.04736595]],0.0,0.10941639483222332,20,1419.6,2.8846738741147155,[[0.99647483]],[[9.42475491e-05]],2.8392,72.04887230207007,139,9.424754914488798e-05
500.0,[[0.99647483]],0.0,0,[[0.04752384]],0.0,0.0499097613824091,20,1415.5,2.8779574354044923,[[0.99657099]],[[9.61662992e-05]],2.831,49.92344138778896,140,9.616629917952313e-05
500.0,[[0.99657099]],0.0,0,[[0.04761837]],0.0,0.029804791864712854,20,1412.5,2.873982428617127,[[0.99667572]],[[0.00010473]],2.825,84.04730810680375,141,0.00010472795025184833
500.0,[[0.99667572]],0.0,0,[[0.04759439]],0.0,0.007554764014891191,20,1424.2,2.9001064532185707,[[0.99675694]],[[8.12232437e-05]],2.8484,63.75860726207874,142,8.12232436608884e-05
500.0,[[0.99675694]],0.0,0,[[0.04768137]],0.0,0.02738721776763242,20,1433.2,2.9018185746183374,[[0.99681748]],[[6.05369203e-05]],2.8664,92.76723559533289,143,6.0536920303944086e-05
500.0,[[0.99681748]],0.0,0,[[0.0476015]],0.0,0.025145636557283524,20,1430.5,2.8997722324348163,[[0.99683468]],[[1.72010836e-05]],2.861,72.87489279580451,144,1.720108361902284e-05
500.0,[[0.99683468]],0.0,0,[[0.04755836]],0.0,0.013602640495797402,20,1404.0,2.8677405740408246,[[0.99686048]],[[2.57944717e-05]],2.808,57.00175435896688,145,2.579447173023386e-05
500.0,[[0.99686048]],0.0,0,[[0.04730336]],0.0,0.08062562397911677,20,1415.4,2.8925026119262194,[[0.9969114]],[[5.09227478e-05]],2.8308,73.2942016806241,146,5.092274784923578e-05
500.0,[[0.9969114]],0.0,0,[[0.04732965]],0.0,0.008330380079101474,20,1409.4,2.873180565157714,[[0.99698037]],[[6.89727709e-05]],2.8188,81.04838061306344,147,6.897277092920984e-05
500.0,[[0.99698037]],0.0,0,[[0.04747006]],0.0,0.04442351219958596,20,1423.5,2.8852367320551013,[[0.99705087]],[[7.05034926e-05]],2.847,95.35381481618866,148,7.050349255000032e-05
500.0,[[0.99705087]],0.0,0,[[0.04751325]],0.0,0.013639548598050055,20,1453.4,2.9360030245216024,[[0.99709155]],[[4.0677544e-05]],2.9068,49.6552112068814,149,4.067754400827184e-05
500.0,[[0.99709155]],0.0,0,[[0.04772424]],0.0,0.06646244464236872,20,1440.0,2.9048924248584487,[[0.99707109]],[[-2.04580364e-05]],2.88,74.75292636412303,150,2.0458036397164037e-05
500.0,[[0.99707109]],0.0,0,[[0.04802637]],0.0,0.09468674683670031,20,1405.8,2.865188552259694,[[0.99706454]],[[-6.55455616e-06]],2.8116,73.05039356499047,151,6.554556161164626e-06
500.0,[[0.99706454]],0.0,0,[[0.0480177]],0.0,0.002707981598270237,20,1414.6,2.874930844385652,[[0.99705686]],[[-7.67526035e-06]],2.8292,62.581466905146925,152,7.675260352169033e-06
500.0,[[0.99705686]],0.0,0,[[0.04831284]],0.0,0.09196723050929023,20,1442.1,2.9175658278777536,[[0.99705801]],[[1.14768769e-06]],2.8842,86.30984880070176,153,1.1476876935478941e-06
500.0,[[0.99705801]],0.0,0,[[0.04856009]],0.0,0.07663409776231589,20,1450.6,2.942624434072415,[[0.9970836]],[[2.55925666e-05]],2.9012,57.78615751198551,154,2.5592566552878893e-05
500.0,[[0.9970836]],0.0,0,[[0.04881813]],0.0,0.07958713776464066,20,1417.8,2.891949626117302,[[0.99712802]],[[4.4411403e-05]],2.8356,56.39113405492037,155,4.441140298072632e-05
500.0,[[0.99712802]],0.0,0,[[0.04932085]],0.0,0.15391167488017743,20,1409.7,2.874749317766681,[[0.99717295]],[[4.49305063e-05]],2.8194,84.32621182052469,156,4.4930506271079196e-05
500.0,[[0.99717295]],0.0,0,[[0.04931538]],0.0,0.0016669010794316819,20,1434.0,2.9016161014165878,[[0.99720122]],[[2.827869e-05]],2.868,74.53321407265354,157,2.827869004451422e-05
500.0,[[0.99720122]],0.0,0,[[0.04870101]],0.0,0.18831646008158742,20,1429.2,2.899784378190903,[[0.99722728]],[[2.60574909e-05]],2.8584,98.09464817205881,158,2.6057490904007885e-05
500.0,[[0.99722728]],0.0,0,[[0.04768392]],0.0,0.31677612925433607,20,1432.9,2.9033067974294413,[[0.99726965]],[[4.23692911e-05]],2.8658,75.55785862502987,159,4.236929106071763e-05
500.0,[[0.99726965]],0.0,0,[[0.0465125]],0.0,0.37288976561213616,20,1406.7,2.872695674797454,[[0.99733661]],[[6.69587512e-05]],2.8134,81.5138638514946,160,6.695875117346262e-05
500.0,[[0.99733661]],0.0,0,[[0.04539715]],0.0,0.3634415873673973,20,1443.3,2.9250539208705195,[[0.99737955]],[[4.29387536e-05]],2.8866,67.07391445263949,161,4.293875355532162e-05
500.0,[[0.99737955]],0.0,0,[[0.04472938]],0.0,0.2216871917603882,20,1417.1,2.8759190461485526,[[0.99742401]],[[4.44566687e-05]],2.8342,71.09845286643022,162,4.445666869290488e-05
500.0,[[0.99742401]],0.0,0,[[0.04432707]],0.0,0.13508621996344772,20,1433.8,2.912605404101283,[[0.99748979]],[[6.5788326e-05]],2.8676,77.68629222713619,163,6.578832596182416e-05
500.0,[[0.99748979]],0.0,0,[[0.04431899]],0.0,0.0027245078355164765,20,1434.5,2.915825612069419,[[0.99754967]],[[5.9877943e-05]],2.869,68.43938924332974,164,5.987794299078253e-05
500.0,[[0.99754967]],0.0,0,[[0.04441929]],0.0,0.03379234839238876,20,1455.8,2.9312429854926734,[[0.99760219]],[[5.25201979e-05]],2.9116,82.47642087287736,165,5.252019785129125e-05
500.0,[[0.99760219]],0.0,0,[[0.04437315]],0.0,0.015536981111338832,20,1437.4,2.9156688700879596,[[0.99767397]],[[7.17804907e-05]],2.8748,84.5366192841895,166,7.178049069278547e-05
500.0,[[0.99767397]],0.0,0,[[0.04462504]],0.0,0.08463249428454844,20,1438.4,2.919866736685084,[[0.997768]],[[9.40249699e-05]],2.8768,100.06717743596049,167,9.402496992005904e-05
500.0,[[0.997768]],0.0,0,[[0.04477315]],0.0,0.04955115405625321,20,1464.8,2.9415376659155665,[[0.99786739]],[[9.93907739e-05]],2.9296,78.89081061822093,168,9.939077390297424e-05
500.0,[[0.99786739]],0.0,0,[[0.0449356]],0.0,0.054168139855597985,20,1410.5,2.87707472965163,[[0.99795864]],[[9.12555496e-05]],2.821,96.79850205452561,169,9.125554958688831e-05
500.0,[[0.99795864]],0.0,0,[[0.04503396]],0.0,0.032708791280469995,20,1435.2,2.904479960337134,[[0.99807332]],[[0.00011468]],2.8704,83.22115115762338,170,0.00011468097570399571
500.0,[[0.99807332]],0.0,0,[[0.044768]],0.0,0.08859625366722668,20,1422.5,2.888455469623861,[[0.99817623]],[[0.0001029]],2.845,71.1923450941181,171,0.0001029004222694585
500.0,[[0.99817623]],0.0,0,[[0.04467952]],0.0,0.029585648891718108,20,1413.3,2.874914336115078,[[0.99826777]],[[9.15459368e-05]],2.8266,58.10774475059241,172,9.154593677529466e-05
500.0,[[0.99826777]],0.0,0,[[0.04458957]],0.0,0.030134125863007455,20,1434.8,2.9038932211773907,[[0.99835421]],[[8.64365349e-05]],2.8696,73.18032522474876,173,8.643653487327985e-05
500.0,[[0.99835421]],0.0,0,[[0.04442748]],0.0,0.054449494622922145,20,1423.2,2.8933729521097,[[0.99844071]],[[8.65004666e-05]],2.8464,75.67403782011371,174,8.650046660985122e-05
500.0,[[0.99844071]],0.0,0,[[0.04428192]],0.0,0.049059211672947356,20,1416.7,2.890024989511336,[[0.99851141]],[[7.07050097e-05]],2.8334,85.95876918616273,175,7.070500968087146e-05
500.0,[[0.99851141]],0.0,0,[[0.04407954]],0.0,0.0684642805175315,20,1469.7,2.94976738743922,[[0.99857158]],[[6.01670687e-05]],2.9394,91.53857110529965,176,6.0167068680394564e-05
500.0,[[0.99857158]],0.0,0,[[0.04392782]],0.0,0.05152117551676838,20,1415.0,2.883868929060404,[[0.99861711]],[[4.55290329e-05]],2.83,67.2473047787047,177,4.552903294197108e-05
500.0,[[0.99861711]],0.0,0,[[0.04365142]],0.0,0.09430091216133718,20,1445.7,2.9156484767543565,[[0.9986447]],[[2.75890907e-05]],2.8914,65.97658675621223,178,2.7589090729196464e-05
500.0,[[0.9986447]],0.0,0,[[0.04359379]],0.0,0.019736410391480774,20,1441.3,2.915581801287695,[[0.99866723]],[[2.25308077e-05]],2.8826,76.28702379828434,179,2.2530807742393577e-05
500.0,[[0.99866723]],0.0,0,[[0.04324293]],0.0,0.12068116434137721,20,1444.3,2.9188336780296336,[[0.9986988]],[[3.15671432e-05]],2.8886,82.44822617861466,180,3.1567143224275895e-05
500.0,[[0.9986988]],0.0,0,[[0.04256645]],0.0,0.23534309468702475,20,1445.6,2.9097358230602315,[[0.99873365]],[[3.48547734e-05]],2.8912,82.2109481760185,181,3.4854773357184676e-05
500.0,[[0.99873365]],0.0,0,[[0.04186922]],0.0,0.24633600273356393,20,1431.3,2.898744769723612,[[0.99877206]],[[3.84082063e-05]],2.8626,71.05849702885644,182,3.8408206271545176e-05
500.0,[[0.99877206]],0.0,0,[[0.04151118]],0.0,0.128024367140533,20,1422.9,2.8970713418899434,[[0.99880536]],[[3.33012656e-05]],2.8458,81.56831492681457,183,3.330126562561819e-05
500.0,[[0.99880536]],0.0,0,[[0.04119628]],0.0,0.11347592522054839,20,1443.4,2.9210932473989937,[[0.99883391]],[[2.85444694e-05]],2.8868,62.76336511054837,184,2.854446940070421e-05
500.0,[[0.99883391]],0.0,0,[[0.04088968]],0.0,0.11128653621793205,20,1468.5,2.9602754939363325,[[0.99887259]],[[3.86872282e-05]],2.937,78.78800670152786,185,3.868722816202652e-05
500.0,[[0.99887259]],0.0,0,[[0.04077388]],0.0,0.04224062564858855,20,1434.8,2.9041687003340564,[[0.99890899]],[[3.63956332e-05]],2.8696,71.95943301610984,186,3.639563318214023e-05
500.0,[[0.99890899]],0.0,0,[[0.0406553]],0.0,0.04337009315462126,20,1416.9,2.8947499995681834,[[0.99894328]],[[3.42920908e-05]],2.8338,67.4610257852636,187,3.4292090846599343e-05
500.0,[[0.99894328]],0.0,0,[[0.04022301]],0.0,0.15914925346441322,20,1413.5,2.8904793720073494,[[0.99898515]],[[4.18740698e-05]],2.827,70.61692431705023,188,4.1874069826919325e-05
500.0,[[0.99898515]],0.0,0,[[0.03978395]],0.0,0.16332856508074656,20,1434.6,2.9176174115192004,[[0.99902931]],[[4.41535574e-05]],2.8692,57.26814123053061,189,4.415355739750826e-05
500.0,[[0.99902931]],0.0,0,[[0.03927405]],0.0,0.19186374471343726,20,1433.9,2.9157714519488667,[[0.99907132]],[[4.20086861e-05]],2.8678,71.17155330607869,190,4.200868609904873e-05
500.0,[[0.99907132]],0.0,0,[[0.03864448]],0.0,0.24021634890456767,20,1453.8,2.927296062922232,[[0.99911147]],[[4.01535305e-05]],2.9076,92.66693045526003,191,4.015353054198645e-05
500.0,[[0.99911147]],0.0,0,[[0.03787879]],0.0,0.29727091915481196,20,1441.3,2.9287228001297767,[[0.9991456]],[[3.41297995e-05]],2.8826,75.33730815472504,192,3.4129799503124225e-05
500.0,[[0.9991456]],0.0,0,[[0.03726353]],0.0,0.24307782188292748,20,1425.3,2.907246057697903,[[0.99918528]],[[3.96780867e-05]],2.8506,81.78820208318557,193,3.9678086675487556e-05
500.0,[[0.99918528]],0.0,0,[[0.03680806]],0.0,0.18244667700592743,20,1478.8,2.9661763669748296,[[0.9992253]],[[4.00227789e-05]],2.9576,70.24072892560271,194,4.002277894099571e-05
500.0,[[0.9992253]],0.0,0,[[0.03636884]],0.0,0.17800304017185908,20,1456.2,2.936992720454036,[[0.99925954]],[[3.42375324e-05]],2.9124,67.27525548074864,195,3.423753239717442e-05
500.0,[[0.99925954]],0.0,0,[[0.03628894]],0.0,0.032606464240863886,20,1456.0,2.94079173012983,[[0.99929097]],[[3.1432353e-05]],2.912,94.92312679215745,196,3.143235299984948e-05
500.0,[[0.99929097]],0.0,0,[[0.03612502]],0.0,0.06710520534731756,20,1438.5,2.9142530775483455,[[0.99931558]],[[2.46115987e-05]],2.877,68.07606040305211,197,2.4611598689050496e-05
500.0,[[0.99931558]],0.0,0,[[0.03589066]],0.0,0.09645345964850804,20,1451.4,2.941046099604697,[[0.99934086]],[[2.52764324e-05]],2.9028,75.2890430275216,198,2.5276432396026394e-05
500.0,[[0.99934086]],0.0,0,[[0.0354736]],0.0,0.17315258904550745,20,1425.5,2.9078168786909537,[[0.99936123]],[[2.03695915e-05]],2.851,72.88586968679184,199,2.0369591488100802e-05
500.0,[[0.99936123]],0.0,0,[[0.0349964]],0.0,0.20054780580488085,20,1418.9,2.8897216405737076,[[0.99938696]],[[2.57292659e-05]],2.8378,66.14370718367697,200,2.5729265870633178e-05
500.0,[[0.99938696]],0.0,0,[[0.03450183]],0.0,0.2106459717671143,20,1445.2,2.930253886611193,[[0.99941281]],[[2.58551274e-05]],2.8904,85.76339545517072,201,2.585512740138629e-05
500.0,[[0.99941281]],0.0,0,[[0.03407551]],0.0,0.18392470547608042,20,1471.7,2.9593236457001453,[[0.99943114]],[[1.8330894e-05]],2.9434,70.58122979943039,202,1.8330893983731222e-05
500.0,[[0.99943114]],0.0,0,[[0.03378009]],0.0,0.12875868157118475,20,1428.6,2.90551340729999,[[0.99944893]],[[1.77835692e-05]],2.8572,81.76087083684958,203,1.778356915926871e-05
500.0,[[0.99944893]],0.0,0,[[0.0336318]],0.0,0.06504581958494526,20,1432.6,2.9193542025591896,[[0.99946559]],[[1.66627911e-05]],2.8652,73.7593383918267,204,1.666279111656177e-05
500.0,[[0.99946559]],0.0,0,[[0.03333485]],0.0,0.13108097114045592,20,1462.5,2.9502499894076775,[[0.99948426]],[[1.86729939e-05]],2.925,89.10415254072058,205,1.8672993903234847e-05
500.0,[[0.99948426]],0.0,0,[[0.03289492]],0.0,0.19628887656087102,20,1457.2,2.9343266075881878,[[0.9995093]],[[2.50379009e-05]],2.9144,93.37108760210518,206,2.5037900926894174e-05
500.0,[[0.9995093]],0.0,0,[[0.03207405]],0.0,0.373134470227086,20,1441.0,2.9192594951459867,[[0.99953083]],[[2.15257477e-05]],2.882,79.82606090745051,207,2.1525747664230543e-05
500.0,[[0.99953083]],0.0,0,[[0.03133594]],0.0,0.343486632185126,20,1445.5,2.92877431701386,[[0.99954875]],[[1.79194231e-05]],2.891,88.26295938840936,208,1.7919423123013978e-05
500.0,[[0.99954875]],0.0,0,[[0.03076014]],0.0,0.27343124667069674,20,1449.8,2.9259391381230064,[[0.99956564]],[[1.68929031e-05]],2.8996,64.38602332804845,209,1.689290312045788e-05
500.0,[[0.99956564]],0.0,0,[[0.03011927]],0.0,0.310220905785755,20,1470.7,2.946823041853718,[[0.99957992]],[[1.42800279e-05]],2.9414,61.9815295067813,210,1.4280027877178192e-05
500.0,[[0.99957992]],0.0,0,[[0.02952206]],0.0,0.2948991139716597,20,1477.2,2.967477150712369,[[0.99959309]],[[1.31684284e-05]],2.9544,79.41888944073696,211,1.3168428365850637e-05
500.0,[[0.99959309]],0.0,0,[[0.02905822]],0.0,0.2330588994474141,20,1470.8,2.951574061411978,[[0.99960443]],[[1.13460866e-05]],2.9416,87.11234126115541,212,1.1346086606356387e-05
500.0,[[0.99960443]],0.0,0,[[0.02891969]],0.0,0.07030880666248152,20,1435.2,2.911907251270205,[[0.99961192]],[[7.48859287e-06]],2.8704,83.89851011787994,213,7.488592866478072e-06
500.0,[[0.99961192]],0.0,0,[[0.02865877]],0.0,0.1333075461857831,20,1422.0,2.8841054072276897,[[0.99961862]],[[6.69676802e-06]],2.844,71.69379331573968,214,6.696768017455668e-06
500.0,[[0.99961862]],0.0,0,[[0.02843797]],0.0,0.1137362191378557,20,1466.3,2.9517888203596137,[[0.99962988]],[[1.12638955e-05]],2.9326,52.19683898475079,215,1.1263895543955904e-05
500.0,[[0.99962988]],0.0,0,[[0.02834316]],0.0,0.04910176780537512,20,1447.3,2.9308174354606256,[[0.99964272]],[[1.28406483e-05]],2.8946,86.61472161243722,216,1.284064828577236e-05
500.0,[[0.99964272]],0.0,0,[[0.02809597]],0.0,0.12877197149773423,20,1432.0,2.919298545883925,[[0.99965497]],[[1.2250305e-05]],2.864,82.2484042398392,217,1.225030500628943e-05
500.0,[[0.99965497]],0.0,0,[[0.02775143]],0.0,0.18133377805218487,20,1480.8,2.9829055365532446,[[0.9996648]],[[9.8285641e-06]],2.9616,67.28863202651694,218,9.82856410414179e-06
500.0,[[0.9996648]],0.0,0,[[0.02733763]],0.0,0.22069658824315752,20,1463.9,2.9533010615242055,[[0.99967124]],[[6.4392286e-06]],2.9278,73.85248810974483,219,6.4392286025505285e-06
500.0,[[0.99967124]],0.0,0,[[0.02707275]],0.0,0.14298023376078817,20,1461.7,2.945595430469025,[[0.99967589]],[[4.64449399e-06]],2.9234,56.314385373543765,220,4.6444939927337e-06
500.0,[[0.99967589]],0.0,0,[[0.02676757]],0.0,0.16643028695455797,20,1463.4,2.9498884317885654,[[0.99967829]],[[2.40076419e-06]],2.9268,75.01759793541778,221,2.4007641872270113e-06
500.0,[[0.99967829]],0.0,0,[[0.02660578]],0.0,0.0889867417977328,20,1509.9,2.9979339485719163,[[0.99968253]],[[4.23893939e-06]],3.0198,75.32456438639389,222,4.238939388945262e-06
500.0,[[0.99968253]],0.0,0,[[0.02630691]],0.0,0.16576463373781536,20,1459.9,2.947943004876451,[[0.99968491]],[[2.3807183e-06]],2.9198,81.48490657784421,223,2.3807183017199307e-06
500.0,[[0.99968491]],0.0,0,[[0.0258699]],0.0,0.2457199376969612,20,1447.0,2.9401979525195236,[[0.99969164]],[[6.73629128e-06]],2.894,83.60741593901822,224,6.736291277120721e-06
500.0,[[0.99969164]],0.0,0,[[0.02551345]],0.0,0.20343035143348942,20,1452.8,2.9400490880255723,[[0.99969787]],[[6.22939874e-06]],2.9056,104.40574696825841,225,6.229398738177849e-06
500.0,[[0.99969787]],0.0,0,[[0.02521678]],0.0,0.17143815042463473,20,1462.5,2.9591848539758376,[[0.99970498]],[[7.11111574e-06]],2.925,75.06763616899096,226,7.1111157352587995e-06
500.0,[[0.99970498]],0.0,0,[[0.02495524]],0.0,0.15277157734399083,20,1448.6,2.929135053219636,[[0.99971273]],[[7.74264671e-06]],2.8972,89.18542481818429,227,7.742646705888312e-06
500.0,[[0.99971273]],0.0,0,[[0.02453948]],0.0,0.24609673965512258,20,1506.6,3.0060980955384675,[[0.99972159]],[[8.86652434e-06]],3.0132,66.98984997744061,228,8.866524339956605e-06
500.0,[[0.99972159]],0.0,0,[[0.02416946]],0.0,0.22246769679920675,20,1463.2,2.943634325115809,[[0.99972978]],[[8.19091123e-06]],2.9264,73.03533391448278,229,8.190911228389552e-06
500.0,[[0.99972978]],0.0,0,[[0.0235763]],0.0,0.36364938739953345,20,1476.8,2.9590956456322934,[[0.99973663]],[[6.84326145e-06]],2.9536,75.81662086904164,230,6.843261447286864e-06
500.0,[[0.99973663]],0.0,0,[[0.02306437]],0.0,0.3211038392615322,20,1448.8,2.9354240306981203,[[0.99974396]],[[7.3374966e-06]],2.8976,84.44974837144277,231,7.337496599091331e-06
500.0,[[0.99974396]],0.0,0,[[0.02254032]],0.0,0.33599506971291504,20,1423.6,2.9085825001192593,[[0.99975165]],[[7.68148807e-06]],2.8472,65.53960634608664,232,7.681488073507658e-06
500.0,[[0.99975165]],0.0,0,[[0.0220376]],0.0,0.3295652617100515,20,1424.7,2.908834756393013,[[0.99976039]],[[8.74865998e-06]],2.8494,87.0753122302757,233,8.74865998112817e-06
500.0,[[0.99976039]],0.0,0,[[0.02154681]],0.0,0.3289148182195305,20,1487.9,2.9759392399711393,[[0.99976921]],[[8.81404061e-06]],2.9758,80.44743625498577,234,8.814040611260232e-06
500.0,[[0.99976921]],0.0,0,[[0.02103527]],0.0,0.35071251249993196,20,1446.1,2.914305948249085,[[0.99977778]],[[8.57414902e-06]],2.8922,74.66317700178583,235,8.574149020335042e-06
500.0,[[0.99977778]],0.0,0,[[0.02058923]],0.0,0.31268572506633774,20,1463.8,2.9647863734171476,[[0.99978658]],[[8.80205845e-06]],2.9276,48.89539855651041,236,8.802058445334104e-06
500.0,[[0.99978658]],0.0,0,[[0.02029897]],0.0,0.20706553983276876,20,1460.7,2.9558454019112705,[[0.99979283]],[[6.2422914e-06]],2.9214,66.5350283685218,237,6.242291397340338e-06
500.0,[[0.99979283]],0.0,0,[[0.01992345]],0.0,0.27222167069314906,20,1453.2,2.940890858226466,[[0.99980009]],[[7.26685147e-06]],2.9064,70.78813459895662,238,7.266851466680713e-06
500.0,[[0.99980009]],0.0,0,[[0.01960352]],0.0,0.23593062224494332,20,1461.7,2.9545443709648365,[[0.99980474]],[[4.64417375e-06]],2.9234,71.65549525333002,239,4.644173751677805e-06
500.0,[[0.99980474]],0.0,0,[[0.01929234]],0.0,0.23311458687477682,20,1495.5,2.9923768145071565,[[0.99980944]],[[4.70661401e-06]],2.991,72.53929969333865,240,4.706614010197008e-06
500.0,[[0.99980944]],0.0,0,[[0.01889708]],0.0,0.3014860097325496,20,1466.2,2.9624702935219456,[[0.99981306]],[[3.61885651e-06]],2.9324,89.68366629437047,241,3.618856512455082e-06
500.0,[[0.99981306]],0.0,0,[[0.01862747]],0.0,0.20920505082087715,20,1467.9,2.964300652767866,[[0.99981601]],[[2.94887355e-06]],2.9358,84.30296554688927,242,2.94887354612694e-06
500.0,[[0.99981601]],0.0,0,[[0.01836481]],0.0,0.20669877202340814,20,1449.1,2.9317634215604778,[[0.99981845]],[[2.44246568e-06]],2.8982,76.2691943054337,243,2.44246567993045e-06
500.0,[[0.99981845]],0.0,0,[[0.01816728]],0.0,0.15736336790210004,20,1453.9,2.9467777588410025,[[0.9998212]],[[2.74957715e-06]],2.9078,81.61733884414512,244,2.749577148852822e-06
500.0,[[0.9998212]],0.0,0,[[0.01791742]],0.0,0.20147177460432175,20,1498.3,2.9958618860020896,[[0.99982456]],[[3.35408716e-06]],2.9966,86.93279013122724,245,3.354087159346264e-06
500.0,[[0.99982456]],0.0,0,[[0.01763771]],0.0,0.22884231184862358,20,1464.2,2.9594042373423743,[[0.99982662]],[[2.06371e-06]],2.9284,65.53136653542333,246,2.0637100049958335e-06
500.0,[[0.99982662]],0.0,0,[[0.01745739]],0.0,0.14942124374390886,20,1466.6,2.964378140521213,[[0.99983044]],[[3.8156448e-06]],2.9332,86.55888169333058,247,3.81564480012031e-06
500.0,[[0.99983044]],0.0,0,[[0.01731788]],0.0,0.11665366703793723,20,1484.5,2.975607332965827,[[0.99983394]],[[3.49941651e-06]],2.969,80.52794545994577,248,3.499416514229914e-06
500.0,[[0.99983394]],0.0,0,[[0.01727917]],0.0,0.03253368126802059,20,1462.6,2.9558086812241418,[[0.99983557]],[[1.62894112e-06]],2.9252,75.55951296825569,249,1.6289411176595436e-06
500.0,[[0.99983557]],0.0,0,[[0.01724378]],0.0,0.029802869386635678,20,1481.9,2.9709745135224566,[[0.99983654]],[[9.74710541e-07]],2.9638,89.22213850833211,250,9.747105405022438e-07
500.0,[[0.99983654]],0.0,0,[[0.01738905]],0.0,0.12196234928511984,20,1456.4,2.9361873509706427,[[0.99983876]],[[2.2151812e-06]],2.9128,81.84766337532184,251,2.2151812012483063e-06
500.0,[[0.99983876]],0.0,0,[[0.01745936]],0.0,0.05866197821317343,20,1462.1,2.9580828859245982,[[0.9998412]],[[2.44353112e-06]],2.9242,68.8693690983154,252,2.4435311204440424e-06
500.0,[[0.9998412]],0.0,0,[[0.01741207]],0.0,0.03942917407751878,20,1488.9,2.973803483756114,[[0.99984435]],[[3.14819991e-06]],2.9778,88.58323769201485,253,3.1481999126503624e-06
500.0,[[0.99984435]],0.0,0,[[0.01734073]],0.0,0.05969340188953254,20,1504.4,3.0077105179853993,[[0.99984705]],[[2.70070736e-06]],3.0088,79.84134267408082,254,2.7007073610807453e-06
500.0,[[0.99984705]],0.0,0,[[0.01728661]],0.0,0.04543894666291948,20,1433.3,2.9151679951591127,[[0.9998495]],[[2.45102515e-06]],2.8666,74.59564330441826,255,2.4510251465104105e-06
500.0,[[0.9998495]],0.0,0,[[0.01726137]],0.0,0.02124228315114607,20,1486.9,2.973232846582991,[[0.99985289]],[[3.39022935e-06]],2.9738,81.50944730520506,256,3.390229354360841e-06
500.0,[[0.99985289]],0.0,0,[[0.01728032]],0.0,0.015952176820192676,20,1469.7,2.970846283468736,[[0.99985751]],[[4.61926117e-06]],2.9394,79.12591231701533,257,4.619261165572652e-06
500.0,[[0.99985751]],0.0,0,[[0.01725792]],0.0,0.01885340746137132,20,1471.5,2.9563408125586608,[[0.99986216]],[[4.65059931e-06]],2.943,87.8268182276917,258,4.6505993137602175e-06
500.0,[[0.99986216]],0.0,0,[[0.01734387]],0.0,0.07221658301565981,20,1484.0,2.976268805064489,[[0.99986749]],[[5.32657611e-06]],2.968,106.72956478876881,259,5.3265761076337625e-06
500.0,[[0.99986749]],0.0,0,[[0.01743863]],0.0,0.07921846930945264,20,1460.4,2.9407698583874256,[[0.99987307]],[[5.5891984e-06]],2.9208,79.49742134182719,260,5.589198399769124e-06
500.0,[[0.99987307]],0.0,0,[[0.01756393]],0.0,0.10410357705647755,20,1485.7,2.987705146094574,[[0.99987711]],[[4.03246205e-06]],2.9714,50.28429178182785,261,4.032462052383501e-06
500.0,[[0.99987711]],0.0,0,[[0.01762049]],0.0,0.046749213849032856,20,1449.9,2.932364227035926,[[0.99988061]],[[3.49969735e-06]],2.8998,80.38525984283437,262,3.4996973534706655e-06
500.0,[[0.99988061]],0.0,0,[[0.01770553]],0.0,0.07001815523986465,20,1460.6,2.9445866535050382,[[0.99988308]],[[2.47474876e-06]],2.9212,66.47736456870112,263,2.47474875658682e-06
500.0,[[0.99988308]],0.0,0,[[0.01774005]],0.0,0.028322159926915447,20,1447.4,2.926590671754422,[[0.9998858]],[[2.71364573e-06]],2.8948,82.79396113244009,264,2.7136457282361803e-06
500.0,[[0.9998858]],0.0,0,[[0.01790128]],0.0,0.13160024644812296,20,1482.2,2.9770342020205276,[[0.99988836]],[[2.56469275e-06]],2.9644,78.08943590524905,265,2.5646927542810616e-06
500.0,[[0.99988836]],0.0,0,[[0.01802541]],0.0,0.10051724095643522,20,1446.1,2.9282723848713257,[[0.99989107]],[[2.71251411e-06]],2.8922,70.23809507667474,266,2.7125141067729786e-06
500.0,[[0.99989107]],0.0,0,[[0.01810462]],0.0,0.06379312548856575,20,1463.2,2.951776251683044,[[0.9998929]],[[1.82704764e-06]],2.9264,89.76502659722215,267,1.8270476420667592e-06
500.0,[[0.9998929]],0.0,0,[[0.01825679]],0.0,0.12178706937039863,20,1462.5,2.955938937123025,[[0.99989515]],[[2.25061206e-06]],2.925,85.57073097736165,268,2.250612058052326e-06
500.0,[[0.99989515]],0.0,0,[[0.01849659]],0.0,0.1899034861505342,20,1502.8,2.997059999399412,[[0.99989719]],[[2.03562771e-06]],3.0056,79.49943396024905,269,2.0356277088406927e-06
