NormDeltaVar,Traj,ReturnsMean,NormDeltaOmega,DeltaOmega,Wins,ConfortViolation,TimestepsStd,RewardMean,Omega,ITERATIONS,ReturnsStd,OmegaBefore,RewardStd,TimestepsMean
0.31622776843614114,250,156.38399231498624,0.10000000148936472,-0.10000000148936472,0.0,0,13.875342734505695,6.433437235271772,7.899999998510635,0,93.31335100284413,8.0,1.3395319321982864,24.308
0.27693132719107494,250,158.71887669188064,0.0998392394452079,-0.0998392394452079,0.0,0,13.348428521739928,6.509140284279882,7.800160759065427,1,90.9642275860973,7.899999998510635,1.3527080064322232,24.384
0.289392294923973,250,218.9364644256548,0.09605793494165749,-0.09605793494165749,0.0,0,20.268604688039087,6.656222316236615,7.70410282412377,2,139.69953773714803,7.800160759065427,1.1867253068780634,32.892
0.27829258376182825,250,250.62896654000838,0.09738392888965208,-0.09738392888965208,0.0,0,19.35612192563376,6.7533133902783025,7.606718895234118,3,135.09409146250394,7.70410282412377,1.131831788475322,37.112
0.25819577195223864,250,259.9990401441627,0.09860240404769804,-0.09860240404769804,0.0,0,19.860871682783717,6.828423157478797,7.50811649118642,4,140.34642311217647,7.606718895234118,1.1295367650642856,38.076
0.2476666823882817,250,298.4456938379854,0.0993534421595692,-0.0993534421595692,0.0,0,21.97628139608701,6.927065589035034,7.408763049026851,5,156.97376321001215,7.50811649118642,1.075735872172459,43.084
0.24942771634864216,250,334.1623275174888,0.09981218924925717,-0.09981218924925717,0.0,0,21.665007362103527,7.0178580207805945,7.308950859777593,6,156.59388533107997,7.408763049026851,1.0359175941328809,47.616
0.24853623222495888,250,341.322150507038,0.10048893827816752,-0.10048893827816752,0.0,0,23.235245296746925,7.0925557000049455,7.208461921499426,7,169.90658083918433,7.308950859777593,1.0413102781018038,48.124
0.2399993376265578,250,370.0439558314354,0.10143400763913313,-0.10143400763913313,0.0,0,21.319399991556985,7.17528806002163,7.107027913860293,8,157.43829828597651,7.208461921499426,1.0169887737432686,51.572
0.2305072928526622,250,373.979298831665,0.1023999698141056,-0.1023999698141056,0.0,0,21.931471815635174,7.2459757194386,7.004627944046187,9,163.68742369506094,7.107027913860293,1.0265866485780109,51.612
0.20895029126388837,250,405.68401214755,0.10331880339819133,-0.10331880339819133,0.0,0,22.377452938169707,7.328107155844473,6.901309140647996,10,168.3940215270337,7.004627944046187,1.002051410999655,55.36
0.20312784219825625,250,423.6126302850618,0.10428899546380599,-0.10428899546380599,0.0,0,24.256912911580486,7.402709182948794,6.79702014518419,11,184.482369260208,6.901309140647996,0.9952895360322684,57.224
0.21411123660644074,250,459.3460041696944,0.1052498597572411,-0.1052498597572411,0.0,0,22.99783781141175,7.483155287529234,6.691770285426949,12,176.66412045961073,6.79702014518419,0.9712386006614057,61.384
0.2202525782385801,250,484.1149062538171,0.10623857869844588,-0.10623857869844588,0.0,0,27.067576470751863,7.558626440385603,6.585531706728503,13,210.0324781374952,6.691770285426949,0.9602410164722639,64.048
0.2314774429882246,250,503.864954115672,0.1072597527803838,-0.1072597527803838,0.0,0,26.909328048095144,7.633392226937219,6.478271953948119,14,210.70319783075058,6.585531706728503,0.9547528720293101,66.008
0.24058351122327715,250,526.261097920714,0.10820513998341053,-0.10820513998341053,0.0,0,25.650817063009903,7.70198305117542,6.3700668139647085,15,202.4388499781782,6.478271953948119,0.9470192219111708,68.328
0.2543185417994113,250,593.6859752828498,0.10923660349931019,-0.10923660349931019,1.2,0,31.58406788239919,7.789518936743592,6.260830210465398,16,251.87399063119565,6.3700668139647085,0.9011177204751439,76.216
0.264538881759555,250,617.8497012903696,0.11035507447031989,-0.11035507447031989,0.4,0,28.824718558903573,7.854687278036737,6.1504751359950784,17,231.6798148704618,6.260830210465398,0.8979681976649093,78.66
0.27461856491486,250,701.7729754636523,0.111388537200523,-0.111388537200523,1.6,0,34.67019376928834,7.9393268108386765,6.0390865987945554,18,281.3174574704098,6.1504751359950784,0.8510307673229476,88.392
0.2748322417359933,250,765.0022492585701,0.1125487195064574,-0.1125487195064574,2.0,0,34.86777515127686,8.009152909026447,5.926537879288098,19,285.3857199813196,6.0390865987945554,0.824370464896419,95.516
0.27746232977424556,250,920.4877959812837,0.11345140460573244,-0.11345140460573244,4.8,0,39.921507185976836,8.095189397239277,5.813086474682366,20,330.09932710509054,5.926537879288098,0.7532632877132642,113.708
0.2770707478316118,250,1076.4338673035875,0.11444588965680502,-0.11444588965680502,13.200000000000001,0,44.89477991927347,8.176854754516635,5.698640585025561,21,375.0085015210532,5.813086474682366,0.6766164759467886,131.644
0.29014966320126373,250,1271.1865342100523,0.11573466451210379,-0.11573466451210379,25.2,0,40.73652415216595,8.26841768056493,5.582905920513457,22,345.8539009703598,5.698640585025561,0.5876007611428348,153.74
0.2919130675588303,250,1480.347960965424,0.11701729573712694,-0.11701729573712694,57.99999999999999,0,34.9028844653275,8.376988846315125,5.46588862477633,23,300.0649318665292,5.582905920513457,0.4178163033789061,176.716
0.28211208277930233,250,1556.908002194193,0.11803236283143903,-0.11803236283143903,68.0,0,29.89770399211284,8.436879536752683,5.347856261944891,24,257.70235231340655,5.46588862477633,0.3637918271534214,184.536
0.25083881948707415,250,1488.4052779187616,0.1189947111997336,-0.1189947111997336,56.8,0,35.548187014248704,8.489649086919698,5.228861550745157,25,308.32384915048056,5.347856261944891,0.4333087965916392,175.32
0.22735868710154095,250,1519.6409880386623,0.1198731565547666,-0.1198731565547666,54.400000000000006,0,33.91324673339314,8.548643077555985,5.108988394190391,26,295.8326689458602,5.228861550745157,0.44520120596437157,177.764
