TimestepsMean,NormDeltaVar,DeltaOmega,NormDeltaOmega,RewardMean,Wins,ITERATIONS,Omega,ReturnsStd,Traj,TimestepsStd,OmegaBefore,ConfortViolation,RewardStd,ReturnsMean
193.424,0.13024625162905662,-0.06840576750575655,0.06840576750575655,9.665357635900953,82.39999999999999,51,2.3352336198753885,206.63651632153696,250,20.821820861778637,2.403639387381145,0,0.2989843837376057,1869.5121353665058
193.112,0.13814583877447964,-0.062253206518744,0.062253206518744,9.680828077469325,80.0,52,2.2729804133566445,219.24297469969116,250,22.09333510360081,2.3352336198753885,0,0.31880647440809057,1869.4840716962565
195.508,0.13458976026472555,-0.05933153320945017,0.05933153320945017,9.701145418922005,84.0,53,2.2136488801471943,164.0989803837348,250,16.396156134899424,2.2729804133566445,0,0.2841416766238259,1896.6515385626033
196.204,0.14353731724868624,-0.056813356116107716,0.056813356116107716,9.719986114713768,89.2,54,2.1568355240310866,167.30999943994166,250,16.72155447319417,2.2136488801471943,0,0.2347128980740999,1907.1001556513
195.992,0.13885734896320823,-0.05320274945888048,0.05320274945888048,9.735128065807631,90.4,55,2.103632774572206,193.96160420399153,250,19.504664467762577,2.1568355240310866,0,0.22169987011110415,1908.0072198737691
197.92,0.15123828451538096,-0.05157239744538655,0.05157239744538655,9.750129301796695,90.8,56,2.0520603771268195,117.27866968521309,250,11.586612964969529,2.103632774572206,0,0.2152255409264604,1929.745591411602
194.624,0.12994969085824673,-0.052776743002825866,0.052776743002825866,9.757651259728062,82.39999999999999,57,1.9992836341239937,179.7347300546881,250,17.919448205790268,2.0520603771268195,0,0.29676968479142873,1899.0731187733143
191.728,0.11073311273077756,-0.05330478880295586,0.05330478880295586,9.765005520173155,78.0,58,1.9459788453210378,227.08882894273685,250,22.728264693988407,1.9992836341239937,0,0.33411018130481757,1872.2249783717589
191.212,0.10178930087138303,-0.0532258976325497,0.0532258976325497,9.774080493611052,72.8,59,1.8927529476884881,215.59740859118102,250,21.512207139203547,1.9459788453210378,0,0.37130632909665473,1868.9214793443564
192.356,0.100563368888868,-0.05518369521523048,0.05518369521523048,9.786032675548046,74.4,60,1.8375692524732576,216.1152511903619,250,21.577517558792533,1.8927529476884881,0,0.35976974099885967,1882.40210133772
191.616,0.09871282241074977,-0.0559088505230938,0.0559088505230938,9.797949367716425,76.4,61,1.7816604019501638,228.5859729242121,250,22.820090797365378,1.8375692524732576,0,0.34644002873970486,1877.4438660443504
191.344,0.1125395418447404,-0.05556779056218364,0.05556779056218364,9.80771996008083,78.8,62,1.7260926113879802,247.7841562910286,250,24.68363149943703,1.7816604019501638,0,0.3296806607613764,1876.6483680417064
189.236,0.11377898576786061,-0.054732818347299705,0.054732818347299705,9.817676141988638,77.2,63,1.6713597930406805,298.25763522577824,250,29.801146018232252,1.7260926113879802,0,0.34362942530281393,1857.8577624053619
189.868,0.12211128182440197,-0.05054446989917594,0.05054446989917594,9.823023598721775,79.2,64,1.6208153231415046,287.4420968037591,250,28.67923597308687,1.6713597930406805,0,0.3290227902263287,1865.077844642106
189.548,0.12228844549503085,-0.046918928632204704,0.046918928632204704,9.829229959564833,75.6,65,1.5738963945092999,259.1308320756548,250,25.701667183278207,1.6208153231415046,0,0.35652187860726087,1863.1108803755951
181.376,0.11948988849677601,-0.044298187994545435,0.044298187994545435,9.824910454412619,65.2,66,1.5295982065147544,347.4114011219319,250,34.602234378721846,1.5738963945092999,0,0.4348909492704567,1782.0029585795435
180.24,0.11989377400030934,-0.04072986689737079,0.04072986689737079,9.82982246535771,62.4,67,1.4888683396173836,338.33527416780436,250,33.64898809771253,1.5295982065147544,0,0.4536378758205612,1771.7272011560738
181.276,0.12559228483994492,-0.03976377822647237,0.03976377822647237,9.838599769744818,65.2,68,1.4491045613909113,361.6298745132858,250,36.03131726706644,1.4888683396173836,0,0.4354189766179549,1783.5020118602617
183.708,0.14696159916349794,-0.03653617868098036,0.03653617868098036,9.849248025989901,67.60000000000001,69,1.412568382709931,347.1329815593192,250,34.55197152117372,1.4491045613909113,0,0.41759832265890434,1809.3856563585528
179.508,0.15441541277262422,-0.033541670804083656,0.033541670804083656,9.850354418370973,63.2,70,1.3790267119058472,364.80282210665416,250,36.276630714552304,1.412568382709931,0,0.4498914552627156,1768.2174209329364
182.356,0.16429136426455948,-0.03129344102573639,0.03129344102573639,9.857758334194699,65.2,71,1.3477332708801109,351.65657424398876,250,34.973436548329076,1.3790267119058472,0,0.43440681788299895,1797.6213787904087
179.4,0.16750253547743166,-0.03110175314443797,0.03110175314443797,9.858948759152833,62.4,72,1.3166315177356729,368.22082362615873,250,36.598142029343514,1.3477332708801109,0,0.4553489975033914,1768.695407392018
174.944,0.1651835857668923,-0.029511151446673045,0.029511151446673045,9.853585108176953,52.400000000000006,73,1.2871203662889998,377.2329387668641,250,37.50281141461264,1.3166315177356729,0,0.5181624829990539,1723.825593164909
173.956,0.17355468626041926,-0.029435810259823336,0.029435810259823336,9.858819553040856,54.0,74,1.2576845560291765,428.0412963545137,250,42.6672950162065,1.2871203662889998,0,0.5110111720960383,1715.0008141687752
168.784,0.17825017436484786,-0.025782816123581354,0.025782816123581354,9.860862266867134,53.6,75,1.2319017399055952,448.068042675216,250,44.569690867225006,1.2576845560291765,0,0.521421633488602,1664.3557768509022
173.472,0.1834947253185395,-0.022348850479292137,0.022348850479292137,9.871505062294032,57.99999999999999,76,1.209552889426303,446.31877159719795,250,44.44944562083986,1.2319017399055952,0,0.48948603337581575,1712.4297261662703
170.656,0.1809930630218171,-0.022935014172008605,0.022935014172008605,9.870934751793433,55.2,77,1.1866178752542944,433.34763128270237,250,43.059698837776374,1.209552889426303,0,0.5097148552868558,1684.53424100206
166.568,0.18232369016957026,-0.020285363460362138,0.020285363460362138,9.868518717067667,50.8,78,1.1663325117939323,465.21092215322017,250,46.29165557635631,1.1866178752542944,0,0.5404487924260344,1643.7794256645273
171.14,0.1910468234214971,-0.017258774528333243,0.017258774528333243,9.872581069836276,50.0,79,1.149073737265599,427.8161785664655,250,42.55387643916826,1.1663325117939323,0,0.5375833278543409,1689.5935242917799
172.136,0.18787225538206945,-0.017635903253378604,0.017635903253378604,9.877074037459197,52.400000000000006,80,1.1314378340122204,447.76051241879287,250,44.59172012829288,1.149073737265599,0,0.5231731678950937,1700.2000165120764
176.192,0.19365836846843976,-0.018373088465941878,0.018373088465941878,9.886169486966647,56.8,81,1.1130647455462785,420.9976830030621,250,41.86544083131097,1.1314378340122204,0,0.49301612742559703,1741.8639742476278
167.82,0.19309727315455877,-0.01986281524412914,0.01986281524412914,9.88257863942091,52.400000000000006,82,1.0932019303021494,486.48284004091454,250,48.4195373790374,1.1130647455462785,0,0.5300190213635856,1658.4943472676168
168.12,0.18916591642733643,-0.021562902725885458,0.021562902725885458,9.882619744977482,50.0,83,1.071639027576264,487.5500160872638,250,48.538578471150146,1.0932019303021494,0,0.542802093249844,1661.4660315256147
168.292,0.19042589567612062,-0.021616873118459168,0.021616873118459168,9.885223662744904,51.2,84,1.0500221544578048,479.3801212034078,250,47.72226666871556,1.071639027576264,0,0.5360577462980193,1663.6040606506654
162.372,0.1876134297219455,-0.022940099290130966,0.022940099290130966,9.876407431697697,39.6,85,1.0270820551676738,483.71248800531623,250,48.17918239239849,1.0500221544578048,0,0.6065315007582863,1603.6520274996185
160.412,0.18706667150637407,-0.02461971350538228,0.02461971350538228,9.878590595241988,40.400000000000006,86,1.0024623416622915,510.11769721938185,250,50.81104462614403,1.0270820551676738,0,0.6064777655845991,1584.6444745639578
162.228,0.19056014268901575,-0.028973991405036426,0.028973991405036426,9.882189702724046,40.8,87,0.9734883502572551,497.0579842130278,250,49.492383414016345,1.0024623416622915,0,0.6012089241354343,1603.1678710935169
158.76,0.18925104979103674,-0.028189378701765966,0.028189378701765966,9.884372872726102,42.0,88,0.9452989715554891,523.1509485484128,250,52.08138247013034,0.9734883502572551,0,0.6016756923108801,1569.243037273996
154.268,0.19116455656633244,-0.028673017029027692,0.028673017029027692,9.884128831299856,39.2,89,0.9166259545264615,543.7679812824312,250,54.145546224966644,0.9452989715554891,0,0.6248033881926836,1524.8047865469662
149.6,0.19071927591161003,-0.027843880944609656,0.027843880944609656,9.885051278926117,38.0,90,0.8887820735818518,565.2075435872504,250,56.268783530479844,0.9166259545264615,0,0.6407485292053462,1478.803671327347
151.752,0.19765505392802302,-0.02533865295477422,0.02533865295477422,9.887683498493379,36.8,91,0.8634434206270776,539.3842435069148,250,53.67213891769174,0.8887820735818518,0,0.6425381551157208,1500.4757462633672
144.324,0.19865782503337676,-0.021222078728077576,0.021222078728077576,9.881537816891626,32.0,92,0.842221341899,559.8216949924674,250,55.74293698756821,0.8634434206270776,0,0.6830582218030693,1426.143063885067
147.052,0.19739677832231114,-0.020970814299049345,0.020970814299049345,9.88879431206577,35.6,93,0.8212505275999507,583.930673361418,250,58.15091827305911,0.842221341899,0,0.6589166723268045,1454.1669811778959
138.356,0.1963601598957508,-0.019488297967833357,0.019488297967833357,9.879744722088233,29.2,94,0.8017622296321173,569.3183958555103,250,56.690574736899606,0.8212505275999507,0,0.711728938944085,1366.9219607692396
133.64,0.19501559456395737,-0.01627249864003477,0.01627249864003477,9.876874762916195,28.4,95,0.7854897309920825,586.7727740069488,250,58.446953727290186,0.8017622296321173,0,0.7282274924714628,1319.9455433161204
133.476,0.19612188701797523,-0.015246358115670322,0.015246358115670322,9.873480322922072,23.200000000000003,96,0.7702433728764122,565.4819652511009,250,56.36397274855633,0.7854897309920825,0,0.7544787829796432,1317.8726595823464
137.448,0.19489738255993092,-0.014893435190593163,0.014893435190593163,9.883197852481972,28.000000000000004,97,0.755349937685819,574.873899209673,250,57.2589844129286,0.7702433728764122,0,0.7203411051527323,1358.425778427942
131.232,0.19490823262482088,-0.012766681525001045,0.012766681525001045,9.875381589234534,22.400000000000002,98,0.742583256160818,560.7976817227049,250,55.87208762879726,0.755349937685819,0,0.7648884143094163,1295.9660767184264
127.48,0.1930418974227972,-0.011588025362585852,0.011588025362585852,9.87100498123464,19.6,99,0.7309952307982321,567.2837207823269,250,56.55151280027795,0.742583256160818,0,0.7896504348162243,1258.3557150077916
131.996,0.19355674308082307,-0.012245902997044311,0.012245902997044311,9.879643929561277,23.599999999999998,100,0.7187493278011878,580.2183543944732,250,57.80785399926207,0.7309952307982321,0,0.7569952475506395,1304.0734801263707
127.256,0.19363139097356993,-0.009329258044949995,0.009329258044949995,9.873546446502722,20.0,101,0.7094200697562378,570.9332652968135,250,56.90671721334837,0.7187493278011878,0,0.7885538045449353,1256.4680265961504
128.836,0.19541285286051002,-0.008472644899329307,0.008472644899329307,9.882110561856821,25.6,102,0.7009474248569085,606.5431804696118,250,60.40610154611866,0.7094200697562378,0,0.756267322993608,1273.171596347385
115.24,0.1900221347089655,-0.008733577861999686,0.008733577861999686,9.863409548359567,18.0,103,0.6922138469949088,565.6740962959168,250,56.34896982199408,0.7009474248569085,0,0.8382814943369539,1136.6593163529565
120.416,0.18375585852193158,-0.01162212003319485,0.01162212003319485,9.870502015196118,18.8,104,0.680591726961714,569.2469211657183,250,56.71058934625878,0.6922138469949088,0,0.8164717785562852,1188.5663706618557
118.58,0.17837226657066893,-0.012331052003892728,0.012331052003892728,9.870928761392376,20.4,105,0.6682606749578213,588.8946006064474,250,58.65386261790437,0.680591726961714,0,0.8147177833380174,1170.4947325259077
115.756,0.17551236565795983,-0.014034482400079762,0.014034482400079762,9.86596313208802,17.2,106,0.6542261925577415,589.9798914647973,250,58.81707629591937,0.6682606749578213,0,0.8406911650190557,1142.0444283179809
114.992,0.172347210669012,-0.01511427091502926,0.01511427091502926,9.866338125632575,17.2,107,0.6391119216427122,582.5241452495127,250,58.055903541328156,0.6542261925577415,0,0.8435685743181639,1134.5499537427413
112.948,0.16843084401682168,-0.014749135249311873,0.014749135249311873,9.867352701341016,18.0,108,0.6243627863934004,595.0614778790028,250,59.293383239616205,0.6391119216427122,0,0.8470237427872639,1114.4977529110652
111.82,0.16376203557240265,-0.016410454496774918,0.016410454496774918,9.86655039418304,17.599999999999998,109,0.6079523318966255,574.3943812328837,250,57.21031025960268,0.6243627863934004,0,0.8533971378363875,1103.2776650775475
111.936,0.16263138169166808,-0.01575165466278361,0.01575165466278361,9.864561309214348,14.000000000000002,110,0.5922006772338418,577.0256278404845,250,57.544868615715856,0.6079523318966255,0,0.8712506782271457,1104.1995347082172
105.004,0.16053463806577728,-0.015323586623464336,0.015323586623464336,9.856391470364308,12.0,111,0.5768770906103775,569.1253717407709,250,56.75832964420289,0.5922006772338418,0,0.9094180926709693,1034.960529954134
99.8,0.15935450302802798,-0.015775163812948523,0.015775163812948523,9.846617381295978,8.799999999999999,112,0.561101926797429,525.2824550994209,250,52.41267022390674,0.5768770906103775,0,0.9489099207532271,982.6924146533385
95.448,0.15291681975463073,-0.01545124625040517,0.01545124625040517,9.84468679060128,10.0,113,0.5456506805470238,517.3924713308623,250,51.561374070131215,0.561101926797429,0,0.9638251370097802,939.655664789311
93.08,0.14655051944256098,-0.016908630103131705,0.016908630103131705,9.842109801787712,9.6,114,0.5287420504438921,514.290096440278,250,51.25826372400844,0.5456506805470238,0,0.9780294873584465,916.1035803504003
94.988,0.1438944446341722,-0.015432960591323042,0.015432960591323042,9.847076837901959,10.4,115,0.5133090898525691,514.6217072598104,250,51.27872712928822,0.5287420504438921,0,0.9642492074480055,935.3541346786313
86.98,0.1349908807108945,-0.015856811750478095,0.015856811750478095,9.829792459793621,5.6000000000000005,116,0.497452278102091,466.79367897775336,250,46.574280456062866,0.5133090898525691,0,1.0330260447977409,854.9953481528491
84.528,0.12992035555735754,-0.016473928628081225,0.016473928628081225,9.826187099940576,5.6000000000000005,117,0.48097834947400975,470.35472157216003,250,46.93554320554946,0.497452278102091,0,1.0476560349511348,830.5879431837769
79.572,0.12341493740739133,-0.016452099875007564,0.016452099875007564,9.81745550123873,4.8,118,0.4645262495990022,451.078608153673,250,45.006986302128695,0.48097834947400975,0,1.0837150710632244,781.1945691445682
84.516,0.12188926056028342,-0.015196730820491944,0.015196730820491944,9.828995511670113,5.2,119,0.44932951877851024,472.0166238593718,250,47.09957265198911,0.4645262495990022,0,1.0502062313526364,830.7073846643113
80.932,0.11855042839031066,-0.014852845129667502,0.014852845129667502,9.822089106009834,4.3999999999999995,120,0.43447667364884274,459.5507477869519,250,45.87251220502318,0.44932951877851024,0,1.0772359631213675,794.9213155275877
72.488,0.11280184602840918,-0.013767332347992767,0.013767332347992767,9.800834877786013,2.4,121,0.42070934130084997,402.23901721507445,250,40.177728357885044,0.43447667364884274,0,1.1484037784572527,710.4429186209526
69.22,0.10594387790878534,-0.01306953714209702,0.01306953714209702,9.791943431531228,1.6,122,0.40763980415875295,366.12976003334734,250,36.58485478992639,0.42070934130084997,0,1.17929143391333,677.7983243305914
65.636,0.09866947986106075,-0.012685303327497455,0.012685303327497455,9.781471987335983,1.2,123,0.3949545008312555,335.6024913596195,250,33.537434368180286,0.40763980415875295,0,1.2126832634207516,642.0166953607849
72.244,0.09429936157103969,-0.011751138851804288,0.011751138851804288,9.803454423671628,2.0,124,0.3832033619794512,402.9614712740695,250,40.25668222792335,0.3949545008312555,0,1.1529693975708601,708.2407613837332
69.54,0.08717027142436563,-0.010901332392956153,0.010901332392956153,9.79632706381297,1.6,125,0.37230202958649505,362.11183222102653,250,36.17214950759769,0.3832033619794512,0,1.1770558855251982,681.2365840175538
63.084,0.08300899122695049,-0.009010142949108346,0.009010142949108346,9.775718327661545,0.8,126,0.3632918866373867,318.1986450497981,250,31.804857239107363,0.37230202958649505,0,1.2390653417768398,616.691414982201
64.38,0.0791975171783265,-0.008184389448253115,0.008184389448253115,9.781839516358213,1.2,127,0.3551074971891336,341.03084896624864,250,34.06915907386034,0.3632918866373867,0,1.224579171378694,629.7548280631419
62.068,0.07469225058864838,-0.007466108764767498,0.007466108764767498,9.774617790801662,1.2,128,0.3476413884243661,326.06867072762134,250,32.57052925575512,0.3551074971891336,0,1.2465788142393395,606.6909770394775
63.268,0.07172426569064135,-0.006471288545073006,0.006471288545073006,9.777877479761347,0.4,129,0.3411700998792931,311.0091582912476,250,31.100420833165586,0.3476413884243661,0,1.2399997780230307,618.6267523895409
60.176,0.06730236617990368,-0.005469284422114973,0.005469284422114973,9.766574080855106,0.0,130,0.3357008154571781,309.9051638236515,250,31.015754448344474,0.3411700998792931,0,1.2730269689870992,587.7133618895369
59.488,0.0632995645121221,-0.005172572608772186,0.005172572608772186,9.76556717583395,0.4,131,0.33052824284840593,314.90572520742893,250,31.490345441103056,0.3357008154571781,0,1.2777586066596476,580.9340601560101
56.324,0.059329715479126625,-0.004184629319979871,0.004184629319979871,9.752325983719423,0.0,132,0.32634361352842606,259.41003535051505,250,25.959719258882597,0.33052824284840593,0,1.31456573157037,549.2900087070127
62.188,0.05723831103805287,-0.003782261569502121,0.003782261569502121,9.776958237073364,0.8,133,0.32256135195892394,326.1376965305851,250,32.59215635701326,0.32634361352842606,0,1.2481960669979233,608.0094788471183
57.672,0.05459730313191769,-0.0031008167600345415,0.0031008167600345415,9.759231091019972,0.4,134,0.3194605351988894,291.48858270058713,250,29.145366973157156,0.32256135195892394,0,1.2971286878971136,562.8343754813038
61.284,0.05278453672793526,-0.0024054955981380743,0.0024054955981380743,9.772580778850706,0.0,135,0.3170550396007513,303.7608235199223,250,30.39637057281675,0.3194605351988894,0,1.2620472179936795,598.9028404510866
