NormDeltaOmega,RewardMean,NormDeltaVar,ITERATIONS,ReturnsMean,ReturnsStd,TimestepsMean,Traj,Wins,RewardStd,ConfortViolation,OmegaBefore,DeltaOmega,TimestepsStd,Omega
0.10000000148931054,6.433790714125095,0.3162277680420345,0,155.4661188161188,75.27160869310828,24.164,250,0.0,1.3435178934173906,0,8.0,-0.10000000148931054,11.173231582671148,7.8999999985106895
0.10010080983321057,6.521943104472613,0.2960438824128757,1,166.4139002537232,101.2368483630118,25.516,250,0.0,1.3240627183720508,0,7.8999999985106895,-0.10010080983321057,14.84889706341855,7.799899188677479
0.09928917395945991,6.643469480603334,0.29188344142679606,2,205.01746817141887,103.74925965891312,30.86,250,0.0,1.2233216333976,0,7.799899188677479,-0.09928917395945991,15.051923465125645,7.700610014718019
0.0979499727089106,6.752902677882943,0.2763533642134687,3,248.0476211639963,141.11132814106915,36.732,250,0.0,1.1377254621831387,0,7.700610014718019,-0.0979499727089106,20.156889045683613,7.602660042009108
0.0985311293326836,6.83690216119866,0.26692773567251415,4,266.55714146081334,129.9345312456559,38.988,250,0.0,1.1174124401715437,0,7.602660042009108,-0.0985311293326836,18.38531631492915,7.504128912676425
0.09910944707546854,6.92914758822457,0.26629556046064834,5,303.80154685811806,144.06228678021384,43.844,250,0.0,1.067211554696274,0,7.504128912676425,-0.09910944707546854,20.152311629190333,7.405019465600956
0.0993148631566001,7.021435081080683,0.2635385985546336,6,335.34373947241346,148.03708734298488,47.76,250,0.0,1.0351472112288234,0,7.405019465600956,-0.0993148631566001,20.451268909287755,7.305704602444356
0.10025277299140267,7.092632745393906,0.24143571578915227,7,342.46067947859933,149.22868624349724,48.284,250,0.0,1.0399117806278497,0,7.305704602444356,-0.10025277299140267,20.403218961722683,7.2054518294529535
0.10107547886609858,7.176527985767652,0.20953504628972147,8,376.4519520214278,176.71453723972857,52.456,250,0.0,1.0088823699498706,0,7.2054518294529535,-0.10107547886609858,23.910668413910976,7.104376350586855
0.10192022165189041,7.26147275224846,0.20298869615866563,9,408.38522758645337,177.313274981949,56.24,250,0.0,0.9853741279097377,0,7.104376350586855,-0.10192022165189041,23.77154601619339,7.0024561289349645
0.10296698540854177,7.330798450688587,0.2098043822410929,10,413.89688052587763,180.76633804154855,56.46,250,0.0,0.9925839168192828,0,7.0024561289349645,-0.10296698540854177,23.970323318637153,6.899489143526423
0.10400004105977168,7.407927279235122,0.20752741859683208,11,434.48975078169826,167.34436522103786,58.652,250,0.0,0.9837499496617,0,6.899489143526423,-0.10400004105977168,21.983150274699028,6.795489102466651
0.10496835874405619,7.478081735456075,0.21251864211078966,12,444.55700300939276,176.15812579532908,59.448,250,0.0,0.9862231601973227,0,6.795489102466651,-0.10496835874405619,22.922288192935714,6.690520743722595
0.10599668728121703,7.557239227372564,0.22536258182601385,13,477.2850006439417,189.48321835149056,63.156,250,0.0,0.966673494367032,0,6.690520743722595,-0.10599668728121703,24.442824386719305,6.584524056441378
0.10701150218327182,7.631869285656789,0.2392970659408893,14,504.2528674419153,192.07168015915454,66.072,250,0.0,0.9542908862525372,0,6.584524056441378,-0.10701150218327182,24.545851299150332,6.477512554258106
0.108101307441963,7.706873163489797,0.256030792686692,15,538.6487791426289,226.7933241134053,69.892,250,0.0,0.936870776233433,0,6.477512554258106,-0.108101307441963,28.72908519253615,6.369411246816143
0.10919964593480191,7.783531417196095,0.26349273488223446,16,582.2081500062679,214.08034301232323,74.8,250,0.4,0.9125517258014798,0,6.369411246816143,-0.10919964593480191,26.855911825890402,6.260211600881341
0.11021105964940592,7.852567306043158,0.26849614992650406,17,613.3797374096431,231.11764944806606,78.112,250,0.4,0.9010171112897529,0,6.260211600881341,-0.11021105964940592,28.76003226701945,6.150000541231935
0.11106977862019995,7.939030963774551,0.27171627380778773,18,712.7979560515342,307.6281703803416,89.784,250,1.6,0.8445987387337422,0,6.150000541231935,-0.11106977862019995,37.910966012487734,6.038930762611735
0.11203589024949157,8.018700336753193,0.27547505816708356,19,823.1677017697359,323.0965095552381,102.656,250,3.2,0.791574204290587,0,6.038930762611735,-0.11203589024949157,39.45014149531025,5.926894872362244
0.11330813084228808,8.090839200667656,0.27153917964253976,20,923.8120199322328,350.9762305125051,114.18,250,6.4,0.7453930092572011,0,5.926894872362244,-0.11330813084228808,42.43201150075259,5.813586741519956
0.11448661863249487,8.179370787858469,0.2834295081483116,21,1106.7997375298567,366.6634238213741,135.316,250,13.200000000000001,0.6669780293251523,0,5.813586741519956,-0.11448661863249487,43.852846475456985,5.699100122887461
0.11574587270780956,8.272145005375908,0.29514888691464325,22,1293.9289217408993,327.69856967030256,156.42,250,27.200000000000003,0.5747439934152637,0,5.699100122887461,-0.11574587270780956,38.57299055038383,5.583354250179651
0.11701690178354252,8.352895196643187,0.28208877558227025,23,1417.6533727742817,281.64727812667786,169.72,250,35.6,0.5245770616475128,0,5.583354250179651,-0.11701690178354252,32.89354951962467,5.466337348396109
0.11790079620591953,8.416504832034661,0.2724816647756857,24,1422.2209865172172,297.52839333409236,168.98,250,40.0,0.5124500930204224,0,5.466337348396109,-0.11790079620591953,34.55945022710865,5.348436552190189
0.11882406391890754,8.47827306764625,0.2545866796442223,25,1448.7673017993911,305.52908816525354,170.88,250,43.2,0.5000976421049389,0,5.348436552190189,-0.11882406391890754,35.34200899779185,5.229612488271282
0.11905936533680439,8.540072304644433,0.24792278313085273,26,1461.8554168198154,309.69124946303475,171.176,250,42.0,0.5079477686743139,0,5.229612488271282,-0.11905936533680439,35.630563060383984,5.110553122934477
0.12035784282772166,8.612109540832597,0.24540655527802913,27,1494.5454897160887,321.56496289989644,173.54,250,48.8,0.47844286116052115,0,5.110553122934477,-0.12035784282772166,36.62425971948102,4.9901952801067555
0.12071297563686745,8.671413037211078,0.24479960764235467,28,1518.7112793371482,310.67331933070346,175.14,250,51.6,0.4670933654467974,0,4.9901952801067555,-0.12071297563686745,35.14450739447062,4.869482304469888
0.12171911878713981,8.738921009991714,0.24216627671552324,29,1541.3359320582986,333.3369859761951,176.376,250,58.4,0.43521915412037343,0,4.869482304469888,-0.12171911878713981,37.416715836641785,4.747763185682748
0.12204293776608921,8.79996981760395,0.24116823969103693,30,1625.917623379776,268.7282336620906,184.764,250,65.2,0.3934105071596751,0,4.747763185682748,-0.12204293776608921,29.897496617609974,4.625720247916659
0.12217585842649026,8.863633796434996,0.23859796205587347,31,1674.553151357685,231.53651817747402,188.924,250,70.8,0.35986121204538907,0,4.625720247916659,-0.12217585842649026,25.524855024074085,4.503544389490169
0.12314150425329995,8.931738590474685,0.23619775995680845,32,1724.147090550871,198.74403076272498,193.036,250,82.0,0.28533125872772547,0,4.503544389490169,-0.12314150425329995,21.722308901219503,4.380402885236869
0.12330545034894058,8.986711852176004,0.21985841967760286,33,1734.3994406225604,227.3890925014384,192.996,250,85.2,0.26262286366175963,0,4.380402885236869,-0.12330545034894058,24.812496528967014,4.257097434887928
0.12474897851757394,9.054173247257241,0.21405121972746258,34,1802.106426441092,103.11555253412858,199.036,250,94.8,0.16346320883654136,0,4.257097434887928,-0.12474897851757394,11.08344278642697,4.132348456370354
0.12605407047509054,9.110448276264242,0.20789799257550132,35,1812.250371114483,100.87827025451847,198.92,250,94.39999999999999,0.16725170558499705,0,4.132348456370354,-0.12605407047509054,10.701850307306675,4.006294385895264
0.126049341113474,9.161045697048463,0.1865293338440076,36,1814.9497293164534,125.83662689122498,198.116,250,93.2,0.18229668264269994,0,4.006294385895264,-0.126049341113474,13.36048442235535,3.8802450447817898
0.12640187817161408,9.219613023444387,0.18341708220649575,37,1844.7339306349402,73.58840939130555,200.088,250,97.6,0.11621712036168054,0,3.8802450447817898,-0.12640187817161408,7.757335625071278,3.7538431666101757
0.12671351311885504,9.268744956232874,0.1790585032971544,38,1851.635717396554,92.44543017653328,199.772,250,98.0,0.10900265902818866,0,3.7538431666101757,-0.12671351311885504,9.722551928377653,3.6271296534913207
0.12686310958364544,9.317997878083668,0.1538993597966359,39,1870.1594461229042,35.339470037141474,200.704,250,98.8,0.08913007713144494,0,3.6271296534913207,-0.12686310958364544,3.5710480254401498,3.500266543907675
0.1262691136131302,9.36393555490171,0.14640092083793024,40,1880.2408036820436,29.962234614305885,200.796,250,98.8,0.08833844108394284,0,3.500266543907675,-0.1262691136131302,3.0322242661122543,3.373997430294545
0.1266557326729214,9.411575235599967,0.1516384079177569,41,1888.564333076432,30.36988372951971,200.664,250,98.4,0.09508345904254387,0,3.373997430294545,-0.1266557326729214,2.9811246200050077,3.2473416976216236
0.12598551815843306,9.452203946048217,0.12726453644967556,42,1898.1537876296186,16.6421430512836,200.816,250,98.4,0.0959137509013657,0,3.2473416976216236,-0.12598551815843306,1.5511750384788947,3.1213561794631905
0.12425532972691267,9.492293497820985,0.12390539647960704,43,1906.090503536445,21.455062508739932,200.804,250,98.8,0.08592071677507973,0,3.1213561794631905,-0.12425532972691267,2.074026036480738,2.997100849736278
0.12329066232142916,9.532209083142725,0.12752380714116252,44,1914.715774112713,14.030051413964708,200.868,250,98.8,0.08489226338439988,0,2.997100849736278,-0.12329066232142916,1.265928907956525,2.8738101874148487
0.12194782072152144,9.567962989679042,0.121084098212502,45,1920.5963468442537,29.129173795559204,200.732,250,98.0,0.1044065499058209,0,2.8738101874148487,-0.12194782072152144,2.827751049862771,2.7518623666933273
0.11932816205333596,9.59678666291187,0.11007184730180179,46,1913.3305505580645,64.5673270928576,199.372,250,92.0,0.1976425160750972,0,2.7518623666933273,-0.11932816205333596,6.357485037339845,2.6325342046399913
0.11551737613585411,9.622771623791389,0.0963568657217622,47,1908.8884525547453,85.65135897365857,198.372,250,85.6,0.26358484412057526,0,2.6325342046399913,-0.11551737613585411,8.543630141807403,2.517016828504137
