NormDeltaOmega,RewardMean,NormDeltaVar,ITERATIONS,ReturnsMean,ReturnsStd,TimestepsMean,Traj,Wins,RewardStd,ConfortViolation,OmegaBefore,DeltaOmega,TimestepsStd,Omega
0.11351492628358928,9.653528484538814,0.10200347323655205,48,1911.630324622314,101.45926860436057,198.024,250,87.2,0.25006242424433994,0,2.517016828504137,-0.11351492628358928,10.100664532593884,2.403501902220548
0.10757657850766522,9.679818317639926,0.10330005963514774,49,1910.8348551753922,128.48823753015037,197.404,250,87.6,0.24748008931557586,0,2.403501902220548,-0.10757657850766522,12.839033608492503,2.2959253237128827
0.10251904262425793,9.703664547089451,0.09685678469066283,50,1919.578920705235,125.64953206882072,197.82,250,86.8,0.2561629357836315,0,2.2959253237128827,-0.10251904262425793,12.517012423098416,2.193406281088625
0.09778189097518064,9.726695793932599,0.10410250112846818,51,1914.6417068608682,158.28670619466385,196.844,250,87.2,0.25336784368462345,0,2.193406281088625,-0.09778189097518064,15.873111352220773,2.095624390113444
0.09010277281526768,9.73572681069868,0.0934497315579823,52,1881.5655063428696,205.46070325171368,193.264,250,75.6,0.35123954233563104,0,2.095624390113444,-0.09010277281526768,20.560600769432785,2.0055216172981765
0.08407424441269562,9.752483477178643,0.09037611361992173,53,1878.2893077706979,213.1679899602458,192.596,250,75.6,0.3528899340646387,0,2.0055216172981765,-0.08407424441269562,21.277800262245155,1.9214473728854808
0.07662895022073468,9.771626491728258,0.10002163073445688,54,1882.601559896366,220.5634922398514,192.66,250,77.2,0.3416640450038414,0,1.9214473728854808,-0.07662895022073468,21.979818015625153,1.8448184226647462
0.0709470666175398,9.785882969845758,0.10273989434875455,55,1866.9898965190532,246.30390660921603,190.784,250,75.2,0.3576249427832948,0,1.8448184226647462,-0.0709470666175398,24.559343313696317,1.7738713560472064
0.06664825891076798,9.78938622642482,0.10511258626400267,56,1828.970607455402,270.40905799555446,186.832,250,64.0,0.4345923001344322,0,1.7738713560472064,-0.06664825891076798,26.950097884794406,1.7072230971364384
0.06103397387271059,9.806576404021731,0.12242716823797335,57,1835.1242556373948,307.1984975406039,187.132,250,70.0,0.39749232529057493,0,1.7072230971364384,-0.06103397387271059,30.679546541629325,1.6461891232637278
0.057173101283997996,9.817503814625923,0.12643265664189865,58,1853.7018002624086,270.0857481534497,188.816,250,69.19999999999999,0.40098127480038703,0,1.6461891232637278,-0.057173101283997996,26.899333523342168,1.5890160219797298
0.05438832604085664,9.826592622935955,0.1279985065853252,59,1844.0190652496697,287.5671599552765,187.656,250,66.0,0.4223678435919096,0,1.5890160219797298,-0.05438832604085664,28.66638561102533,1.5346276959388732
0.04992408970424078,9.832419121886232,0.13254804830260436,60,1801.3778424825327,351.0896421584306,183.208,250,63.2,0.44463085053588847,0,1.5346276959388732,-0.04992408970424078,35.05750612921575,1.4847036062346324
0.04901352849756857,9.834745563061059,0.13519027029241742,61,1763.8419472438745,379.7174716511797,179.348,250,56.00000000000001,0.49109053294833593,0,1.4847036062346324,-0.04901352849756857,37.91879344072013,1.4356900777370638
0.046994704351659644,9.827633376285194,0.1313766079378972,62,1663.464535803537,429.16092715680514,169.264,250,44.0,0.5699190975372749,0,1.4356900777370638,-0.046994704351659644,42.89841843238513,1.3886953733854042
0.04632737935245412,9.834845928778188,0.1365254730947811,63,1627.0769104570634,464.4873471472023,165.44,250,43.6,0.5786089724499777,0,1.3886953733854042,-0.04632737935245412,46.39851721768703,1.34236799403295
0.045276711781190526,9.846249442960412,0.1502441785118148,64,1647.671381784995,459.06221515669574,167.34,250,47.599999999999994,0.5551370931069624,0,1.34236799403295,-0.045276711781190526,45.79642344113785,1.2970912822517595
0.04447796627095402,9.854377292101296,0.16277302288814735,65,1675.3623921847256,450.45079798181195,170.012,250,48.8,0.5447629402686961,0,1.2970912822517595,-0.04447796627095402,44.915875322651786,1.2526133159808055
0.043305083407384704,9.854909658753192,0.16126453658808879,66,1604.2216138904798,488.27979785618794,162.784,250,45.6,0.5739535598438249,0,1.2526133159808055,-0.043305083407384704,48.67082641583149,1.2093082325734208
0.042836376146822897,9.854708435249007,0.16344581433589364,67,1569.224352395311,498.98271094151613,159.236,250,40.8,0.6053627546705103,0,1.2093082325734208,-0.042836376146822897,49.776905327671784,1.166471856426598
0.04243653585158258,9.858413030746574,0.16879152660843874,68,1517.4463673446355,529.7009202431655,153.924,250,40.400000000000006,0.6180147269441346,0,1.166471856426598,-0.04243653585158258,52.804755694918235,1.1240353205750153
0.042754031047896435,9.856709665784862,0.17749350508844478,69,1449.5277234503217,544.3324644649099,147.06,250,34.8,0.6611359406263442,0,1.1240353205750153,-0.042754031047896435,54.26446719539408,1.0812812895271189
0.04172436148719494,9.859076252357196,0.1871093588026667,70,1463.244661069846,528.3477428876478,148.416,250,32.0,0.6724008279051629,0,1.0812812895271189,-0.04172436148719494,52.66789291399458,1.039556928039924
0.04099929250559642,9.861425377243899,0.1910687309143118,71,1397.5612044630054,559.8222044853225,141.72,250,33.6,0.6800627316502003,0,1.039556928039924,-0.04099929250559642,55.776066551882266,0.9985576355343275
0.03893696139936398,9.859911567989146,0.1951977908651667,72,1380.0326627020327,566.0996175624852,139.964,250,27.200000000000003,0.7162950239375121,0,0.9985576355343275,-0.03893696139936398,56.494696246638945,0.9596206741349635
0.039105213160305796,9.849874000305562,0.19377850950169515,73,1293.9582476721412,554.88610619412,131.368,250,21.6,0.7668475195657073,0,0.9596206741349635,-0.039105213160305796,55.412278206188205,0.9205154609746578
0.039519789914240544,9.843777388404963,0.19251380174786262,74,1212.280872936848,540.5771163020441,123.152,250,15.6,0.8213184279034291,0,0.9205154609746578,-0.039519789914240544,53.995415509096695,0.8809956710604172
0.03717794045012568,9.84267529349749,0.19110148982853678,75,1156.750571192999,529.2088378175428,117.524,250,15.2,0.8427034735933498,0,0.8809956710604172,-0.03717794045012568,52.823265934623926,0.8438177306102915
0.035734906832104896,9.821925214079945,0.1847463155028733,76,988.2821150407243,501.98182760479955,100.62,250,9.2,0.940924725033411,0,0.8438177306102915,-0.035734906832104896,50.14510544410092,0.8080828237781866
0.032822015309217356,9.839640085238216,0.18670992924666363,77,1072.4026936099426,550.5319835674495,108.988,250,11.600000000000001,0.89334233273149,0,0.8080828237781866,-0.032822015309217356,54.99254364002451,0.7752608084689693
0.03193071702353678,9.826834866470133,0.18553897086993137,78,993.3750829817328,491.90335535126,101.088,250,7.6,0.9474277368977505,0,0.7752608084689693,-0.03193071702353678,49.160555895961956,0.7433300914454325
0.03115877019289015,9.822308570909165,0.18111864169078415,79,932.6871326592506,491.6871582420225,94.956,250,7.199999999999999,0.9793757984909955,0,0.7433300914454325,-0.03115877019289015,49.11808286161014,0.7121713212525423
0.029989863307295583,9.822842847192044,0.17758034135271414,80,921.343367695225,492.2001872983804,93.796,250,6.4,0.9897937304684961,0,0.7121713212525423,-0.029989863307295583,49.18067083723035,0.6821814579452468
0.028596729470520832,9.810412868011808,0.1692325334901037,81,854.2907525464681,426.19966596970227,87.08,250,3.5999999999999996,1.0415955568739905,0,0.6821814579452468,-0.028596729470520832,42.61288068178447,0.6535847284747259
0.027116250377224316,9.819159938011863,0.1622532435625041,82,868.8778245947939,459.19782030864036,88.488,250,5.6000000000000005,1.0232218161249012,0,0.6535847284747259,-0.027116250377224316,45.86582448839223,0.6264684780975016
0.026462904038317414,9.80525184207654,0.15232095917783334,83,792.735000928204,426.15733762065275,80.848,250,4.0,1.0784954804738034,0,0.6264684780975016,-0.026462904038317414,42.57380527977268,0.6000055740591842
0.024548077716635253,9.802447754517702,0.1464313250218869,84,788.5088973734039,380.07688172149784,80.44,250,1.2,1.096666371046299,0,0.6000055740591842,-0.024548077716635253,38.0471076430259,0.575457496342549
0.022626223588126715,9.799436904270804,0.14005261175940947,85,766.7079433901475,370.8864341893353,78.24,250,0.4,1.1163274944462998,0,0.575457496342549,-0.022626223588126715,37.14671452497515,0.5528312727544222
0.0213399823380076,9.793496885922618,0.1339655166122765,86,725.698119246866,353.169256899793,74.1,250,1.2,1.1419943616996182,0,0.5528312727544222,-0.0213399823380076,35.32978913042081,0.5314912904164146
0.020404002225610562,9.776369754403373,0.12427733507555665,87,663.424451533813,308.320700839316,67.86,250,0.0,1.1992024320765138,0,0.5314912904164146,-0.020404002225610562,30.88469523890433,0.5110872881908041
0.018672034660486725,9.77812404984992,0.11739038090529322,88,655.1343113399446,335.38033174128134,67.0,250,1.2,1.199768584772174,0,0.5110872881908041,-0.018672034660486725,33.53839590678123,0.49241525353031734
0.017118669308731904,9.78450946125374,0.11199330506217423,89,676.3444319997036,321.0353362789893,69.124,250,0.4,1.186576438265286,0,0.49241525353031734,-0.017118669308731904,32.1298089630175,0.47529658422158544
0.015584904773013886,9.769880401535003,0.1059885427725373,90,625.0378685686036,299.3347768707844,63.976,250,0.4,1.2321392509998514,0,0.47529658422158544,-0.015584904773013886,29.95956314768291,0.45971167944857155
0.014283084402226476,9.775843643473815,0.10099117826628672,91,633.4746680971032,324.465028901179,64.8,250,1.2,1.2199261161001131,0,0.45971167944857155,-0.014283084402226476,32.426408990204266,0.4454285950463451
0.012857825822600866,9.769905945764805,0.09459121675628357,92,614.1753673745586,305.4295508625828,62.864,250,0.8,1.240606312523529,0,0.4454285950463451,-0.012857825822600866,30.540424096596954,0.4325707692237442
0.010959490711377196,9.770769323756683,0.0899794347328648,93,616.0274643242112,333.5528767193789,63.048,250,0.4,1.2414089824641985,0,0.4325707692237442,-0.010959490711377196,33.37444675196879,0.421611278512367
0.0100494365304033,9.758432666099326,0.08346439796805326,94,580.2754400569303,244.034956676861,59.464,250,0.0,1.2797224034185137,0,0.421611278512367,-0.0100494365304033,24.43081464053133,0.4115618419819637
0.009181550199778288,9.770353254446798,0.07833610220568164,95,607.5596467745197,321.6769728184436,62.184,250,0.4,1.2500279229284268,0,0.4115618419819637,-0.009181550199778288,32.18456375345175,0.40238029178218543
0.007956898195423279,9.771603757586412,0.07596026125064308,96,610.9206669243025,274.9814444557176,62.52,250,0.4,1.2467474263401979,0,0.40238029178218543,-0.007956898195423279,27.503628851480673,0.39442339358676215
0.00728429736520203,9.75585435400423,0.0709427622876205,97,567.9858404901265,244.70175714832212,58.22,250,0.0,1.2931731011736918,0,0.39442339358676215,-0.00728429736520203,24.493337869714694,0.3871390962215601
0.006709253789511038,9.758760373151171,0.06807580701735476,98,572.605023655018,281.3765284704202,58.676,250,0.4,1.2858458012359943,0,0.3871390962215601,-0.006709253789511038,28.141269054539812,0.3804298424320491
0.006161666373857011,9.764821560521554,0.06592321162127793,99,586.0064714900195,307.80868587689724,60.012,250,0.4,1.272031205591602,0,0.3804298424320491,-0.006161666373857011,30.7844742686959,0.37426817605819207
0.005436935112899444,9.754616041267212,0.06220043679217317,100,559.329683806262,268.3540619466218,57.34,250,0.4,1.3004001767708762,0,0.37426817605819207,-0.005436935112899444,26.83654970371564,0.3688312409452926
0.0052138854532981505,9.754274965700017,0.06022534442561587,101,558.9979897343363,258.7995959583058,57.308,250,0.0,1.3033632221902314,0,0.3688312409452926,-0.0052138854532981505,25.901141596462498,0.3636173554919945
0.004889000914943431,9.760429700908663,0.057277153652329764,102,568.7988012501532,302.0072509006186,58.276,250,0.8,1.2878742097155924,0,0.3636173554919945,-0.004889000914943431,30.177074477158982,0.35872835457705105
0.004171347070250964,9.752497355750599,0.0534192533322186,103,552.45947020856,259.68074967303687,56.648,250,0.0,1.3108438159928513,0,0.35872835457705105,-0.004171347070250964,25.99023078004503,0.3545570075068001
0.0040374156415174944,9.74895758765564,0.05038031680705351,104,543.9528375608342,254.04391261701076,55.796,250,0.0,1.3204748727550957,0,0.3545570075068001,-0.0040374156415174944,25.42538857126868,0.3505195918652826
0.003082834017837266,9.753341609387848,0.04674455255131039,105,552.4682821221652,256.7135946500797,56.644,250,0.0,1.3109509341296082,0,0.3505195918652826,-0.003082834017837266,25.691190396709917,0.3474367578474453
0.0028688966594475063,9.759107314573567,0.045315412450711835,106,566.691843542658,261.2339338097017,58.068,250,0.0,1.2952824991826952,0,0.3474367578474453,-0.0028688966594475063,26.14297947824616,0.3445678611879978
0.0032321918512172587,9.750418078058617,0.04475650046432337,107,542.7472718970547,274.8561587466995,55.664,250,0.4,1.3195180727915992,0,0.3445678611879978,-0.0032321918512172587,27.479576124824053,0.34133566933678056
0.003244843754199589,9.74788738899931,0.04082958277096901,108,536.094814845406,245.29650856156377,54.996,250,0.4,1.3273362185239064,0,0.34133566933678056,-0.003244843754199589,24.52044012655564,0.33809082558258097
0.002601919902623373,9.748810932368382,0.03871249168922728,109,540.4350828467736,225.44867414609647,55.436,250,0.0,1.3247725427732302,0,0.33809082558258097,-0.002601919902623373,22.56062729624334,0.3354889056799576
0.0024189688840322576,9.739877539539975,0.03725044770577739,110,520.3042581622254,221.71620827869518,53.42,250,0.0,1.348701405063141,0,0.3354889056799576,-0.0024189688840322576,22.188907138478005,0.33306993679592534
0.002225275909162827,9.753879964146462,0.03563781722630849,111,551.1722490139882,243.08696814386076,56.508,250,0.0,1.3126479440626233,0,0.33306993679592534,-0.002225275909162827,24.323526389074424,0.3308446608867625
0.001991750492303712,9.75825143192757,0.0358648916651126,112,561.7239854274786,280.0342787793312,57.564,250,0.0,1.3009314468616222,0,0.3308446608867625,-0.001991750492303712,28.021097480291527,0.3288529103944588
0.0018420952570080695,9.747961447828764,0.03524251405725085,113,534.89014056526,234.35979770922694,54.872,250,0.4,1.3288495936297167,0,0.3288529103944588,-0.0018420952570080695,23.416908762686845,0.3270108151374507
0.0014149120710621466,9.737692467136398,0.035231349941285225,114,513.799605335985,227.1853018884171,52.764,250,0.4,1.3541788864995135,0,0.3270108151374507,-0.0014149120710621466,22.70339851211708,0.3255959030663886
0.0013244326907829174,9.756827958923685,0.0355518901897904,115,553.60241838933,272.0038265393513,56.74,250,0.8,1.30499008016559,0,0.3255959030663886,-0.0013244326907829174,27.16851854628809,0.32427147037560566
0.0004104631258163849,9.752217603697357,0.036044129297321426,116,545.5000438804154,252.64774956466644,55.936,250,0.0,1.3192068316860823,0,0.32427147037560566,-0.0004104631258163849,25.28532981790034,0.3238610072497893
0.0007864258202800456,9.753465439067833,0.03515895539226665,117,548.0277160903435,254.06733317099264,56.188,250,0.0,1.3163442275261361,0,0.3238610072497893,-0.0007864258202800456,25.421578550514912,0.32307458142950923
0.0009529366047199561,9.756852356560165,0.033585385386637336,118,554.4624057186012,261.7966919372796,56.828,250,0.4,1.3066068741886228,0,0.32307458142950923,-0.0009529366047199561,26.168041883182624,0.3221216448247893
0.0008320390952753498,9.755717426867854,0.03351247475479149,119,551.9784920121832,239.1042576337753,56.58,250,0.4,1.3093696086856934,0,0.3221216448247893,-0.0008320390952753498,23.891161545642774,0.3212896057295139
0.0002747614111940355,9.752220678999203,0.031014407225715798,120,545.1491359560556,250.11862553999876,55.9,250,0.0,1.3196149582787413,0,0.3212896057295139,-0.0002747614111940355,25.028503750723893,0.3210148443183199
0.00028802580586373416,9.753474341716862,0.030500062659564592,121,547.7941329281858,260.48658945110304,56.164,250,0.0,1.3166368066225405,0,0.3210148443183199,-0.00028802580586373416,26.066551440495537,0.32072681851245616
0.00020802485968129947,9.74838596893688,0.029861651444126506,122,536.2392153792798,242.94381169464017,55.008,250,0.0,1.3299284530728752,0,0.32072681851245616,-0.00020802485968129947,24.307857495057025,0.32051879365277486
0.00016168759781848285,9.736882774848734,0.030463106506718376,123,511.4979259283537,214.26885615066846,52.532,250,0.0,1.3598280849770412,0,0.32051879365277486,-0.00016168759781848285,21.44091826391771,0.3203571060549564
1.9725449655894067e-05,9.74622617722505,0.02956015279890663,124,531.0913568493474,240.12419900695747,54.492,250,0.0,1.3360005779285655,0,0.3203571060549564,1.9725449655894067e-05,24.030354470960265,0.32037683150461227
0.0001999731123927817,9.753205783773932,0.028747902160727482,125,546.9987931771772,247.15149335503196,56.084,250,0.0,1.3175229408255271,0,0.32037683150461227,-0.0001999731123927817,24.732912161732997,0.3201768583922195
6.741290606238071e-06,9.743128436340827,0.029073653498005367,126,525.2715402600066,224.60263130049142,53.912,250,0.0,1.3428496473139004,0,0.3201768583922195,-6.741290606238071e-06,22.476126356647846,0.32017011710161325
0.0004821445121870882,9.755149600776718,0.028489445245167323,127,552.2585291991716,266.24772685225736,56.612,250,0.0,1.3115758510198994,0,0.32017011710161325,-0.0004821445121870882,26.64187410825297,0.31968797258942616
0.0002260752719926984,9.747649609973857,0.02697853322708676,128,535.1849541860047,230.89226672231217,54.904,250,0.0,1.3311279331373629,0,0.31968797258942616,-0.0002260752719926984,23.105124626368067,0.31946189731743346
0.00010794388325174875,9.745628091987287,0.025907333655365065,129,529.5774305185893,214.08590119649634,54.34,250,0.0,1.3378142270950393,0,0.31946189731743346,-0.00010794388325174875,21.423547792090833,0.3193539534341817
1.4594404723067278e-05,9.747288194437898,0.02517581318303394,130,533.956447291308,227.49538410332374,54.78,250,0.0,1.3325835439991225,0,0.3193539534341817,1.4594404723067278e-05,22.764612889306946,0.3193685478389048
9.843424190825178e-05,9.739308999809962,0.024273516547595044,131,516.650863821919,199.81784050454442,53.048,250,0.0,1.3534334085439832,0,0.3193685478389048,9.843424190825178e-05,19.9939414823591,0.31946698208081303
9.313404970917594e-05,9.735448109068374,0.023622934631350064,132,508.93028534965833,208.59984416783396,52.276,250,0.0,1.36300617404161,0,0.31946698208081303,9.313404970917594e-05,20.875435899640514,0.3195601161305222
0.00013556413080018093,9.75285463608121,0.026790561403258282,133,542.4147634402925,265.66376649368516,55.616,250,0.8,1.3177122009574898,0,0.3195601161305222,-0.00013556413080018093,26.52690226920588,0.31942455199972203
0.0004996612924071386,9.752989900934912,0.027697347777041876,134,547.2597693212597,252.16991922147798,56.112,250,0.0,1.3172081423044981,0,0.31942455199972203,-0.0004996612924071386,25.233221276721686,0.3189248907073149
0.00043732879263841395,9.753278618749185,0.030370878433356667,135,546.9248518249793,264.48244975284643,56.076,250,0.0,1.3176694882737328,0,0.3189248907073149,-0.00043732879263841395,26.46639801710841,0.3184875619146765
