Iterations, Omega_mean, Omega_std, Omega_low, Omega_sup, Ret_mean, Ret_std, Rets_low, Rets_sup, Ts_mean, Ts_std, Ts_low, Ts_sup
0.000000000000000000e+00,7.899999998510759625e+00,8.942792364801295129e-14,7.899999998510717880e+00,7.899999998510801369e+00,1.468744430214069325e+02,5.825480474636199446e+00,1.441480342349593116e+02,1.496008518078545535e+02,2.288619999999999877e+01,8.643207506475822921e-01,2.248168543692926136e+01,2.329071456307073618e+01
8.000000000000000000e+00,7.107112428921803726e+00,3.509523233172456673e-03,7.105469921489013352e+00,7.108754936354594101e+00,3.711477722950337466e+02,1.130173589391716860e+01,3.658583970791275419e+02,3.764371475109399512e+02,5.173580000000000467e+01,1.529495851579859345e+00,5.101997390690114287e+01,5.245162609309886648e+01
1.800000000000000000e+01,6.041831398318880275e+00,4.423297595327739008e-03,6.039761231320384560e+00,6.043901565317375990e+00,7.956807738231650546e+02,8.918388616064345342e+01,7.539414302794707510e+02,8.374201173668593583e+02,1.001451999999999884e+02,1.109948165276198928e+01,9.495048268271391123e+01,1.053399173172860657e+02
2.800000000000000000e+01,4.876386116030535511e+00,6.497510025150542851e-03,4.873345187732907036e+00,4.879427044328163987e+00,1.606246538970830443e+03,5.591511701118373168e+01,1.580077458672941475e+03,1.632415619268719411e+03,1.850039999999999623e+02,6.258090954915885185e+00,1.820751232764131942e+02,1.879328767235867303e+02
3.800000000000000000e+01,3.673061526255284370e+00,3.150732682867225104e-02,3.658315643391685246e+00,3.687807409118883495e+00,1.840898255698533148e+03,1.984128733249039911e+01,1.831612247385010733e+03,1.850184264012055564e+03,1.990213999999999430e+02,1.941777855471631620e+00,1.981126199895720674e+02,1.999301800104278186e+02
4.800000000000000000e+01,2.630073844221714197e+00,1.582451127990358031e-01,2.556012851686221943e+00,2.704134836757206450e+00,1.881089727299737660e+03,2.866355759885471954e+01,1.867674769404226709e+03,1.894504685195248612e+03,1.961410000000000480e+02,2.720779557406296956e+00,1.948676359704411141e+02,1.974143640295589819e+02
5.800000000000000000e+01,1.947190803362562006e+00,1.870741105025641171e-01,1.859637424579172027e+00,2.034744182145951985e+00,1.878514370453936408e+03,6.004347525568351784e+01,1.850413159022759146e+03,1.906615581885113670e+03,1.924644000000000119e+02,6.393530968095799238e+00,1.894721353990393595e+02,1.954566646009606643e+02
6.800000000000000000e+01,1.488469408252799386e+00,2.104862071909466281e-01,1.389958830934750367e+00,1.586979985570848406e+00,1.777650733537794849e+03,1.417677566881898485e+02,1.711301381041889499e+03,1.844000086033700200e+03,1.807950000000000159e+02,1.460370976841158530e+01,1.739602534412082377e+02,1.876297465587917941e+02
7.800000000000000000e+01,1.169819127171926931e+00,2.432324839153026663e-01,1.055982820590266380e+00,1.283655433753587483e+00,1.621594024455444696e+03,2.991635051090121351e+02,1.481581194189350754e+03,1.761606854721538639e+03,1.644068000000000040e+02,3.021984873820516171e+01,1.502634754306894536e+02,1.785501245693105545e+02
8.800000000000000000e+01,9.014405944740386811e-01,2.669474112386984177e-01,7.765053602578277925e-01,1.026375828690249570e+00,1.392082608839819386e+03,4.011255729058361226e+02,1.204350061936448355e+03,1.579815155743190417e+03,1.410457999999999572e+02,4.034785941236535933e+01,1.221624205268078356e+02,1.599291794731920788e+02
