ReturnsStd,RewardMean,LossReg,Epsilon,NormDeltaVar,Omega,WeightMean,Primal,OmegaBefore,ReturnsMean,Eta,DeltaOmega,WeightMedian,DualAfter,ConfortViolation,TimestepsMean,WeightMax,DualReg,DualBefore,RewardStd,ITERATIONS,TimestepsStd,Traj,NormDeltaOmega,WeightMin,Wins
61.79601503938159,2.34008,0.0,0.4801,36.97421594916578,[[0.23113726]],0.04958645643807365,5.208773471120779,[[0.8]],1169.3333333333333,3.3288532093109424,[[-0.56886274]],0.09042540425188653,5.208773469867278,0,500.0,1.0,0.0,6.983568700122549,2.4233583295913954,0,0.0,100,0.5688627446984847,0.04958645643807365,0.0
127.02272704681454,4.54156,0.0,0.4801,23.052049705494763,[[0.05648995]],0.07433463220935035,8.686238744262369,[[0.23113726]],2269.878787878788,3.8473697294114833,[[-0.1746473]],0.12501236105368177,8.686238733136571,0,500.0,1.0,0.0,9.47768027378685,4.291022345129422,1,0.0,100,0.1746473033989251,0.07433463220935035,0.0
102.74698220785436,8.15824,0.0,0.4801,244.93800213072177,[[2.14268872e-09]],0.0,10.000000000001641,[[0.05648995]],4079.313131313131,0.00499805679970951,[[-0.05648995]],1.0,10.00123997929575,0,500.0,1.0,0.0,10.248413201732811,3.6428889775012365,2,0.0,100,0.05648994975990149,0.0,0.0
0.0,9.98,0.0,0.4801,0.0,[[2.14268872e-09]],0.0,9.999999999997792,[[2.14268872e-09]],4990.0,0.004410068040027875,[[0.]],1.0,10.002108444698024,0,500.0,1.0,0.0,10.478098088311146,0.4467661580737735,3,0.0,100,0.0,0.0,0.0
0.0,9.98,0.0,0.4801,0.0,[[2.14268872e-09]],0.0,9.999999999997792,[[2.14268872e-09]],4990.0,0.004410068040027875,[[0.]],1.0,10.002108444698024,0,500.0,1.0,0.0,10.478098088311146,0.4467661580737735,4,0.0,100,0.0,0.0,0.0
0.0,9.98,0.0,0.4801,0.0,[[2.14268872e-09]],0.0,9.999999999997792,[[2.14268872e-09]],4990.0,0.004410068040027875,[[0.]],1.0,10.002108444698024,0,500.0,1.0,0.0,10.478098088311146,0.4467661580737735,5,0.0,100,0.0,0.0,0.0
0.0,9.98,0.0,0.4801,0.0,[[2.14268872e-09]],0.0,9.999999999997792,[[2.14268872e-09]],4990.0,0.004410068040027875,[[0.]],1.0,10.002108444698024,0,500.0,1.0,0.0,10.478098088311146,0.4467661580737735,6,0.0,100,0.0,0.0,0.0
0.0,9.98,0.0,0.4801,0.0,[[2.14268872e-09]],0.0,9.999999999997792,[[2.14268872e-09]],4990.0,0.004410068040027875,[[0.]],1.0,10.002108444698024,0,500.0,1.0,0.0,10.478098088311146,0.4467661580737735,7,0.0,100,0.0,0.0,0.0
0.0,9.98,0.0,0.4801,0.0,[[2.14268872e-09]],0.0,9.999999999997792,[[2.14268872e-09]],4990.0,0.004410068040027875,[[0.]],1.0,10.002108444698024,0,500.0,1.0,0.0,10.478098088311146,0.4467661580737735,8,0.0,100,0.0,0.0,0.0
0.0,9.98,0.0,0.4801,0.0,[[2.14268872e-09]],0.0,9.999999999997792,[[2.14268872e-09]],4990.0,0.004410068040027875,[[0.]],1.0,10.002108444698024,0,500.0,1.0,0.0,10.478098088311146,0.4467661580737735,9,0.0,100,0.0,0.0,0.0
