DeltaOmega,WeightMean,Epsilon,ReturnsMean,Traj,NormDeltaVar,ITERATIONS,Eta,DualBefore,LossReg,Omega,WeightMin,ReturnsStd,ConfortViolation,OmegaBefore,DualAfter,RewardStd,DualReg,RewardMean,Primal,WeightMedian,TimestepsMean,WeightMax,Wins,TimestepsStd,NormDeltaOmega
-0.0006737398785316984,0.7724355991322764,0.001,159.245396726234,4044,0.009086632713976936,10,27.605141346080494,6.6809760908899465,0.0,7.997562387609321,0.7724355991322764,93.65594186268885,0,7.998236127487853,6.498129566111346,1.328581852111957,0.0,6.440792223676006,6.498129684169507,0.9856736227696458,24.72549504950495,1.0,0.0,13.890132672009116,0.0006737398785316984
-0.0006216197323984929,0.7720081691205436,0.001,160.7438670033564,4011,0.10326861793476477,11,27.493767844016407,6.681220432257966,0.0,7.996940767876922,0.7720081691205436,92.76102504769011,0,7.997562387609321,6.499906579702214,1.3236589385456998,0.0,6.4427906137076105,6.4999067060652225,0.9861174082682238,24.949089094085352,1.0,0.0,13.770314658846472,0.0006216197323984929
-2.4264186115452446e-05,0.7707776567311564,0.001,161.3543865506564,3995,0.004812019599685194,12,27.433598168265114,6.680445920205452,0.0,7.996916503690807,0.7707776567311564,93.17400427752035,0,7.996940767876922,6.4999190966010465,1.3209813169095328,0.0,6.442923139900807,6.4999192300680475,0.9850364187829127,25.04359809571536,1.0,0.0,13.839311333797372,2.4264186115452446e-05
0.00034239222340826103,0.7703194851938698,0.001,162.25776003568754,3973,0.006374666393447583,13,27.352297531152352,6.6809879936979994,0.0,7.997258895914215,0.7703194851938698,95.21360001577433,0,7.996916503690807,6.501578557586621,1.3173928214263213,0.0,6.444744083891156,6.501578697895906,0.9851651175565249,25.177122700932223,1.0,0.0,14.133514477272648,0.00034239222340826103
-0.0002777524601214054,0.7705340907821892,0.001,159.69187573327827,4032,0.006800349125820456,14,27.569748339459853,6.680143547281207,0.0,7.996981143454094,0.7705340907821892,92.97549267273016,0,7.997258895914215,6.497680989002347,1.326987079505458,0.0,6.440414693149619,6.497681117977194,0.9835337495517446,24.795680238331677,1.0,0.0,13.806551530087663,0.0002777524601214054
-0.0009665710556578944,0.7707666672022166,0.001,163.22968171590182,3949,0.08070982061675207,15,27.269098269572225,6.68115701947465,0.0,7.996014572398436,0.7707666672022166,96.26349314414779,0,7.996981143454094,6.502932926792713,1.3137255756775588,0.0,6.446263587131961,6.502933069566663,0.9864872695874994,25.32192648922687,1.0,0.0,14.302677329722046,0.0009665710556578944
-0.0001913460370452924,0.7694093219631803,0.001,163.4416792204369,3945,0.0342666562102251,16,27.255237296333856,6.680525377476625,0.0,7.995823226361391,0.7694093219631803,96.10792118718017,0,7.996014572398436,6.502409723455129,1.3130896981072648,0.0,6.445768467129863,6.5024098747575465,0.9848377086834978,25.356508500380613,1.0,0.0,14.274807735786602,0.0001913460370452924
0.00010599883880946237,0.7696618230643054,0.001,164.3907901069862,3925,0.006563079066474697,17,27.187550604850372,6.681441410750776,0.0,7.9959292252002,0.7696618230643054,95.4313887794855,0,7.995823226361391,6.504288695401915,1.3101137752556553,0.0,6.447781613553567,6.504288849245143,0.9858068561063255,25.4952818158633,1.0,0.0,14.171141823252974,0.00010599883880946237
0.00012794883377953425,0.768587068325664,0.001,167.43128395632283,3856,0.009304955798595567,18,26.940819033402697,6.682678654638816,0.0,7.99605717403398,0.768587068325664,98.9738200506279,0,7.9959292252002,6.50897706410573,1.2992383774502059,0.0,6.452959694803938,6.508977231060106,0.9866916661439058,25.94626168224299,1.0,0.0,14.700769932085606,0.00012794883377953425
-0.0001575767088040081,0.7663013139769335,0.001,169.76102561361512,3804,0.010271196245049677,19,26.73301498407821,6.682603065648722,0.0,7.995899597325176,0.7663013139769335,103.81869492812149,0,7.99605717403398,6.511756018987788,1.2900610084801178,0.0,6.456151499160268,6.511756200328638,0.9856188318508082,26.29605263157895,1.0,0.0,15.423597272988399,0.0001575767088040081
-0.0003942185671883536,0.7669638512392962,0.001,167.83320422320494,3843,0.004364015338266998,20,26.883115056550686,6.681782705086473,0.0,7.995505378757987,0.7669638512392962,97.15383100008525,0,7.995899597325176,6.508829797726376,1.296671197465036,0.0,6.452927499223514,6.508829972547645,0.9850890577160811,26.010158895545715,1.0,0.0,14.431924286269096,0.0003942185671883536
-0.0005383047129932095,0.7652988532804086,0.001,171.00233503613052,3779,0.07827433922147949,21,26.655303267943307,6.684429590758079,0.0,7.994967074044994,0.7652988532804086,103.60196301896688,0,7.995505378757987,6.514651614073371,1.2866517488630498,0.0,6.45920096996439,6.514651803342464,0.9851228099643696,26.474437086092717,1.0,0.0,15.37712486305515,0.0005383047129932095
-0.0006345194211192506,0.7658309571818774,0.001,170.19532905455543,3794,0.044975254101825214,22,26.702637770376548,6.683346602463418,0.0,7.994332554623875,0.7658309571818774,101.71311191533972,0,7.994967074044994,6.512815476804626,1.2887074635860742,0.0,6.457271589608132,6.512815673196144,0.9853676144834975,26.35857519788918,1.0,0.0,15.101221327061053,0.0006345194211192506
-0.00018093790026618706,0.7652317121127743,0.001,171.59867890603599,3764,0.018372669218663727,23,26.598880037424244,6.682578387026198,0.0,7.994151616723609,0.7652317121127743,104.0009956450626,0,7.994332554623875,6.513375562166734,1.28409854105434,0.0,6.4580384218014,6.51337577650035,0.9855224406701051,26.5718085106383,1.0,0.0,15.452058766829246,0.00018093790026618706
-0.0002272765111550612,0.7642844760889193,0.001,170.82105380696615,3780,0.006819118766501388,24,26.663124497816113,6.683447945908275,0.0,7.993924340212454,0.7642844760889193,104.71002215381073,0,7.994151616723609,6.513501190804513,1.2869734504848347,0.0,6.458035550422532,6.513501385372256,0.983714500428246,26.451536016949152,1.0,0.0,15.560869503884517,0.0002272765111550612
7.424758588925329e-05,0.7645984937308877,0.001,173.78030824728498,3720,0.006866170836441717,25,26.443792242909094,6.684430462314079,0.0,7.993998587798343,0.7645984937308877,105.68191169016535,0,7.993924340212454,6.517434117934955,1.2772921428425443,0.0,6.462404110692053,6.517434336308604,0.9862004726225445,26.89101184068891,1.0,0.0,15.691547605409097,7.424758588925329e-05
3.386538845795428e-06,0.765925949951159,0.001,171.44918483072058,3768,0.030498113458152187,26,26.614115332862664,6.683844919651949,0.0,7.994001974337189,0.765925949951159,102.54701556251659,0,7.993998587798343,6.514556520871208,1.2848117966917805,0.0,6.459188185829315,6.514556721237692,0.9862987343839326,26.544102019128587,1.0,0.0,15.22936295555727,3.386538845795428e-06
-0.000957007711426705,0.7660715333149625,0.001,170.25078894572678,3796,0.0178387784003845,27,26.718712053678825,6.68412101859384,0.0,7.993044966625762,0.7660715333149625,104.19746193318068,0,7.994001974337189,6.513423621439593,1.2894382705201684,0.0,6.457847320277872,6.513423811956387,0.9855312759432808,26.363660337552744,1.0,0.0,15.481831535673528,0.000957007711426705
-0.00025251368280443387,0.7648257018846931,0.001,171.32581325182946,3771,0.02733468454608575,28,26.622928018361918,6.683966629902207,0.0,7.9927924529429575,0.7648257018846931,103.03213069185738,0,7.993044966625762,6.514509356149894,1.2851922536023326,0.0,6.459123715793831,6.51450956196096,0.984816374130408,26.52561720201752,1.0,0.0,15.304755459360564,0.00025251368280443387
-0.0006141742406864381,0.7663853972990808,0.001,169.114608788435,3819,0.004819174897987794,29,26.80601511903105,6.6841396883091795,0.0,7.992178278702271,0.7663853972990808,98.79571793773299,0,7.9927924529429575,6.512186655643097,1.293282167033405,0.0,6.456437178736129,6.5121868469207245,0.9851212817814498,26.193709043250326,1.0,0.0,14.678805335780028,0.0006141742406864381
5.569467042576548e-05,0.7648516177460278,0.001,172.54135262864827,3747,0.008645296517090072,30,26.544822409270868,6.684827536937324,0.0,7.992233973372697,0.7648516177460278,105.57161760308414,0,7.992178278702271,6.516422935759764,1.2817511951165208,0.0,6.461192279677864,6.516423151080717,0.985586975767864,26.70424792946834,1.0,0.0,15.679136453239224,5.569467042576548e-05
-0.00013657458574733994,0.7653315301821085,0.001,170.44022049754935,3790,0.0026386770114242585,31,26.704259498025735,6.685116863026133,0.0,7.9920973987869495,0.7653315301821085,98.47417181799035,0,7.992233973372697,6.514573477092087,1.2888016330654462,0.0,6.4590258574581325,6.514573675167909,0.9847659415222921,26.388536714210247,1.0,0.0,14.619667249798203,0.00013657458574733994
-0.0005905492143671864,0.7625197122922829,0.001,174.04736039380313,3713,0.0150884968167612,32,26.416421674145447,6.68440430751131,0.0,7.991506849572582,0.7625197122922829,104.78333043084935,0,7.9920973987869495,6.517661490089994,1.2760585032744067,0.0,6.462686433963172,6.517661726159841,0.9837832117897926,26.931787543812348,1.0,0.0,15.570015482031465,0.0005905492143671864
-0.0002946450004968071,0.7625651417996264,0.001,174.8906738904977,3699,0.0014655815657800577,33,26.36891587477748,6.687196924376629,0.0,7.9912122045720855,0.7625651417996264,105.12314596180825,0,7.991506849572582,6.521235276045769,1.274021838760608,0.0,6.466353197210339,6.521235503061297,0.9843904272371062,27.0468200270636,1.0,0.0,15.606380327860775,0.0002946450004968071
-0.00034985336647253007,0.7643312289873871,0.001,172.55430536988607,3745,0.00227402362056791,34,26.541114027108073,6.685059160134503,0.0,7.990862351205613,0.7643312289873871,102.50206481326906,0,7.9912122045720855,6.516768570860563,1.2816031851067469,0.0,6.461544919154014,6.516768778864013,0.9849581409135427,26.704891740176425,1.0,0.0,15.219381210030857,0.00034985336647253007
0.000547412395711433,0.7612522093093878,0.001,176.50876898827997,3664,0.05008463450474222,35,26.243760125082233,6.687645652795774,0.0,7.991409763601324,0.7612522093093878,107.84271733890417,0,7.990862351205613,6.523374575223766,1.2685009228793354,0.0,6.468740994294372,6.523374814416016,0.9839100013016493,27.287158469945354,1.0,0.0,16.009996846643414,0.000547412395711433
-0.0003566725678592064,0.761503247119621,0.001,178.47048279449655,3627,0.0054193607338173366,36,26.098417810921372,6.687404384566258,0.0,7.991053091033465,0.761503247119621,109.70342165895907,0,7.991409763601324,6.525018227166934,1.2620669953865753,0.0,6.470673738640756,6.5250184901943475,0.9856031102972534,27.58183825558929,1.0,0.0,16.299023040418707,0.0003566725678592064
-0.0004924630060960666,0.7599323337307905,0.001,179.5856041542502,3603,0.00798703990159026,37,26.009329455420694,6.686696779710387,0.0,7.990560628027369,0.7599323337307905,109.34614573439654,0,7.991053091033465,6.525468910178054,1.2581185037785447,0.0,6.471301728402016,6.525469186533133,0.9844185613614168,27.75187552097805,1.0,0.0,16.24347112598418,0.0004924630060960666
-0.0002097516621333284,0.7597985634817198,0.001,181.91536600793768,3560,0.05856580051210327,38,25.852127868784006,6.688637312305175,0.0,7.990350876365236,0.7597985634817198,111.5156491573795,0,7.990560628027369,6.529494707209252,1.251198392691361,0.0,6.475639318325109,6.529495006879596,0.9858375061209466,28.092800899887514,1.0,0.0,16.564624235685834,0.0002097516621333284
0.00021109430413179808,0.7570898402289161,0.001,185.19010204288497,3499,0.03540832901577109,39,25.61968275498135,6.688458519662412,0.0,7.990561970669368,0.7570898402289161,112.62257239606754,0,7.990350876365236,6.53226351519024,1.24090636877263,0.0,6.4788705115520795,6.532263865239922,0.9846338045672876,28.58426323319027,1.0,0.0,16.731224905307915,0.00021109430413179808
-0.000653120774777527,0.7561543606497629,0.001,186.87323973951044,3467,0.011131807261773022,40,25.491731223603825,6.6876547993928135,0.0,7.98990884989459,0.7561543606497629,114.55635577962961,0,7.990561970669368,6.533042757169322,1.235227160689438,0.0,6.479904590649705,6.53304314154737,0.9846415368161261,28.839734334392144,1.0,0.0,17.029285069336787,0.000653120774777527
-0.00024237361269996427,0.7532382681305495,0.001,189.60930207641715,3420,0.004157936055743637,41,25.30886234155226,6.6886021998317595,0.0,7.98966647628189,0.7532382681305495,121.7942776301019,0,7.98990884989459,6.536385299964184,1.22715567959583,0.0,6.483610526783812,6.536385304207251,0.9827392399882178,29.245023419203747,1.0,0.0,18.10692218383203,0.00024237361269996427
-0.0004966973258362373,0.7541910107201739,0.001,188.89659693756218,3432,0.03762092071723671,42,25.362879348774655,6.68923978225286,0.0,7.989169778956054,0.7541910107201739,122.9993930410751,0,7.98966647628189,6.536381967814524,1.2295684398670699,0.0,6.483499131111415,6.536382204224735,0.9834665467566631,29.135647607934654,1.0,0.0,18.28697979615145,0.0004966973258362373
-1.5086744046932665e-05,0.7545310887681052,0.001,191.40336126158732,3389,0.0035694785642488465,43,25.187938677209704,6.69084354517044,0.0,7.989154692212007,0.7545310887681052,120.71665977805908,0,7.989169778956054,6.5402291083819,1.2218505192294402,0.0,6.487693764248192,6.5402291105064405,0.9857807468878168,29.504283604135892,1.0,0.0,17.932815598761525,1.5086744046932665e-05
-0.0005762560469646516,0.7531756413209834,0.001,193.09635500761314,3362,0.07238602905779822,44,25.0969139036489,6.691319043130615,0.0,7.988578436165042,0.7531756413209834,123.4233178341201,0,7.989154692212007,6.541821183339051,1.217820854785002,0.0,6.489466937800387,6.541821120066332,0.9849873042182135,29.755509231685526,1.0,0.0,18.33084111213299,0.0005762560469646516
-0.0006756911489418371,0.7528461821225898,0.001,191.63408162892708,3387,0.031289401756931914,45,25.18526819158835,6.690778321893866,0.0,7.9879027450161,0.7528461821225898,118.75099735557068,0,7.988578436165042,6.5401875361266555,1.2217292191616116,0.0,6.48765757547401,6.540187538253727,0.9835987354189909,29.538870824711793,1.0,0.0,17.647253351115914,0.0006756911489418371
0.00016198079371143592,0.7512830457360253,0.001,192.67218534653117,3370,0.019883577966603967,46,25.12383702900233,6.690891959519271,0.0,7.988064725809812,0.7512830457360253,122.04520727542214,0,7.9879027450161,6.541019995795723,1.2189999760217591,0.0,6.4886124578158855,6.5410199986710635,0.9821986086666319,29.69399881164587,1.0,0.0,18.125501765554464,0.00016198079371143592
0.00016973113389440186,0.7498050206911165,0.001,198.88876531248653,3268,0.030823407521259092,47,24.72277534948472,6.69196212695015,0.0,7.988234456943706,0.7498050206911165,130.3768140961637,0,7.988064725809812,6.54712184830186,1.2012887405412396,0.0,6.495510870388627,6.547122196546658,0.9845585992075958,30.61948529411765,1.0,0.0,19.36793356854236,0.00016973113389440186
-0.0005176169132630193,0.747273284303601,0.001,204.63210500850604,3180,0.06372663188061099,48,24.372970968827186,6.694040537784411,0.0,7.987716840030443,0.747273284303601,134.4666940804985,0,7.988234456943706,6.55358787956291,1.1858546650850668,0.0,6.502671674251962,6.553587881081097,0.9851170885982091,31.46882871536524,1.0,0.0,19.966130909987097,0.0005176169132630193
0.0002448267701504747,0.746176191257693,0.001,204.42491452905077,3182,0.03478662035367113,49,24.36977306921671,6.692007662522647,0.0,7.987961666800594,0.746176191257693,132.18294945451183,0,7.987716840030443,6.551456248224387,1.1856563289849222,0.0,6.500547707565764,6.551456266879869,0.9836112533875425,31.44776589049717,1.0,0.0,19.638519234912604,0.0002448267701504747
-0.00020578415690941654,0.7441373450100992,0.001,209.89083854271377,3100,0.010183628854441854,50,24.051642662653222,6.693358945402618,0.0,7.987755882643684,0.7441373450100992,141.6696088981166,0,7.987961666800594,6.556623614220463,1.1716152236565052,0.0,6.506346373069624,6.556624582768962,0.9845284193318399,32.25968992248062,1.0,0.0,21.06178011982835,0.00020578415690941654
-0.00044071826043090567,0.7439229492663053,0.001,209.61342219335071,3106,0.0027400779192600453,51,24.067214636512276,6.69355514043965,0.0,7.987315164383253,0.7439229492663053,138.90612554757027,0,7.987755882643684,6.556688085150359,1.1723005430907691,0.0,6.506380354400657,6.556688307054912,0.9841037689611905,32.216634429400386,1.0,0.03219575016097875,20.63663107491923,0.00044071826043090567
-0.00026432202415360706,0.7439292266570087,0.001,208.86781190126968,3114,0.0605177049129721,52,24.0991451024554,6.691797495517004,0.0,7.9870508423591,0.7439292266570087,136.2686570435926,0,7.987315164383253,6.554406741485564,1.1736521372208972,0.0,6.504037047995236,6.5544067522936285,0.9836674281072416,32.11446945337621,1.0,0.0,20.260865044988908,0.00026432202415360706
-0.00023694037450816552,0.7430676404102031,0.001,211.52606556090325,3077,0.04895209186204388,53,23.957461880489127,6.69432752384755,0.0,7.986813901984592,0.7430676404102031,137.30101658189338,0,7.9870508423591,6.558699513952506,1.1674284708306537,0.0,6.508610521477613,6.558699515099807,0.984251821342845,32.500162707452,1.0,0.0,20.397930718212102,0.00023694037450816552
-0.00028477743443122705,0.7396312644178872,0.001,216.73495684311544,3006,0.09056413494962642,54,23.66077456025378,6.6941351828460585,0.0,7.98652912455016,0.7396312644178872,145.69859527065728,0,7.986813901984592,6.562060328093874,1.1543099625909812,0.0,6.512561062173279,6.5620603535661255,0.9831328145122279,33.27948034643571,1.0,0.0332667997338656,21.664147382451368,0.00028477743443122705
-0.00045975194725667023,0.7390099182370651,0.001,219.65537545712164,2969,0.1678600914845914,55,23.515292285362015,6.6958890279513446,0.0,7.986069372602904,0.7390099182370651,148.92065740537248,0,7.98652912455016,6.56553108962798,1.1479000300273807,0.0,6.516320381581604,6.565531317770598,0.984076556709458,33.707925801011804,1.0,0.0,22.12967351384184,0.00045975194725667023
-0.0007668607532798077,0.7345816889506338,0.001,226.246474764025,2884,0.007757513996573314,56,23.149354844893796,6.696357745003048,0.0,7.985302511849624,0.7345816889506338,153.7692100792895,0,7.986069372602904,6.5702724858553685,1.1317147155776963,0.0,6.521789392455116,6.570272481980963,0.9825798427114122,34.69097222222222,1.0,0.0,22.864356701821226,0.0007668607532798077
-0.00026550484509790806,0.7369709137622943,0.001,224.14620542664596,2909,0.0032900038488924525,57,23.242025890612226,6.696059124547373,0.0,7.985037007004526,0.7369709137622943,151.78587026123176,0,7.985302511849624,6.568816783524838,1.135792865994635,0.0,6.520149822841616,6.568817013304064,0.9846721687776481,34.38003442340792,1.0,0.0,22.549470892247776,0.00026550484509790806
0.00011169631032359462,0.7377117556519577,0.001,221.48513233850267,2942,0.05898763983933964,58,23.388751305895102,6.694765263993422,0.0,7.98514870331485,0.7377117556519577,147.38264836737352,0,7.985037007004526,6.5657348042827435,1.1422410795222289,0.0,6.516777228636861,6.565734810038065,0.9838287644107991,33.98876786929884,1.0,0.0,21.917263737547486,0.00011169631032359462
-7.027054312302994e-05,0.7339207219093794,0.001,228.24479542726004,2861,0.009920176184978136,59,23.056525159842913,6.698959318823109,0.0,7.985078432771727,0.7339207219093794,153.98412897033,0,7.98514870331485,6.574034128568751,1.1276631277769844,0.0,6.525734326663845,6.574034132770833,0.982951061727376,34.97584879243962,1.0,0.034952813701502966,22.8590462081867,7.027054312302994e-05
-7.617533519876929e-05,0.7338496565546279,0.001,228.89200614599173,2850,0.011549574903858948,60,23.00530573003688,6.696154727295003,0.0,7.985002257436528,0.7338496565546279,154.8519969099012,0,7.985078432771727,6.571609025044115,1.1253063374223387,0.0,6.52341316541485,6.571609036500783,0.983386623006725,35.08854532677442,1.0,0.0,23.02189436211229,7.617533519876929e-05
-0.0003845904557948643,0.7318602973379379,0.001,232.78329910501796,2801,0.03660332058113227,61,22.804527776299132,6.697143992696386,0.0,7.984617666980733,0.7318602973379379,155.58453868606014,0,7.985002257436528,6.574807343825161,1.116406325575146,0.0,6.527011157680718,6.574807245950215,0.9833461999930921,35.665713264211654,1.0,0.0,23.139999541906683,0.0003845904557948643
-0.0011402383607679312,0.7284580470612131,0.001,240.0108102010887,2725,0.061929417009751374,62,22.474719156600774,6.700676171936118,0.0,7.983477428619965,0.7284580470612131,162.26588099760107,0,7.984617666980733,6.582159401488587,1.1018910812344018,0.0,6.535017059770453,6.582159567491072,0.9830849731156792,36.726938625505326,1.0,0.0,24.10545949131239,0.0011402383607679312
-0.00035054090891062373,0.7283906871678902,0.001,240.0888907958156,2723,0.0033906327891805753,63,22.459769257091487,6.699244203442738,0.0,7.983126887711054,0.7283906871678902,164.09410242130636,0,7.983477428619965,6.580792923600822,1.101191159196956,0.0,6.533681050660649,6.580793374040393,0.9831228899077591,36.74659801397573,1.0,0.03672420124862284,24.39349184296128,0.00035054090891062373
-0.0008225842297866492,0.729087912533749,0.001,238.20490058364348,2744,0.04611296519715019,64,22.548445314258572,6.700431589939436,0.0,7.982304303481268,0.729087912533749,165.24543902209246,0,7.983126887711054,6.581077697788672,1.1051443486277257,0.0,6.5337890552006375,6.581077702166294,0.9829676076166888,36.457664233576644,1.0,0.0728862973760933,24.536670672340232,0.0008225842297866492
-0.00020056310178517833,0.7262522011365093,0.001,241.98413292655545,2703,0.006807454040057634,65,22.37076407055976,6.701565855313679,0.0,7.982103740379483,0.7262522011365093,167.67189700228718,0,7.982304303481268,6.58420181614064,1.0972954422314132,0.0,6.537266170246189,6.58420182022387,0.9815315932858989,37.017043349388665,1.0,0.0,24.90744048135654,0.00020056310178517833
-0.0007927493451536094,0.7261883717635577,0.001,245.82773131473823,2663,0.04010075116676497,66,22.20072236158829,6.701654483482502,0.0,7.981310991034329,0.7261883717635577,167.51132628748303,0,7.982103740379483,6.586180310024536,1.0897790495955804,0.0,6.539582517734105,6.586180444943395,0.9836486998842869,37.590447536667924,1.0,0.0,24.89344722396896,0.0007927493451536094
-0.00022111223758258802,0.7236169786604235,0.001,248.5853500735143,2632,0.008313485333197744,67,22.048131679413252,6.702909514629515,0.0,7.981089878796746,0.7236169786604235,167.04679886497993,0,7.981310991034329,6.589079251213772,1.0830273431941115,0.0,6.542784917771865,6.589079294036777,0.982292026579798,37.99695585996956,1.0,0.0,24.803458598859297,0.00022111223758258802
5.999884674423583e-06,0.7247340916290224,0.001,246.73508925998976,2653,0.010946876562658876,68,22.157778735364836,6.702113747903517,0.0,7.981095878681421,0.7247340916290224,169.94924969394555,0,7.981089878796746,6.587027266750708,1.087858531463174,0.0,6.5405153073132185,6.587027478080985,0.9823035401367622,37.72442431106078,1.0,0.0,25.245034195043182,5.999884674423583e-06
-0.0004618827401206005,0.7210829160048602,0.001,253.51911565059729,2581,0.009479609959879612,69,21.839998379755006,6.7033298961210654,0.0,7.9806339959413,0.7210829160048602,176.26195637352723,0,7.981095878681421,6.591789976229891,1.0738346142584811,0.0,6.54590898410508,6.591790208309103,0.9816999121091919,38.7303065580132,1.0,0.0,26.193820738502414,0.0004618827401206005
-0.0011958733949066769,0.7237428213766754,0.001,248.61649494665218,2633,0.047506943492587966,70,22.073539982271747,6.703388476180762,0.0,7.9794381225463935,0.7237428213766754,171.3309671204392,0,7.9806339959413,6.589267614567924,1.0841653033419252,0.0,6.542922232319909,6.5892680655878575,0.9821218743325913,37.99771776340814,1.0,0.0,25.457891054230927,0.0011958733949066769
-0.0002467647656789751,0.7222205317719761,0.001,250.56611829154082,2614,0.0060961319695157865,71,21.98262380651944,6.702831132682528,0.0,7.9791913577807145,0.7222205317719761,173.10890450745572,0,7.9794381225463935,6.589663140130112,1.0801185936189832,0.0,6.5434991619384135,6.589663441454906,0.9812927282357626,38.29233716475096,1.0,0.03825554705432287,25.730789782156375,0.0002467647656789751
-0.0003333291290443796,0.7251381761553138,0.001,246.65024387966943,2653,0.004081969844302138,72,22.153011860451503,6.70355793260063,0.0,7.97885802865167,0.7251381761553138,167.71143887644035,0,7.9791913577807145,6.588608245412627,1.0876887832182016,0.0,6.542104866026832,6.588608346692834,0.9829440160719207,37.703284258210644,1.0,0.0,24.922551089777244,0.0003333291290443796
-0.0006250386781880835,0.7228728774371923,0.001,250.45652480926614,2614,0.005897402268437795,73,21.993449571039303,6.704658658699541,0.0,7.978232989973482,0.7228728774371923,171.3577213532759,0,7.97885802865167,6.591479488769975,1.080644585254008,0.0,6.5452930556391005,6.591479485535283,0.9820787829283555,38.26513409961686,1.0,0.0,25.459761108659027,0.0006250386781880835
-0.0010061066342732516,0.7211171860572623,0.001,253.4023723863366,2586,0.010580722829392257,74,21.85782811795075,6.7042005852707565,0.0,7.977226883339209,0.7211171860572623,172.58355048181804,0,7.978232989973482,6.592337513693827,1.0745884558466972,0.0,6.546422017683471,6.592337544970265,0.9815353315605896,38.70914020139427,1.0,0.0,25.640098010425323,0.0010061066342732516
