Wins,DeltaOmega,Primal,WeightMax,NormDeltaVar,TimestepsMean,Omega,RewardMean,WeightMin,ReturnsMean,NormDeltaOmega,OmegaBefore,Traj,WeightMedian,LossReg,TimestepsStd,RewardStd,DualBefore,ConfortViolation,ReturnsStd,Eta,Epsilon,DualReg,WeightMean,DualAfter,ITERATIONS
0.0,[[0.0865259]],6.65211158674133,1.0,9.56344783587219,500.0,[[0.8865259]],2.32704,0.012765543467768679,1163.090909090909,0.08652589854895576,[[0.8]],100,0.030537357051557683,0.0,0.0,2.40045096563125,7.502732781816734,0,58.562768002744285,2.2930490791733673,1.0201,0.0,0.012765543467768679,6.6521116939413965,0
0.0,[[0.04690368]],6.869228619640899,1.0,8.355278854143936,500.0,[[0.93342958]],2.49856,0.009654006859096842,1249.2121212121212,0.04690368397113398,[[0.8865259]],100,0.024421148384790585,0.0,0.0,2.595457170981636,7.398015252072184,0,60.86435866832509,2.154994890863405,1.0201,0.0,0.009654006859096842,6.869228891745571,1
0.0,[[0.02350789]],7.123034238110449,1.0,6.5782804850153624,500.0,[[0.95693747]],2.69376,0.007502017554094827,1346.3838383838383,0.023507889914966884,[[0.93342958]],100,0.019959169245687303,0.0,0.0,2.765034730776451,7.466407455370236,0,70.73277454877491,2.043910019017308,1.0201,0.0,0.007502017554094827,7.12303272516602,2
0.0,[[0.00925382]],7.241078681217206,1.0,3.59369588548563,500.0,[[0.9661913]],2.78848,0.006442907466165826,1393.979797979798,0.009253824084087592,[[0.95693747]],100,0.017671178557154783,0.0,0.0,2.845076324037723,7.510538755529043,0,71.82891848881145,1.9822488148412003,1.0201,0.0,0.006442907466165826,7.241079716025103,3
0.0,[[0.00282455]],7.274542671057054,1.0,1.2880201457550697,500.0,[[0.96901584]],2.81204,0.006158312024822127,1406.3434343434344,0.0028245474802605086,[[0.9661913]],100,0.017043914688156105,0.0,0.0,2.8708241043992926,7.524968490232541,0,74.56651313515054,1.9646548529263423,1.0201,0.0,0.006158312024822127,7.274540299485249,4
0.0,[[0.00134374]],7.298044348109889,1.0,0.6531820151348597,500.0,[[0.97035958]],2.83304,0.005951419038644563,1416.2626262626263,0.0013437358035669478,[[0.96901584]],100,0.016584272455346695,0.0,0.0,2.884878569090907,7.536436475252348,0,76.65198619111013,1.951552477903362,1.0201,0.0,0.005951419038644563,7.298044338632694,5
0.0,[[-0.00017068]],7.30100121235996,1.0,0.0845399642239073,500.0,[[0.9701889]],2.839,0.005907809660187479,1419.0707070707072,0.0001706814893120967,[[0.97035958]],100,0.01648698321124606,0.0,0.0,2.8841357457650982,7.5375613166015425,0,71.4068231645236,1.9487554745425681,1.0201,0.0,0.005907809660187479,7.301001181050269,6
0.0,[[8.10506526e-07]],7.2900428002535,1.0,0.0004003408202919445,500.0,[[0.97018971]],2.82432,0.006014778076541914,1412.6868686868686,8.105065261165834e-07,[[0.9701889]],100,0.01672536816770634,0.0,0.0,2.881974416541549,7.531449864228294,0,84.83384193032593,1.9555940041795765,1.0201,0.0,0.006014778076541914,7.2900412358394995,7
0.0,[[0.00094086]],7.308882478542261,1.0,0.4719975918482433,500.0,[[0.97113057]],2.84412,0.005812503286884528,1422.8484848484848,0.000940864133111341,[[0.97018971]],100,0.01627385976170424,0.0,0.0,2.89200647053218,7.538894151376739,0,78.03448650156483,1.9425985658062201,1.0201,0.0,0.005812503286884528,7.308882453970167,8
0.0,[[-0.00069917]],7.304101891208085,1.0,0.35213999096752246,500.0,[[0.97043141]],2.84164,0.005874996299487642,1421.4949494949494,0.0006991655615133929,[[0.97113057]],100,0.016413684373523925,0.0,0.0,2.8863891127843453,7.5386304962643,0,77.9926665469162,1.946642585585241,1.0201,0.0,0.005874996299487642,7.30410173029464,9
0.0,[[4.61327641e-05]],7.3075818997175945,1.0,0.022985006258224416,500.0,[[0.97047754]],2.84384,0.005877746488916167,1422.1616161616162,4.613276409970446e-05,[[0.97043141]],100,0.01641983091404569,0.0,0.0,2.887866696092463,7.542663446976966,0,84.49286707933996,1.9468199495499383,1.0201,0.0,0.005877746488916167,7.307581858003302,10
