Primal,NormDeltaVar,ConfortViolation,WeightMax,RewardMean,Omega,ReturnsMean,RewardStd,WeightMin,TimestepsStd,DualBefore,Traj,DualAfter,NormDeltaOmega,ReturnsStd,TimestepsMean,OmegaBefore,Epsilon,DeltaOmega,WeightMean,ITERATIONS,Eta,WeightMedian,DualReg,LossReg,Wins
6.067663246890698,1.034080136264734,0,1.0,2.34476,[[0.8113307]],1171.7777777777778,2.417656001667731,0.023341236987974006,0.0,7.274760866934137,100,6.067663958711633,0.01133069670973852,58.99761261315264,500.0,[[0.8]],0.7701,[[0.0113307]],0.023341236987974006,0,2.661320141992302,0.049487907908817595,0.0,0.0,0.0
6.089098205760294,1.6504790170479922,0,1.0,2.3686,[[0.82838345]],1184.3232323232323,2.437222607805861,0.02261698204429128,0.0,7.233038851698394,100,6.089099274489598,0.01705275022312569,65.3504659482478,500.0,[[0.8113307]],0.7701,[[0.01705275]],0.02261698204429128,1,2.639181013135686,0.04825560029750957,0.0,0.0,0.0
6.098122057817824,1.619542381058018,0,1.0,2.37256,[[0.84390583]],1186.4646464646464,2.4568433092893813,0.022225670935953352,0.0,7.199075708146119,100,6.098123453328848,0.015522387671697668,64.09136677885785,500.0,[[0.82838345]],0.7701,[[0.01552239]],0.022225670935953352,2,2.6270802040848515,0.04758651540190924,0.0,0.0,0.0
6.127581781904336,1.25200935645519,0,1.0,2.40408,[[0.85510589]],1202.9292929292928,2.479951482106051,0.021392922857039816,0.0,7.153784899250578,100,6.127583949596628,0.01120005713415384,54.632149584168104,500.0,[[0.84390583]],0.7701,[[0.01120006]],0.021392922857039816,3,2.6009864735155968,0.04615471781509721,0.0,0.0,0.0
6.126899465729431,0.5909940398249347,0,1.0,2.4042,[[0.86015666]],1200.7070707070707,2.4865844767471703,0.021144639108830823,0.0,7.129862369858902,100,6.126901944137016,0.005050764277193975,62.917815967869686,500.0,[[0.85510589]],0.7701,[[0.00505076]],0.021144639108830823,4,2.5931129314784016,0.04572568515698549,0.0,0.0,0.0
6.205555009057925,1.4433713603532148,0,1.0,2.45376,[[0.87187366]],1227.4747474747476,2.5328919958024265,0.02095229800676788,0.0,7.16120012578089,100,6.2055583540707175,0.011717001948004957,69.48676836975213,500.0,[[0.86015666]],0.7701,[[0.011717]],0.02095229800676788,5,2.586982802786581,0.045392628323156714,0.0,0.0,0.0
6.2443900391453235,1.3693298182166735,0,1.0,2.47772,[[0.88220522]],1237.79797979798,2.5645630430153203,0.02059064188763374,0.0,7.151997690199267,100,6.244390037919319,0.010331566393226854,57.922619889890015,500.0,[[0.87187366]],0.7701,[[0.01033157]],0.02059064188763374,6,2.5753823533606472,0.04476472370836812,0.0,0.0,0.0
6.272064805610659,0.6054503545737724,0,1.0,2.49844,[[0.88653863]],1249.4545454545455,2.581991008195032,0.020335847999129082,0.0,7.151121039188236,100,6.272064803967304,0.0043334096388562005,70.70657431283186,500.0,[[0.88220522]],0.7701,[[0.00433341]],0.020335847999129082,7,2.5671502064734057,0.044321028471485016,0.0,0.0,0.0
6.293498780524992,0.5845291615319574,0,1.0,2.5094,[[0.89058975]],1254.6060606060605,2.5977435670211952,0.02029277676774413,0.0,7.159042520055913,100,6.293498778588848,0.004051120840533051,74.407805903888,500.0,[[0.88653863]],0.7701,[[0.00405112]],0.02029277676774413,8,2.5657536723111622,0.04424591516683635,0.0,0.0,0.0
6.327123567370632,0.6041560475525465,0,1.0,2.53372,[[0.89464301]],1267.6363636363637,2.617239569011595,0.0200763756536265,0.0,7.166983956499229,100,6.3271235648405,0.004053255100869291,64.94962376473708,500.0,[[0.89058975]],0.7701,[[0.00405326]],0.0200763756536265,9,2.5587151592945805,0.04386804200163113,0.0,0.0,0.0
6.343137341903092,0.6359337210131137,0,1.0,2.54048,[[0.89876578]],1270.4444444444443,2.631934909833448,0.02000971013975139,0.0,7.1685290318037165,100,6.343137338900599,0.004122771343772813,72.43000413805616,500.0,[[0.89464301]],0.7701,[[0.00412277]],0.02000971013975139,10,2.5565393921889474,0.0437514688508332,0.0,0.0,0.0
6.363088266905084,0.3154645409486534,0,1.0,2.55572,[[0.90075736]],1277.7575757575758,2.6429482177295873,0.019862823225446812,0.0,7.1731337859377104,100,6.363088263400927,0.0019915784186516072,72.47780446162531,500.0,[[0.89876578]],0.7701,[[0.00199158]],0.019862823225446812,11,2.5517328922797846,0.043494343697651566,0.0,0.0,0.0
6.378698732591176,0.24639146354479635,0,1.0,2.5648,[[0.90228854]],1283.090909090909,2.6519202401278963,0.019864791689058685,0.0,7.1842455780193815,100,6.378698728887855,0.0015311847950458812,69.040917586557,500.0,[[0.90075736]],0.7701,[[0.00153118]],0.019864791689058685,12,2.5517974199968307,0.043497791996353646,0.0,0.0,0.0
6.35724190367033,0.009092012631004565,0,1.0,2.55032,[[0.90234464]],1274.8080808080808,2.6443048042160346,0.01979324060122409,0.0,7.160166744474137,100,6.357241899883983,5.609676309281664e-05,65.27450610170676,500.0,[[0.90228854]],0.7701,[[5.60967631e-05]],0.01979324060122409,13,2.5494499058249533,0.04337240686153632,0.0,0.0,0.0
6.339495721040828,0.6248796328684065,0,1.0,2.5464,[[0.89842177]],1274.040404040404,2.62846096413852,0.019692058826533326,0.0,7.146154934095409,100,6.339495717546171,0.003922868426804449,61.97163234898987,500.0,[[0.90234464]],0.7701,[[-0.00392287]],0.019692058826533326,14,2.546123128842574,0.0431949424368277,0.0,0.0,0.0
