TimestepsMean,Eta,ITERATIONS,DualReg,ConfortViolation,ReturnsStd,RewardMean,DualBefore,Epsilon,WeightMean,ReturnsMean,Traj,LossReg,DualAfter,TimestepsStd,DeltaOmega,Primal,RewardStd,Omega,WeightMedian,WeightMax,OmegaBefore,Wins,NormDeltaOmega,WeightMin,NormDeltaVar
23.028334485141674,28.644692925632928,0,0.0,0,80.0276859966157,6.420055950756341,6.677253872275966,0.001,0.7796693424521739,147.84387810148567,4345,0.0,6.479457763128766,11.874094879200678,0.0004939151845135825,6.4794578478805,1.3744499006449955,8.000493915184514,0.9861145098298368,1.0,8.0,0.0,0.0004939151845135825,0.7796693424521739,0.11573829141646352
22.94880624426079,28.69443781576981,1,0.0,0,80.83107585745137,6.417756438006265,6.675836068171713,0.001,0.7811295474238078,147.28148125516574,4360,0.0,6.477256494311269,11.993030419723329,6.246953097921448e-05,6.477256580538599,1.3766207545404725,8.000556384715493,0.9874948736273151,1.0,8.000493915184514,0.0,6.246953097921448e-05,0.7811295474238078,0.009790076806026721
23.182745825602968,28.533550171256024,2,0.0,0,82.47949861368727,6.42068656967586,6.676065695387864,0.001,0.7789062399437492,148.84508680960892,4316,0.0,6.479867134433947,12.245100457930928,0.0002821019723331375,6.479867221803201,1.3695229090870902,8.000838486687826,0.9859825044202627,1.0,8.000556384715493,0.0,0.0002821019723331375,0.7789062399437492,0.0046992315220160735
23.502234768289814,28.338020205398905,3,0.0,0,83.62458234162087,6.424287526265541,6.676484724202524,0.001,0.7777568095237548,150.98349591663398,4255,0.0,6.483079479836466,12.413698589551872,-0.00035793830064001497,6.483079575430371,1.3608825637541582,8.000480548387186,0.9861618564438317,1.0,8.000838486687826,0.0,0.00035793830064001497,0.7777568095237548,0.061759973507925385
23.64655784244145,28.247180641551083,4,0.0,0,82.5971661013551,6.425091994132647,6.6758653972522755,0.001,0.7759077606011097,151.93063530105977,4231,0.0,6.483703009707154,12.265804272027944,-0.00034517679267231927,6.483703112707021,1.356850999972088,8.000135371594514,0.9845094717231817,1.0,8.000480548387186,0.0,0.00034517679267231927,0.7759077606011097,0.07688690517216433
23.78182250773257,28.160860876095587,5,0.0,0,85.89517101754349,6.4273514031376155,6.676665791861507,0.001,0.7761967268221149,152.85072446886014,4207,0.0,6.4857913042511,12.755939692544274,-0.0002531278039992202,6.485791407060928,1.3530558898201337,7.999882243790514,0.9856223587448394,1.0,8.000135371594514,0.0,0.0002531278039992202,0.7761967268221149,0.044667155694598545
24.05995665783771,27.996315033541457,6,0.0,0,89.30019933812942,6.431657339341069,6.678250721938733,0.001,0.775008400842969,154.74109903842606,4157,0.0,6.489770850847967,13.257857487749307,-0.0006860527739176447,6.4897709577047085,1.3458125927947155,7.999196191016597,0.9855289506040854,1.0,7.999882243790514,0.0,0.0006860527739176447,0.775008400842969,0.006231598834053965
24.095778045838358,27.97452494644741,7,0.0,0,86.87755179531746,6.432104506491234,6.678332030493193,0.001,0.7751025363913848,154.98261542767142,4149,0.0,6.490174797129256,12.895150864961181,-0.0005378453345574741,6.490174903933918,1.3448534133421153,7.998658345682039,0.9858539674652226,1.0,7.999196191016597,0.0,0.0005378453345574741,0.7751025363913848,0.009040204205401362
24.022842029333976,28.015532342835108,8,0.0,0,86.59022609495207,6.431407538643854,6.6783331114960784,0.001,0.7755896978342135,154.494507216332,4163,0.0,6.489559177848562,12.857841012419325,-0.0009211829779749436,6.489559285883744,1.346658992187543,7.997737162704064,0.9861434406483063,1.0,7.998658345682039,0.0,0.0009211829779749436,0.7755896978342135,0.0441293304618043
24.486645430041655,27.750079357030373,9,0.0,0,91.03536110431081,6.436952951261195,6.679523344830579,0.001,0.7727686137959648,157.61822649208622,4085,0.0,6.49457767857807,13.517044538638201,0.0003099966443391722,6.494577793466995,1.3349574118156529,7.9980471593484035,0.984803311650661,1.0,7.997737162704064,0.0,0.0003099966443391722,0.7727686137959648,0.052113720553155767
24.39242979242979,27.803246947359312,10,0.0,0,89.74387276616444,6.4356917208495465,6.679177606647653,0.001,0.7742394846872322,156.97924877103037,4099,0.0,6.493421745145736,13.322416458690778,-0.00011264679196454352,6.493421862371484,1.3372908169690405,7.997934512556439,0.9862120288798355,1.0,7.9980471593484035,0.0,0.00011264679196454352,0.7742394846872322,0.07113460299101576
25.047869674185463,27.43053256783808,11,0.0,0,96.32321411703884,6.443112044537767,6.680545994180544,0.001,0.7712105792685836,161.38636531957945,3994,0.0,6.500102137209752,14.310098235225786,-0.0010893498222293019,6.5001022674941495,1.3208557467779973,7.99684516273421,0.9856168982023362,1.0,7.997934512556439,0.0,0.0010893498222293019,0.7712105792685836,0.1263943787002417
24.915981052106705,27.50470846365088,12,0.0,0,93.10684537083652,6.441203490594385,6.679955727280896,0.001,0.7723366928446712,160.48810242281212,4015,0.0,6.498340213335805,13.828567924907919,-0.0005813776849201702,6.49834035168845,1.3240993992678645,7.9962637850492895,0.9863756545538546,1.0,7.99684516273421,0.0,0.0005813776849201702,0.7723366928446712,0.006794887363636713
25.27505060728745,27.298766824917866,13,0.0,0,97.192947522034,6.446940449054344,6.682288683811536,0.001,0.7696936352018958,162.9415008153802,3956,0.0,6.503669106071333,14.442770805491202,-0.0007624624944995162,6.503669246994079,1.3150522742034052,7.99550132255479,0.9849129639588279,1.0,7.9962637850492895,0.0,0.0007624624944995162,0.7696936352018958,0.005716380278786863
25.169184290030213,27.367191774317018,14,0.0,0,94.6226262493198,6.44524604174042,6.6816919236458165,0.001,0.7711887996550848,162.2218878959261,3976,0.0,6.502110466766149,14.056481413474941,-0.0007658372990686502,6.502110603950447,1.3180663499452676,7.994735485255721,0.986187503874477,1.0,7.99550132255479,0.0,0.0007658372990686502,0.7711887996550848,0.008262048744924078
25.291318653505442,27.2992920549958,15,0.0,0,95.55801649689988,6.448139732629563,6.6834540717305195,0.001,0.7702599017059838,163.07893650948955,3955,0.0,6.5048699290435295,14.183164650791772,-0.0006964464017409355,6.504870067371991,1.3150972286223819,7.99403903885398,0.9856520028216961,1.0,7.994735485255721,0.0,0.0006964464017409355,0.7702599017059838,0.04995946489257585
25.48521162672106,27.198512943602367,16,0.0,0,100.40357465762975,6.450954099124241,6.684643066829516,0.001,0.7686904542975939,164.40343576043085,3926,0.0,6.507484475677459,14.897436560770787,-0.00032865634358358875,6.50748461885226,1.3106642870617153,7.993710382510397,0.9845890404051895,1.0,7.99403903885398,0.0,0.00032865634358358875,0.7686904542975939,0.005988009753540604
25.936948624805396,26.949933038732446,17,0.0,0,100.06636145409121,6.455620348570695,6.685400740526601,0.001,0.7683416633168472,167.4373029514216,3858,0.0,6.511656932234005,14.857214184191891,-5.77578423675007e-05,6.511657093895664,1.2996894902090697,7.993652624668029,0.9864013317025885,1.0,7.993710382510397,0.0,5.77578423675007e-05,0.7683416633168472,0.007154348967858997
25.717889317889316,27.06065354888437,18,0.0,0,96.57706306097316,6.451372706829338,6.683006626157148,0.001,0.7683247719264238,165.91222517290956,3889,0.0,6.507628168863645,14.34346838730824,6.290040329659519e-05,6.507628331557386,1.3045313087556625,7.993715525071326,0.9852793567609801,1.0,7.993652624668029,0.0,6.290040329659519e-05,0.7683247719264238,0.05266450781806282
26.030729166666667,26.899377766358494,19,0.0,0,100.41032832368208,6.4556506959513404,6.684675385453534,0.001,0.7676451380187177,168.04427755860294,3844,0.0,6.5115864812121265,14.909207637731209,-0.00047274933083141235,6.511586649935022,1.2974410888374022,7.9932427757404945,0.9859379973153224,1.0,7.993715525071326,0.0,0.00047274933083141235,0.7676451380187177,0.0020617338340129074
25.76927043052333,27.032933468942247,20,0.0,0,98.95198029506088,6.452395546722491,6.683568770188186,0.001,0.7686029789775438,166.2701850287058,3883,0.0,6.508596185420773,14.695662270488858,-0.0005928854196897149,6.508596348280044,1.3033180300194305,7.992649890320805,0.9858940810464429,1.0,7.9932427757404945,0.0,0.0005928854196897149,0.7686029789775438,0.03446329824813356
26.107366771159874,26.848827505815898,21,0.0,0,99.87888347107611,6.4566282632880565,6.684876399896843,0.001,0.7677100464008013,168.5587410086642,3832,0.0,6.512463568560367,14.837053578686938,-0.0003562196838480247,6.512463742843944,1.2952064986338054,7.992293670636957,0.9864870660623022,1.0,7.992649890320805,0.0,0.0003562196838480247,0.7677100464008013,0.031110508615673486
26.238382777631923,26.784385825601927,22,0.0,0,100.71737089392423,6.457579016804114,6.684859016188327,0.001,0.7673220189001136,169.43357497994256,3813,0.0,6.513286093566728,14.957536362997194,-0.0001227397287832943,6.513286277623484,1.2923518424150358,7.992170930908173,0.986546887428445,1.0,7.992293670636957,0.0,0.0001227397287832943,0.7673220189001136,0.00635633562082945
26.102115434839384,26.861887586448546,23,0.0,0,98.13495254607065,6.456545801494031,6.684975757382172,0.001,0.7673103948716319,168.52927226896304,3833,0.0,6.512407191329611,14.56844216609205,-6.638995718244445e-05,6.512407362263693,1.295789258045454,7.992104540950991,0.9858434188527762,1.0,7.992170930908173,0.0,6.638995718244445e-05,0.7673103948716319,0.0034908532174679836
27.036265223274697,26.366048753812688,24,0.0,0,107.13758439967515,6.467291348177043,6.687930310376083,0.001,0.7643368798664332,174.84574569711117,3699,0.0,6.522168714743771,15.910108959618197,-0.0003849320631976738,6.522168922929349,1.2739379452987691,7.991719608887793,0.9867223605735166,1.0,7.992104540950991,0.0,0.0003849320631976738,0.7643368798664332,0.15951089440450664
27.248021828103685,26.258480761276168,25,0.0,0,107.62647505323044,6.467548757888041,6.686696909214047,0.001,0.7608639606413088,176.22160817317373,3669,0.0,6.5222112661759635,15.995322885273744,-0.00025608204758853503,6.522211504699727,1.2691370482863347,7.991463526840205,0.983218715775815,1.0,7.991719608887793,0.0,0.00025608204758853503,0.7608639606413088,0.04574374404642438
27.222494553376908,26.290010348156574,26,0.0,0,105.79214870368476,6.467498845640959,6.687188227723859,0.001,0.7631840967174464,176.06266523065383,3676,0.0,6.522223833620425,15.715707055154548,-0.0006013307095447118,6.5222240769024875,1.2705227573751268,7.99086219613066,0.9859503499286495,1.0,7.991463526840205,0.0,0.0006013307095447118,0.7631840967174464,0.056647791856907395
