RewardStd,ITERATIONS,RewardMean,Wins,Traj,ReturnsMean,ConfortViolation,NormDeltaVar,OmegaBefore,Omega,NormDeltaOmega,DeltaOmega,TimestepsStd,ReturnsStd,TimestepsMean
1.4027526092699076,0,6.401432292398424,0.0,250,140.9851448077829,0,0.3162277639711919,8.0,7.899999998510807,0.1000000014891933,-0.1000000014891933,11.523516130070718,77.57730727080296,22.024
1.3400264180513413,1,6.512979739155851,0.0,250,161.91267631541444,0,0.2989410394276385,7.899999998510807,7.799891649252584,0.10010834925822287,-0.10010834925822287,12.8937349127396,87.51376236960897,24.86
1.2100760839282338,2,6.6490242965695545,0.0,250,209.8698028969214,0,0.30241590850593075,7.799891649252584,7.701738763356801,0.09815288589578319,-0.09815288589578319,17.718857299498747,122.39743054998354,31.564
1.128479185800558,3,6.755917578754817,0.0,250,252.40108074227993,0,0.27789873218652655,7.701738763356801,7.606388909690613,0.0953498536661872,-0.0953498536661872,22.493519066611167,157.26564572583436,37.36
1.0893450497251893,4,6.847748575971341,0.0,250,281.5246394553337,0,0.27839470322796694,7.606388909690613,7.510143877686614,0.09624503200399914,-0.09624503200399914,19.638417858880587,138.78259266113736,41.112
1.0486592534932038,5,6.935282175781958,0.0,250,314.97277529531345,0,0.2698203389624987,7.510143877686614,7.412597934730745,0.09754594295586916,-0.09754594295586916,23.032562688506896,164.5865407195094,45.416
1.0382832528371344,6,7.013559982652073,0.0,250,332.1902550183327,0,0.23995837701119466,7.412597934730745,7.313864965066222,0.09873296966452294,-0.09873296966452294,20.11167581282077,145.34520253178673,47.364
1.040511851237464,7,7.087874518981217,0.0,250,341.32368533605955,0,0.22779176281151492,7.313864965066222,7.213968819610149,0.09989614545607317,-0.09989614545607317,21.369409537935297,156.01052483296036,48.156
1.0275656675195577,8,7.16510228929072,0.0,250,361.1498157894094,0,0.2171485976545585,7.213968819610149,7.112952471336508,0.10101634827364059,-0.10101634827364059,21.042832128779622,155.43790357185523,50.404
1.0161710304121587,9,7.245043101459129,0.0,250,381.5239697228378,0,0.20764983806775555,7.112952471336508,7.010877200679189,0.1020752706573198,-0.1020752706573198,20.091600234924048,149.73399290098158,52.66
0.9933869495795087,10,7.326185686893215,0.0,250,412.46425417208803,0,0.19785246266527445,7.010877200679189,6.907806683063719,0.10307051761546937,-0.10307051761546937,22.33924797301825,168.26115033662992,56.3
